B73_Cluster	B73_Genes	PH207_Cluster	PH207_Genes
Cluster_1433	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	Cluster_0549	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294
Cluster_1433	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	Cluster_0549	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294
Cluster_1433	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	Cluster_0549	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294
Cluster_1434	Zm00001d044052,Zm00001d044053	NA	Zm00008a014295
Cluster_1434	Zm00001d044052,Zm00001d044053	NA	Zm00008a014295
Cluster_1435	Zm00001d044095,Zm00001d044096,Zm00001d044099	Cluster_0551	Zm00008a014324,Zm00008a014325
Cluster_1435	Zm00001d044095,Zm00001d044096,Zm00001d044099	Cluster_0551	Zm00008a014324,Zm00008a014325
Cluster_1435	Zm00001d044095,Zm00001d044096,Zm00001d044099	Cluster_0551	Zm00008a014324,Zm00008a014325
Cluster_1435	Zm00001d044095,Zm00001d044096,Zm00001d044099	Cluster_0551	Zm00008a014324,Zm00008a014325
Cluster_1436	Zm00001d044117,Zm00001d044118	Cluster_0552	Zm00008a014340,Zm00008a014341
Cluster_1436	Zm00001d044117,Zm00001d044118	Cluster_0552	Zm00008a014340,Zm00008a014341
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014367
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374
Cluster_1438	Zm00001d044203,Zm00001d044208	NA	Zm00008a014413
Cluster_1438	Zm00001d044203,Zm00001d044208	NA	Zm00008a014413
Cluster_1439	Zm00001d044231,Zm00001d044237	NA	Zm00008a014436
Cluster_1440	Zm00001d044246,Zm00001d044247	NA	Zm00008a014445
Cluster_1440	Zm00001d044246,Zm00001d044247	NA	Zm00008a014446
Cluster_1441	Zm00001d044281,Zm00001d044283	Cluster_0556	Zm00008a014468,Zm00008a014469
Cluster_1441	Zm00001d044281,Zm00001d044283	Cluster_0556	Zm00008a014468,Zm00008a014469
Cluster_1442	Zm00001d044288,Zm00001d044289	Cluster_0557	Zm00008a014472,Zm00008a014473
Cluster_1442	Zm00001d044288,Zm00001d044289	Cluster_0557	Zm00008a014472,Zm00008a014473
Cluster_1443	Zm00001d044339,Zm00001d044340	Cluster_0560	Zm00008a014525,Zm00008a014526
Cluster_1443	Zm00001d044339,Zm00001d044340	Cluster_0560	Zm00008a014525,Zm00008a014526
Cluster_1444	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	Cluster_0562	Zm00008a014528,Zm00008a014529,Zm00008a014531
Cluster_1444	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	Cluster_0562	Zm00008a014528,Zm00008a014529,Zm00008a014531
Cluster_1444	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	Cluster_0562	Zm00008a014528,Zm00008a014529,Zm00008a014531
Cluster_1444	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	Cluster_0562	Zm00008a014528,Zm00008a014529,Zm00008a014531
Cluster_1446	Zm00001d044385,Zm00001d044386	Cluster_0563	Zm00008a014558,Zm00008a014561
Cluster_1446	Zm00001d044385,Zm00001d044386	Cluster_0563	Zm00008a014558,Zm00008a014561
Cluster_1447	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Cluster_0565	Zm00008a014571,Zm00008a014572
Cluster_1447	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Cluster_0565	Zm00008a014571,Zm00008a014572
Cluster_1447	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Cluster_0565	Zm00008a014571,Zm00008a014572
Cluster_1447	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Cluster_0565	Zm00008a014571,Zm00008a014572
Cluster_1449	Zm00001d044432,Zm00001d044433	Cluster_0566	Zm00008a014597,Zm00008a014600
Cluster_1449	Zm00001d044432,Zm00001d044433	Cluster_0566	Zm00008a014597,Zm00008a014600
Cluster_1450	Zm00001d044438,Zm00001d044439,Zm00001d044440	NA	Zm00008a014605
Cluster_1450	Zm00001d044438,Zm00001d044439,Zm00001d044440	NA	Zm00008a014605
Cluster_1450	Zm00001d044438,Zm00001d044439,Zm00001d044440	NA	Zm00008a014605
Cluster_1451	Zm00001d044442,Zm00001d044443	Cluster_0567	Zm00008a014607,Zm00008a014608
Cluster_1451	Zm00001d044442,Zm00001d044443	Cluster_0567	Zm00008a014607,Zm00008a014608
Cluster_1452	Zm00001d044457,Zm00001d044458	Cluster_0568	Zm00008a014620,Zm00008a014621
Cluster_1452	Zm00001d044457,Zm00001d044458	Cluster_0568	Zm00008a014620,Zm00008a014621
Cluster_1453	Zm00001d044570,Zm00001d044573	Cluster_0569	Zm00008a014715,Zm00008a014717
Cluster_1453	Zm00001d044570,Zm00001d044573	Cluster_0569	Zm00008a014715,Zm00008a014717
Cluster_1454	Zm00001d044579,Zm00001d044580	NA	Zm00008a014723
Cluster_1454	Zm00001d044579,Zm00001d044580	Cluster_0570	Zm00008a014721,Zm00008a014722
Cluster_1455	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014730
Cluster_1455	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014730
Cluster_1455	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014732
Cluster_1455	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014732
Cluster_1456	Zm00001d044623,Zm00001d044626,Zm00001d044627	NA	Zm00008a014758
Cluster_1456	Zm00001d044623,Zm00001d044626,Zm00001d044627	NA	Zm00008a014758
Cluster_1456	Zm00001d044623,Zm00001d044626,Zm00001d044627	NA	Zm00008a014758
Cluster_1457	Zm00001d044624,Zm00001d044628	NA	Zm00008a014758
Cluster_1457	Zm00001d044624,Zm00001d044628	NA	Zm00008a014758
Cluster_1458	Zm00001d044654,Zm00001d044655	Cluster_0571	Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783
Cluster_1458	Zm00001d044654,Zm00001d044655	Cluster_0571	Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783
Cluster_1459	Zm00001d044670,Zm00001d044671	Cluster_0572	Zm00008a014826,Zm00008a014827
Cluster_1459	Zm00001d044670,Zm00001d044671	Cluster_0572	Zm00008a014826,Zm00008a014827
Cluster_1460	Zm00001d044685,Zm00001d044686	NA	Zm00008a014788
Cluster_1460	Zm00001d044685,Zm00001d044686	NA	Zm00008a014816
Cluster_1460	Zm00001d044685,Zm00001d044686	NA	Zm00008a014788
Cluster_1461	Zm00001d044730,Zm00001d044732	NA	Zm00008a033260
Cluster_1461	Zm00001d044730,Zm00001d044732	NA	Zm00008a033262
Cluster_1462	Zm00001d044762,Zm00001d044763,Zm00001d044765	Cluster_1208	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292
Cluster_1462	Zm00001d044762,Zm00001d044763,Zm00001d044765	Cluster_1208	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292
Cluster_1462	Zm00001d044762,Zm00001d044763,Zm00001d044765	Cluster_1208	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292
Cluster_1462	Zm00001d044762,Zm00001d044763,Zm00001d044765	Cluster_1208	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292
Cluster_1463	Zm00001d044775,Zm00001d044776,Zm00001d044777	Cluster_1209	Zm00008a033299,Zm00008a033300,Zm00008a033301
Cluster_1463	Zm00001d044775,Zm00001d044776,Zm00001d044777	Cluster_1209	Zm00008a033299,Zm00008a033300,Zm00008a033301
Cluster_1463	Zm00001d044775,Zm00001d044776,Zm00001d044777	Cluster_1209	Zm00008a033299,Zm00008a033300,Zm00008a033301
Cluster_1467	Zm00001d044906,Zm00001d044908	Cluster_1211	Zm00008a033387,Zm00008a033388
Cluster_1467	Zm00001d044906,Zm00001d044908	Cluster_1211	Zm00008a033387,Zm00008a033388
Cluster_1468	Zm00001d044907,Zm00001d044916	NA	Zm00008a033391
Cluster_1469	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033402
Cluster_1469	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033403
Cluster_1469	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033403
Cluster_1469	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033403
Cluster_1470	Zm00001d044966,Zm00001d044967	Cluster_1212	Zm00008a033421,Zm00008a033422
Cluster_1470	Zm00001d044966,Zm00001d044967	Cluster_1212	Zm00008a033421,Zm00008a033422
Cluster_1471	Zm00001d044996,Zm00001d044999	Cluster_1213	Zm00008a033455,Zm00008a033457
Cluster_1471	Zm00001d044996,Zm00001d044999	Cluster_1213	Zm00008a033455,Zm00008a033457
Cluster_1474	Zm00001d045070,Zm00001d045071	Cluster_1215	Zm00008a033508,Zm00008a033509
Cluster_1474	Zm00001d045070,Zm00001d045071	Cluster_1215	Zm00008a033508,Zm00008a033509
Cluster_1474	Zm00001d045070,Zm00001d045071	Cluster_1215	Zm00008a033508,Zm00008a033509
Cluster_1475	Zm00001d045086,Zm00001d045088	NA	Zm00008a033524
Cluster_1475	Zm00001d045086,Zm00001d045088	NA	Zm00008a033524
Cluster_1476	Zm00001d045089,Zm00001d045090	NA	Zm00008a033537
Cluster_1476	Zm00001d045089,Zm00001d045090	NA	Zm00008a033538
Cluster_1476	Zm00001d045089,Zm00001d045090	NA	Zm00008a033537
Cluster_1477	Zm00001d045091,Zm00001d045092	Cluster_1216	Zm00008a033534,Zm00008a033535
Cluster_1477	Zm00001d045091,Zm00001d045092	Cluster_1216	Zm00008a033534,Zm00008a033535
Cluster_1478	Zm00001d045141,Zm00001d045145	NA	Zm00008a033580
Cluster_1478	Zm00001d045141,Zm00001d045145	NA	Zm00008a033582
Cluster_1479	Zm00001d045157,Zm00001d045158	Cluster_1218	Zm00008a033592,Zm00008a033593
Cluster_1479	Zm00001d045157,Zm00001d045158	Cluster_1218	Zm00008a033592,Zm00008a033593
Cluster_1480	Zm00001d045159,Zm00001d045169	NA	Zm00008a033596
Cluster_1480	Zm00001d045159,Zm00001d045169	Cluster_1219	Zm00008a033594,Zm00008a033598
Cluster_1480	Zm00001d045159,Zm00001d045169	Cluster_1219	Zm00008a033594,Zm00008a033598
Cluster_1481	Zm00001d045221,Zm00001d045226,Zm00001d045228	Cluster_1223	Zm00008a033642,Zm00008a033644,Zm00008a033645
Cluster_1481	Zm00001d045221,Zm00001d045226,Zm00001d045228	Cluster_1223	Zm00008a033642,Zm00008a033644,Zm00008a033645
Cluster_1481	Zm00001d045221,Zm00001d045226,Zm00001d045228	Cluster_1223	Zm00008a033642,Zm00008a033644,Zm00008a033645
Cluster_1482	Zm00001d045235,Zm00001d045244,Zm00001d045247	Cluster_1224	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663
Cluster_1482	Zm00001d045235,Zm00001d045244,Zm00001d045247	Cluster_1224	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663
Cluster_1482	Zm00001d045235,Zm00001d045244,Zm00001d045247	Cluster_1224	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663
Cluster_1483	Zm00001d045238,Zm00001d045240	Cluster_1225	Zm00008a033652,Zm00008a033653,Zm00008a033654
Cluster_1483	Zm00001d045238,Zm00001d045240	Cluster_1225	Zm00008a033652,Zm00008a033653,Zm00008a033654
Cluster_1484	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	NA	Zm00008a033661
Cluster_1484	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	NA	Zm00008a033661
Cluster_1484	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	NA	Zm00008a033661
Cluster_1484	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	Cluster_1224	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663
Cluster_1485	Zm00001d045271,Zm00001d045276	Cluster_1228	Zm00008a033673,Zm00008a033675
Cluster_1485	Zm00001d045271,Zm00001d045276	Cluster_1228	Zm00008a033673,Zm00008a033675
Cluster_1486	Zm00001d045272,Zm00001d045274,Zm00001d045277	NA	Zm00008a033674
Cluster_1487	Zm00001d045298,Zm00001d045302	Cluster_1229	Zm00008a033685,Zm00008a033686,Zm00008a033687
Cluster_1487	Zm00001d045298,Zm00001d045302	Cluster_1229	Zm00008a033685,Zm00008a033686,Zm00008a033687
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Cluster_1230	Zm00008a033710,Zm00008a033716
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Cluster_1230	Zm00008a033710,Zm00008a033716
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Cluster_1230	Zm00008a033710,Zm00008a033716
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Cluster_1230	Zm00008a033710,Zm00008a033716
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Cluster_1230	Zm00008a033710,Zm00008a033716
Cluster_1490	Zm00001d045342,Zm00001d045348	Cluster_1231	Zm00008a033717,Zm00008a033718
Cluster_1490	Zm00001d045342,Zm00001d045348	Cluster_1231	Zm00008a033717,Zm00008a033718
Cluster_1491	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	NA	Zm00008a033730
Cluster_1491	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	NA	Zm00008a033733
Cluster_1491	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	NA	Zm00008a033737
Cluster_1491	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	NA	Zm00008a033737
Cluster_1492	Zm00001d045390,Zm00001d045391,Zm00001d045392	NA	Zm00008a033763
Cluster_1492	Zm00001d045390,Zm00001d045391,Zm00001d045392	Cluster_1232	Zm00008a033761,Zm00008a033762
Cluster_1492	Zm00001d045390,Zm00001d045391,Zm00001d045392	Cluster_1232	Zm00008a033761,Zm00008a033762
Cluster_1492	Zm00001d045390,Zm00001d045391,Zm00001d045392	Cluster_1232	Zm00008a033761,Zm00008a033762
Cluster_1493	Zm00001d045398,Zm00001d045400	Cluster_1233	Zm00008a033771,Zm00008a033772
Cluster_1493	Zm00001d045398,Zm00001d045400	Cluster_1233	Zm00008a033771,Zm00008a033772
Cluster_1494	Zm00001d045404,Zm00001d045405	NA	Zm00008a033775
Cluster_1494	Zm00001d045404,Zm00001d045405	NA	Zm00008a033776
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	NA	Zm00008a033783
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Cluster_1235	Zm00008a033778,Zm00008a033781
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Cluster_1235	Zm00008a033778,Zm00008a033781
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Cluster_1235	Zm00008a033778,Zm00008a033781
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Cluster_1235	Zm00008a033778,Zm00008a033781
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Cluster_1235	Zm00008a033778,Zm00008a033781
Cluster_1496	Zm00001d045454,Zm00001d045456	Cluster_1236	Zm00008a033815,Zm00008a033819
Cluster_1496	Zm00001d045454,Zm00001d045456	Cluster_1236	Zm00008a033815,Zm00008a033819
Cluster_1497	Zm00001d045459,Zm00001d045460,Zm00001d045461	Cluster_1237	Zm00008a033821,Zm00008a033822
Cluster_1497	Zm00001d045459,Zm00001d045460,Zm00001d045461	Cluster_1237	Zm00008a033821,Zm00008a033822
Cluster_1497	Zm00001d045459,Zm00001d045460,Zm00001d045461	Cluster_1237	Zm00008a033821,Zm00008a033822
Cluster_1498	Zm00001d045465,Zm00001d045466	NA	Zm00008a033825
Cluster_1498	Zm00001d045465,Zm00001d045466	NA	Zm00008a033825
Cluster_1500	Zm00001d045564,Zm00001d045565	NA	Zm00008a033929
Cluster_1500	Zm00001d045564,Zm00001d045565	NA	Zm00008a033930
Cluster_1501	Zm00001d045576,Zm00001d045582	Cluster_1240	Zm00008a033934,Zm00008a033939,Zm00008a033943
Cluster_1501	Zm00001d045576,Zm00001d045582	Cluster_1240	Zm00008a033934,Zm00008a033939,Zm00008a033943
Cluster_1502	Zm00001d045577,Zm00001d045578	NA	Zm00008a033940
Cluster_1502	Zm00001d045577,Zm00001d045578	NA	Zm00008a033940
Cluster_1504	Zm00001d045668,Zm00001d045669	Cluster_1242	Zm00008a034005,Zm00008a034006
Cluster_1504	Zm00001d045668,Zm00001d045669	Cluster_1242	Zm00008a034005,Zm00008a034006
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	NA	Zm00008a034034
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Cluster_1243	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Cluster_1243	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Cluster_1243	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Cluster_1243	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035
Cluster_1507	Zm00001d045720,Zm00001d045721,Zm00001d045722	Cluster_1244	Zm00008a034036,Zm00008a034037,Zm00008a034039
Cluster_1507	Zm00001d045720,Zm00001d045721,Zm00001d045722	Cluster_1244	Zm00008a034036,Zm00008a034037,Zm00008a034039
Cluster_1507	Zm00001d045720,Zm00001d045721,Zm00001d045722	Cluster_1244	Zm00008a034036,Zm00008a034037,Zm00008a034039
Cluster_1507	Zm00001d045720,Zm00001d045721,Zm00001d045722	Cluster_1244	Zm00008a034036,Zm00008a034037,Zm00008a034039
Cluster_1508	Zm00001d045774,Zm00001d045778	Cluster_1245	Zm00008a034079,Zm00008a034080
Cluster_1508	Zm00001d045774,Zm00001d045778	Cluster_1245	Zm00008a034079,Zm00008a034080
Cluster_1508	Zm00001d045774,Zm00001d045778	Cluster_1245	Zm00008a034079,Zm00008a034080
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Cluster_1247	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134
Cluster_1510	Zm00001d045838,Zm00001d045839	NA	Zm00008a034118
Cluster_1510	Zm00001d045838,Zm00001d045839	NA	Zm00008a034118
Cluster_1511	Zm00001d045845,Zm00001d045846	Cluster_1248	Zm00008a034122,Zm00008a034123
Cluster_1511	Zm00001d045845,Zm00001d045846	Cluster_1248	Zm00008a034122,Zm00008a034123
Cluster_1512	Zm00001d045875,Zm00001d045877	Cluster_1249	Zm00008a034143,Zm00008a034145
Cluster_1512	Zm00001d045875,Zm00001d045877	Cluster_1249	Zm00008a034143,Zm00008a034145
Cluster_1513	Zm00001d045890,Zm00001d045891,Zm00001d045892	NA	Zm00008a034154
Cluster_1513	Zm00001d045890,Zm00001d045891,Zm00001d045892	NA	Zm00008a034154
Cluster_1513	Zm00001d045890,Zm00001d045891,Zm00001d045892	NA	Zm00008a034154
Cluster_1514	Zm00001d046004,Zm00001d046005	Cluster_1250	Zm00008a034216,Zm00008a034228,Zm00008a034229
Cluster_1514	Zm00001d046004,Zm00001d046005	Cluster_1250	Zm00008a034216,Zm00008a034228,Zm00008a034229
Cluster_1515	Zm00001d046053,Zm00001d046054	NA	Zm00008a034388
Cluster_1516	Zm00001d046091,Zm00001d046093	Cluster_1257	Zm00008a034372,Zm00008a034374
Cluster_1516	Zm00001d046091,Zm00001d046093	Cluster_1257	Zm00008a034372,Zm00008a034374
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
