ClusterID	Genes	Intervals	
Cluster_1257	Zm00001d049792,Zm00001d049793	0
Cluster_1258	Zm00001d049816,Zm00001d049817	0
Cluster_1259	Zm00001d049824,Zm00001d049822	1
Cluster_1260	Zm00001d049838,Zm00001d049840,Zm00001d049842,Zm00001d049843,Zm00001d049844,Zm00001d049841	0,0,0,0,0
Cluster_1261	Zm00001d049855,Zm00001d049854	0
Cluster_1262	Zm00001d049861,Zm00001d049862	0
Cluster_1263	Zm00001d048752,Zm00001d048754,Zm00001d048748,Zm00001d048746,Zm00001d048757	1,0,1,1
Cluster_1264	Zm00001d048755,Zm00001d048753	1
Cluster_1265	Zm00001d049872,Zm00001d049871	0
Cluster_1266	Zm00001d048773,Zm00001d048774,Zm00001d048771,Zm00001d048776,Zm00001d048775	1,0,0,0
Cluster_1267	Zm00001d049945,Zm00001d049944	0
Cluster_1268	Zm00001d049980,Zm00001d049979	0
Cluster_1269	Zm00001d049996,Zm00001d049997	0
Cluster_1270	Zm00001d048812,Zm00001d048806,Zm00001d048807,Zm00001d048809,Zm00001d048813,Zm00001d048816,Zm00001d048817,Zm00001d048818,Zm00001d048810,Zm00001d048808	0,0,0,0,0,0,2,0,0
Cluster_1271	Zm00001d048839,Zm00001d048840	0
Cluster_1272	Zm00001d048847,Zm00001d048848,Zm00001d048849,Zm00001d048850,Zm00001d048851,Zm00001d048852	0,0,0,0,0
Cluster_1273	Zm00001d050074,Zm00001d050077,Zm00001d050076	0,0
Cluster_1274	Zm00001d050090,Zm00001d050091	0
Cluster_1275	Zm00001d048865,Zm00001d048875,Zm00001d048864	0,7
Cluster_1276	Zm00001d048871,Zm00001d048872,Zm00001d048870	0,0
Cluster_1277	Zm00001d050134,Zm00001d050133	0
Cluster_1278	Zm00001d048874,Zm00001d048867	4
Cluster_1279	Zm00001d050141,Zm00001d050140	0
Cluster_1280	Zm00001d050160,Zm00001d050171	10
Cluster_1281	Zm00001d050161,Zm00001d050162	0
Cluster_1282	Zm00001d050169,Zm00001d050170	0
Cluster_1283	Zm00001d050196,Zm00001d050198	0
Cluster_1284	Zm00001d050207,Zm00001d050205	0
Cluster_1285	Zm00001d050214,Zm00001d050215	0
Cluster_1286	Zm00001d050259,Zm00001d050260	0
Cluster_1287	Zm00001d050317,Zm00001d050318	0
Cluster_1288	Zm00001d050353,Zm00001d050352	0
Cluster_1289	Zm00001d050388,Zm00001d050386	0
Cluster_1290	Zm00001d050443,Zm00001d050452	5
Cluster_1291	Zm00001d050479,Zm00001d050493	8
Cluster_1292	Zm00001d048593,Zm00001d048592	0
Cluster_1293	Zm00001d050488,Zm00001d050489	0
Cluster_1294	Zm00001d050503,Zm00001d050502	0
Cluster_1295	Zm00001d050552,Zm00001d050551	0
Cluster_1296	Zm00001d015592,Zm00001d015579,Zm00001d015589,Zm00001d015578	0,6,2
Cluster_1297	Zm00001d015605,Zm00001d015603	0
Cluster_1298	Zm00001d013387,Zm00001d013388,Zm00001d013386	0,0
Cluster_1299	Zm00001d015637,Zm00001d015636	0
Cluster_1300	Zm00001d015693,Zm00001d015692,Zm00001d015695	0,0
Cluster_1301	Zm00001d015702,Zm00001d015700	0
Cluster_1302	Zm00001d015703,Zm00001d015704	0
Cluster_1303	Zm00001d013423,Zm00001d013418	4
Cluster_1304	Zm00001d013435,Zm00001d013439,Zm00001d013434,Zm00001d013433,Zm00001d013440	0,0,0,0
Cluster_1305	Zm00001d015724,Zm00001d015723	0
Cluster_1306	Zm00001d015748,Zm00001d015747	0
Cluster_1307	Zm00001d015810,Zm00001d015811	0
Cluster_1308	Zm00001d015822,Zm00001d015823	0
Cluster_1309	Zm00001d015825,Zm00001d015821,Zm00001d015820	0,3
Cluster_1310	Zm00001d015845,Zm00001d015846	0
Cluster_1311	Zm00001d015914,Zm00001d015912,Zm00001d015905	3,0
Cluster_1312	Zm00001d013512,Zm00001d013516,Zm00001d013514	0,0
Cluster_1313	Zm00001d015963,Zm00001d015964	0
Cluster_1314	Zm00001d015975,Zm00001d015976	0
Cluster_1315	Zm00001d015997,Zm00001d015998	0
Cluster_1316	Zm00001d016024,Zm00001d016025,Zm00001d016035,Zm00001d016027,Zm00001d016022	0,0,1,3
Cluster_1317	Zm00001d016054,Zm00001d016056	1
Cluster_1318	Zm00001d013559,Zm00001d013560	0
Cluster_1319	Zm00001d016087,Zm00001d016085	0
Cluster_1320	Zm00001d013575,Zm00001d013578	1
Cluster_1321	Zm00001d016145,Zm00001d016143,Zm00001d016142,Zm00001d016140,Zm00001d016136,Zm00001d016139,Zm00001d016137	0,0,0,0,0,1
Cluster_1322	Zm00001d016156,Zm00001d016155,Zm00001d016157	0,0
Cluster_1323	Zm00001d016158,Zm00001d016159	0
Cluster_1324	Zm00001d016181,Zm00001d016180	0
Cluster_1325	Zm00001d016185,Zm00001d016182,Zm00001d016179,Zm00001d016177	1,2,1
Cluster_1326	Zm00001d016203,Zm00001d016207	2
Cluster_1327	Zm00001d016219,Zm00001d016220,Zm00001d016221	0,0
Cluster_1328	Zm00001d016260,Zm00001d016262	0
Cluster_1329	Zm00001d013615,Zm00001d013614	0
Cluster_1330	Zm00001d013616,Zm00001d013617,Zm00001d013619	0,1
Cluster_1331	Zm00001d016306,Zm00001d016307	0
Cluster_1332	Zm00001d016340,Zm00001d016341	0
Cluster_1333	Zm00001d016351,Zm00001d016350	0
Cluster_1334	Zm00001d016381,Zm00001d016380	0
Cluster_1335	Zm00001d016393,Zm00001d016389,Zm00001d016391,Zm00001d016387	1,0,0
Cluster_1336	Zm00001d016395,Zm00001d016396	0
Cluster_1337	Zm00001d016432,Zm00001d016417,Zm00001d016419,Zm00001d016431,Zm00001d016414,Zm00001d016415,Zm00001d016420,Zm00001d016427,Zm00001d016435,Zm00001d016429,Zm00001d016428,Zm00001d016424	0,0,0,0,0,0,0,0,0,0,1
Cluster_1338	Zm00001d016459,Zm00001d016460	0
Cluster_1339	Zm00001d016477,Zm00001d016476	0
Cluster_1340	Zm00001d016501,Zm00001d016502	0
Cluster_1341	Zm00001d016516,Zm00001d016521	3
Cluster_1342	Zm00001d013662,Zm00001d013663,Zm00001d013661	0,0
Cluster_1343	Zm00001d016567,Zm00001d016568	0
Cluster_1344	Zm00001d016569,Zm00001d016571	1
Cluster_1345	Zm00001d016585,Zm00001d016584	0
Cluster_1346	Zm00001d016613,Zm00001d016607	2
Cluster_1347	Zm00001d016616,Zm00001d016623	5
Cluster_1348	Zm00001d016648,Zm00001d016649	0
Cluster_1349	Zm00001d016660,Zm00001d016661	0
Cluster_1350	Zm00001d016730,Zm00001d016719	9
Cluster_1351	Zm00001d016740,Zm00001d016738,Zm00001d016741	0,0
Cluster_1352	Zm00001d016782,Zm00001d016773,Zm00001d016777	0,0
Cluster_1353	Zm00001d012899,Zm00001d012906,Zm00001d012900	0,2
Cluster_1354	Zm00001d012902,Zm00001d012910	5
Cluster_1355	Zm00001d016841,Zm00001d016842,Zm00001d016844	0,0
Cluster_1356	Zm00001d016871,Zm00001d016867,Zm00001d016868,Zm00001d016870	0,0,0
Cluster_1357	Zm00001d016883,Zm00001d016882	0
Cluster_1358	Zm00001d016884,Zm00001d016885	0
Cluster_1359	Zm00001d016900,Zm00001d016899	0
Cluster_1360	Zm00001d016949,Zm00001d016946,Zm00001d016947,Zm00001d016948	0,0,0
Cluster_1361	Zm00001d013708,Zm00001d013709	0
Cluster_1362	Zm00001d016995,Zm00001d016996	0
Cluster_1363	Zm00001d017001,Zm00001d017009,Zm00001d017014,Zm00001d017008,Zm00001d017019	4,0,4,0
Cluster_1364	Zm00001d017021,Zm00001d017022	0
Cluster_1365	Zm00001d017033,Zm00001d017032	0
Cluster_1366	Zm00001d017043,Zm00001d017045	0
Cluster_1367	Zm00001d013720,Zm00001d013719	0
Cluster_1368	Zm00001d017122,Zm00001d017123	0
Cluster_1369	Zm00001d017165,Zm00001d017164	0
Cluster_1370	Zm00001d017174,Zm00001d017172	1
Cluster_1371	Zm00001d012909,Zm00001d012907,Zm00001d012908	0,0
Cluster_1372	Zm00001d012912,Zm00001d012911	0
Cluster_1373	Zm00001d017228,Zm00001d017229	0
Cluster_1374	Zm00001d017236,Zm00001d017222,Zm00001d017238,Zm00001d017237,Zm00001d017234	5,0,0,0
Cluster_1375	Zm00001d017275,Zm00001d017274,Zm00001d017279,Zm00001d017276	0,0,0
Cluster_1376	Zm00001d017292,Zm00001d017293	0
Cluster_1377	Zm00001d017294,Zm00001d017293	0
Cluster_1378	Zm00001d017329,Zm00001d017326	1
Cluster_1379	Zm00001d017335,Zm00001d017334	0
Cluster_1380	Zm00001d017336,Zm00001d017340	3
Cluster_1381	Zm00001d017383,Zm00001d017385	1
Cluster_1382	Zm00001d017415,Zm00001d017417,Zm00001d017416	0,0
Cluster_1383	Zm00001d017427,Zm00001d017429	1
Cluster_1384	Zm00001d017458,Zm00001d017459	0
Cluster_1385	Zm00001d017466,Zm00001d017462	1
Cluster_1386	Zm00001d017477,Zm00001d017478,Zm00001d017480	0,1
Cluster_1387	Zm00001d013768,Zm00001d013769	0
Cluster_1388	Zm00001d017493,Zm00001d017494,Zm00001d017495	0,0
Cluster_1389	Zm00001d017499,Zm00001d017500	0
Cluster_1390	Zm00001d017510,Zm00001d017508	1
Cluster_1391	Zm00001d017534,Zm00001d017535	0
Cluster_1392	Zm00001d017570,Zm00001d017571	0
Cluster_1393	Zm00001d017591,Zm00001d017592	0
Cluster_1394	Zm00001d017612,Zm00001d017615	2
Cluster_1395	Zm00001d013787,Zm00001d013788	0
Cluster_1396	Zm00001d017647,Zm00001d017646,Zm00001d017648	0,0
Cluster_1397	Zm00001d017653,Zm00001d017645	6
Cluster_1398	Zm00001d013797,Zm00001d013796	0
Cluster_1399	Zm00001d017714,Zm00001d017713	0
Cluster_1400	Zm00001d017734,Zm00001d017732,Zm00001d017733,Zm00001d017737,Zm00001d017735,Zm00001d017740,Zm00001d017731,Zm00001d017736,Zm00001d017741	0,0,0,0,0,0,0,0
Cluster_1401	Zm00001d017765,Zm00001d017764	0
Cluster_1402	Zm00001d017787,Zm00001d017786	0
Cluster_1403	Zm00001d017817,Zm00001d017814	0
Cluster_1404	Zm00001d017840,Zm00001d017841	0
Cluster_1405	Zm00001d017863,Zm00001d017866	2
Cluster_1406	Zm00001d017865,Zm00001d017868	2
Cluster_1407	Zm00001d017866,Zm00001d017869,Zm00001d017864,Zm00001d017867	1,0,1
Cluster_1408	Zm00001d017898,Zm00001d017899	0
Cluster_1409	Zm00001d017908,Zm00001d017907	0
Cluster_1410	Zm00001d017918,Zm00001d017919	0
Cluster_1411	Zm00001d017953,Zm00001d017952	0
Cluster_1412	Zm00001d017962,Zm00001d017964	0
Cluster_1413	Zm00001d017973,Zm00001d017974,Zm00001d017975	0,0
Cluster_1414	Zm00001d013811,Zm00001d013809,Zm00001d013810	0,0
Cluster_1415	Zm00001d018047,Zm00001d018049	1
Cluster_1416	Zm00001d018065,Zm00001d018066	0
Cluster_1417	Zm00001d018085,Zm00001d018086	0
Cluster_1418	Zm00001d013819,Zm00001d013820	0
Cluster_1419	Zm00001d013821,Zm00001d013822	0
Cluster_1420	Zm00001d018106,Zm00001d018105,Zm00001d018107	0,0
Cluster_1421	Zm00001d018123,Zm00001d018124	0
Cluster_1422	Zm00001d013827,Zm00001d013825	0
Cluster_1423	Zm00001d018155,Zm00001d018156	0
Cluster_1424	Zm00001d018182,Zm00001d018185	2
Cluster_1425	Zm00001d018184,Zm00001d018181	2
Cluster_1426	Zm00001d018187,Zm00001d018183	2
Cluster_1427	Zm00001d018252,Zm00001d018253,Zm00001d018251	0,0
Cluster_1428	Zm00001d018261,Zm00001d018262	0
Cluster_1429	Zm00001d018281,Zm00001d018282	0
Cluster_1430	Zm00001d018323,Zm00001d018324,Zm00001d018321,Zm00001d018322	0,0,0
Cluster_1431	Zm00001d018332,Zm00001d018329	2
Cluster_1432	Zm00001d018336,Zm00001d018340	3
Cluster_1433	Zm00001d018345,Zm00001d018346	0
Cluster_1434	Zm00001d018439,Zm00001d018440	0
Cluster_1435	Zm00001d018452,Zm00001d018451	0
Cluster_1436	Zm00001d018506,Zm00001d018505	0
Cluster_1437	Zm00001d018562,Zm00001d018560,Zm00001d018565	1,0
Cluster_1438	Zm00001d012943,Zm00001d012947	2
Cluster_1439	Zm00001d012949,Zm00001d012946	2
Cluster_1440	Zm00001d012801,Zm00001d012806	3
Cluster_1441	Zm00001d013900,Zm00001d013903	1
Cluster_1442	Zm00001d013904,Zm00001d013901	1
Cluster_1443	Zm00001d012968,Zm00001d012967	0
Cluster_1444	Zm00001d013949,Zm00001d013945	2
Cluster_1445	Zm00001d013955,Zm00001d013950	3
Cluster_1446	Zm00001d012980,Zm00001d012981,Zm00001d012982,Zm00001d012979	0,0,0
Cluster_1447	Zm00001d014025,Zm00001d014027	1
Cluster_1448	Zm00001d012999,Zm00001d013002	0
Cluster_1449	Zm00001d014063,Zm00001d014056,Zm00001d014062	3,0
Cluster_1450	Zm00001d014136,Zm00001d014134	1
Cluster_1451	Zm00001d014153,Zm00001d014155	0
Cluster_1452	Zm00001d014159,Zm00001d014160	0
Cluster_1453	Zm00001d013035,Zm00001d013037	1
Cluster_1454	Zm00001d014196,Zm00001d014194	0
Cluster_1455	Zm00001d014249,Zm00001d014250	0
Cluster_1456	Zm00001d014302,Zm00001d014303	0
Cluster_1457	Zm00001d014328,Zm00001d014329	0
Cluster_1458	Zm00001d013066,Zm00001d013067	0
Cluster_1459	Zm00001d014351,Zm00001d014352,Zm00001d014353	0,0
Cluster_1460	Zm00001d014369,Zm00001d014367	1
Cluster_1461	Zm00001d014378,Zm00001d014379	0
Cluster_1462	Zm00001d014394,Zm00001d014397	2
Cluster_1463	Zm00001d014395,Zm00001d014399	3
Cluster_1464	Zm00001d014445,Zm00001d014446	0
Cluster_1465	Zm00001d014447,Zm00001d014443	3
Cluster_1466	Zm00001d013105,Zm00001d013109	2
Cluster_1467	Zm00001d014456,Zm00001d014458,Zm00001d014451	1,0
Cluster_1468	Zm00001d013114,Zm00001d013115	0
Cluster_1469	Zm00001d014468,Zm00001d014470,Zm00001d014469	0,0
Cluster_1470	Zm00001d014499,Zm00001d014503	1
Cluster_1471	Zm00001d014509,Zm00001d014508	0
Cluster_1472	Zm00001d014511,Zm00001d014510	0
Cluster_1473	Zm00001d014542,Zm00001d014548,Zm00001d014540	0,4
Cluster_1474	Zm00001d014557,Zm00001d014555	1
Cluster_1475	Zm00001d014589,Zm00001d014588	0
Cluster_1476	Zm00001d014608,Zm00001d014601,Zm00001d014603,Zm00001d014606,Zm00001d014602	0,0,0,0
Cluster_1477	Zm00001d014614,Zm00001d014615,Zm00001d014617,Zm00001d014613	0,0,1
Cluster_1478	Zm00001d014623,Zm00001d014625	1
Cluster_1479	Zm00001d014630,Zm00001d014628,Zm00001d014629	0,0
Cluster_1480	Zm00001d014652,Zm00001d014650,Zm00001d014654,Zm00001d014649	0,0,0
Cluster_1481	Zm00001d014721,Zm00001d014722	0
Cluster_1482	Zm00001d013182,Zm00001d013183	0
Cluster_1483	Zm00001d014732,Zm00001d014731	0
Cluster_1484	Zm00001d014737,Zm00001d014734	2
Cluster_1485	Zm00001d013188,Zm00001d013190	0
Cluster_1486	Zm00001d014818,Zm00001d014817,Zm00001d014819,Zm00001d014820	0,0,0
Cluster_1487	Zm00001d014835,Zm00001d014834,Zm00001d014839	0,0
Cluster_1488	Zm00001d014842,Zm00001d014840	1
Cluster_1489	Zm00001d014867,Zm00001d014866,Zm00001d014865	0,0
Cluster_1490	Zm00001d014879,Zm00001d014882,Zm00001d014880,Zm00001d014883	0,0,0
Cluster_1491	Zm00001d014903,Zm00001d014906	1
Cluster_1492	Zm00001d013225,Zm00001d013228	1
Cluster_1493	Zm00001d013231,Zm00001d013230,Zm00001d013226,Zm00001d013229	1,0,0
Cluster_1494	Zm00001d014944,Zm00001d014945	0
Cluster_1495	Zm00001d014948,Zm00001d014951	2
Cluster_1496	Zm00001d014957,Zm00001d014954	0
Cluster_1497	Zm00001d014963,Zm00001d014964	0
Cluster_1498	Zm00001d013246,Zm00001d013244	1
Cluster_1499	Zm00001d014973,Zm00001d014968	4
Cluster_1500	Zm00001d014974,Zm00001d014972	1
Cluster_1501	Zm00001d013255,Zm00001d013251	3
Cluster_1502	Zm00001d015006,Zm00001d015005	0
Cluster_1503	Zm00001d013259,Zm00001d013258	0
Cluster_1504	Zm00001d015018,Zm00001d015019	0
Cluster_1505	Zm00001d015021,Zm00001d015022	0
Cluster_1506	Zm00001d015040,Zm00001d015043	2
Cluster_1507	Zm00001d015044,Zm00001d015045	0
Cluster_1508	Zm00001d015050,Zm00001d015058	5
Cluster_1509	Zm00001d015052,Zm00001d015057,Zm00001d015047,Zm00001d015041	5,1,3
Cluster_1510	Zm00001d015054,Zm00001d015053	0
Cluster_1511	Zm00001d015067,Zm00001d015071,Zm00001d015073	2,1
Cluster_1512	Zm00001d015076,Zm00001d015079,Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015077	0,1,2,0,0,1
Cluster_1513	Zm00001d013268,Zm00001d013269	0
Cluster_1514	Zm00001d015097,Zm00001d015098	0
Cluster_1515	Zm00001d015174,Zm00001d015175	0
Cluster_1516	Zm00001d015196,Zm00001d015197	0
Cluster_1517	Zm00001d013286,Zm00001d013285	0
Cluster_1518	Zm00001d015212,Zm00001d015211	0
Cluster_1519	Zm00001d015220,Zm00001d015217,Zm00001d015216,Zm00001d015224	0,1,2
Cluster_1520	Zm00001d015227,Zm00001d015228	0
Cluster_1521	Zm00001d015229,Zm00001d015228	1
Cluster_1522	Zm00001d015239,Zm00001d015234	1
Cluster_1523	Zm00001d015255,Zm00001d015253	1
Cluster_1524	Zm00001d015291,Zm00001d015298	4
Cluster_1525	Zm00001d015332,Zm00001d015331	0
Cluster_1526	Zm00001d015367,Zm00001d015372	1
Cluster_1527	Zm00001d015405,Zm00001d015404,Zm00001d015406	0,0
Cluster_1528	Zm00001d015426,Zm00001d015427	0
Cluster_1529	Zm00001d015444,Zm00001d015445	0
Cluster_1530	Zm00001d015491,Zm00001d015490	0
Cluster_1531	Zm00001d015499,Zm00001d015495	3
Cluster_1532	Zm00001d012833,Zm00001d012834	0
Cluster_1533	Zm00001d015557,Zm00001d015556	0
Cluster_1534	Zm00001d013365,Zm00001d013366	0
Cluster_1535	Zm00001d012840,Zm00001d012839	0
Cluster_1536	Zm00001d036763,Zm00001d036762	0
Cluster_1537	Zm00001d036792,Zm00001d036791	0
Cluster_1538	Zm00001d036802,Zm00001d036803	0
Cluster_1539	Zm00001d036804,Zm00001d036801	2
Cluster_1540	Zm00001d036818,Zm00001d036824,Zm00001d036819,Zm00001d036815,Zm00001d036816,Zm00001d036820,Zm00001d036821,Zm00001d036822,Zm00001d036823	0,1,0,0,0,0,0,0
Cluster_1541	Zm00001d036836,Zm00001d036838	1
Cluster_1542	Zm00001d036845,Zm00001d036840,Zm00001d036847	4,1
Cluster_1543	Zm00001d036853,Zm00001d036856,Zm00001d036865,Zm00001d036864,Zm00001d036855	1,0,4,0
Cluster_1544	Zm00001d036879,Zm00001d036872	6
Cluster_1545	Zm00001d036912,Zm00001d036911	0
Cluster_1546	Zm00001d036936,Zm00001d036940	0
Cluster_1547	Zm00001d036941,Zm00001d036942	0
Cluster_1548	Zm00001d036947,Zm00001d036930	9
Cluster_1549	Zm00001d037009,Zm00001d037008,Zm00001d037005	2,0
Cluster_1550	Zm00001d037023,Zm00001d037019	0
Cluster_1551	Zm00001d037025,Zm00001d037024	0
Cluster_1552	Zm00001d037031,Zm00001d037012	14
Cluster_1553	Zm00001d037043,Zm00001d037042	0
Cluster_1554	Zm00001d037066,Zm00001d037080	12
Cluster_1555	Zm00001d037077,Zm00001d037075	1
Cluster_1556	Zm00001d037082,Zm00001d037081	0
Cluster_1557	Zm00001d037089,Zm00001d037091	1
Cluster_1558	Zm00001d037153,Zm00001d037155	0
Cluster_1559	Zm00001d037172,Zm00001d037171	0
Cluster_1560	Zm00001d037195,Zm00001d037196	0
Cluster_1561	Zm00001d037205,Zm00001d037204	0
Cluster_1562	Zm00001d037245,Zm00001d037244	0
Cluster_1563	Zm00001d037250,Zm00001d037248,Zm00001d037249	0,0
Cluster_1564	Zm00001d037265,Zm00001d037266	0
Cluster_1565	Zm00001d037303,Zm00001d037301	1
Cluster_1566	Zm00001d037317,Zm00001d037316	0
Cluster_1567	Zm00001d037384,Zm00001d037383,Zm00001d037382	0,0
Cluster_1568	Zm00001d037386,Zm00001d037389,Zm00001d037375	7,2
Cluster_1569	Zm00001d037392,Zm00001d037391	0
Cluster_1570	Zm00001d037397,Zm00001d037398	0
Cluster_1571	Zm00001d037409,Zm00001d037411	1
Cluster_1572	Zm00001d037417,Zm00001d037415	1
Cluster_1573	Zm00001d037495,Zm00001d037496	0
Cluster_1574	Zm00001d037550,Zm00001d037547	0
Cluster_1575	Zm00001d037560,Zm00001d037559	0
Cluster_1576	Zm00001d037579,Zm00001d037580,Zm00001d037577	0,0
Cluster_1577	Zm00001d037610,Zm00001d037608	1
Cluster_1578	Zm00001d037619,Zm00001d037611	6
Cluster_1579	Zm00001d037632,Zm00001d037631	0
Cluster_1580	Zm00001d037650,Zm00001d037648	0
Cluster_1581	Zm00001d037656,Zm00001d037653	1
Cluster_1582	Zm00001d037672,Zm00001d037666,Zm00001d037682	1,5
Cluster_1583	Zm00001d037680,Zm00001d037681	0
Cluster_1584	Zm00001d037717,Zm00001d037700	13
Cluster_1585	Zm00001d037725,Zm00001d037727	0
Cluster_1586	Zm00001d037742,Zm00001d037740,Zm00001d037741	0,0
Cluster_1587	Zm00001d035001,Zm00001d035003,Zm00001d035002	0,0
Cluster_1588	Zm00001d037839,Zm00001d037840	0
Cluster_1589	Zm00001d037873,Zm00001d037877,Zm00001d037875,Zm00001d037882	1,1,0
Cluster_1590	Zm00001d037886,Zm00001d037884	0
Cluster_1591	Zm00001d037909,Zm00001d037914	3
Cluster_1592	Zm00001d037945,Zm00001d037943	1
Cluster_1593	Zm00001d037949,Zm00001d037956	4
Cluster_1594	Zm00001d037950,Zm00001d037951	0
Cluster_1595	Zm00001d037962,Zm00001d037961	0
Cluster_1596	Zm00001d037985,Zm00001d037988	2
Cluster_1597	Zm00001d037994,Zm00001d037998,Zm00001d037999	2,0
Cluster_1598	Zm00001d038025,Zm00001d038031,Zm00001d038010	14,5
Cluster_1599	Zm00001d038049,Zm00001d038052	2
Cluster_1600	Zm00001d038066,Zm00001d038065	0
Cluster_1601	Zm00001d038073,Zm00001d038074	0
Cluster_1602	Zm00001d038163,Zm00001d038161	0
Cluster_1603	Zm00001d038178,Zm00001d038177	0
Cluster_1604	Zm00001d035226,Zm00001d035215	5
Cluster_1605	Zm00001d038186,Zm00001d038181,Zm00001d038185,Zm00001d038179,Zm00001d038180	0,0,2,0
Cluster_1606	Zm00001d038244,Zm00001d038242	0
Cluster_1607	Zm00001d038272,Zm00001d038271	0
Cluster_1608	Zm00001d038285,Zm00001d038284,Zm00001d038283	0,0
Cluster_1609	Zm00001d038333,Zm00001d038334,Zm00001d038335	0,0
Cluster_1610	Zm00001d035228,Zm00001d035229	0
Cluster_1611	Zm00001d038363,Zm00001d038365,Zm00001d038364	0,0
Cluster_1612	Zm00001d038383,Zm00001d038384	0
Cluster_1613	Zm00001d038404,Zm00001d038405	0
Cluster_1614	Zm00001d035230,Zm00001d035224,Zm00001d035234	5,2
Cluster_1615	Zm00001d038418,Zm00001d038429,Zm00001d038428,Zm00001d038414,Zm00001d038415,Zm00001d038413,Zm00001d038424,Zm00001d038425	0,0,0,3,0,2,0
Cluster_1616	Zm00001d038459,Zm00001d038452	3
Cluster_1617	Zm00001d038460,Zm00001d038453	3
Cluster_1618	Zm00001d038485,Zm00001d038481,Zm00001d038484,Zm00001d038488	2,0,2
Cluster_1619	Zm00001d038496,Zm00001d038495	0
Cluster_1620	Zm00001d038526,Zm00001d038523	2
Cluster_1621	Zm00001d038543,Zm00001d038545	1
Cluster_1622	Zm00001d038549,Zm00001d038551	1
Cluster_1623	Zm00001d038553,Zm00001d038544	8
Cluster_1624	Zm00001d038574,Zm00001d038575	0
Cluster_1625	Zm00001d038577,Zm00001d038578	0
Cluster_1626	Zm00001d038585,Zm00001d038584	0
Cluster_1627	Zm00001d038599,Zm00001d038598	0
Cluster_1628	Zm00001d038604,Zm00001d038605	0
Cluster_1629	Zm00001d038614,Zm00001d038613	0
Cluster_1630	Zm00001d038634,Zm00001d038640	2
Cluster_1631	Zm00001d038652,Zm00001d038653	0
Cluster_1632	Zm00001d038699,Zm00001d038700,Zm00001d038703,Zm00001d038702	0,1,0
Cluster_1633	Zm00001d038721,Zm00001d038720	0
Cluster_1634	Zm00001d038765,Zm00001d038764,Zm00001d038763	0,0
Cluster_1635	Zm00001d038811,Zm00001d038812,Zm00001d038813	0,0
Cluster_1636	Zm00001d038830,Zm00001d038831	0
Cluster_1637	Zm00001d038845,Zm00001d038844	0
Cluster_1638	Zm00001d038847,Zm00001d038848	0
Cluster_1639	Zm00001d038875,Zm00001d038874	0
Cluster_1640	Zm00001d038884,Zm00001d038883	0
Cluster_1641	Zm00001d038885,Zm00001d038886	0
Cluster_1642	Zm00001d038889,Zm00001d038887	0
Cluster_1643	Zm00001d038911,Zm00001d038913	0
Cluster_1644	Zm00001d038918,Zm00001d038920	1
Cluster_1645	Zm00001d038969,Zm00001d038968	0
Cluster_1646	Zm00001d038974,Zm00001d038975	0
Cluster_1647	Zm00001d038987,Zm00001d038980,Zm00001d038991	4,3
Cluster_1648	Zm00001d035246,Zm00001d035249	2
Cluster_1649	Zm00001d039022,Zm00001d039026	0
Cluster_1650	Zm00001d039051,Zm00001d039052	0
Cluster_1651	Zm00001d039088,Zm00001d039087	0
Cluster_1652	Zm00001d039091,Zm00001d039090	0
Cluster_1653	Zm00001d039097,Zm00001d039098,Zm00001d039099	0,0
Cluster_1654	Zm00001d039119,Zm00001d039118	0
Cluster_1655	Zm00001d039121,Zm00001d039123	0
Cluster_1656	Zm00001d039129,Zm00001d039130	0
Cluster_1657	Zm00001d039133,Zm00001d039132	0
Cluster_1658	Zm00001d039152,Zm00001d039151	0
Cluster_1659	Zm00001d035247,Zm00001d035248	0
Cluster_1660	Zm00001d039176,Zm00001d039180	2
Cluster_1661	Zm00001d039184,Zm00001d039183	0
Cluster_1662	Zm00001d039209,Zm00001d039210	0
Cluster_1663	Zm00001d039214,Zm00001d039213	0
Cluster_1664	Zm00001d039226,Zm00001d039230	2
Cluster_1665	Zm00001d035257,Zm00001d035262	2
Cluster_1666	Zm00001d035261,Zm00001d035258	0
Cluster_1667	Zm00001d035272,Zm00001d035274	1
Cluster_1668	Zm00001d035020,Zm00001d035021	0
Cluster_1669	Zm00001d035327,Zm00001d035326	0
Cluster_1670	Zm00001d035342,Zm00001d035343	0
Cluster_1671	Zm00001d035377,Zm00001d035376	0
Cluster_1672	Zm00001d035381,Zm00001d035383	1
Cluster_1673	Zm00001d035389,Zm00001d035392	2
Cluster_1674	Zm00001d035398,Zm00001d035399	0
Cluster_1675	Zm00001d035401,Zm00001d035400	0
Cluster_1676	Zm00001d035428,Zm00001d035434	4
Cluster_1677	Zm00001d035037,Zm00001d035038	0
Cluster_1678	Zm00001d035476,Zm00001d035479	1
Cluster_1679	Zm00001d035494,Zm00001d035495	0
Cluster_1680	Zm00001d035543,Zm00001d035542	0
Cluster_1681	Zm00001d035551,Zm00001d035552	0
Cluster_1682	Zm00001d035558,Zm00001d035562,Zm00001d035559,Zm00001d035560,Zm00001d035561	0,0,0,0
Cluster_1683	Zm00001d035056,Zm00001d035063	6
Cluster_1684	Zm00001d035057,Zm00001d035064,Zm00001d035056	0,6
