Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_2862	Zm00008a028663,Zm00008a028664
Cluster_2863	Zm00008a028668,Zm00008a028661
Cluster_2864	Zm00008a028691,Zm00008a028692
Cluster_2865	Zm00008a028694,Zm00008a028693
Cluster_2866	Zm00008a028718,Zm00008a028719
Cluster_2867	Zm00008a028720,Zm00008a028721
Cluster_2868	Zm00008a026639,Zm00008a026638
Cluster_2869	Zm00008a028765,Zm00008a028766,Zm00008a028764
Cluster_2870	Zm00008a028771,Zm00008a028772
Cluster_2871	Zm00008a027024,Zm00008a027020,Zm00008a027025
Cluster_2872	Zm00008a028775,Zm00008a028776,Zm00008a028777
Cluster_2873	Zm00008a028783,Zm00008a028781
Cluster_2874	Zm00008a028793,Zm00008a028792
Cluster_2875	Zm00008a028795,Zm00008a028794
Cluster_2876	Zm00008a028809,Zm00008a028806,Zm00008a028807,Zm00008a028805,Zm00008a028811,Zm00008a028808
Cluster_2877	Zm00008a028814,Zm00008a028815,Zm00008a028816
Cluster_2878	Zm00008a028820,Zm00008a028819
Cluster_2879	Zm00008a028822,Zm00008a028823
Cluster_2880	Zm00008a028825,Zm00008a028826
Cluster_2881	Zm00008a028844,Zm00008a028843
Cluster_2882	Zm00008a028845,Zm00008a028846
Cluster_2883	Zm00008a028849,Zm00008a028848
Cluster_2884	Zm00008a028854,Zm00008a028855
Cluster_2885	Zm00008a028860,Zm00008a028862
Cluster_2886	Zm00008a027034,Zm00008a027032,Zm00008a027033
Cluster_2887	Zm00008a028886,Zm00008a028885
Cluster_2888	Zm00008a028906,Zm00008a028904,Zm00008a028905
Cluster_2889	Zm00008a028909,Zm00008a028908
Cluster_2890	Zm00008a028918,Zm00008a028915,Zm00008a028916
Cluster_2891	Zm00008a028936,Zm00008a028935
Cluster_2892	Zm00008a028947,Zm00008a028948
Cluster_2893	Zm00008a028957,Zm00008a028956
Cluster_2894	Zm00008a027038,Zm00008a027037
Cluster_2895	Zm00008a028966,Zm00008a028965
Cluster_2896	Zm00008a028970,Zm00008a028971
Cluster_2897	Zm00008a028986,Zm00008a028987
Cluster_2898	Zm00008a028990,Zm00008a028989
Cluster_2899	Zm00008a028998,Zm00008a028999
Cluster_2900	Zm00008a029019,Zm00008a029024,Zm00008a029014,Zm00008a029025
Cluster_2901	Zm00008a029026,Zm00008a029017,Zm00008a029013,Zm00008a029006,Zm00008a029012,Zm00008a029010,Zm00008a029021,Zm00008a029007,Zm00008a029015,Zm00008a029008,Zm00008a029016,Zm00008a029005
Cluster_2902	Zm00008a029029,Zm00008a029030
Cluster_2903	Zm00008a029033,Zm00008a029034
Cluster_2904	Zm00008a029038,Zm00008a029037
Cluster_2905	Zm00008a029049,Zm00008a029061,Zm00008a029063
Cluster_2906	Zm00008a029054,Zm00008a029057
Cluster_2907	Zm00008a029056,Zm00008a029055
Cluster_2908	Zm00008a029058,Zm00008a029050,Zm00008a029052,Zm00008a029059
Cluster_2909	Zm00008a029069,Zm00008a029065,Zm00008a029068,Zm00008a029067
Cluster_2910	Zm00008a029072,Zm00008a029071,Zm00008a029073
Cluster_2911	Zm00008a029081,Zm00008a029092
Cluster_2912	Zm00008a029089,Zm00008a029090
Cluster_2913	Zm00008a029113,Zm00008a029114
Cluster_2914	Zm00008a029147,Zm00008a029146,Zm00008a029150
Cluster_2915	Zm00008a029154,Zm00008a029155
Cluster_2916	Zm00008a029163,Zm00008a029164
Cluster_2917	Zm00008a029174,Zm00008a029175,Zm00008a029166
Cluster_2918	Zm00008a029181,Zm00008a029182
Cluster_2919	Zm00008a029202,Zm00008a029203,Zm00008a029200,Zm00008a029201,Zm00008a029199
Cluster_2920	Zm00008a027045,Zm00008a027049
Cluster_2921	Zm00008a029211,Zm00008a029210
Cluster_2922	Zm00008a029224,Zm00008a029223
Cluster_2923	Zm00008a029230,Zm00008a029229
Cluster_2924	Zm00008a029248,Zm00008a029241
Cluster_2925	Zm00008a029266,Zm00008a029264
Cluster_2926	Zm00008a029282,Zm00008a029283
Cluster_2927	Zm00008a029301,Zm00008a029300
Cluster_2928	Zm00008a029306,Zm00008a029307
Cluster_2929	Zm00008a029312,Zm00008a029315,Zm00008a029311,Zm00008a029314
Cluster_2930	Zm00008a029324,Zm00008a029328
Cluster_2931	Zm00008a029353,Zm00008a029354
Cluster_2932	Zm00008a029367,Zm00008a029368
Cluster_2933	Zm00008a029378,Zm00008a029363,Zm00008a029377
Cluster_2934	Zm00008a029392,Zm00008a029393
Cluster_2935	Zm00008a029402,Zm00008a029401
Cluster_2936	Zm00008a029405,Zm00008a029404
Cluster_2937	Zm00008a029424,Zm00008a029425
Cluster_2938	Zm00008a029463,Zm00008a029462
Cluster_2939	Zm00008a029480,Zm00008a029476,Zm00008a029479,Zm00008a029475,Zm00008a029474,Zm00008a029477
Cluster_2940	Zm00008a029481,Zm00008a029482
Cluster_2941	Zm00008a029497,Zm00008a029496
Cluster_2942	Zm00008a029505,Zm00008a029499,Zm00008a029502,Zm00008a029504
Cluster_2943	Zm00008a026646,Zm00008a026647
Cluster_2944	Zm00008a029537,Zm00008a029538
Cluster_2945	Zm00008a029570,Zm00008a029571
Cluster_2946	Zm00008a029613,Zm00008a029618,Zm00008a029614,Zm00008a029615
Cluster_2947	Zm00008a029620,Zm00008a029621,Zm00008a029619
Cluster_2948	Zm00008a029625,Zm00008a029626
Cluster_2949	Zm00008a029636,Zm00008a029635
Cluster_2950	Zm00008a029651,Zm00008a029656
Cluster_2951	Zm00008a029653,Zm00008a029654,Zm00008a029655
Cluster_2952	Zm00008a029658,Zm00008a029659
Cluster_2953	Zm00008a029662,Zm00008a029661
Cluster_2954	Zm00008a029665,Zm00008a029666
Cluster_2955	Zm00008a029683,Zm00008a029682
Cluster_2956	Zm00008a029703,Zm00008a029706
Cluster_2957	Zm00008a029705,Zm00008a029704
Cluster_2958	Zm00008a029719,Zm00008a029720
Cluster_2959	Zm00008a029725,Zm00008a029723,Zm00008a029724
Cluster_2960	Zm00008a029730,Zm00008a029731
Cluster_2961	Zm00008a029764,Zm00008a029763
Cluster_2962	Zm00008a029768,Zm00008a029766
Cluster_2963	Zm00008a027063,Zm00008a027062
Cluster_2964	Zm00008a026652,Zm00008a026653,Zm00008a026651,Zm00008a026650
Cluster_2965	Zm00008a027066,Zm00008a027065,Zm00008a027067,Zm00008a027064
Cluster_2966	Zm00008a027071,Zm00008a027070
Cluster_2967	Zm00008a027093,Zm00008a027097
Cluster_2968	Zm00008a027100,Zm00008a027099,Zm00008a027101
Cluster_2969	Zm00008a027114,Zm00008a027115
Cluster_2970	Zm00008a026670,Zm00008a026667,Zm00008a026669,Zm00008a026668,Zm00008a026666
Cluster_2971	Zm00008a027123,Zm00008a027124
Cluster_2972	Zm00008a027130,Zm00008a027129
Cluster_2973	Zm00008a027138,Zm00008a027137
Cluster_2974	Zm00008a027139,Zm00008a027140
Cluster_2975	Zm00008a026674,Zm00008a026673
Cluster_2976	Zm00008a027146,Zm00008a027147,Zm00008a027151
Cluster_2977	Zm00008a027155,Zm00008a027159
Cluster_2978	Zm00008a027161,Zm00008a027162
Cluster_2979	Zm00008a027168,Zm00008a027169,Zm00008a027170
Cluster_2980	Zm00008a027175,Zm00008a027177
Cluster_2981	Zm00008a027180,Zm00008a027179
Cluster_2982	Zm00008a027186,Zm00008a027182
Cluster_2983	Zm00008a027198,Zm00008a027197,Zm00008a027199
Cluster_2984	Zm00008a027202,Zm00008a027201
Cluster_2985	Zm00008a027209,Zm00008a027210
Cluster_2986	Zm00008a026685,Zm00008a026686
Cluster_2987	Zm00008a027223,Zm00008a027222
Cluster_2988	Zm00008a026692,Zm00008a026693
Cluster_2989	Zm00008a027237,Zm00008a027238
Cluster_2990	Zm00008a027243,Zm00008a027231,Zm00008a027232,Zm00008a027235
Cluster_2991	Zm00008a026699,Zm00008a026700,Zm00008a026697,Zm00008a026698
Cluster_2992	Zm00008a027254,Zm00008a027253
Cluster_2993	Zm00008a027258,Zm00008a027257
Cluster_2994	Zm00008a027260,Zm00008a027261
Cluster_2995	Zm00008a027263,Zm00008a027264,Zm00008a027262
Cluster_2996	Zm00008a027266,Zm00008a027265
Cluster_2997	Zm00008a027269,Zm00008a027268
Cluster_2998	Zm00008a026710,Zm00008a026709,Zm00008a026708,Zm00008a026721,Zm00008a026703,Zm00008a026702,Zm00008a026711,Zm00008a026701,Zm00008a026728,Zm00008a026694,Zm00008a026695,Zm00008a026704,Zm00008a026705,Zm00008a026707,Zm00008a026688,Zm00008a026706
Cluster_2999	Zm00008a027276,Zm00008a027277
Cluster_3000	Zm00008a027281,Zm00008a027279,Zm00008a027280
Cluster_3001	Zm00008a027287,Zm00008a027286,Zm00008a027285
Cluster_3002	Zm00008a026713,Zm00008a026712,Zm00008a026714
Cluster_3003	Zm00008a027291,Zm00008a027292
Cluster_3004	Zm00008a026724,Zm00008a026725
Cluster_3005	Zm00008a027317,Zm00008a027316
Cluster_3006	Zm00008a026730,Zm00008a026718,Zm00008a026719
Cluster_3007	Zm00008a027326,Zm00008a027327
Cluster_3008	Zm00008a027332,Zm00008a027333
Cluster_3009	Zm00008a027336,Zm00008a027337
Cluster_3010	Zm00008a026739,Zm00008a026740
Cluster_3011	Zm00008a027366,Zm00008a027367
Cluster_3012	Zm00008a026742,Zm00008a026743
Cluster_3013	Zm00008a027380,Zm00008a027379
Cluster_3014	Zm00008a027384,Zm00008a027385
Cluster_3015	Zm00008a027399,Zm00008a027400,Zm00008a027401
Cluster_3016	Zm00008a027413,Zm00008a027412
Cluster_3017	Zm00008a027421,Zm00008a027422
Cluster_3018	Zm00008a027457,Zm00008a027458
Cluster_3019	Zm00008a027460,Zm00008a027463
Cluster_3020	Zm00008a027468,Zm00008a027469
Cluster_3021	Zm00008a027471,Zm00008a027489
Cluster_3022	Zm00008a026768,Zm00008a026766,Zm00008a026763,Zm00008a026770,Zm00008a026767,Zm00008a026764,Zm00008a026769,Zm00008a026771
Cluster_3023	Zm00008a026774,Zm00008a026775
Cluster_3024	Zm00008a027486,Zm00008a027488
Cluster_3025	Zm00008a027493,Zm00008a027496
Cluster_3026	Zm00008a026787,Zm00008a026803
Cluster_3027	Zm00008a027533,Zm00008a027509,Zm00008a027508,Zm00008a027532
Cluster_3028	Zm00008a027546,Zm00008a027547
Cluster_3029	Zm00008a027556,Zm00008a027557
Cluster_3030	Zm00008a027568,Zm00008a027569
Cluster_3031	Zm00008a026827,Zm00008a026833
Cluster_3032	Zm00008a027593,Zm00008a027592
Cluster_3033	Zm00008a027606,Zm00008a027608,Zm00008a027607
Cluster_3034	Zm00008a026839,Zm00008a026838
Cluster_3035	Zm00008a026842,Zm00008a026841
Cluster_3036	Zm00008a026845,Zm00008a026844,Zm00008a026843,Zm00008a026852
Cluster_3037	Zm00008a026847,Zm00008a026848,Zm00008a026850,Zm00008a026849
Cluster_3038	Zm00008a026613,Zm00008a026614
Cluster_3039	Zm00008a027649,Zm00008a027648
Cluster_3040	Zm00008a026866,Zm00008a026869,Zm00008a026867,Zm00008a026868,Zm00008a026870
Cluster_3041	Zm00008a027654,Zm00008a027653
Cluster_3042	Zm00008a027660,Zm00008a027647,Zm00008a027658,Zm00008a027659
Cluster_3043	Zm00008a027679,Zm00008a027678
Cluster_3044	Zm00008a027690,Zm00008a027689
Cluster_3045	Zm00008a027694,Zm00008a027693
Cluster_3046	Zm00008a027698,Zm00008a027699
Cluster_3047	Zm00008a027708,Zm00008a027707
Cluster_3048	Zm00008a027712,Zm00008a027711
Cluster_3049	Zm00008a026891,Zm00008a026878
Cluster_3050	Zm00008a026631,Zm00008a026632
Cluster_3051	Zm00008a027730,Zm00008a027732,Zm00008a027731
Cluster_3052	Zm00008a027736,Zm00008a027737
Cluster_3053	Zm00008a027750,Zm00008a027755,Zm00008a027756,Zm00008a027751
Cluster_3054	Zm00008a027757,Zm00008a027747,Zm00008a027748
Cluster_3055	Zm00008a026901,Zm00008a026902
Cluster_3056	Zm00008a027779,Zm00008a027778
Cluster_3057	Zm00008a027784,Zm00008a027785
Cluster_3058	Zm00008a027801,Zm00008a027802,Zm00008a027803,Zm00008a027800,Zm00008a027791,Zm00008a027773,Zm00008a027780
Cluster_3059	Zm00008a026912,Zm00008a026911
Cluster_3060	Zm00008a027841,Zm00008a027842
Cluster_3061	Zm00008a027845,Zm00008a027844
Cluster_3062	Zm00008a026920,Zm00008a026921
Cluster_3063	Zm00008a027849,Zm00008a027848
Cluster_3064	Zm00008a027855,Zm00008a027856,Zm00008a027857
Cluster_3065	Zm00008a026923,Zm00008a026924
Cluster_3066	Zm00008a027861,Zm00008a027869
Cluster_3067	Zm00008a027867,Zm00008a027873
Cluster_3068	Zm00008a027870,Zm00008a027862,Zm00008a027863
Cluster_3069	Zm00008a027872,Zm00008a027866
Cluster_3070	Zm00008a027877,Zm00008a027874
Cluster_3071	Zm00008a030015,Zm00008a030016
Cluster_3072	Zm00008a031226,Zm00008a031222
Cluster_3073	Zm00008a031227,Zm00008a031223
Cluster_3074	Zm00008a031243,Zm00008a031242
Cluster_3075	Zm00008a031246,Zm00008a031247,Zm00008a031248
Cluster_3076	Zm00008a030027,Zm00008a030026
Cluster_3077	Zm00008a031283,Zm00008a031284
Cluster_3078	Zm00008a031289,Zm00008a031277
Cluster_3079	Zm00008a031290,Zm00008a031291
Cluster_3080	Zm00008a031299,Zm00008a031298
Cluster_3081	Zm00008a031309,Zm00008a031308
Cluster_3082	Zm00008a031320,Zm00008a031321
Cluster_3083	Zm00008a031322,Zm00008a031324,Zm00008a031323
Cluster_3084	Zm00008a030031,Zm00008a030030
Cluster_3085	Zm00008a031329,Zm00008a031330
Cluster_3086	Zm00008a031340,Zm00008a031341
Cluster_3087	Zm00008a031367,Zm00008a031366
Cluster_3088	Zm00008a031382,Zm00008a031383
Cluster_3089	Zm00008a031405,Zm00008a031404
Cluster_3090	Zm00008a031409,Zm00008a031410
Cluster_3091	Zm00008a031411,Zm00008a031417,Zm00008a031399
Cluster_3092	Zm00008a031418,Zm00008a031419
Cluster_3093	Zm00008a029799,Zm00008a029798
Cluster_3094	Zm00008a031425,Zm00008a031424
Cluster_3095	Zm00008a031432,Zm00008a031430,Zm00008a031431
Cluster_3096	Zm00008a030050,Zm00008a030047,Zm00008a030049,Zm00008a030048
Cluster_3097	Zm00008a031472,Zm00008a031473
Cluster_3098	Zm00008a031485,Zm00008a031484
Cluster_3099	Zm00008a031500,Zm00008a031499
Cluster_3100	Zm00008a031508,Zm00008a031509
Cluster_3101	Zm00008a031526,Zm00008a031527
Cluster_3102	Zm00008a031540,Zm00008a031541
Cluster_3103	Zm00008a031562,Zm00008a031561
Cluster_3104	Zm00008a031587,Zm00008a031586
Cluster_3105	Zm00008a031589,Zm00008a031588
Cluster_3106	Zm00008a031596,Zm00008a031594,Zm00008a031595
Cluster_3107	Zm00008a031597,Zm00008a031604,Zm00008a031603
Cluster_3108	Zm00008a030065,Zm00008a030066,Zm00008a030069,Zm00008a030067,Zm00008a030068
Cluster_3109	Zm00008a031608,Zm00008a031609
Cluster_3110	Zm00008a031636,Zm00008a031637
Cluster_3111	Zm00008a031645,Zm00008a031643
Cluster_3112	Zm00008a031646,Zm00008a031647
Cluster_3113	Zm00008a031655,Zm00008a031653
Cluster_3114	Zm00008a031656,Zm00008a031654
Cluster_3115	Zm00008a031679,Zm00008a031680
Cluster_3116	Zm00008a030078,Zm00008a030079
Cluster_3117	Zm00008a031725,Zm00008a031723
Cluster_3118	Zm00008a031731,Zm00008a031730
Cluster_3119	Zm00008a031734,Zm00008a031733
Cluster_3120	Zm00008a030082,Zm00008a030081
Cluster_3121	Zm00008a031761,Zm00008a031760
Cluster_3122	Zm00008a031795,Zm00008a031796
Cluster_3123	Zm00008a031809,Zm00008a031786,Zm00008a031799,Zm00008a031810
Cluster_3124	Zm00008a031819,Zm00008a031805
Cluster_3125	Zm00008a031822,Zm00008a031821
Cluster_3126	Zm00008a031837,Zm00008a031836
Cluster_3127	Zm00008a031841,Zm00008a031840
Cluster_3128	Zm00008a031862,Zm00008a031861
Cluster_3129	Zm00008a031876,Zm00008a031874
Cluster_3130	Zm00008a030093,Zm00008a030094
Cluster_3131	Zm00008a031883,Zm00008a031889
Cluster_3132	Zm00008a031885,Zm00008a031884
Cluster_3133	Zm00008a031887,Zm00008a031888
Cluster_3134	Zm00008a031890,Zm00008a031891
Cluster_3135	Zm00008a031901,Zm00008a031902
Cluster_3136	Zm00008a031908,Zm00008a031907
Cluster_3137	Zm00008a031933,Zm00008a031932
Cluster_3138	Zm00008a031937,Zm00008a031936
Cluster_3139	Zm00008a030100,Zm00008a030099
Cluster_3140	Zm00008a031963,Zm00008a031962
Cluster_3141	Zm00008a031966,Zm00008a031965
Cluster_3142	Zm00008a031968,Zm00008a031967
Cluster_3143	Zm00008a031987,Zm00008a031989,Zm00008a031988
Cluster_3144	Zm00008a031990,Zm00008a031991
Cluster_3145	Zm00008a030107,Zm00008a030109,Zm00008a030108
Cluster_3146	Zm00008a032011,Zm00008a032012
Cluster_3147	Zm00008a032016,Zm00008a032017
Cluster_3148	Zm00008a032028,Zm00008a032027
Cluster_3149	Zm00008a029809,Zm00008a029810
Cluster_3150	Zm00008a032046,Zm00008a032047
Cluster_3151	Zm00008a032063,Zm00008a032064
Cluster_3152	Zm00008a032067,Zm00008a032082
Cluster_3153	Zm00008a032070,Zm00008a032071
Cluster_3154	Zm00008a032077,Zm00008a032076
Cluster_3155	Zm00008a030116,Zm00008a030117
Cluster_3156	Zm00008a032085,Zm00008a032084
Cluster_3157	Zm00008a032113,Zm00008a032114
Cluster_3158	Zm00008a032134,Zm00008a032130,Zm00008a032132,Zm00008a032135
Cluster_3159	Zm00008a032137,Zm00008a032136
Cluster_3160	Zm00008a032139,Zm00008a032140
Cluster_3161	Zm00008a032146,Zm00008a032147
Cluster_3162	Zm00008a032148,Zm00008a032158
Cluster_3163	Zm00008a032161,Zm00008a032162
Cluster_3164	Zm00008a030123,Zm00008a030124
Cluster_3165	Zm00008a032178,Zm00008a032180,Zm00008a032181,Zm00008a032179
Cluster_3166	Zm00008a032188,Zm00008a032189
Cluster_3167	Zm00008a032190,Zm00008a032191
Cluster_3168	Zm00008a032202,Zm00008a032209,Zm00008a032203
Cluster_3169	Zm00008a032206,Zm00008a032204
Cluster_3170	Zm00008a032215,Zm00008a032216
Cluster_3171	Zm00008a032223,Zm00008a032224
Cluster_3172	Zm00008a032232,Zm00008a032233,Zm00008a032231
Cluster_3173	Zm00008a032238,Zm00008a032237
Cluster_3174	Zm00008a032239,Zm00008a032240,Zm00008a032242
Cluster_3175	Zm00008a032252,Zm00008a032251
Cluster_3176	Zm00008a032261,Zm00008a032262,Zm00008a032260
Cluster_3177	Zm00008a032264,Zm00008a032266
Cluster_3178	Zm00008a032268,Zm00008a032269
Cluster_3179	Zm00008a030127,Zm00008a030126
Cluster_3180	Zm00008a032275,Zm00008a032274
Cluster_3181	Zm00008a032303,Zm00008a032297,Zm00008a032299,Zm00008a032302,Zm00008a032298,Zm00008a032301
Cluster_3182	Zm00008a032311,Zm00008a032310
Cluster_3183	Zm00008a032316,Zm00008a032314,Zm00008a032317
Cluster_3184	Zm00008a032329,Zm00008a032328
Cluster_3185	Zm00008a032336,Zm00008a032319
Cluster_3186	Zm00008a030136,Zm00008a030138,Zm00008a030139,Zm00008a030140
Cluster_3187	Zm00008a032357,Zm00008a032376,Zm00008a032377,Zm00008a032361,Zm00008a032365
Cluster_3188	Zm00008a032367,Zm00008a032366
Cluster_3189	Zm00008a032375,Zm00008a032373,Zm00008a032374
Cluster_3190	Zm00008a032379,Zm00008a032378
Cluster_3191	Zm00008a032390,Zm00008a032389
Cluster_3192	Zm00008a032402,Zm00008a032401
Cluster_3193	Zm00008a032404,Zm00008a032405
Cluster_3194	Zm00008a032418,Zm00008a032419
Cluster_3195	Zm00008a032430,Zm00008a032429
Cluster_3196	Zm00008a032433,Zm00008a032434
Cluster_3197	Zm00008a032437,Zm00008a032438
Cluster_3198	Zm00008a032475,Zm00008a032474
Cluster_3199	Zm00008a032481,Zm00008a032480
Cluster_3200	Zm00008a032488,Zm00008a032487
Cluster_3201	Zm00008a032491,Zm00008a032490
Cluster_3202	Zm00008a032502,Zm00008a032500,Zm00008a032501,Zm00008a032499
Cluster_3203	Zm00008a032507,Zm00008a032506
Cluster_3204	Zm00008a032508,Zm00008a032509
Cluster_3205	Zm00008a032527,Zm00008a032528
Cluster_3206	Zm00008a032534,Zm00008a032532,Zm00008a032533,Zm00008a032536,Zm00008a032535
Cluster_3207	Zm00008a032544,Zm00008a032546
Cluster_3208	Zm00008a032555,Zm00008a032556
Cluster_3209	Zm00008a032559,Zm00008a032560,Zm00008a032558
Cluster_3210	Zm00008a032574,Zm00008a032572
Cluster_3211	Zm00008a032579,Zm00008a032581
Cluster_3212	Zm00008a032583,Zm00008a032582
Cluster_3213	Zm00008a032591,Zm00008a032592
Cluster_3214	Zm00008a032614,Zm00008a032615
Cluster_3215	Zm00008a032622,Zm00008a032621
Cluster_3216	Zm00008a032626,Zm00008a032627,Zm00008a032624,Zm00008a032623,Zm00008a032625
Cluster_3217	Zm00008a032629,Zm00008a032628
Cluster_3218	Zm00008a032633,Zm00008a032634
Cluster_3219	Zm00008a032639,Zm00008a032638
Cluster_3220	Zm00008a032647,Zm00008a032649,Zm00008a032650
Cluster_3221	Zm00008a032654,Zm00008a032655,Zm00008a032653
Cluster_3222	Zm00008a032672,Zm00008a032670,Zm00008a032673
Cluster_3223	Zm00008a030160,Zm00008a030155
Cluster_3224	Zm00008a032693,Zm00008a032694
Cluster_3225	Zm00008a032713,Zm00008a032715,Zm00008a032714
Cluster_3226	Zm00008a032721,Zm00008a032720
Cluster_3227	Zm00008a032734,Zm00008a032733
Cluster_3228	Zm00008a032752,Zm00008a032750,Zm00008a032748,Zm00008a032751,Zm00008a032749
Cluster_3229	Zm00008a032778,Zm00008a032779
Cluster_3230	Zm00008a032783,Zm00008a032786,Zm00008a032785
Cluster_3231	Zm00008a032798,Zm00008a032797
Cluster_3232	Zm00008a032833,Zm00008a032834
Cluster_3233	Zm00008a032835,Zm00008a032821
Cluster_3234	Zm00008a032836,Zm00008a032841
Cluster_3235	Zm00008a032848,Zm00008a032849
Cluster_3236	Zm00008a032850,Zm00008a032851
Cluster_3237	Zm00008a032868,Zm00008a032869
Cluster_3238	Zm00008a032891,Zm00008a032890,Zm00008a032889,Zm00008a032882,Zm00008a032883,Zm00008a032892,Zm00008a032884,Zm00008a032885,Zm00008a032894,Zm00008a032893,Zm00008a032887
Cluster_3239	Zm00008a029817,Zm00008a029818,Zm00008a029819
Cluster_3240	Zm00008a032919,Zm00008a032906
Cluster_3241	Zm00008a032930,Zm00008a032931
Cluster_3242	Zm00008a032934,Zm00008a032933
Cluster_3243	Zm00008a032935,Zm00008a032936
Cluster_3244	Zm00008a032943,Zm00008a032941
Cluster_3245	Zm00008a032946,Zm00008a032947
Cluster_3246	Zm00008a032949,Zm00008a032950
Cluster_3247	Zm00008a032957,Zm00008a032960
Cluster_3248	Zm00008a032988,Zm00008a032987
Cluster_3249	Zm00008a033009,Zm00008a033010
Cluster_3250	Zm00008a033015,Zm00008a033017
Cluster_3251	Zm00008a033040,Zm00008a033041
Cluster_3252	Zm00008a033047,Zm00008a033046,Zm00008a033048
Cluster_3253	Zm00008a033068,Zm00008a033069
Cluster_3254	Zm00008a033082,Zm00008a033081
Cluster_3255	Zm00008a033084,Zm00008a033083
Cluster_3256	Zm00008a033102,Zm00008a033123,Zm00008a033113,Zm00008a033094
Cluster_3257	Zm00008a033115,Zm00008a033114,Zm00008a033117
Cluster_3258	Zm00008a033177,Zm00008a033176
Cluster_3259	Zm00008a033180,Zm00008a033181
Cluster_3260	Zm00008a033183,Zm00008a033182
Cluster_3261	Zm00008a033185,Zm00008a033184
Cluster_3262	Zm00008a033191,Zm00008a033190
Cluster_3263	Zm00008a033220,Zm00008a033216
Cluster_3264	Zm00008a033221,Zm00008a033222
Cluster_3265	Zm00008a033225,Zm00008a033224
Cluster_3266	Zm00008a030180,Zm00008a030181
Cluster_3267	Zm00008a033231,Zm00008a033232
Cluster_3268	Zm00008a033234,Zm00008a033235
Cluster_3269	Zm00008a033244,Zm00008a033250,Zm00008a033243,Zm00008a033247
Cluster_3270	Zm00008a029822,Zm00008a029823
Cluster_3271	Zm00008a030204,Zm00008a030205
Cluster_3272	Zm00008a030209,Zm00008a030208
Cluster_3273	Zm00008a030238,Zm00008a030237
Cluster_3274	Zm00008a030252,Zm00008a030253
Cluster_3275	Zm00008a030278,Zm00008a030279
Cluster_3276	Zm00008a030284,Zm00008a030285,Zm00008a030289,Zm00008a030295
Cluster_3277	Zm00008a030298,Zm00008a030297
Cluster_3278	Zm00008a030303,Zm00008a030304
Cluster_3279	Zm00008a030309,Zm00008a030310
Cluster_3280	Zm00008a029834,Zm00008a029835
Cluster_3281	Zm00008a030316,Zm00008a030321,Zm00008a030325,Zm00008a030320,Zm00008a030319,Zm00008a030318
Cluster_3282	Zm00008a030322,Zm00008a030323
Cluster_3283	Zm00008a029776,Zm00008a029777
Cluster_3284	Zm00008a030329,Zm00008a030328
Cluster_3285	Zm00008a030348,Zm00008a030349
Cluster_3286	Zm00008a030363,Zm00008a030364,Zm00008a030367,Zm00008a030366
Cluster_3287	Zm00008a030375,Zm00008a030376
Cluster_3288	Zm00008a030418,Zm00008a030419
Cluster_3289	Zm00008a030435,Zm00008a030436,Zm00008a030434
Cluster_3290	Zm00008a030441,Zm00008a030426
Cluster_3291	Zm00008a030452,Zm00008a030453
Cluster_3292	Zm00008a030456,Zm00008a030457
Cluster_3293	Zm00008a030461,Zm00008a030462,Zm00008a030464,Zm00008a030463
Cluster_3294	Zm00008a029865,Zm00008a029875
Cluster_3295	Zm00008a030475,Zm00008a030474
Cluster_3296	Zm00008a029867,Zm00008a029868
Cluster_3297	Zm00008a030484,Zm00008a030486,Zm00008a030485,Zm00008a030487,Zm00008a030482,Zm00008a030483
Cluster_3298	Zm00008a030490,Zm00008a030489
Cluster_3299	Zm00008a030493,Zm00008a030494
Cluster_3300	Zm00008a030530,Zm00008a030531
Cluster_3301	Zm00008a029883,Zm00008a029882
Cluster_3302	Zm00008a030540,Zm00008a030539
Cluster_3303	Zm00008a030546,Zm00008a030545
Cluster_3304	Zm00008a030550,Zm00008a030549
Cluster_3305	Zm00008a029892,Zm00008a029891,Zm00008a029890
Cluster_3306	Zm00008a029895,Zm00008a029896
Cluster_3307	Zm00008a029903,Zm00008a029914
Cluster_3308	Zm00008a030590,Zm00008a030589
Cluster_3309	Zm00008a030594,Zm00008a030593
Cluster_3310	Zm00008a029905,Zm00008a029906
Cluster_3311	Zm00008a029909,Zm00008a029908
Cluster_3312	Zm00008a030615,Zm00008a030611
Cluster_3313	Zm00008a030622,Zm00008a030621
Cluster_3314	Zm00008a030627,Zm00008a030637
Cluster_3315	Zm00008a030628,Zm00008a030629
Cluster_3316	Zm00008a030634,Zm00008a030635
Cluster_3317	Zm00008a030642,Zm00008a030643
Cluster_3318	Zm00008a030648,Zm00008a030649
Cluster_3319	Zm00008a030653,Zm00008a030654,Zm00008a030652
Cluster_3320	Zm00008a030667,Zm00008a030668
Cluster_3321	Zm00008a029783,Zm00008a029782
Cluster_3322	Zm00008a030685,Zm00008a030686,Zm00008a030684,Zm00008a030687,Zm00008a030688
Cluster_3323	Zm00008a030693,Zm00008a030695
Cluster_3324	Zm00008a030702,Zm00008a030703
Cluster_3325	Zm00008a030707,Zm00008a030708
Cluster_3326	Zm00008a030715,Zm00008a030716
Cluster_3327	Zm00008a030722,Zm00008a030721
Cluster_3328	Zm00008a030731,Zm00008a030730
Cluster_3329	Zm00008a030737,Zm00008a030738
