Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_1375	Zm00001d017275,Zm00001d017274,Zm00001d017279,Zm00001d017276
Cluster_1376	Zm00001d017292,Zm00001d017293
Cluster_1377	Zm00001d017294,Zm00001d017293
Cluster_1378	Zm00001d017329,Zm00001d017326
Cluster_1379	Zm00001d017335,Zm00001d017334
Cluster_1380	Zm00001d017336,Zm00001d017340
Cluster_1381	Zm00001d017383,Zm00001d017385
Cluster_1382	Zm00001d017415,Zm00001d017417,Zm00001d017416
Cluster_1383	Zm00001d017427,Zm00001d017429
Cluster_1384	Zm00001d017458,Zm00001d017459
Cluster_1385	Zm00001d017466,Zm00001d017462
Cluster_1386	Zm00001d017477,Zm00001d017478,Zm00001d017480
Cluster_1387	Zm00001d013768,Zm00001d013769
Cluster_1388	Zm00001d017493,Zm00001d017494,Zm00001d017495
Cluster_1389	Zm00001d017499,Zm00001d017500
Cluster_1390	Zm00001d017510,Zm00001d017508
Cluster_1391	Zm00001d017534,Zm00001d017535
Cluster_1392	Zm00001d017570,Zm00001d017571
Cluster_1393	Zm00001d017591,Zm00001d017592
Cluster_1394	Zm00001d017612,Zm00001d017615
Cluster_1395	Zm00001d013787,Zm00001d013788
Cluster_1396	Zm00001d017647,Zm00001d017646,Zm00001d017648
Cluster_1397	Zm00001d017653,Zm00001d017645
Cluster_1398	Zm00001d013797,Zm00001d013796
Cluster_1399	Zm00001d017714,Zm00001d017713
Cluster_1400	Zm00001d017734,Zm00001d017732,Zm00001d017733,Zm00001d017737,Zm00001d017735,Zm00001d017740,Zm00001d017731,Zm00001d017736,Zm00001d017741
Cluster_1401	Zm00001d017765,Zm00001d017764
Cluster_1402	Zm00001d017787,Zm00001d017786
Cluster_1403	Zm00001d017817,Zm00001d017814
Cluster_1404	Zm00001d017840,Zm00001d017841
Cluster_1405	Zm00001d017863,Zm00001d017866
Cluster_1406	Zm00001d017865,Zm00001d017868
Cluster_1407	Zm00001d017866,Zm00001d017869,Zm00001d017864,Zm00001d017867
Cluster_1408	Zm00001d017898,Zm00001d017899
Cluster_1409	Zm00001d017908,Zm00001d017907
Cluster_1410	Zm00001d017918,Zm00001d017919
Cluster_1411	Zm00001d017953,Zm00001d017952
Cluster_1412	Zm00001d017962,Zm00001d017964
Cluster_1413	Zm00001d017973,Zm00001d017974,Zm00001d017975
Cluster_1414	Zm00001d013811,Zm00001d013809,Zm00001d013810
Cluster_1415	Zm00001d018047,Zm00001d018049
Cluster_1416	Zm00001d018065,Zm00001d018066
Cluster_1417	Zm00001d018085,Zm00001d018086
Cluster_1418	Zm00001d013819,Zm00001d013820
Cluster_1419	Zm00001d013821,Zm00001d013822
Cluster_1420	Zm00001d018106,Zm00001d018105,Zm00001d018107
Cluster_1421	Zm00001d018123,Zm00001d018124
Cluster_1422	Zm00001d013827,Zm00001d013825
Cluster_1423	Zm00001d018155,Zm00001d018156
Cluster_1424	Zm00001d018182,Zm00001d018185
Cluster_1425	Zm00001d018184,Zm00001d018181
Cluster_1426	Zm00001d018187,Zm00001d018183
Cluster_1427	Zm00001d018252,Zm00001d018253,Zm00001d018251
Cluster_1428	Zm00001d018261,Zm00001d018262
Cluster_1429	Zm00001d018281,Zm00001d018282
Cluster_1430	Zm00001d018323,Zm00001d018324,Zm00001d018321,Zm00001d018322
Cluster_1431	Zm00001d018332,Zm00001d018329
Cluster_1432	Zm00001d018336,Zm00001d018340
Cluster_1433	Zm00001d018345,Zm00001d018346
Cluster_1434	Zm00001d018439,Zm00001d018440
Cluster_1435	Zm00001d018452,Zm00001d018451
Cluster_1436	Zm00001d018506,Zm00001d018505
Cluster_1437	Zm00001d018562,Zm00001d018560,Zm00001d018565
Cluster_1438	Zm00001d012943,Zm00001d012947
Cluster_1439	Zm00001d012949,Zm00001d012946
Cluster_1440	Zm00001d012801,Zm00001d012806
Cluster_1441	Zm00001d013900,Zm00001d013903
Cluster_1442	Zm00001d013904,Zm00001d013901
Cluster_1443	Zm00001d012968,Zm00001d012967
Cluster_1444	Zm00001d013949,Zm00001d013945
Cluster_1445	Zm00001d013955,Zm00001d013950
Cluster_1446	Zm00001d012980,Zm00001d012981,Zm00001d012982,Zm00001d012979
Cluster_1447	Zm00001d014025,Zm00001d014027
Cluster_1448	Zm00001d012999,Zm00001d013002
Cluster_1449	Zm00001d014063,Zm00001d014056,Zm00001d014062
Cluster_1450	Zm00001d014136,Zm00001d014134
Cluster_1451	Zm00001d014153,Zm00001d014155
Cluster_1452	Zm00001d014159,Zm00001d014160
Cluster_1453	Zm00001d013035,Zm00001d013037
Cluster_1454	Zm00001d014196,Zm00001d014194
Cluster_1455	Zm00001d014249,Zm00001d014250
Cluster_1456	Zm00001d014302,Zm00001d014303
Cluster_1457	Zm00001d014328,Zm00001d014329
Cluster_1458	Zm00001d013066,Zm00001d013067
Cluster_1459	Zm00001d014351,Zm00001d014352,Zm00001d014353
Cluster_1460	Zm00001d014369,Zm00001d014367
Cluster_1461	Zm00001d014378,Zm00001d014379
Cluster_1462	Zm00001d014394,Zm00001d014397
Cluster_1463	Zm00001d014395,Zm00001d014399
Cluster_1464	Zm00001d014445,Zm00001d014446
Cluster_1465	Zm00001d014447,Zm00001d014443
Cluster_1466	Zm00001d013105,Zm00001d013109
Cluster_1467	Zm00001d014456,Zm00001d014458,Zm00001d014451
Cluster_1468	Zm00001d013114,Zm00001d013115
Cluster_1469	Zm00001d014468,Zm00001d014470,Zm00001d014469
Cluster_1470	Zm00001d014499,Zm00001d014503
Cluster_1471	Zm00001d014509,Zm00001d014508
Cluster_1472	Zm00001d014511,Zm00001d014510
Cluster_1473	Zm00001d014542,Zm00001d014548,Zm00001d014540
Cluster_1474	Zm00001d014557,Zm00001d014555
Cluster_1475	Zm00001d014589,Zm00001d014588
Cluster_1476	Zm00001d014608,Zm00001d014601,Zm00001d014603,Zm00001d014606,Zm00001d014602
Cluster_1477	Zm00001d014614,Zm00001d014615,Zm00001d014617,Zm00001d014613
Cluster_1478	Zm00001d014623,Zm00001d014625
Cluster_1479	Zm00001d014630,Zm00001d014628,Zm00001d014629
Cluster_1480	Zm00001d014652,Zm00001d014650,Zm00001d014654,Zm00001d014649
Cluster_1481	Zm00001d014721,Zm00001d014722
Cluster_1482	Zm00001d013182,Zm00001d013183
Cluster_1483	Zm00001d014732,Zm00001d014731
Cluster_1484	Zm00001d014737,Zm00001d014734
Cluster_1485	Zm00001d013188,Zm00001d013190
Cluster_1486	Zm00001d014818,Zm00001d014817,Zm00001d014819,Zm00001d014820
Cluster_1487	Zm00001d014835,Zm00001d014834,Zm00001d014839
Cluster_1488	Zm00001d014842,Zm00001d014840
Cluster_1489	Zm00001d014867,Zm00001d014866,Zm00001d014865
Cluster_1490	Zm00001d014879,Zm00001d014882,Zm00001d014880,Zm00001d014883
Cluster_1491	Zm00001d014903,Zm00001d014906
Cluster_1492	Zm00001d013225,Zm00001d013228
Cluster_1493	Zm00001d013231,Zm00001d013230,Zm00001d013226,Zm00001d013229
Cluster_1494	Zm00001d014944,Zm00001d014945
Cluster_1495	Zm00001d014948,Zm00001d014951
Cluster_1496	Zm00001d014957,Zm00001d014954
Cluster_1497	Zm00001d014963,Zm00001d014964
Cluster_1498	Zm00001d013246,Zm00001d013244
Cluster_1499	Zm00001d014973,Zm00001d014968
Cluster_1500	Zm00001d014974,Zm00001d014972
Cluster_1501	Zm00001d013255,Zm00001d013251
Cluster_1502	Zm00001d015006,Zm00001d015005
Cluster_1503	Zm00001d013259,Zm00001d013258
Cluster_1504	Zm00001d015018,Zm00001d015019
Cluster_1505	Zm00001d015021,Zm00001d015022
Cluster_1506	Zm00001d015040,Zm00001d015043
Cluster_1507	Zm00001d015044,Zm00001d015045
Cluster_1508	Zm00001d015050,Zm00001d015058
Cluster_1509	Zm00001d015052,Zm00001d015057,Zm00001d015047,Zm00001d015041
Cluster_1510	Zm00001d015054,Zm00001d015053
Cluster_1511	Zm00001d015067,Zm00001d015071,Zm00001d015073
Cluster_1512	Zm00001d015076,Zm00001d015079,Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015077
Cluster_1513	Zm00001d013268,Zm00001d013269
Cluster_1514	Zm00001d015097,Zm00001d015098
Cluster_1515	Zm00001d015174,Zm00001d015175
Cluster_1516	Zm00001d015196,Zm00001d015197
Cluster_1517	Zm00001d013286,Zm00001d013285
Cluster_1518	Zm00001d015212,Zm00001d015211
Cluster_1519	Zm00001d015220,Zm00001d015217,Zm00001d015216,Zm00001d015224
Cluster_1520	Zm00001d015227,Zm00001d015228
Cluster_1521	Zm00001d015229,Zm00001d015228
Cluster_1522	Zm00001d015239,Zm00001d015234
Cluster_1523	Zm00001d015255,Zm00001d015253
Cluster_1524	Zm00001d015291,Zm00001d015298
Cluster_1525	Zm00001d015332,Zm00001d015331
Cluster_1526	Zm00001d015367,Zm00001d015372
Cluster_1527	Zm00001d015405,Zm00001d015404,Zm00001d015406
Cluster_1528	Zm00001d015426,Zm00001d015427
Cluster_1529	Zm00001d015444,Zm00001d015445
Cluster_1530	Zm00001d015491,Zm00001d015490
Cluster_1531	Zm00001d015499,Zm00001d015495
Cluster_1532	Zm00001d012833,Zm00001d012834
Cluster_1533	Zm00001d015557,Zm00001d015556
Cluster_1534	Zm00001d013365,Zm00001d013366
Cluster_1535	Zm00001d012840,Zm00001d012839
Cluster_1536	Zm00001d036763,Zm00001d036762
Cluster_1537	Zm00001d036792,Zm00001d036791
Cluster_1538	Zm00001d036802,Zm00001d036803
Cluster_1539	Zm00001d036804,Zm00001d036801
Cluster_1540	Zm00001d036818,Zm00001d036824,Zm00001d036819,Zm00001d036815,Zm00001d036816,Zm00001d036820,Zm00001d036821,Zm00001d036822,Zm00001d036823
Cluster_1541	Zm00001d036836,Zm00001d036838
Cluster_1542	Zm00001d036845,Zm00001d036840,Zm00001d036847
Cluster_1543	Zm00001d036853,Zm00001d036856,Zm00001d036865,Zm00001d036864,Zm00001d036855
Cluster_1544	Zm00001d036879,Zm00001d036872
Cluster_1545	Zm00001d036912,Zm00001d036911
Cluster_1546	Zm00001d036936,Zm00001d036940
Cluster_1547	Zm00001d036941,Zm00001d036942
Cluster_1548	Zm00001d036947,Zm00001d036930
Cluster_1549	Zm00001d037009,Zm00001d037008,Zm00001d037005
Cluster_1550	Zm00001d037023,Zm00001d037019
Cluster_1551	Zm00001d037025,Zm00001d037024
Cluster_1552	Zm00001d037031,Zm00001d037012
Cluster_1553	Zm00001d037043,Zm00001d037042
Cluster_1554	Zm00001d037066,Zm00001d037080
Cluster_1555	Zm00001d037077,Zm00001d037075
Cluster_1556	Zm00001d037082,Zm00001d037081
Cluster_1557	Zm00001d037089,Zm00001d037091
Cluster_1558	Zm00001d037153,Zm00001d037155
Cluster_1559	Zm00001d037172,Zm00001d037171
Cluster_1560	Zm00001d037195,Zm00001d037196
Cluster_1561	Zm00001d037205,Zm00001d037204
Cluster_1562	Zm00001d037245,Zm00001d037244
Cluster_1563	Zm00001d037250,Zm00001d037248,Zm00001d037249
Cluster_1564	Zm00001d037265,Zm00001d037266
Cluster_1565	Zm00001d037303,Zm00001d037301
Cluster_1566	Zm00001d037317,Zm00001d037316
Cluster_1567	Zm00001d037384,Zm00001d037383,Zm00001d037382
Cluster_1568	Zm00001d037386,Zm00001d037389,Zm00001d037375
Cluster_1569	Zm00001d037392,Zm00001d037391
Cluster_1570	Zm00001d037397,Zm00001d037398
Cluster_1571	Zm00001d037409,Zm00001d037411
Cluster_1572	Zm00001d037417,Zm00001d037415
Cluster_1573	Zm00001d037495,Zm00001d037496
Cluster_1574	Zm00001d037550,Zm00001d037547
Cluster_1575	Zm00001d037560,Zm00001d037559
Cluster_1576	Zm00001d037579,Zm00001d037580,Zm00001d037577
Cluster_1577	Zm00001d037610,Zm00001d037608
Cluster_1578	Zm00001d037619,Zm00001d037611
Cluster_1579	Zm00001d037632,Zm00001d037631
Cluster_1580	Zm00001d037650,Zm00001d037648
Cluster_1581	Zm00001d037656,Zm00001d037653
Cluster_1582	Zm00001d037672,Zm00001d037666,Zm00001d037682
Cluster_1583	Zm00001d037680,Zm00001d037681
Cluster_1584	Zm00001d037717,Zm00001d037700
Cluster_1585	Zm00001d037725,Zm00001d037727
Cluster_1586	Zm00001d037742,Zm00001d037740,Zm00001d037741
Cluster_1587	Zm00001d035001,Zm00001d035003,Zm00001d035002
Cluster_1588	Zm00001d037839,Zm00001d037840
Cluster_1589	Zm00001d037873,Zm00001d037877,Zm00001d037875,Zm00001d037882
Cluster_1590	Zm00001d037886,Zm00001d037884
Cluster_1591	Zm00001d037909,Zm00001d037914
Cluster_1592	Zm00001d037945,Zm00001d037943
Cluster_1593	Zm00001d037949,Zm00001d037956
Cluster_1594	Zm00001d037950,Zm00001d037951
Cluster_1595	Zm00001d037962,Zm00001d037961
Cluster_1596	Zm00001d037985,Zm00001d037988
Cluster_1597	Zm00001d037994,Zm00001d037998,Zm00001d037999
Cluster_1598	Zm00001d038025,Zm00001d038031,Zm00001d038010
Cluster_1599	Zm00001d038049,Zm00001d038052
Cluster_1600	Zm00001d038066,Zm00001d038065
Cluster_1601	Zm00001d038073,Zm00001d038074
Cluster_1602	Zm00001d038163,Zm00001d038161
Cluster_1603	Zm00001d038178,Zm00001d038177
Cluster_1604	Zm00001d035226,Zm00001d035215
Cluster_1605	Zm00001d038186,Zm00001d038181,Zm00001d038185,Zm00001d038179,Zm00001d038180
Cluster_1606	Zm00001d038244,Zm00001d038242
Cluster_1607	Zm00001d038272,Zm00001d038271
Cluster_1608	Zm00001d038285,Zm00001d038284,Zm00001d038283
Cluster_1609	Zm00001d038333,Zm00001d038334,Zm00001d038335
Cluster_1610	Zm00001d035228,Zm00001d035229
Cluster_1611	Zm00001d038363,Zm00001d038365,Zm00001d038364
Cluster_1612	Zm00001d038383,Zm00001d038384
Cluster_1613	Zm00001d038404,Zm00001d038405
Cluster_1614	Zm00001d035230,Zm00001d035224,Zm00001d035234
Cluster_1615	Zm00001d038418,Zm00001d038429,Zm00001d038428,Zm00001d038414,Zm00001d038415,Zm00001d038413,Zm00001d038424,Zm00001d038425
Cluster_1616	Zm00001d038459,Zm00001d038452
Cluster_1617	Zm00001d038460,Zm00001d038453
Cluster_1618	Zm00001d038485,Zm00001d038481,Zm00001d038484,Zm00001d038488
Cluster_1619	Zm00001d038496,Zm00001d038495
Cluster_1620	Zm00001d038526,Zm00001d038523
Cluster_1621	Zm00001d038543,Zm00001d038545
Cluster_1622	Zm00001d038549,Zm00001d038551
Cluster_1623	Zm00001d038553,Zm00001d038544
Cluster_1624	Zm00001d038574,Zm00001d038575
Cluster_1625	Zm00001d038577,Zm00001d038578
Cluster_1626	Zm00001d038585,Zm00001d038584
Cluster_1627	Zm00001d038599,Zm00001d038598
Cluster_1628	Zm00001d038604,Zm00001d038605
Cluster_1629	Zm00001d038614,Zm00001d038613
Cluster_1630	Zm00001d038634,Zm00001d038640
Cluster_1631	Zm00001d038652,Zm00001d038653
Cluster_1632	Zm00001d038699,Zm00001d038700,Zm00001d038703,Zm00001d038702
Cluster_1633	Zm00001d038721,Zm00001d038720
Cluster_1634	Zm00001d038765,Zm00001d038764,Zm00001d038763
Cluster_1635	Zm00001d038811,Zm00001d038812,Zm00001d038813
Cluster_1636	Zm00001d038830,Zm00001d038831
Cluster_1637	Zm00001d038845,Zm00001d038844
Cluster_1638	Zm00001d038847,Zm00001d038848
Cluster_1639	Zm00001d038875,Zm00001d038874
Cluster_1640	Zm00001d038884,Zm00001d038883
Cluster_1641	Zm00001d038885,Zm00001d038886
Cluster_1642	Zm00001d038889,Zm00001d038887
Cluster_1643	Zm00001d038911,Zm00001d038913
Cluster_1644	Zm00001d038918,Zm00001d038920
Cluster_1645	Zm00001d038969,Zm00001d038968
Cluster_1646	Zm00001d038974,Zm00001d038975
Cluster_1647	Zm00001d038987,Zm00001d038980,Zm00001d038991
Cluster_1648	Zm00001d035246,Zm00001d035249
Cluster_1649	Zm00001d039022,Zm00001d039026
Cluster_1650	Zm00001d039051,Zm00001d039052
Cluster_1651	Zm00001d039088,Zm00001d039087
Cluster_1652	Zm00001d039091,Zm00001d039090
Cluster_1653	Zm00001d039097,Zm00001d039098,Zm00001d039099
Cluster_1654	Zm00001d039119,Zm00001d039118
Cluster_1655	Zm00001d039121,Zm00001d039123
Cluster_1656	Zm00001d039129,Zm00001d039130
Cluster_1657	Zm00001d039133,Zm00001d039132
Cluster_1658	Zm00001d039152,Zm00001d039151
Cluster_1659	Zm00001d035247,Zm00001d035248
Cluster_1660	Zm00001d039176,Zm00001d039180
Cluster_1661	Zm00001d039184,Zm00001d039183
Cluster_1662	Zm00001d039209,Zm00001d039210
Cluster_1663	Zm00001d039214,Zm00001d039213
Cluster_1664	Zm00001d039226,Zm00001d039230
Cluster_1665	Zm00001d035257,Zm00001d035262
Cluster_1666	Zm00001d035261,Zm00001d035258
Cluster_1667	Zm00001d035272,Zm00001d035274
Cluster_1668	Zm00001d035020,Zm00001d035021
Cluster_1669	Zm00001d035327,Zm00001d035326
Cluster_1670	Zm00001d035342,Zm00001d035343
Cluster_1671	Zm00001d035377,Zm00001d035376
Cluster_1672	Zm00001d035381,Zm00001d035383
Cluster_1673	Zm00001d035389,Zm00001d035392
Cluster_1674	Zm00001d035398,Zm00001d035399
Cluster_1675	Zm00001d035401,Zm00001d035400
Cluster_1676	Zm00001d035428,Zm00001d035434
Cluster_1677	Zm00001d035037,Zm00001d035038
Cluster_1678	Zm00001d035476,Zm00001d035479
Cluster_1679	Zm00001d035494,Zm00001d035495
Cluster_1680	Zm00001d035543,Zm00001d035542
Cluster_1681	Zm00001d035551,Zm00001d035552
Cluster_1682	Zm00001d035558,Zm00001d035562,Zm00001d035559,Zm00001d035560,Zm00001d035561
Cluster_1683	Zm00001d035056,Zm00001d035063
Cluster_1684	Zm00001d035057,Zm00001d035064,Zm00001d035056
Cluster_1685	Zm00001d035587,Zm00001d035588,Zm00001d035585,Zm00001d035584
Cluster_1686	Zm00001d035591,Zm00001d035592
Cluster_1687	Zm00001d035600,Zm00001d035599
Cluster_1688	Zm00001d035605,Zm00001d035604
Cluster_1689	Zm00001d035606,Zm00001d035607
Cluster_1690	Zm00001d035612,Zm00001d035614
Cluster_1691	Zm00001d035618,Zm00001d035617,Zm00001d035619
Cluster_1692	Zm00001d035628,Zm00001d035624
Cluster_1693	Zm00001d035629,Zm00001d035625
Cluster_1694	Zm00001d035640,Zm00001d035638
Cluster_1695	Zm00001d035076,Zm00001d035084
Cluster_1696	Zm00001d035663,Zm00001d035659,Zm00001d035662
Cluster_1697	Zm00001d035664,Zm00001d035665
Cluster_1698	Zm00001d035670,Zm00001d035671
Cluster_1699	Zm00001d035681,Zm00001d035680,Zm00001d035683,Zm00001d035684
Cluster_1700	Zm00001d035717,Zm00001d035713,Zm00001d035714
Cluster_1701	Zm00001d035722,Zm00001d035720
Cluster_1702	Zm00001d035726,Zm00001d035725
Cluster_1703	Zm00001d035756,Zm00001d035753
Cluster_1704	Zm00001d035089,Zm00001d035088
Cluster_1705	Zm00001d035817,Zm00001d035818
Cluster_1706	Zm00001d035823,Zm00001d035833
Cluster_1707	Zm00001d035841,Zm00001d035842
Cluster_1708	Zm00001d035862,Zm00001d035863
Cluster_1709	Zm00001d035112,Zm00001d035100,Zm00001d035111,Zm00001d035108,Zm00001d035109,Zm00001d035102,Zm00001d035101,Zm00001d035104
Cluster_1710	Zm00001d035876,Zm00001d035875
Cluster_1711	Zm00001d035881,Zm00001d035879
Cluster_1712	Zm00001d035901,Zm00001d035902
Cluster_1713	Zm00001d035921,Zm00001d035922
Cluster_1714	Zm00001d035937,Zm00001d035935
Cluster_1715	Zm00001d035974,Zm00001d035975
Cluster_1716	Zm00001d035143,Zm00001d035145
Cluster_1717	Zm00001d036066,Zm00001d036069,Zm00001d036072,Zm00001d036068
Cluster_1718	Zm00001d036085,Zm00001d036084
Cluster_1719	Zm00001d035154,Zm00001d035155
Cluster_1720	Zm00001d036097,Zm00001d036098
Cluster_1721	Zm00001d036110,Zm00001d036112
Cluster_1722	Zm00001d035163,Zm00001d035166,Zm00001d035157,Zm00001d035162,Zm00001d035161
Cluster_1723	Zm00001d036139,Zm00001d036142
Cluster_1724	Zm00001d036196,Zm00001d036197
Cluster_1725	Zm00001d036228,Zm00001d036229
Cluster_1726	Zm00001d036241,Zm00001d036238,Zm00001d036237
Cluster_1727	Zm00001d036261,Zm00001d036263,Zm00001d036262
Cluster_1728	Zm00001d036264,Zm00001d036266
Cluster_1729	Zm00001d036267,Zm00001d036270,Zm00001d036272
Cluster_1730	Zm00001d036278,Zm00001d036275,Zm00001d036274,Zm00001d036277
Cluster_1731	Zm00001d036315,Zm00001d036318,Zm00001d036313
Cluster_1732	Zm00001d036324,Zm00001d036311
Cluster_1733	Zm00001d035183,Zm00001d035172,Zm00001d035174
Cluster_1734	Zm00001d036370,Zm00001d036366
Cluster_1735	Zm00001d036373,Zm00001d036376,Zm00001d036379
Cluster_1736	Zm00001d036375,Zm00001d036378,Zm00001d036374
Cluster_1737	Zm00001d036464,Zm00001d036467
Cluster_1738	Zm00001d036465,Zm00001d036468
Cluster_1739	Zm00001d036541,Zm00001d036542
Cluster_1740	Zm00001d036568,Zm00001d036567,Zm00001d036565
Cluster_1741	Zm00001d036594,Zm00001d036595
Cluster_1742	Zm00001d036621,Zm00001d036622
Cluster_1743	Zm00001d036643,Zm00001d036641,Zm00001d036646,Zm00001d036647
Cluster_1744	Zm00001d036660,Zm00001d036655,Zm00001d036663,Zm00001d036667
Cluster_1745	Zm00001d036666,Zm00001d036664
Cluster_1746	Zm00001d036693,Zm00001d036694
Cluster_1747	Zm00001d036723,Zm00001d036724
Cluster_1748	Zm00001d036755,Zm00001d036752
Cluster_1749	Zm00001d036758,Zm00001d036756
Cluster_1750	Zm00001d020251,Zm00001d020250
Cluster_1751	Zm00001d020261,Zm00001d020260
Cluster_1752	Zm00001d020265,Zm00001d020266
Cluster_1753	Zm00001d020280,Zm00001d020277,Zm00001d020282,Zm00001d020281,Zm00001d020279
Cluster_1754	Zm00001d020283,Zm00001d020284
Cluster_1755	Zm00001d020297,Zm00001d020298
Cluster_1756	Zm00001d020306,Zm00001d020307,Zm00001d020308
Cluster_1757	Zm00001d020320,Zm00001d020319
Cluster_1758	Zm00001d020351,Zm00001d020350
Cluster_1759	Zm00001d018966,Zm00001d018965
Cluster_1760	Zm00001d020366,Zm00001d020367
Cluster_1761	Zm00001d020384,Zm00001d020382
Cluster_1762	Zm00001d020400,Zm00001d020401,Zm00001d020402
Cluster_1763	Zm00001d020408,Zm00001d020405
Cluster_1764	Zm00001d018976,Zm00001d018977
Cluster_1765	Zm00001d020460,Zm00001d020459
Cluster_1766	Zm00001d018619,Zm00001d018618,Zm00001d018620
Cluster_1767	Zm00001d020472,Zm00001d020476
Cluster_1768	Zm00001d020475,Zm00001d020468,Zm00001d020483
Cluster_1769	Zm00001d020480,Zm00001d020484
Cluster_1770	Zm00001d020492,Zm00001d020495
Cluster_1771	Zm00001d020496,Zm00001d020497
Cluster_1772	Zm00001d020502,Zm00001d020501
Cluster_1773	Zm00001d020504,Zm00001d020503
Cluster_1774	Zm00001d020515,Zm00001d020516
Cluster_1775	Zm00001d020524,Zm00001d020521
Cluster_1776	Zm00001d020530,Zm00001d020528
Cluster_1777	Zm00001d020550,Zm00001d020551
Cluster_1778	Zm00001d020556,Zm00001d020555
Cluster_1779	Zm00001d020568,Zm00001d020563
Cluster_1780	Zm00001d020573,Zm00001d020574,Zm00001d020575,Zm00001d020577
Cluster_1781	Zm00001d020584,Zm00001d020585
Cluster_1782	Zm00001d018995,Zm00001d019001,Zm00001d018989,Zm00001d018990,Zm00001d019000,Zm00001d018994,Zm00001d018998
Cluster_1783	Zm00001d020652,Zm00001d020651
Cluster_1784	Zm00001d019004,Zm00001d019005
Cluster_1785	Zm00001d020666,Zm00001d020664
Cluster_1786	Zm00001d020728,Zm00001d020727
Cluster_1787	Zm00001d020735,Zm00001d020742,Zm00001d020741,Zm00001d020736,Zm00001d020738,Zm00001d020740,Zm00001d020744,Zm00001d020737,Zm00001d020732
Cluster_1788	Zm00001d020754,Zm00001d020751,Zm00001d020752,Zm00001d020750
Cluster_1789	Zm00001d020760,Zm00001d020761
Cluster_1790	Zm00001d020789,Zm00001d020791
Cluster_1791	Zm00001d020793,Zm00001d020794
Cluster_1792	Zm00001d020834,Zm00001d020825
Cluster_1793	Zm00001d020864,Zm00001d020863
Cluster_1794	Zm00001d020867,Zm00001d020866
Cluster_1795	Zm00001d020887,Zm00001d020886
Cluster_1796	Zm00001d019034,Zm00001d019035
Cluster_1797	Zm00001d018631,Zm00001d018628,Zm00001d018629,Zm00001d018630
Cluster_1798	Zm00001d020961,Zm00001d020957,Zm00001d020958,Zm00001d020960
Cluster_1799	Zm00001d020967,Zm00001d020968
Cluster_1800	Zm00001d018632,Zm00001d018633
Cluster_1801	Zm00001d021016,Zm00001d021017
Cluster_1802	Zm00001d021018,Zm00001d021020
Cluster_1803	Zm00001d021047,Zm00001d021048
Cluster_1804	Zm00001d021085,Zm00001d021084
Cluster_1805	Zm00001d021093,Zm00001d021095,Zm00001d021094
Cluster_1806	Zm00001d021115,Zm00001d021117,Zm00001d021097,Zm00001d021107,Zm00001d021099,Zm00001d021103
Cluster_1807	Zm00001d019059,Zm00001d019057
Cluster_1808	Zm00001d021168,Zm00001d021167
Cluster_1809	Zm00001d021189,Zm00001d021191
Cluster_1810	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214
Cluster_1811	Zm00001d021263,Zm00001d021264
Cluster_1812	Zm00001d021285,Zm00001d021290
Cluster_1813	Zm00001d021329,Zm00001d021324
Cluster_1814	Zm00001d019064,Zm00001d019066,Zm00001d019065
Cluster_1815	Zm00001d021423,Zm00001d021424
Cluster_1816	Zm00001d021444,Zm00001d021443
Cluster_1817	Zm00001d021456,Zm00001d021455,Zm00001d021454,Zm00001d021459,Zm00001d021457
Cluster_1818	Zm00001d021462,Zm00001d021463
Cluster_1819	Zm00001d021469,Zm00001d021470
Cluster_1820	Zm00001d021484,Zm00001d021485
Cluster_1821	Zm00001d021489,Zm00001d021488
Cluster_1822	Zm00001d021492,Zm00001d021491
Cluster_1823	Zm00001d021505,Zm00001d021504
Cluster_1824	Zm00001d021508,Zm00001d021511
Cluster_1825	Zm00001d021565,Zm00001d021564
Cluster_1826	Zm00001d021572,Zm00001d021576,Zm00001d021577,Zm00001d021571
Cluster_1827	Zm00001d019086,Zm00001d019084,Zm00001d019079
Cluster_1828	Zm00001d021605,Zm00001d021602
Cluster_1829	Zm00001d021630,Zm00001d021632
Cluster_1830	Zm00001d021655,Zm00001d021656
Cluster_1831	Zm00001d021689,Zm00001d021682,Zm00001d021688,Zm00001d021686,Zm00001d021696,Zm00001d021684,Zm00001d021699,Zm00001d021683,Zm00001d021698,Zm00001d021680,Zm00001d021692,Zm00001d021693,Zm00001d021679
Cluster_1832	Zm00001d021697,Zm00001d021695,Zm00001d021690
Cluster_1833	Zm00001d021706,Zm00001d021707
Cluster_1834	Zm00001d021729,Zm00001d021727,Zm00001d021726,Zm00001d021737
Cluster_1835	Zm00001d021731,Zm00001d021732,Zm00001d021736
Cluster_1836	Zm00001d021734,Zm00001d021733
Cluster_1837	Zm00001d021740,Zm00001d021744
Cluster_1838	Zm00001d021752,Zm00001d021753,Zm00001d021747
Cluster_1839	Zm00001d021757,Zm00001d021755
Cluster_1840	Zm00001d021824,Zm00001d021825
Cluster_1841	Zm00001d021826,Zm00001d021824
Cluster_1842	Zm00001d019098,Zm00001d019096
Cluster_1843	Zm00001d021867,Zm00001d021864
Cluster_1844	Zm00001d021868,Zm00001d021866
