Duplicate_ID	B_Genes	P_Genes	B_Ages	P_Ages
Nonsyntenic_Dup_1334	Zm00001d040423,Zm00001d040426,Zm00001d040428	Zm00008a011557,Zm00008a011558,Zm00008a011560	11.8959433793,11.8959433793	0.00192837147535,0.00347107431147
Nonsyntenic_Dup_1335	Zm00001d040479,Zm00001d040483,Zm00001d040497	Zm00008a011601,Zm00008a011602,Zm00008a011607	11.8743553452,11.8743553452	0.00711063858369,0.00711063858369
Nonsyntenic_Dup_1336	Zm00001d040481,Zm00001d040493,Zm00001d040501	Zm00008a011603,Zm00008a011608	11.8734423516,0.0010815346845	0.00151090168406
Nonsyntenic_Dup_1337	Zm00001d040548,Zm00001d040549	Zm00008a011637	11.8089096002	NA
Nonsyntenic_Dup_1338	Zm00001d040578,Zm00001d040579,Zm00001d040581	Zm00008a011656,Zm00008a011657,Zm00008a011658	0.00240940023265,11.8951856478	0.00214234555896,0.00214234555896
Nonsyntenic_Dup_1339	Zm00001d040608,Zm00001d040609	Zm00008a011686,Zm00008a011687	11.813502313	11.813502313
Nonsyntenic_Dup_1340	Zm00001d040638,Zm00001d040639	Zm00008a011710,Zm00008a011712	9.60762073006	11.7483142966
Nonsyntenic_Dup_1342	Zm00001d040659,Zm00001d040660	Zm00008a011726,Zm00008a011729	7.28859343168	7.60959775563
Nonsyntenic_Dup_1344	Zm00001d040692,Zm00001d040694	Zm00008a011739,Zm00008a011753	11.713559775	2.54910631444
Nonsyntenic_Dup_1345	Zm00001d040692,Zm00001d040694	Zm00008a011752	11.7109167814	NA
Nonsyntenic_Dup_1346	Zm00001d040702,Zm00001d040705	Zm00008a011761,Zm00008a011765	11.7299213694	1.92639799274
Nonsyntenic_Dup_1347	Zm00001d040730,Zm00001d040731,Zm00001d040733	Zm00008a011783,Zm00008a011784	11.7138816212,3.2172792699	4.79493656198
Nonsyntenic_Dup_1348	Zm00001d040772,Zm00001d040773	Zm00008a011823,Zm00008a011824	11.7295522622	1.37308109919
Nonsyntenic_Dup_1349	Zm00001d040836,Zm00001d040837	Zm00008a011860,Zm00008a011861	11.8329574034	11.8329574034
Nonsyntenic_Dup_1350	Zm00001d040844,Zm00001d040847	Zm00008a011866	0.838429311576	NA
Nonsyntenic_Dup_1351	Zm00001d040844,Zm00001d040847	Zm00008a011892	0.477050276421	NA
Nonsyntenic_Dup_1352	Zm00001d040911,Zm00001d040912	Zm00008a011898,Zm00008a011899	7.33202021013	11.7387064443
Nonsyntenic_Dup_1353	Zm00001d041086,Zm00001d041087	Zm00008a012146	11.7631285964	NA
Nonsyntenic_Dup_1354	Zm00001d041124,Zm00001d041136	Zm00008a012163	8.26384508601	NA
Nonsyntenic_Dup_1355	Zm00001d041168,Zm00001d041173	Zm00008a012046,Zm00008a012048	2.07744541725	1.02002928147
Nonsyntenic_Dup_1356	Zm00001d041232,Zm00001d041236	Zm00008a011993,Zm00008a011996	11.7745934884	11.7745934884
Nonsyntenic_Dup_1357	Zm00001d041291,Zm00001d041293	Zm00008a011952	11.739018924	NA
Nonsyntenic_Dup_1358	Zm00001d041358	Zm00008a012172,Zm00008a012177	NA	11.7752319105
Nonsyntenic_Dup_1359	Zm00001d041416,Zm00001d041418	Zm00008a012210,Zm00008a012211	0.359724733196	0.123864889347
Nonsyntenic_Dup_1360	Zm00001d041450,Zm00001d041453	Zm00008a012226,Zm00008a012228	11.7284186219	0.651862495086
Nonsyntenic_Dup_1361	Zm00001d041455	Zm00008a012231,Zm00008a012234	NA	0.038300892591
Nonsyntenic_Dup_1362	Zm00001d041456	Zm00008a012232,Zm00008a012235	NA	11.8137602542
Nonsyntenic_Dup_1363	Zm00001d041457	Zm00008a012233,Zm00008a012236	NA	11.735113939
Nonsyntenic_Dup_1364	Zm00001d041570,Zm00001d041571	Zm00008a012311,Zm00008a012312	11.7324749766	11.7324749766
Nonsyntenic_Dup_1365	Zm00001d041656,Zm00001d041657,Zm00001d041662,Zm00001d041663	Zm00008a012388,Zm00008a012389,Zm00008a012402	11.9229861626,0.000610588902591,11.9229861626	0.00569136351358,0.00569136351358
Nonsyntenic_Dup_1366	Zm00001d041656,Zm00001d041657,Zm00001d041662,Zm00001d041663	Zm00008a012392	11.8882622047,0.000191285632296,11.8882622047	NA
Nonsyntenic_Dup_1367	Zm00001d041678,Zm00001d041684	Zm00008a012407,Zm00008a012412	11.7123263044	5.60728666268
Nonsyntenic_Dup_1368	Zm00001d041776,Zm00001d041777	Zm00008a012491,Zm00008a012492	0.000943640725915	0.000937388601903
Nonsyntenic_Dup_1369	Zm00001d041810,Zm00001d041811	Zm00008a012514	11.7369328679	NA
Nonsyntenic_Dup_1370	Zm00001d041836,Zm00001d041842	Zm00008a012533,Zm00008a012535	0.00120023045238	0.000373247547951
Nonsyntenic_Dup_1371	Zm00001d041843	Zm00008a012533,Zm00008a012535	NA	11.7867934871
Nonsyntenic_Dup_1372	Zm00001d041904,Zm00001d041907	Zm00008a012582	11.7628959917	NA
Nonsyntenic_Dup_1373	Zm00001d041927,Zm00001d041929	Zm00008a012594,Zm00008a012595	11.8083210614	5.84982600161
Nonsyntenic_Dup_1374	Zm00001d041984,Zm00001d041985,Zm00001d041987	Zm00008a012634,Zm00008a012635,Zm00008a012636	11.8871346881,0.0027680418829	0.00455634688972,0.0027680418829
Nonsyntenic_Dup_1375	Zm00001d041996,Zm00001d041997	Zm00008a012646	11.7756380937	NA
Nonsyntenic_Dup_1376	Zm00001d042019,Zm00001d042022	Zm00008a012664,Zm00008a012665	11.901107182	0.00128179096161
Nonsyntenic_Dup_1377	Zm00001d042041	Zm00008a012683,Zm00008a012684	NA	11.7240874609
Nonsyntenic_Dup_1378	Zm00001d042095,Zm00001d042096,Zm00001d042098,Zm00001d042099,Zm00001d042102,Zm00001d042104	Zm00008a012729,Zm00008a012730,Zm00008a012731,Zm00008a012732,Zm00008a012734,Zm00008a012737,Zm00008a012738	11.9182348922,0.00426866963222,0.00256905860326,0.00426866963222,0.00471850546982	0.00248784801202,0.00426866963222,0.00256905860326,0.00426866963222,0.00471850546982,0.00471850546982
Nonsyntenic_Dup_1379	Zm00001d042095,Zm00001d042096,Zm00001d042098,Zm00001d042099,Zm00001d042102,Zm00001d042104	Zm00008a012733	11.9022141756,0.00242692619078,0.000652222388168,0.00163733073259,0.00163733073259	NA
Nonsyntenic_Dup_1380	Zm00001d042107,Zm00001d042108	Zm00008a012739	11.7300790645	NA
Nonsyntenic_Dup_1381	Zm00001d042122,Zm00001d042123,Zm00001d042125	Zm00008a012746,Zm00008a012747,Zm00008a012750,Zm00008a012751	11.7174510845,11.7174510845	0.626867220431,0.355033610819,1.28786179527
Nonsyntenic_Dup_1382	Zm00001d042128,Zm00001d042130	Zm00008a012754,Zm00008a012757	11.8938439416	0.00147086516909
Nonsyntenic_Dup_1383	Zm00001d042134,Zm00001d042135	Zm00008a012765,Zm00008a012767	11.8906727651	0.00133805390707
Nonsyntenic_Dup_1384	Zm00001d042136	Zm00008a012765,Zm00008a012767	NA	11.7133322389
Nonsyntenic_Dup_1385	Zm00001d042138,Zm00001d042140,Zm00001d042141,Zm00001d042143	Zm00008a012769,Zm00008a012770,Zm00008a012771,Zm00008a012773	11.8936412721,0.00395266160527,11.8936412721	0.0014737383274,0.00280019538516,0.00280019538516
Nonsyntenic_Dup_1386	Zm00001d042156	Zm00008a012784,Zm00008a012787,Zm00008a012790	NA	0.00131149558573,11.8908802614
Nonsyntenic_Dup_1387	Zm00001d042157,Zm00001d042158	Zm00008a012783,Zm00008a012786	7.76417642299	6.37212489405
Nonsyntenic_Dup_1388	Zm00001d042157,Zm00001d042158	Zm00008a012788	11.728180293	NA
Nonsyntenic_Dup_1389	Zm00001d042160,Zm00001d042163	Zm00008a012788	11.7270592156	NA
Nonsyntenic_Dup_1390	Zm00001d042165	Zm00008a012784,Zm00008a012787,Zm00008a012790	NA	0.196460484443,0.0536890575494
Nonsyntenic_Dup_1391	Zm00001d042172,Zm00001d042175,Zm00001d042178	Zm00008a012793	11.9044705149,11.9044705149	NA
Nonsyntenic_Dup_1392	Zm00001d042174	Zm00008a012795,Zm00008a012796	NA	11.7320349333
Nonsyntenic_Dup_1393	Zm00001d042177	Zm00008a012795,Zm00008a012796	NA	10.9482667635
Nonsyntenic_Dup_1394	Zm00001d042196,Zm00001d042197	Zm00008a012809	11.8095032149	NA
Nonsyntenic_Dup_1395	Zm00001d042204,Zm00001d042207,Zm00001d042209,Zm00001d042210	Zm00008a012814,Zm00008a012815,Zm00008a012816	1.62448299615,3.51335450796,11.7346821608	3.51335450796,1.56615383142
Nonsyntenic_Dup_1396	Zm00001d042226,Zm00001d042229,Zm00001d042231	Zm00008a012832	11.8033578786,3.16837063584	NA
Nonsyntenic_Dup_1397	Zm00001d042274,Zm00001d042275	Zm00008a012865,Zm00008a012866	11.8652612601	2.02942720808
Nonsyntenic_Dup_1398	Zm00001d042276,Zm00001d042279,Zm00001d042281	Zm00008a012867,Zm00008a012869,Zm00008a012870	0.000857810070633,1.44714186353	0.000663797631523,0.000663797631523
Nonsyntenic_Dup_1399	Zm00001d042315,Zm00001d042317	Zm00008a012898	11.7367122929	NA
Nonsyntenic_Dup_1400	Zm00001d042380,Zm00001d042389	Zm00008a012956,Zm00008a012964	11.9140701525	11.9140701525
Nonsyntenic_Dup_1402	Zm00001d042388	Zm00008a012956,Zm00008a012964	NA	7.47235424958
Nonsyntenic_Dup_1403	Zm00001d042400,Zm00001d042410	Zm00008a012972	11.7316725603	NA
Nonsyntenic_Dup_1404	Zm00001d042400,Zm00001d042410	Zm00008a012973	11.7407989513	NA
Nonsyntenic_Dup_1405	Zm00001d042511,Zm00001d042512	Zm00008a013057,Zm00008a013058	11.7091721278	11.7091721278
Nonsyntenic_Dup_1406	Zm00001d042540,Zm00001d042541	Zm00008a013075	3.25908115628	NA
Nonsyntenic_Dup_1407	Zm00001d042561,Zm00001d042562,Zm00001d042563,Zm00001d042564,Zm00001d042568	Zm00008a013088,Zm00008a013091	3.46821776915,1.01969767616,3.46821776915,0.967168154569	11.7234919457
Nonsyntenic_Dup_1408	Zm00001d042561,Zm00001d042562,Zm00001d042563,Zm00001d042564,Zm00001d042568	Zm00008a013085,Zm00008a013087,Zm00008a013089,Zm00008a013090	11.733924436,5.25678684495,10.0084214616,6.22226273121	11.733924436,8.09836015382,10.0084214616
Nonsyntenic_Dup_1409	Zm00001d042654,Zm00001d042656	Zm00008a013167	11.7155877234	NA
Nonsyntenic_Dup_1410	Zm00001d042680,Zm00001d042683,Zm00001d042684	Zm00008a013189,Zm00008a013191	0.000523467093733,11.9082020018	0.00272344503077
Nonsyntenic_Dup_1411	Zm00001d042739,Zm00001d042740	Zm00008a013234,Zm00008a013235	11.7752733742	11.7752733742
Nonsyntenic_Dup_1412	Zm00001d042748,Zm00001d042749,Zm00001d042750	Zm00008a013239,Zm00008a013240,Zm00008a013241	6.06288830929,4.80969972079	4.80969972079,11.7412145127
Nonsyntenic_Dup_1413	Zm00001d042752	Zm00008a013239,Zm00008a013240,Zm00008a013241	NA	4.62482317878,11.7243213921
Nonsyntenic_Dup_1414	Zm00001d042768,Zm00001d042769,Zm00001d042770,Zm00001d042771	Zm00008a013257,Zm00008a013259,Zm00008a013260	0.00383426578032,11.9137699441,11.9137699441	0.00383426578032,0.00205241559676
Nonsyntenic_Dup_1415	Zm00001d042772	Zm00008a013257,Zm00008a013259,Zm00008a013260	NA	0.00147785904517,0.000687939614899
Nonsyntenic_Dup_1416	Zm00001d042796,Zm00001d042799	Zm00008a013278,Zm00008a013279	0.000920988091553	0.00116502709969
Nonsyntenic_Dup_1417	Zm00001d042901,Zm00001d042905,Zm00001d042906	Zm00008a013345,Zm00008a013348,Zm00008a013349	11.9044532779,0.00276810281634	0.00175126194408,0.00276810281634
Nonsyntenic_Dup_1418	Zm00001d042988,Zm00001d042989	Zm00008a013420	7.82411593733	NA
Nonsyntenic_Dup_1419	Zm00001d043000,Zm00001d043003	Zm00008a013430	11.8179613723	NA
Nonsyntenic_Dup_1420	Zm00001d043000,Zm00001d043003	Zm00008a013429	2.56191121302	NA
Nonsyntenic_Dup_1421	Zm00001d043001,Zm00001d043004	Zm00008a013431	7.81008195468	NA
Nonsyntenic_Dup_1422	Zm00001d043062,Zm00001d043063,Zm00001d043066	Zm00008a013484	0.00151480745724,0.001290892936	NA
Nonsyntenic_Dup_1423	Zm00001d043094	Zm00008a013517,Zm00008a013530	NA	5.88708848853
Nonsyntenic_Dup_1424	Zm00001d043126,Zm00001d043129	Zm00008a013545,Zm00008a013547	11.7200779155	11.7200779155
Nonsyntenic_Dup_1425	Zm00001d043165,Zm00001d043166	Zm00008a013568	11.7233763158	NA
Nonsyntenic_Dup_1426	Zm00001d043211,Zm00001d043216	Zm00008a013612,Zm00008a013614	9.25904808272	11.7159536139
Nonsyntenic_Dup_1427	Zm00001d043211,Zm00001d043216	Zm00008a013613	0.680194962775	NA
Nonsyntenic_Dup_1428	Zm00001d043220,Zm00001d043221	Zm00008a013617,Zm00008a013618,Zm00008a013619	11.7130040518	11.7130040518,0.706888937005
Nonsyntenic_Dup_1429	Zm00001d043252,Zm00001d043253,Zm00001d043256	Zm00008a013648,Zm00008a013649,Zm00008a013650	3.19017772697,9.96393153121	2.94137094159,1.25904330584
Nonsyntenic_Dup_1430	Zm00001d043289,Zm00001d043290	Zm00008a013683	0.0391885979642	NA
Nonsyntenic_Dup_1431	Zm00001d043366	Zm00008a013742,Zm00008a013756	NA	0.0128929199992
Nonsyntenic_Dup_1432	Zm00001d043379	Zm00008a013742,Zm00008a013756	NA	5.73512969762
Nonsyntenic_Dup_1433	Zm00001d043380	Zm00008a013742,Zm00008a013756	NA	11.8088026783
Nonsyntenic_Dup_1434	Zm00001d043468,Zm00001d043469	Zm00008a013830,Zm00008a013831	7.34019392641	0.450182117268
Nonsyntenic_Dup_1435	Zm00001d043517,Zm00001d043519	Zm00008a013876	11.7273742578	NA
Nonsyntenic_Dup_1436	Zm00001d043625,Zm00001d043632	Zm00008a013968,Zm00008a013970	11.7366199472	0.0697992740536
Nonsyntenic_Dup_1437	Zm00001d043650,Zm00001d043651	Zm00008a013979,Zm00008a013980	11.7303415011	1.76115579202
Nonsyntenic_Dup_1438	Zm00001d043682,Zm00001d043683	Zm00008a014007	11.7247889846	NA
Nonsyntenic_Dup_1439	Zm00001d043714,Zm00001d043716,Zm00001d043719	Zm00008a014031,Zm00008a014033,Zm00008a014035	11.7521235831,11.7521235831	11.7521235831,11.7521235831
Nonsyntenic_Dup_1440	Zm00001d043715	Zm00008a014032,Zm00008a014034	NA	11.7972009889
Nonsyntenic_Dup_1441	Zm00001d043738,Zm00001d043740,Zm00001d043741,Zm00001d043742	Zm00008a014055	7.37375026844,11.7240973269,9.39762570373	NA
Nonsyntenic_Dup_1442	Zm00001d043738,Zm00001d043740,Zm00001d043741,Zm00001d043742	Zm00008a014056,Zm00008a014057	0.00155769406122,0.00202126978216,0.00182933708202	11.9010284327
Nonsyntenic_Dup_1443	Zm00001d043770	Zm00008a014070,Zm00008a014072	NA	11.7225691153
Nonsyntenic_Dup_1444	Zm00001d043771	Zm00008a014070,Zm00008a014072	NA	8.54233638118
Nonsyntenic_Dup_1445	Zm00001d043787,Zm00001d043789,Zm00001d043795	Zm00008a014094	11.719726306,11.719726306	NA
Nonsyntenic_Dup_1446	Zm00001d043787,Zm00001d043789,Zm00001d043795	Zm00008a014095	11.8960976835,11.8960976835	NA
Nonsyntenic_Dup_1447	Zm00001d043882,Zm00001d043884	Zm00008a014169,Zm00008a014170	11.7343466071	11.7343466071
Nonsyntenic_Dup_1448	Zm00001d043927,Zm00001d043928	Zm00008a014201	11.8131921635	NA
Nonsyntenic_Dup_1449	Zm00001d043975,Zm00001d043980,Zm00001d043981	Zm00008a014233,Zm00008a014237	11.7200975206,6.87039631678	0.320818118485
Nonsyntenic_Dup_1450	Zm00001d043975,Zm00001d043980,Zm00001d043981	Zm00008a014235	11.7761221341,11.7761221341	NA
Nonsyntenic_Dup_1451	Zm00001d044031,Zm00001d044033,Zm00001d044037	Zm00008a014275,Zm00008a014276,Zm00008a014280	0.000877308509826,0.0019496315208	0.000674068168257,0.00162793424114
Nonsyntenic_Dup_1452	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294	0.00520087690091,0.000374929315633,0.00520087690091,11.8952520385,11.8952520385	0.002180321782,0.000147386077323,0.000676325878712,0.002180321782,0.00101836751978
Nonsyntenic_Dup_1453	Zm00001d044052,Zm00001d044053	Zm00008a014295	11.807050077	NA
Nonsyntenic_Dup_1454	Zm00001d044095,Zm00001d044096,Zm00001d044099	Zm00008a014324,Zm00008a014325	11.7228224165,2.45446190891	1.8832190421
Nonsyntenic_Dup_1455	Zm00001d044117,Zm00001d044118	Zm00008a014340,Zm00008a014341	11.8291096584	11.8291096584
Nonsyntenic_Dup_1456	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Zm00008a014367	0.000784131459237,0.00695479346171,0.00695479346171,0.00695479346171,0.00695479346171,0.0013307514053	NA
Nonsyntenic_Dup_1457	Zm00001d044164	Zm00008a014380,Zm00008a014381	NA	7.41426206369
Nonsyntenic_Dup_1459	Zm00001d044246,Zm00001d044247	Zm00008a014445	11.8315307132	NA
Nonsyntenic_Dup_1460	Zm00001d044246,Zm00001d044247	Zm00008a014446	4.06693816965	NA
Nonsyntenic_Dup_1461	Zm00001d044281,Zm00001d044283	Zm00008a014468,Zm00008a014469	11.7304584479	0.108678700243
Nonsyntenic_Dup_1462	Zm00001d044284	Zm00008a014468,Zm00008a014469	NA	0.696946511785
Nonsyntenic_Dup_1463	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	Zm00008a014528,Zm00008a014529,Zm00008a014531	0.00145119651136,0.00145119651136,11.8955004307,0.0045947333248	0.00143284101818,0.000298894658699
Nonsyntenic_Dup_1464	Zm00001d044353	Zm00008a014518,Zm00008a014535	NA	6.13723808832
Nonsyntenic_Dup_1465	Zm00001d044356	Zm00008a014527,Zm00008a014537,Zm00008a014538	NA	11.7551857144,11.7551857144
Nonsyntenic_Dup_1466	Zm00001d044387	Zm00008a014562,Zm00008a014563	NA	1.39644501547
Nonsyntenic_Dup_1467	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Zm00008a014571,Zm00008a014572	11.7497712637,11.7497712637,0.00679941444415	0.0232598029478
Nonsyntenic_Dup_1468	Zm00001d044432,Zm00001d044433	Zm00008a014597,Zm00008a014600	11.7270850538	1.80555336188
Nonsyntenic_Dup_1469	Zm00001d044438,Zm00001d044439,Zm00001d044440	Zm00008a014605	11.8147104489,0.0234467331637	NA
Nonsyntenic_Dup_1470	Zm00001d044457,Zm00001d044458	Zm00008a014620,Zm00008a014621	0.0228489275349	0.00776734988514
Nonsyntenic_Dup_1471	Zm00001d044570,Zm00001d044573	Zm00008a014715,Zm00008a014717	9.21698173808	11.7344446768
Nonsyntenic_Dup_1472	Zm00001d044579,Zm00001d044580	Zm00008a014721,Zm00008a014722	11.7204177468	11.7204177468
Nonsyntenic_Dup_1473	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	Zm00008a014730	11.9051667748,11.9051667748,11.9051667748,0.000842928309373	NA
Nonsyntenic_Dup_1474	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	Zm00008a014732	11.7348030353,11.7348030353,11.7348030353,1.47230475202	NA
Nonsyntenic_Dup_1475	Zm00001d044623,Zm00001d044626,Zm00001d044627	Zm00008a014758	11.8084874654,11.8084874654	NA
Nonsyntenic_Dup_1476	Zm00001d044624,Zm00001d044628	Zm00008a014758	2.75780106764	NA
Nonsyntenic_Dup_1477	Zm00001d044654,Zm00001d044655	Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783	11.1663022097	11.7195624992,5.30147313674,5.30147313674,2.61036795052
Nonsyntenic_Dup_1478	Zm00001d044685,Zm00001d044686	Zm00008a014788	11.7357363365	NA
Nonsyntenic_Dup_1479	Zm00001d044685,Zm00001d044686	Zm00008a014816	11.7479803258	NA
Nonsyntenic_Dup_1480	Zm00001d044762,Zm00001d044763,Zm00001d044765	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292	1.69113231372,11.7132548843	0.816364115115,0.255735469033,1.42750878494
Nonsyntenic_Dup_1481	Zm00001d044775,Zm00001d044776,Zm00001d044777	Zm00008a033299,Zm00008a033300,Zm00008a033301	2.48365979224,11.7251339268	2.48365979224,11.7251339268
Nonsyntenic_Dup_1482	Zm00001d044906,Zm00001d044908	Zm00008a033387,Zm00008a033388	0.00224594250962	1.46718658411e-05
Nonsyntenic_Dup_1483	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	Zm00008a033403	3.77741736815,11.717730357,11.717730357	NA
Nonsyntenic_Dup_1484	Zm00001d044966,Zm00001d044967	Zm00008a033421,Zm00008a033422	11.7236921561	11.7236921561
Nonsyntenic_Dup_1485	Zm00001d044996,Zm00001d044999	Zm00008a033455,Zm00008a033457	11.7381208131	11.7381208131
Nonsyntenic_Dup_1486	Zm00001d045070,Zm00001d045071	Zm00008a033508,Zm00008a033509	11.7913279651	11.7913279651
Nonsyntenic_Dup_1487	Zm00001d045086,Zm00001d045088	Zm00008a033524	11.7162466044	NA
Nonsyntenic_Dup_1488	Zm00001d045089,Zm00001d045090	Zm00008a033537	11.7513319967	NA
Nonsyntenic_Dup_1489	Zm00001d045091,Zm00001d045092	Zm00008a033534,Zm00008a033535	11.7428731284	11.7428731284
Nonsyntenic_Dup_1490	Zm00001d045141,Zm00001d045145	Zm00008a033580	11.5324995804	NA
Nonsyntenic_Dup_1491	Zm00001d045157,Zm00001d045158	Zm00008a033592,Zm00008a033593	11.7265787616	2.6552936774
Nonsyntenic_Dup_1492	Zm00001d045159,Zm00001d045169	Zm00008a033594,Zm00008a033598	0.00186275843081	5.97689918508e-05
Nonsyntenic_Dup_1493	Zm00001d045159,Zm00001d045169	Zm00008a033596	11.7926378499	NA
Nonsyntenic_Dup_1494	Zm00001d045184	Zm00008a033607,Zm00008a033610	NA	11.7269473816
Nonsyntenic_Dup_1495	Zm00001d045185	Zm00008a033607,Zm00008a033610	NA	11.7042007516
Nonsyntenic_Dup_1496	Zm00001d045191	Zm00008a033613,Zm00008a033623	NA	8.23305205615
Nonsyntenic_Dup_1497	Zm00001d045221,Zm00001d045226,Zm00001d045228	Zm00008a033642,Zm00008a033644,Zm00008a033645	11.7274214881,1.47943360609	0.111044126874,0.111044126874
Nonsyntenic_Dup_1498	Zm00001d045238,Zm00001d045240	Zm00008a033652,Zm00008a033653,Zm00008a033654	11.7224792787	11.7224792787,7.55364853095
Nonsyntenic_Dup_1499	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	Zm00008a033661	4.83964001574,11.7310400688,11.7310400688	NA
Nonsyntenic_Dup_1500	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	0.00158081510043,11.9089791856,11.9089791856	0.00211812624005,0.00221978072262,0.0030699679164,4.69399953727e-05
Nonsyntenic_Dup_1501	Zm00001d045269	Zm00008a033671,Zm00008a033677	NA	11.7294980393
Nonsyntenic_Dup_1502	Zm00001d045271,Zm00001d045276	Zm00008a033673,Zm00008a033675	10.941411474	11.7146206836
Nonsyntenic_Dup_1503	Zm00001d045272,Zm00001d045274,Zm00001d045277	Zm00008a033674	10.3244991814,11.8010347013	NA
Nonsyntenic_Dup_1504	Zm00001d045279	Zm00008a033671,Zm00008a033677	NA	6.14485119792
Nonsyntenic_Dup_1505	Zm00001d045298,Zm00001d045302	Zm00008a033685,Zm00008a033686,Zm00008a033687	0.00206983256506	11.9084133403,0.00189842971886
Nonsyntenic_Dup_1506	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	Zm00008a033710,Zm00008a033716	0.00124140823746,11.9038563941,0.000258315250006,4.59290273721,4.59265606507	0.000713800270649
Nonsyntenic_Dup_1507	Zm00001d045342,Zm00001d045348	Zm00008a033717,Zm00008a033718	6.29407330379	2.83733726163
Nonsyntenic_Dup_1508	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00008a033730	10.008955419,7.96423690578,11.7249371597	NA
Nonsyntenic_Dup_1509	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00008a033737	0.381297821116,4.35047706443,1.41172437371	NA
Nonsyntenic_Dup_1510	Zm00001d045390,Zm00001d045391,Zm00001d045392	Zm00008a033761,Zm00008a033762	11.7532015861,4.06270968036	1.53737788633
Nonsyntenic_Dup_1511	Zm00001d045390,Zm00001d045391,Zm00001d045392	Zm00008a033763	0.00139394493838,0.000852185017551	NA
Nonsyntenic_Dup_1512	Zm00001d045398,Zm00001d045400	Zm00008a033771,Zm00008a033772	0.00143686761497	0.000505013887579
Nonsyntenic_Dup_1513	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Zm00008a033778,Zm00008a033781	5.6465128346,6.91957124773,1.79294260766,11.7493794125	6.91957124773
Nonsyntenic_Dup_1514	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Zm00008a033783	6.73282524421,6.73282524421,1.16959785389,11.729938275	NA
Nonsyntenic_Dup_1515	Zm00001d045454,Zm00001d045456	Zm00008a033815,Zm00008a033819	11.7307213979	4.17724717138
Nonsyntenic_Dup_1516	Zm00001d045459,Zm00001d045460,Zm00001d045461	Zm00008a033821,Zm00008a033822	0.00259093862934,11.9197097683	11.9197097683
Nonsyntenic_Dup_1517	Zm00001d045465,Zm00001d045466	Zm00008a033825	2.91891092785	NA
Nonsyntenic_Dup_1518	Zm00001d045529	Zm00008a033899,Zm00008a033900	NA	11.7825950138
Nonsyntenic_Dup_1519	Zm00001d045564,Zm00001d045565	Zm00008a033930	10.4209224312	NA
Nonsyntenic_Dup_1520	Zm00001d045573	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	NA	0.552312427702,4.36681655469,5.82058052506
Nonsyntenic_Dup_1521	Zm00001d045574	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	NA	0.314543840992,3.25509884592,4.65899610443
Nonsyntenic_Dup_1522	Zm00001d045575	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	NA	0.170909402502,3.81397018545,11.7465268472
Nonsyntenic_Dup_1523	Zm00001d045577,Zm00001d045578	Zm00008a033940	6.53126696041	NA
Nonsyntenic_Dup_1524	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035	0.426132661741,1.26579969015,11.7263453166,11.7263453166	0.947887395657,0.652856564914,0.163503334791,1.26579969015,0.973924080413
Nonsyntenic_Dup_1525	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Zm00008a034034	0.000953670287201,0.00139559165703,0.00375999525096,0.00375999525096	NA
Nonsyntenic_Dup_1526	Zm00001d045720,Zm00001d045721,Zm00001d045722	Zm00008a034036,Zm00008a034037,Zm00008a034039	5.36684138917,11.7310405729	5.36684138917,11.7310405729
