Duplicate_ID	Ancestral_Gene	B1_Genes	B2_Genes	P1_Genes	P2_Genes	B1_Ages	B2_Ages	P1_Ages	P2_Ages
Syntenic_Dup_1582	Sobic.003G082300	Zm00001d039932,Zm00001d039933,Zm00001d039936,Zm00001d039941,Zm00001d039942	Zm00001d008577	Zm00008a011165,Zm00008a011166,Zm00008a011167,Zm00008a011168,Zm00008a011169,Zm00008a011170	Zm00008a030061	9.19383503173,2.27726602292,11.7336561864,11.7336561864	NA	2.27726602292,0.57268730991,0.690063008923,11.7336561864,11.7336561864	NA
Syntenic_Dup_1583	Sobic.003G082700	Zm00001d039946,Zm00001d039958	NA	Zm00008a011173,Zm00008a011178	NA	0.0495309105865	NA	11.7607732453	NA
Syntenic_Dup_1584	Sobic.003G082800	Zm00001d039947,Zm00001d039951,Zm00001d039952,Zm00001d039956	NA	Zm00008a011174,Zm00008a011176	NA	2.91814531049,11.7332837484,0.565546877797	NA	2.1285720859	NA
Syntenic_Dup_1585	Sobic.003G083000	Zm00001d039946,Zm00001d039958	NA	Zm00008a011173,Zm00008a011178	NA	11.719074466	NA	11.719074466	NA
Syntenic_Dup_1586	Sobic.003G083800	Zm00001d039969,Zm00001d039970	Zm00001d008568	Zm00008a011188,Zm00008a011189	Zm00008a030056	6.03978271031	NA	6.03978271031	NA
Syntenic_Dup_1587	Sobic.003G085700	Zm00001d039991	Zm00001d008540	Zm00008a011214	Zm00008a030038,Zm00008a030039	NA	NA	NA	11.7283876272
Syntenic_Dup_1588	Sobic.003G085800	Zm00001d039993	Zm00001d008539	Zm00008a011217	Zm00008a030038,Zm00008a030039	NA	NA	NA	8.18285856767
Syntenic_Dup_1589	Sobic.003G087100	Zm00001d040011	Zm00001d008529,Zm00001d008530	Zm00008a011232	Zm00008a030033	NA	4.72689222466	NA	NA
Syntenic_Dup_1590	Sobic.003G088400	Zm00001d040027,Zm00001d040028,Zm00001d040029	NA	Zm00008a011238,Zm00008a011239	NA	11.7233227466,11.7233227466	NA	2.18147447957	NA
Syntenic_Dup_1591	Sobic.003G088800	Zm00001d040034,Zm00001d040035	NA	Zm00008a011241	NA	11.7326161596	NA	NA	NA
Syntenic_Dup_1592	Sobic.003G088900	Zm00001d040034,Zm00001d040035	NA	Zm00008a011241	NA	11.7178992881	NA	NA	NA
Syntenic_Dup_1593	Sobic.003G095500	Zm00001d040059,Zm00001d040060,Zm00001d040064,Zm00001d040066,Zm00001d040067,Zm00001d040071,Zm00001d040075	Zm00001d008494,Zm00001d008495,Zm00001d008496	Zm00008a011258,Zm00008a011259,Zm00008a011261,Zm00008a011262,Zm00008a011264,Zm00008a011265,Zm00008a011266	Zm00008a029996	11.7171952249,3.87544112531,11.7171952249,7.27913960479,2.21973563846,11.7171952249	7.27913960479,11.7171952249	9.52630325961,3.87544112531,3.3826143529,5.89325123719,8.41418636152,4.71932547315	NA
Syntenic_Dup_1594	Sobic.003G095100	Zm00001d040059,Zm00001d040060,Zm00001d040064,Zm00001d040066,Zm00001d040067,Zm00001d040071,Zm00001d040075	Zm00001d008494,Zm00001d008495,Zm00001d008496	Zm00008a011258,Zm00008a011259,Zm00008a011261,Zm00008a011262,Zm00008a011264,Zm00008a011265,Zm00008a011266	Zm00008a029994	11.7189173929,4.31883265585,11.7189173929,4.74808220429,1.14442289346,11.7189173929	4.74808220429,11.7189173929	4.81176459153,4.31883265585,3.11769404091,4.81176459153,2.9620947501,1.38726539335	NA
Syntenic_Dup_1595	Sobic.003G097100	Zm00001d040094	Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	Zm00008a011281	Zm00008a029989,Zm00008a029990	NA	7.53235073713,10.3725402759,8.08749398442,6.28046389315,10.3725402759,10.3725402759,10.3725402759,7.53235073713,10.3725402759,10.3725402759,3.88644852224,10.3725402759,6.28046389315,6.28046389315,10.3725402759	NA	1.5973165103
Syntenic_Dup_1596	Sobic.003G098300	Zm00001d040110,Zm00001d040111	Zm00001d008450,Zm00001d008452,Zm00001d008453	NA	NA	8.47755930721	1.01441305036,11.7087218364	NA	NA
Syntenic_Dup_1597	Sobic.003G098500	Zm00001d040110,Zm00001d040111	Zm00001d008450,Zm00001d008452,Zm00001d008453	NA	NA	11.7416166659	2.07101136425,6.26160369984	NA	NA
Syntenic_Dup_1598	Sobic.003G102200	Zm00001d040148,Zm00001d040152	NA	Zm00008a011318,Zm00008a011321	NA	7.11824415629	NA	11.7230961394	NA
Syntenic_Dup_1599	Sobic.003G102300	Zm00001d040148,Zm00001d040152	NA	Zm00008a011318,Zm00008a011321	NA	11.773816566	NA	11.773816566	NA
Syntenic_Dup_1600	Sobic.003G103200	Zm00001d040161,Zm00001d040162	NA	Zm00008a011330	NA	11.8244411001	NA	NA	NA
Syntenic_Dup_1601	Sobic.003G105600	Zm00001d040189	Zm00001d008399,Zm00001d008403	Zm00008a011355	Zm00008a029943	NA	5.26648137405	NA	NA
Syntenic_Dup_1602	Sobic.003G108200	Zm00001d040210,Zm00001d040211,Zm00001d040212	NA	Zm00008a011369,Zm00008a011370,Zm00008a011371	Zm00008a029932	7.89180469325,11.7304574673	NA	7.89180469325,11.7304574673	NA
Syntenic_Dup_1603	Sobic.003G111800	Zm00001d040247,Zm00001d040249	NA	Zm00008a011400,Zm00008a011403	NA	11.8253669275	NA	0.0169658682215	NA
Syntenic_Dup_1604	Sobic.003G112100	Zm00001d040247,Zm00001d040249	NA	Zm00008a011400,Zm00008a011403	NA	11.718437387	NA	11.718437387	NA
Syntenic_Dup_1605	Sobic.003G112400	Zm00001d040252,Zm00001d040253	NA	Zm00008a011406,Zm00008a011407	NA	10.0522974955	NA	11.7177617376	NA
Syntenic_Dup_1606	Sobic.003G117700	Zm00001d040301,Zm00001d040302	Zm00001d008322,Zm00001d008323	Zm00008a011446,Zm00008a011447	Zm00008a029882,Zm00008a029883	11.7222068608	10.6330569862	11.7222068608	10.6330569862
Syntenic_Dup_1607	Sobic.003G117800	Zm00001d040301,Zm00001d040302	Zm00001d008322,Zm00001d008323	Zm00008a011446,Zm00008a011447	Zm00008a029882,Zm00008a029883	2.30619027985	11.736005479	2.30619027985	2.30619027985
Syntenic_Dup_1608	Sobic.003G119400	Zm00001d040314	Zm00001d008314,Zm00001d008318	Zm00008a011463	Zm00008a029874	NA	11.8078025427	NA	NA
Syntenic_Dup_1609	Sobic.003G121000	Zm00001d040364	Zm00001d008299,Zm00001d008300	Zm00008a011506	Zm00008a029867,Zm00008a029868	NA	5.23041205953	NA	11.7182415701
Syntenic_Dup_1610	Sobic.003G127600	Zm00001d040390	Zm00001d008260,Zm00001d008261	Zm00008a011530	Zm00008a029839	NA	0.233291716893	NA	NA
Syntenic_Dup_1611	Sobic.003G128900	Zm00001d040423,Zm00001d040426,Zm00001d040428	Zm00001d008251	Zm00008a011557,Zm00008a011558,Zm00008a011560	Zm00008a029832	11.740758633,10.5400264028	NA	11.740758633,6.10799547733	NA
Syntenic_Dup_1612	Sobic.003G138300	Zm00001d040548,Zm00001d040549	Zm00001d008194	Zm00008a011637	NA	11.7311539885	NA	NA	NA
Syntenic_Dup_1613	Sobic.003G138900	Zm00001d040555	Zm00001d008187	Zm00008a011642	Zm00008a029782,Zm00008a029783	NA	NA	NA	11.7177833267
Syntenic_Dup_1614	Sobic.003G140600	Zm00001d040578,Zm00001d040579,Zm00001d040581	Zm00001d008173	Zm00008a011656,Zm00008a011657,Zm00008a011658	Zm00008a029772	3.69521015441,4.94689788238	NA	5.48953749105,11.7386086723	NA
Syntenic_Dup_1615	Sobic.003G144800	Zm00001d040619	Zm00001d009116	Zm00008a011694	Zm00008a030459,Zm00008a030460	NA	NA	NA	11.7232078272
Syntenic_Dup_1616	Sobic.003G146300	Zm00001d040634	Zm00001d009082,Zm00001d009083	Zm00008a011708	Zm00008a040363	NA	1.52387621949	NA	NA
Syntenic_Dup_1617	Sobic.003G147301	Zm00001d040638,Zm00001d040639	Zm00001d009106	Zm00008a011710,Zm00008a011712	Zm00008a030447	9.05970798925	NA	11.7170752026	NA
Syntenic_Dup_1618	Sobic.003G147401	Zm00001d040638,Zm00001d040639	NA	Zm00008a011710,Zm00008a011712	NA	8.07602838201	NA	11.7192120105	NA
Syntenic_Dup_1619	Sobic.003G148300	Zm00001d040649,Zm00001d040650	NA	Zm00008a011717	NA	2.44758217056	NA	NA	NA
Syntenic_Dup_1620	Sobic.003G148400	Zm00001d040649,Zm00001d040650	NA	Zm00008a011718	NA	0.03075470494	NA	NA	NA
Syntenic_Dup_1621	Sobic.003G149100	Zm00001d040659,Zm00001d040660	NA	Zm00008a011726,Zm00008a011729	NA	9.95998878823	NA	11.7360272694	NA
Syntenic_Dup_1622	Sobic.003G149200	Zm00001d040659,Zm00001d040660	NA	Zm00008a011726,Zm00008a011729	NA	4.54735240207	NA	11.7374323472	NA
Syntenic_Dup_1623	Sobic.003G151900	Zm00001d040702,Zm00001d040705	NA	Zm00008a011761,Zm00008a011765	NA	11.732835953	NA	0.745502092007	NA
Syntenic_Dup_1624	Sobic.003G152000	Zm00001d040702,Zm00001d040705	NA	Zm00008a011761,Zm00008a011765	NA	11.7258564086	NA	1.57166627284	NA
Syntenic_Dup_1625	Sobic.003G153400	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a011783,Zm00008a011784	NA	11.7289002809,0.201084210627	NA	0.316506623493	NA
Syntenic_Dup_1626	Sobic.003G153500	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a039751	NA	11.7206305569,11.7206305569	NA	NA	NA
Syntenic_Dup_1627	Sobic.003G153600	Zm00001d040730,Zm00001d040731,Zm00001d040733	NA	Zm00008a011783,Zm00008a011784	NA	7.94844258437,11.7182337018	NA	11.7182337018	NA
Syntenic_Dup_1628	Sobic.003G158500	Zm00001d040785,Zm00001d040786,Zm00001d040787	NA	NA	NA	11.7273539214,11.7273539214	NA	NA	NA
Syntenic_Dup_1629	Sobic.003G162400	Zm00001d040818,Zm00001d040820	NA	Zm00008a011847,Zm00008a011849	NA	11.7305719243	NA	11.7305719243	NA
Syntenic_Dup_1630	Sobic.003G162500	Zm00001d040818,Zm00001d040820	NA	Zm00008a011847,Zm00008a011849	NA	9.27326559244	NA	11.7434848192	NA
Syntenic_Dup_1631	Sobic.003G163500	Zm00001d040836,Zm00001d040837	NA	Zm00008a011860,Zm00008a011861	NA	11.8367806503	NA	11.8367806503	NA
Syntenic_Dup_1632	Sobic.003G441601	Zm00001d041984,Zm00001d041985,Zm00001d041987	Zm00001d011793	Zm00008a012634,Zm00008a012635,Zm00008a012636	Zm00008a032444	9.98385651731,11.7190462444	NA	8.03319089063,11.7190462444	NA
Syntenic_Dup_1633	Sobic.003G437400	Zm00001d042019,Zm00001d042022	NA	Zm00008a012664,Zm00008a012665	NA	11.7373074507	NA	0.0424585598928	NA
Syntenic_Dup_1634	Sobic.003G436800	Zm00001d042019,Zm00001d042022	NA	Zm00008a012664,Zm00008a012665	NA	10.151331077	NA	11.7202476419	NA
Syntenic_Dup_1635	Sobic.003G432900	Zm00001d042042	NA	Zm00008a012683,Zm00008a012684	NA	NA	NA	11.7432808981	NA
Syntenic_Dup_1636	Sobic.003G429000	Zm00001d042061	Zm00001d011845	Zm00008a012704	Zm00008a032484,Zm00008a032485	NA	NA	NA	2.37924802077
Syntenic_Dup_1637	Sobic.003G426000	Zm00001d042095,Zm00001d042096,Zm00001d042098,Zm00001d042099,Zm00001d042102,Zm00001d042104	NA	Zm00008a012729,Zm00008a012730,Zm00008a012731,Zm00008a012732,Zm00008a012734,Zm00008a012737,Zm00008a012738	Zm00008a032513	10.1045793016,11.7344658815,11.0202080312,11.7344658815,10.6865414401	NA	6.87376728381,11.7344658815,11.0202080312,11.7344658815,10.6865414401,10.6865414401	NA
Syntenic_Dup_1638	Sobic.003G425500	Zm00001d042107,Zm00001d042108	NA	Zm00008a012729,Zm00008a012730,Zm00008a012731,Zm00008a012732,Zm00008a012734,Zm00008a012737,Zm00008a012738	NA	11.7175859872	NA	1.77897999586,1.41692190767,0.393071421125,1.77897999586,1.77897999586,11.7175859872	NA
Syntenic_Dup_1639	Sobic.003G424100	Zm00001d042122,Zm00001d042123,Zm00001d042125	NA	Zm00008a012746,Zm00008a012747,Zm00008a012750,Zm00008a012751	NA	11.7229761224,11.7229761224	NA	4.16541326411,2.25920961838,8.0526193492	NA
Syntenic_Dup_1640	Sobic.003G423800	Zm00001d042128,Zm00001d042130	NA	Zm00008a012754,Zm00008a012757	NA	11.7312208041	NA	11.7312208041	NA
Syntenic_Dup_1641	Sobic.003G423700	Zm00001d042128,Zm00001d042130	NA	Zm00008a012754,Zm00008a012757	NA	3.34805465035	NA	11.7211096656	NA
Syntenic_Dup_1642	Sobic.003G422600	Zm00001d042134,Zm00001d042135	NA	Zm00008a012765,Zm00008a012767	NA	11.7315745676	NA	11.7315745676	NA
Syntenic_Dup_1643	Sobic.003G421900	Zm00001d042138,Zm00001d042140,Zm00001d042141,Zm00001d042143	Zm00001d011886	Zm00008a012769,Zm00008a012770,Zm00008a012771,Zm00008a012773	Zm00008a032524	11.7440976499,1.28059600306,11.7440976499	NA	3.50319250694,11.7440976499,11.7440976499	NA
Syntenic_Dup_1644	LOC_Os01g71262	Zm00001d042157,Zm00001d042158	NA	NA	NA	11.7934099946	NA	NA	NA
Syntenic_Dup_1645	Sobic.003G420201	Zm00001d042169,Zm00001d042173	Zm00001d011899	NA	NA	1.71319924896	NA	NA	NA
Syntenic_Dup_1646	Sobic.003G419900	Zm00001d042172,Zm00001d042175,Zm00001d042178	Zm00001d011901	Zm00008a012793	Zm00008a032541	11.7593498061,11.7593498061	NA	NA	NA
Syntenic_Dup_1647	Sobic.003G419200	Zm00001d042179	Zm00001d011903	Zm00008a012795,Zm00008a012796	Zm00008a032542	NA	NA	11.7315540724	NA
Syntenic_Dup_1648	Sobic.003G417800	Zm00001d042196,Zm00001d042197	Zm00001d011915	NA	Zm00008a032550	11.7400627735	NA	NA	NA
Syntenic_Dup_1649	Sobic.003G417700	Zm00001d042196,Zm00001d042197	NA	Zm00008a012809	NA	11.7364257225	NA	NA	NA
Syntenic_Dup_1650	Sobic.003G417350	Zm00001d042204,Zm00001d042207,Zm00001d042209,Zm00001d042210	Zm00001d011917	Zm00008a012814,Zm00008a012815,Zm00008a012816	Zm00008a032551	0.594136037811,11.7141655264,10.2150281224	NA	11.7141655264,2.50585967647	NA
Syntenic_Dup_1651	Sobic.003G415600	Zm00001d042226,Zm00001d042229,Zm00001d042231	NA	Zm00008a012832	NA	11.7275525965,11.7275525965	NA	NA	NA
Syntenic_Dup_1652	Sobic.003G415000	Zm00001d042237,Zm00001d042239	Zm00001d011924,Zm00001d011925,Zm00001d011926	Zm00008a012836,Zm00008a012837	Zm00008a032558,Zm00008a032559,Zm00008a032560	7.53988662269	11.7502508816,2.5221215193	7.53988662269	11.7502508816,2.5221215193
Syntenic_Dup_1653	Sobic.003G414700	Zm00001d042237,Zm00001d042239	Zm00001d011924,Zm00001d011925,Zm00001d011926	Zm00008a012836,Zm00008a012837	Zm00008a032558,Zm00008a032559,Zm00008a032560	8.45702491113	8.45702491113,11.7301326369	8.45702491113	8.45702491113,11.7301326369
Syntenic_Dup_1654	Sobic.003G410900	Zm00001d042274,Zm00001d042275	NA	Zm00008a012865,Zm00008a012866	NA	11.7338404418	NA	11.7338404418	NA
Syntenic_Dup_1655	Sobic.003G410600	Zm00001d042276,Zm00001d042279,Zm00001d042281	Zm00001d011959,Zm00001d011964	Zm00008a012867,Zm00008a012869,Zm00008a012870	Zm00008a032579,Zm00008a032581	0.844937718503,4.57096458507	1.20955112815	6.55588317,11.7178970754	11.7178970754
Syntenic_Dup_1656	Sobic.003G406800	Zm00001d042315,Zm00001d042317	NA	Zm00008a012899,Zm00008a012900	NA	11.8312464417	NA	11.8312464417	NA
Syntenic_Dup_1657	Sobic.003G406700	Zm00001d042315,Zm00001d042317	NA	Zm00008a012899,Zm00008a012900	NA	11.8053498429	NA	11.8053498429	NA
Syntenic_Dup_1658	Sobic.003G404700	Zm00001d042336,Zm00001d042337	Zm00001d012024	Zm00008a012916,Zm00008a012917	Zm00008a032623,Zm00008a032624,Zm00008a032625,Zm00008a032626,Zm00008a032627	11.7358220874	NA	11.7358220874	4.21823477955,6.16891282605,8.23733412931,8.23733412931
Syntenic_Dup_1659	Sobic.003G404600	Zm00001d042336,Zm00001d042337	Zm00001d012021,Zm00001d012022	Zm00008a012916,Zm00008a012917	Zm00008a032623,Zm00008a032624,Zm00008a032625,Zm00008a032626,Zm00008a032627	8.28218691174	8.28218691174	11.7246235997	1.01145017725,8.28218691174,8.28218691174,4.91992961381
Syntenic_Dup_1660	Sobic.003G399900	Zm00001d042380,Zm00001d042389	NA	Zm00008a012956,Zm00008a012964	Zm00008a032670,Zm00008a032673	9.58300600089	NA	9.58300600089	1.88309396605
Syntenic_Dup_1661	Sobic.003G399800	Zm00001d042381	Zm00001d012079	Zm00008a012956,Zm00008a012964	NA	NA	NA	2.97495117378	NA
Syntenic_Dup_1662	Sobic.003G399700	Zm00001d042382	Zm00001d012080,Zm00001d012081	Zm00008a012957	NA	NA	11.8013735896	NA	NA
Syntenic_Dup_1663	Sobic.003G399600	Zm00001d042383	Zm00001d012080,Zm00001d012081	Zm00008a012958	NA	NA	8.79763328325	NA	NA
Syntenic_Dup_1664	Sobic.003G399000	Zm00001d042388	NA	Zm00008a012956,Zm00008a012964	NA	NA	NA	11.7267655247	NA
Syntenic_Dup_1665	Sobic.003G398900	Zm00001d042380,Zm00001d042389	NA	Zm00008a012956,Zm00008a012964	NA	11.7050081987	NA	11.7050081987	NA
Syntenic_Dup_1666	Sobic.003G396500	Zm00001d042433	Zm00001d012092,Zm00001d012095	Zm00008a012986	Zm00008a032684	NA	11.7195397545	NA	NA
Syntenic_Dup_1667	Sobic.003G390900	Zm00001d042486	Zm00001d012147,Zm00001d012152	Zm00008a013035	Zm00008a032720,Zm00008a032721	NA	11.7137404859	NA	11.7137404859
Syntenic_Dup_1668	Sobic.003G388300	Zm00001d042511,Zm00001d042512	NA	Zm00008a013057,Zm00008a013058	NA	11.7197489787	NA	8.59862006239	NA
Syntenic_Dup_1669	Sobic.003G385500	Zm00001d042540,Zm00001d042541	NA	Zm00008a013075	NA	0.505330382886	NA	NA	NA
Syntenic_Dup_1670	Sobic.003G383100	Zm00001d042561,Zm00001d042562,Zm00001d042563,Zm00001d042564,Zm00001d042568	NA	Zm00008a013085,Zm00008a013087,Zm00008a013089,Zm00008a013090	NA	8.14350147876,2.5155012339,11.7213511182,8.45792502771	NA	8.14350147876,3.57725649791,11.7213511182	NA
Syntenic_Dup_1671	Sobic.003G375900	Zm00001d042636	Zm00001d012229,Zm00001d012231	Zm00008a013152	Zm00008a032783,Zm00008a032786	NA	1.72009885193	NA	5.27303370179
Syntenic_Dup_1672	Sobic.003G374100	Zm00001d042654,Zm00001d042656	NA	Zm00008a040287	NA	3.69271156762	NA	NA	NA
Syntenic_Dup_1673	Sobic.003G371600	Zm00001d042680,Zm00001d042683,Zm00001d042684	Zm00001d012259	Zm00008a013189,Zm00008a013191	Zm00008a032810	7.28692924079,11.6953824278	NA	7.28692924079	NA
Syntenic_Dup_1674	Sobic.003G366700	Zm00001d042739,Zm00001d042740	NA	Zm00008a013234,Zm00008a013235	NA	11.7320812353	NA	11.7320812353	NA
Syntenic_Dup_1675	Sobic.003G366200	Zm00001d042748,Zm00001d042749,Zm00001d042750	Zm00001d012281	Zm00008a013239,Zm00008a013240,Zm00008a013241	NA	7.45229826701,11.7281188762	NA	11.7281188762,11.7281188762	NA
Syntenic_Dup_1676	Sobic.003G363900	Zm00001d042768,Zm00001d042769,Zm00001d042770,Zm00001d042771	NA	Zm00008a013257,Zm00008a013259,Zm00008a013260	NA	6.39241849402,11.7430948889,8.43682350205	NA	7.98216855706,11.7430948889	NA
Syntenic_Dup_1677	Sobic.003G362400	Zm00001d042796,Zm00001d042799	Zm00001d012301,Zm00001d012306	Zm00008a013278,Zm00008a013279	Zm00008a032836,Zm00008a032841	0.325255660142	3.02457803734	3.88920441751	2.61653803519
Syntenic_Dup_1678	Sobic.003G360000	Zm00001d042826	Zm00001d012333	Zm00008a013300	Zm00008a032862,Zm00008a032863	NA	NA	NA	1.35751274807
Syntenic_Dup_1679	Sobic.003G355600	Zm00001d042868,Zm00001d042869	NA	Zm00008a013329,Zm00008a013330	NA	6.46374847039	NA	11.742915166	NA
Syntenic_Dup_1680	Sobic.003G355500	Zm00001d042868,Zm00001d042869	NA	Zm00008a013329,Zm00008a013330	Zm00008a032907	11.7437345199	NA	1.68716401947	NA
Syntenic_Dup_1681	Sobic.003G354500	Zm00001d042883	Zm00001d012399,Zm00001d012400	Zm00008a013336	Zm00008a032916	NA	3.61843508174	NA	NA
Syntenic_Dup_1682	Sobic.003G352700	Zm00001d042901,Zm00001d042905,Zm00001d042906	Zm00001d012408	Zm00008a013345,Zm00008a013348,Zm00008a013349	Zm00008a032923	11.7173952233,9.46670348428	NA	6.20392501787,9.46670348428	NA
Syntenic_Dup_1683	Sobic.003G349700	Zm00001d042933,Zm00001d042934	Zm00001d012427,Zm00001d012430	Zm00008a013375,Zm00008a013376,Zm00008a013377	Zm00008a032941,Zm00008a032943	11.735398973	9.86033420208	11.735398973,5.82789421768	9.86033420208
Syntenic_Dup_1684	Sobic.003G349600	Zm00001d042933,Zm00001d042934	Zm00001d012427,Zm00001d012430	Zm00008a013375,Zm00008a013376,Zm00008a013377	Zm00008a032941,Zm00008a032943	11.7010666912	8.22730149053	11.7010666912,11.7010666912	8.22730149053
Syntenic_Dup_1685	Sobic.003G347680	Zm00001d042958	Zm00001d012441	Zm00008a013395	Zm00008a032957,Zm00008a032960	NA	NA	NA	3.96542449418
Syntenic_Dup_1686	Sobic.003G344501	Zm00001d042988,Zm00001d042989	NA	Zm00008a013420	NA	7.75923469983	NA	NA	NA
Syntenic_Dup_1687	Sobic.003G343100	Zm00001d043001,Zm00001d043004	NA	Zm00008a013431	NA	11.8089052717	NA	NA	NA
Syntenic_Dup_1688	Sobic.003G337800	Zm00001d043062,Zm00001d043063,Zm00001d043066	NA	NA	NA	11.7424145721,4.63586590782	NA	NA	NA
Syntenic_Dup_1689	Sobic.003G337500	Zm00001d043062,Zm00001d043063,Zm00001d043066	Zm00001d012508	Zm00008a013485	Zm00008a033015	3.76929895132,2.99113598891	NA	NA	NA
Syntenic_Dup_1690	Sobic.003G336700	Zm00001d043075	NA	Zm00008a013496,Zm00008a013511,Zm00008a013513	NA	NA	NA	11.7236592782,4.2762397573	NA
Syntenic_Dup_1691	Sobic.003G335100	Zm00001d043091	NA	Zm00008a013496,Zm00008a013511,Zm00008a013513	NA	NA	NA	11.7301621183,2.21264409344	NA
Syntenic_Dup_1692	Sobic.003G334200	Zm00001d043094	NA	Zm00008a013517,Zm00008a013530	NA	NA	NA	11.7381996045	NA
Syntenic_Dup_1693	Sobic.003G333400	Zm00001d043104	Zm00001d012532,Zm00001d012533	Zm00008a013529	Zm00008a033040,Zm00008a033041	NA	0.76131025144	NA	3.09808572927
Syntenic_Dup_1694	Sobic.003G333200	Zm00001d043107	NA	Zm00008a013517,Zm00008a013530	NA	NA	NA	11.7438772701	NA
Syntenic_Dup_1695	Sobic.003G331400	Zm00001d043126,Zm00001d043129	NA	Zm00008a013545,Zm00008a013547	NA	11.7126040885	NA	11.7126040885	NA
Syntenic_Dup_1696	Sobic.003G328400	Zm00001d043165,Zm00001d043166	NA	Zm00008a013568	NA	11.7223224931	NA	NA	NA
Syntenic_Dup_1697	Sobic.003G328300	Zm00001d043165,Zm00001d043166	NA	Zm00008a013568	NA	11.7496495517	NA	NA	NA
Syntenic_Dup_1698	Sobic.003G324500	Zm00001d043204,Zm00001d043205	Zm00001d012584,Zm00001d012585	Zm00008a013605,Zm00008a013607	Zm00008a033083,Zm00008a033084	11.7106646721	11.7106646721	11.7106646721	11.7106646721
Syntenic_Dup_1699	Sobic.003G324400	Zm00001d043204,Zm00001d043205	Zm00001d012584,Zm00001d012585	Zm00008a013605,Zm00008a013607	Zm00008a033083,Zm00008a033084	11.7204399179	7.37816219408	11.7204399179	7.37816219408
Syntenic_Dup_1700	Sobic.003G323700	Zm00001d043211,Zm00001d043216	NA	Zm00008a013612,Zm00008a013614	NA	11.710790963	NA	11.710790963	NA
Syntenic_Dup_1701	Sobic.003G322900	Zm00001d043220,Zm00001d043221	Zm00001d012594	Zm00008a013617,Zm00008a013618,Zm00008a013619	Zm00008a033089	11.7208988219	NA	11.7208988219,2.15841253235	NA
Syntenic_Dup_1702	Sobic.003G322000	Zm00001d043227	Zm00001d012600	Zm00008a013626	Zm00008a033094,Zm00008a033113,Zm00008a033123	NA	NA	NA	11.7398790317,7.55943918744
Syntenic_Dup_1703	Sobic.003G319600	Zm00001d043252,Zm00001d043253,Zm00001d043256	Zm00001d012609	Zm00008a013648,Zm00008a013649,Zm00008a013650	Zm00008a033102	0.0230293308755,11.7313521683	NA	0.385921266656,0.0625202360514	NA
Syntenic_Dup_1704	Sobic.003G314500	Zm00001d043289,Zm00001d043290	Zm00001d012635	Zm00008a013683	Zm00008a033122	0.0259628337485	NA	NA	NA
Syntenic_Dup_1705	Sobic.003G304100	Zm00001d043374,Zm00001d043375	NA	Zm00008a013750,Zm00008a013751	NA	11.7270333641	NA	11.7270333641	NA
Syntenic_Dup_1706	Sobic.003G304000	Zm00001d043374,Zm00001d043375	NA	Zm00008a013750,Zm00008a013751	NA	8.96976765868	NA	11.7140655854	NA
Syntenic_Dup_1707	Sobic.003G305300	Zm00001d043380	NA	Zm00008a013742,Zm00008a013756	NA	NA	NA	11.8218653597	NA
Syntenic_Dup_1708	Sobic.003G302800	Zm00001d043389	Zm00001d012696,Zm00001d012697	Zm00008a013764	Zm00008a033176,Zm00008a033177	NA	6.7392392696	NA	6.7392392696
Syntenic_Dup_1709	Sobic.003G296000	Zm00001d043468,Zm00001d043469	Zm00001d012748	Zm00008a013830,Zm00008a013831	Zm00008a033217	0.951167821764	NA	2.29070937977	NA
Syntenic_Dup_1710	Sobic.003G296600	Zm00001d043479	NA	Zm00008a013840,Zm00008a013841	NA	NA	NA	11.7357197928	NA
Syntenic_Dup_1711	Sobic.003G290900	Zm00001d043517,Zm00001d043519	NA	Zm00008a013878	NA	11.730703967	NA	NA	NA
Syntenic_Dup_1712	Sobic.003G290500	Zm00001d043523	Zm00001d012772,Zm00001d012773	Zm00008a013880	Zm00008a011812,Zm00008a011813	NA	0.538485465509	NA	1.58198959003
Syntenic_Dup_1713	Sobic.003G287700	Zm00001d043544,Zm00001d043547	NA	Zm00008a013895	NA	11.782770731	NA	NA	NA
Syntenic_Dup_1714	Sobic.003G283000	Zm00001d043586	Zm00001d011751,Zm00001d011752	Zm00008a013927	Zm00008a032404,Zm00008a032405	NA	5.38865676531	NA	5.38865676531
Syntenic_Dup_1715	Sobic.003G282300	Zm00001d043590,Zm00001d043591	NA	Zm00008a013934,Zm00008a013935	NA	0.0137027196758	NA	0.0130041586732	NA
Syntenic_Dup_1716	Sobic.003G282100	Zm00001d043590,Zm00001d043591	Zm00001d011747	Zm00008a013934,Zm00008a013935	Zm00008a032400	2.98756358631	NA	8.73807302731	NA
Syntenic_Dup_1717	Sobic.003G279700	Zm00001d043622	Zm00001d011736,Zm00001d011737	Zm00008a013963	Zm00008a032389,Zm00008a032390	NA	2.14660610232	NA	2.14660610232
