ClusterID	Genes	Intervals	
Cluster_2893	Zm00008a028957,Zm00008a028956	0
Cluster_2894	Zm00008a027038,Zm00008a027037	0
Cluster_2895	Zm00008a028966,Zm00008a028965	0
Cluster_2896	Zm00008a028970,Zm00008a028971	0
Cluster_2897	Zm00008a028986,Zm00008a028987	0
Cluster_2898	Zm00008a028990,Zm00008a028989	0
Cluster_2899	Zm00008a028998,Zm00008a028999	0
Cluster_2900	Zm00008a029019,Zm00008a029024,Zm00008a029014,Zm00008a029025	4,4,0
Cluster_2901	Zm00008a029026,Zm00008a029017,Zm00008a029013,Zm00008a029006,Zm00008a029012,Zm00008a029010,Zm00008a029021,Zm00008a029007,Zm00008a029015,Zm00008a029008,Zm00008a029016,Zm00008a029005	0,0,0,1,1,0,1,0,0,3,4
Cluster_2902	Zm00008a029029,Zm00008a029030	0
Cluster_2903	Zm00008a029033,Zm00008a029034	0
Cluster_2904	Zm00008a029038,Zm00008a029037	0
Cluster_2905	Zm00008a029049,Zm00008a029061,Zm00008a029063	11,1
Cluster_2906	Zm00008a029054,Zm00008a029057	2
Cluster_2907	Zm00008a029056,Zm00008a029055	0
Cluster_2908	Zm00008a029058,Zm00008a029050,Zm00008a029052,Zm00008a029059	1,5,0
Cluster_2909	Zm00008a029069,Zm00008a029065,Zm00008a029068,Zm00008a029067	1,0,0
Cluster_2910	Zm00008a029072,Zm00008a029071,Zm00008a029073	0,0
Cluster_2911	Zm00008a029081,Zm00008a029092	10
Cluster_2912	Zm00008a029089,Zm00008a029090	0
Cluster_2913	Zm00008a029113,Zm00008a029114	0
Cluster_2914	Zm00008a029147,Zm00008a029146,Zm00008a029150	0,2
Cluster_2915	Zm00008a029154,Zm00008a029155	0
Cluster_2916	Zm00008a029163,Zm00008a029164	0
Cluster_2917	Zm00008a029174,Zm00008a029175,Zm00008a029166	7,0
Cluster_2918	Zm00008a029181,Zm00008a029182	0
Cluster_2919	Zm00008a029202,Zm00008a029203,Zm00008a029200,Zm00008a029201,Zm00008a029199	0,0,0,0
Cluster_2920	Zm00008a027045,Zm00008a027049	3
Cluster_2921	Zm00008a029211,Zm00008a029210	0
Cluster_2922	Zm00008a029224,Zm00008a029223	0
Cluster_2923	Zm00008a029230,Zm00008a029229	0
Cluster_2924	Zm00008a029248,Zm00008a029241	6
Cluster_2925	Zm00008a029266,Zm00008a029264	1
Cluster_2926	Zm00008a029282,Zm00008a029283	0
Cluster_2927	Zm00008a029301,Zm00008a029300	0
Cluster_2928	Zm00008a029306,Zm00008a029307	0
Cluster_2929	Zm00008a029312,Zm00008a029315,Zm00008a029311,Zm00008a029314	0,1,0
Cluster_2930	Zm00008a029324,Zm00008a029328	3
Cluster_2931	Zm00008a029353,Zm00008a029354	0
Cluster_2932	Zm00008a029367,Zm00008a029368	0
Cluster_2933	Zm00008a029378,Zm00008a029363,Zm00008a029377	13,0
Cluster_2934	Zm00008a029392,Zm00008a029393	0
Cluster_2935	Zm00008a029402,Zm00008a029401	0
Cluster_2936	Zm00008a029405,Zm00008a029404	0
Cluster_2937	Zm00008a029424,Zm00008a029425	0
Cluster_2938	Zm00008a029463,Zm00008a029462	0
Cluster_2939	Zm00008a029480,Zm00008a029476,Zm00008a029479,Zm00008a029475,Zm00008a029474,Zm00008a029477	0,0,0,1,0
Cluster_2940	Zm00008a029481,Zm00008a029482	0
Cluster_2941	Zm00008a029497,Zm00008a029496	0
Cluster_2942	Zm00008a029505,Zm00008a029499,Zm00008a029502,Zm00008a029504	2,1,0
Cluster_2943	Zm00008a026646,Zm00008a026647	0
Cluster_2944	Zm00008a029537,Zm00008a029538	0
Cluster_2945	Zm00008a029570,Zm00008a029571	0
Cluster_2946	Zm00008a029613,Zm00008a029618,Zm00008a029614,Zm00008a029615	0,0,2
Cluster_2947	Zm00008a029620,Zm00008a029621,Zm00008a029619	0,0
Cluster_2948	Zm00008a029625,Zm00008a029626	0
Cluster_2949	Zm00008a029636,Zm00008a029635	0
Cluster_2950	Zm00008a029651,Zm00008a029656	4
Cluster_2951	Zm00008a029653,Zm00008a029654,Zm00008a029655	0,0
Cluster_2952	Zm00008a029658,Zm00008a029659	0
Cluster_2953	Zm00008a029662,Zm00008a029661	0
Cluster_2954	Zm00008a029665,Zm00008a029666	0
Cluster_2955	Zm00008a029683,Zm00008a029682	0
Cluster_2956	Zm00008a029703,Zm00008a029706	2
Cluster_2957	Zm00008a029705,Zm00008a029704	0
Cluster_2958	Zm00008a029719,Zm00008a029720	0
Cluster_2959	Zm00008a029725,Zm00008a029723,Zm00008a029724	0,0
Cluster_2960	Zm00008a029730,Zm00008a029731	0
Cluster_2961	Zm00008a029764,Zm00008a029763	0
Cluster_2962	Zm00008a029768,Zm00008a029766	1
Cluster_2963	Zm00008a027063,Zm00008a027062	0
Cluster_2964	Zm00008a026652,Zm00008a026653,Zm00008a026651,Zm00008a026650	0,0,0
Cluster_2965	Zm00008a027066,Zm00008a027065,Zm00008a027067,Zm00008a027064	0,0,0
Cluster_2966	Zm00008a027071,Zm00008a027070	0
Cluster_2967	Zm00008a027093,Zm00008a027097	3
Cluster_2968	Zm00008a027100,Zm00008a027099,Zm00008a027101	0,0
Cluster_2969	Zm00008a027114,Zm00008a027115	0
Cluster_2970	Zm00008a026670,Zm00008a026667,Zm00008a026669,Zm00008a026668,Zm00008a026666	0,0,0,0
Cluster_2971	Zm00008a027123,Zm00008a027124	0
Cluster_2972	Zm00008a027130,Zm00008a027129	0
Cluster_2973	Zm00008a027138,Zm00008a027137	0
Cluster_2974	Zm00008a027139,Zm00008a027140	0
Cluster_2975	Zm00008a026674,Zm00008a026673	0
Cluster_2976	Zm00008a027146,Zm00008a027147,Zm00008a027151	0,3
Cluster_2977	Zm00008a027155,Zm00008a027159	3
Cluster_2978	Zm00008a027161,Zm00008a027162	0
Cluster_2979	Zm00008a027168,Zm00008a027169,Zm00008a027170	0,0
Cluster_2980	Zm00008a027175,Zm00008a027177	1
Cluster_2981	Zm00008a027180,Zm00008a027179	0
Cluster_2982	Zm00008a027186,Zm00008a027182	3
Cluster_2983	Zm00008a027198,Zm00008a027197,Zm00008a027199	0,0
Cluster_2984	Zm00008a027202,Zm00008a027201	0
Cluster_2985	Zm00008a027209,Zm00008a027210	0
Cluster_2986	Zm00008a026685,Zm00008a026686	0
Cluster_2987	Zm00008a027223,Zm00008a027222	0
Cluster_2988	Zm00008a026692,Zm00008a026693	0
Cluster_2989	Zm00008a027237,Zm00008a027238	0
Cluster_2990	Zm00008a027243,Zm00008a027231,Zm00008a027232,Zm00008a027235	0,2,7
Cluster_2991	Zm00008a026699,Zm00008a026700,Zm00008a026697,Zm00008a026698	0,0,0
Cluster_2992	Zm00008a027254,Zm00008a027253	0
Cluster_2993	Zm00008a027258,Zm00008a027257	0
Cluster_2994	Zm00008a027260,Zm00008a027261	0
Cluster_2995	Zm00008a027263,Zm00008a027264,Zm00008a027262	0,0
Cluster_2996	Zm00008a027266,Zm00008a027265	0
Cluster_2997	Zm00008a027269,Zm00008a027268	0
Cluster_2998	Zm00008a026710,Zm00008a026709,Zm00008a026708,Zm00008a026721,Zm00008a026703,Zm00008a026702,Zm00008a026711,Zm00008a026701,Zm00008a026728,Zm00008a026694,Zm00008a026695,Zm00008a026704,Zm00008a026705,Zm00008a026707,Zm00008a026688,Zm00008a026706	5,0,5,0,0,0,0,0,0,0,0,0,0,9,6
Cluster_2999	Zm00008a027276,Zm00008a027277	0
Cluster_3000	Zm00008a027281,Zm00008a027279,Zm00008a027280	0,0
Cluster_3001	Zm00008a027287,Zm00008a027286,Zm00008a027285	0,0
Cluster_3002	Zm00008a026713,Zm00008a026712,Zm00008a026714	0,0
Cluster_3003	Zm00008a027291,Zm00008a027292	0
Cluster_3004	Zm00008a026724,Zm00008a026725	0
Cluster_3005	Zm00008a027317,Zm00008a027316	0
Cluster_3006	Zm00008a026730,Zm00008a026718,Zm00008a026719	0,10
Cluster_3007	Zm00008a027326,Zm00008a027327	0
Cluster_3008	Zm00008a027332,Zm00008a027333	0
Cluster_3009	Zm00008a027336,Zm00008a027337	0
Cluster_3010	Zm00008a026739,Zm00008a026740	0
Cluster_3011	Zm00008a027366,Zm00008a027367	0
Cluster_3012	Zm00008a026742,Zm00008a026743	0
Cluster_3013	Zm00008a027380,Zm00008a027379	0
Cluster_3014	Zm00008a027384,Zm00008a027385	0
Cluster_3015	Zm00008a027399,Zm00008a027400,Zm00008a027401	0,0
Cluster_3016	Zm00008a027413,Zm00008a027412	0
Cluster_3017	Zm00008a027421,Zm00008a027422	0
Cluster_3018	Zm00008a027457,Zm00008a027458	0
Cluster_3019	Zm00008a027460,Zm00008a027463	2
Cluster_3020	Zm00008a027468,Zm00008a027469	0
Cluster_3021	Zm00008a027471,Zm00008a027489	17
Cluster_3022	Zm00008a026768,Zm00008a026766,Zm00008a026763,Zm00008a026770,Zm00008a026767,Zm00008a026764,Zm00008a026769,Zm00008a026771	0,1,0,0,0,0,0
Cluster_3023	Zm00008a026774,Zm00008a026775	0
Cluster_3024	Zm00008a027486,Zm00008a027488	1
Cluster_3025	Zm00008a027493,Zm00008a027496	2
Cluster_3026	Zm00008a026787,Zm00008a026803	15
Cluster_3027	Zm00008a027533,Zm00008a027509,Zm00008a027508,Zm00008a027532	0,22,0
Cluster_3028	Zm00008a027546,Zm00008a027547	0
Cluster_3029	Zm00008a027556,Zm00008a027557	0
Cluster_3030	Zm00008a027568,Zm00008a027569	0
Cluster_3031	Zm00008a026827,Zm00008a026833	5
Cluster_3032	Zm00008a027593,Zm00008a027592	0
Cluster_3033	Zm00008a027606,Zm00008a027608,Zm00008a027607	0,0
Cluster_3034	Zm00008a026839,Zm00008a026838	0
Cluster_3035	Zm00008a026842,Zm00008a026841	0
Cluster_3036	Zm00008a026845,Zm00008a026844,Zm00008a026843,Zm00008a026852	0,0,6
Cluster_3037	Zm00008a026847,Zm00008a026848,Zm00008a026850,Zm00008a026849	0,0,0
Cluster_3038	Zm00008a026613,Zm00008a026614	0
Cluster_3039	Zm00008a027649,Zm00008a027648	0
Cluster_3040	Zm00008a026866,Zm00008a026869,Zm00008a026867,Zm00008a026868,Zm00008a026870	0,0,0,0
Cluster_3041	Zm00008a027654,Zm00008a027653	0
Cluster_3042	Zm00008a027660,Zm00008a027647,Zm00008a027658,Zm00008a027659	10,0,0
Cluster_3043	Zm00008a027679,Zm00008a027678	0
Cluster_3044	Zm00008a027690,Zm00008a027689	0
Cluster_3045	Zm00008a027694,Zm00008a027693	0
Cluster_3046	Zm00008a027698,Zm00008a027699	0
Cluster_3047	Zm00008a027708,Zm00008a027707	0
Cluster_3048	Zm00008a027712,Zm00008a027711	0
Cluster_3049	Zm00008a026891,Zm00008a026878	12
Cluster_3050	Zm00008a026631,Zm00008a026632	0
Cluster_3051	Zm00008a027730,Zm00008a027732,Zm00008a027731	0,0
Cluster_3052	Zm00008a027736,Zm00008a027737	0
Cluster_3053	Zm00008a027750,Zm00008a027755,Zm00008a027756,Zm00008a027751	0,3,0
Cluster_3054	Zm00008a027757,Zm00008a027747,Zm00008a027748	0,8
Cluster_3055	Zm00008a026901,Zm00008a026902	0
Cluster_3056	Zm00008a027779,Zm00008a027778	0
Cluster_3057	Zm00008a027784,Zm00008a027785	0
Cluster_3058	Zm00008a027801,Zm00008a027802,Zm00008a027803,Zm00008a027800,Zm00008a027791,Zm00008a027773,Zm00008a027780	6,10,8,0,0,0
Cluster_3059	Zm00008a026912,Zm00008a026911	0
Cluster_3060	Zm00008a027841,Zm00008a027842	0
Cluster_3061	Zm00008a027845,Zm00008a027844	0
Cluster_3062	Zm00008a026920,Zm00008a026921	0
Cluster_3063	Zm00008a027849,Zm00008a027848	0
Cluster_3064	Zm00008a027855,Zm00008a027856,Zm00008a027857	0,0
Cluster_3065	Zm00008a026923,Zm00008a026924	0
Cluster_3066	Zm00008a027861,Zm00008a027869	7
Cluster_3067	Zm00008a027867,Zm00008a027873	5
Cluster_3068	Zm00008a027870,Zm00008a027862,Zm00008a027863	0,6
Cluster_3069	Zm00008a027872,Zm00008a027866	5
Cluster_3070	Zm00008a027877,Zm00008a027874	2
Cluster_3071	Zm00008a030015,Zm00008a030016	0
Cluster_3072	Zm00008a031226,Zm00008a031222	3
Cluster_3073	Zm00008a031227,Zm00008a031223	3
Cluster_3074	Zm00008a031243,Zm00008a031242	0
Cluster_3075	Zm00008a031246,Zm00008a031247,Zm00008a031248	0,0
Cluster_3076	Zm00008a030027,Zm00008a030026	0
Cluster_3077	Zm00008a031283,Zm00008a031284	0
Cluster_3078	Zm00008a031289,Zm00008a031277	11
Cluster_3079	Zm00008a031290,Zm00008a031291	0
Cluster_3080	Zm00008a031299,Zm00008a031298	0
Cluster_3081	Zm00008a031309,Zm00008a031308	0
Cluster_3082	Zm00008a031320,Zm00008a031321	0
Cluster_3083	Zm00008a031322,Zm00008a031324,Zm00008a031323	0,0
Cluster_3084	Zm00008a030031,Zm00008a030030	0
Cluster_3085	Zm00008a031329,Zm00008a031330	0
Cluster_3086	Zm00008a031340,Zm00008a031341	0
Cluster_3087	Zm00008a031367,Zm00008a031366	0
Cluster_3088	Zm00008a031382,Zm00008a031383	0
Cluster_3089	Zm00008a031405,Zm00008a031404	0
Cluster_3090	Zm00008a031409,Zm00008a031410	0
Cluster_3091	Zm00008a031411,Zm00008a031417,Zm00008a031399	11,5
Cluster_3092	Zm00008a031418,Zm00008a031419	0
Cluster_3093	Zm00008a029799,Zm00008a029798	0
Cluster_3094	Zm00008a031425,Zm00008a031424	0
Cluster_3095	Zm00008a031432,Zm00008a031430,Zm00008a031431	0,0
Cluster_3096	Zm00008a030050,Zm00008a030047,Zm00008a030049,Zm00008a030048	0,0,0
Cluster_3097	Zm00008a031472,Zm00008a031473	0
Cluster_3098	Zm00008a031485,Zm00008a031484	0
Cluster_3099	Zm00008a031500,Zm00008a031499	0
Cluster_3100	Zm00008a031508,Zm00008a031509	0
Cluster_3101	Zm00008a031526,Zm00008a031527	0
Cluster_3102	Zm00008a031540,Zm00008a031541	0
Cluster_3103	Zm00008a031562,Zm00008a031561	0
Cluster_3104	Zm00008a031587,Zm00008a031586	0
Cluster_3105	Zm00008a031589,Zm00008a031588	0
Cluster_3106	Zm00008a031596,Zm00008a031594,Zm00008a031595	0,0
Cluster_3107	Zm00008a031597,Zm00008a031604,Zm00008a031603	5,0
Cluster_3108	Zm00008a030065,Zm00008a030066,Zm00008a030069,Zm00008a030067,Zm00008a030068	0,0,0,0
Cluster_3109	Zm00008a031608,Zm00008a031609	0
Cluster_3110	Zm00008a031636,Zm00008a031637	0
Cluster_3111	Zm00008a031645,Zm00008a031643	1
Cluster_3112	Zm00008a031646,Zm00008a031647	0
Cluster_3113	Zm00008a031655,Zm00008a031653	1
Cluster_3114	Zm00008a031656,Zm00008a031654	1
Cluster_3115	Zm00008a031679,Zm00008a031680	0
Cluster_3116	Zm00008a030078,Zm00008a030079	0
Cluster_3117	Zm00008a031725,Zm00008a031723	1
Cluster_3118	Zm00008a031731,Zm00008a031730	0
Cluster_3119	Zm00008a031734,Zm00008a031733	0
Cluster_3120	Zm00008a030082,Zm00008a030081	0
Cluster_3121	Zm00008a031761,Zm00008a031760	0
Cluster_3122	Zm00008a031795,Zm00008a031796	0
Cluster_3123	Zm00008a031809,Zm00008a031786,Zm00008a031799,Zm00008a031810	12,9,0
Cluster_3124	Zm00008a031819,Zm00008a031805	13
Cluster_3125	Zm00008a031822,Zm00008a031821	0
Cluster_3126	Zm00008a031837,Zm00008a031836	0
Cluster_3127	Zm00008a031841,Zm00008a031840	0
Cluster_3128	Zm00008a031862,Zm00008a031861	0
Cluster_3129	Zm00008a031876,Zm00008a031874	1
Cluster_3130	Zm00008a030093,Zm00008a030094	0
Cluster_3131	Zm00008a031883,Zm00008a031889	5
Cluster_3132	Zm00008a031885,Zm00008a031884	0
Cluster_3133	Zm00008a031887,Zm00008a031888	0
Cluster_3134	Zm00008a031890,Zm00008a031891	0
Cluster_3135	Zm00008a031901,Zm00008a031902	0
Cluster_3136	Zm00008a031908,Zm00008a031907	0
Cluster_3137	Zm00008a031933,Zm00008a031932	0
Cluster_3138	Zm00008a031937,Zm00008a031936	0
Cluster_3139	Zm00008a030100,Zm00008a030099	0
Cluster_3140	Zm00008a031963,Zm00008a031962	0
Cluster_3141	Zm00008a031966,Zm00008a031965	0
Cluster_3142	Zm00008a031968,Zm00008a031967	0
Cluster_3143	Zm00008a031987,Zm00008a031989,Zm00008a031988	0,0
Cluster_3144	Zm00008a031990,Zm00008a031991	0
Cluster_3145	Zm00008a030107,Zm00008a030109,Zm00008a030108	0,0
Cluster_3146	Zm00008a032011,Zm00008a032012	0
Cluster_3147	Zm00008a032016,Zm00008a032017	0
Cluster_3148	Zm00008a032028,Zm00008a032027	0
Cluster_3149	Zm00008a029809,Zm00008a029810	0
Cluster_3150	Zm00008a032046,Zm00008a032047	0
Cluster_3151	Zm00008a032063,Zm00008a032064	0
Cluster_3152	Zm00008a032067,Zm00008a032082	14
Cluster_3153	Zm00008a032070,Zm00008a032071	0
Cluster_3154	Zm00008a032077,Zm00008a032076	0
Cluster_3155	Zm00008a030116,Zm00008a030117	0
Cluster_3156	Zm00008a032085,Zm00008a032084	0
Cluster_3157	Zm00008a032113,Zm00008a032114	0
Cluster_3158	Zm00008a032134,Zm00008a032130,Zm00008a032132,Zm00008a032135	1,1,0
Cluster_3159	Zm00008a032137,Zm00008a032136	0
Cluster_3160	Zm00008a032139,Zm00008a032140	0
Cluster_3161	Zm00008a032146,Zm00008a032147	0
Cluster_3162	Zm00008a032148,Zm00008a032158	9
Cluster_3163	Zm00008a032161,Zm00008a032162	0
Cluster_3164	Zm00008a030123,Zm00008a030124	0
Cluster_3165	Zm00008a032178,Zm00008a032180,Zm00008a032181,Zm00008a032179	0,0,0
Cluster_3166	Zm00008a032188,Zm00008a032189	0
Cluster_3167	Zm00008a032190,Zm00008a032191	0
Cluster_3168	Zm00008a032202,Zm00008a032209,Zm00008a032203	0,5
Cluster_3169	Zm00008a032206,Zm00008a032204	1
Cluster_3170	Zm00008a032215,Zm00008a032216	0
Cluster_3171	Zm00008a032223,Zm00008a032224	0
Cluster_3172	Zm00008a032232,Zm00008a032233,Zm00008a032231	0,0
Cluster_3173	Zm00008a032238,Zm00008a032237	0
Cluster_3174	Zm00008a032239,Zm00008a032240,Zm00008a032242	0,1
Cluster_3175	Zm00008a032252,Zm00008a032251	0
Cluster_3176	Zm00008a032261,Zm00008a032262,Zm00008a032260	0,0
Cluster_3177	Zm00008a032264,Zm00008a032266	1
Cluster_3178	Zm00008a032268,Zm00008a032269	0
Cluster_3179	Zm00008a030127,Zm00008a030126	0
Cluster_3180	Zm00008a032275,Zm00008a032274	0
Cluster_3181	Zm00008a032303,Zm00008a032297,Zm00008a032299,Zm00008a032302,Zm00008a032298,Zm00008a032301	0,0,1,0,0
Cluster_3182	Zm00008a032311,Zm00008a032310	0
Cluster_3183	Zm00008a032316,Zm00008a032314,Zm00008a032317	1,0
Cluster_3184	Zm00008a032329,Zm00008a032328	0
Cluster_3185	Zm00008a032336,Zm00008a032319	16
Cluster_3186	Zm00008a030136,Zm00008a030138,Zm00008a030139,Zm00008a030140	1,0,0
Cluster_3187	Zm00008a032357,Zm00008a032376,Zm00008a032377,Zm00008a032361,Zm00008a032365	3,3,10,0
Cluster_3188	Zm00008a032367,Zm00008a032366	0
Cluster_3189	Zm00008a032375,Zm00008a032373,Zm00008a032374	0,0
Cluster_3190	Zm00008a032379,Zm00008a032378	0
Cluster_3191	Zm00008a032390,Zm00008a032389	0
Cluster_3192	Zm00008a032402,Zm00008a032401	0
Cluster_3193	Zm00008a032404,Zm00008a032405	0
Cluster_3194	Zm00008a032418,Zm00008a032419	0
Cluster_3195	Zm00008a032430,Zm00008a032429	0
Cluster_3196	Zm00008a032433,Zm00008a032434	0
Cluster_3197	Zm00008a032437,Zm00008a032438	0
Cluster_3198	Zm00008a032475,Zm00008a032474	0
Cluster_3199	Zm00008a032481,Zm00008a032480	0
Cluster_3200	Zm00008a032488,Zm00008a032487	0
Cluster_3201	Zm00008a032491,Zm00008a032490	0
Cluster_3202	Zm00008a032502,Zm00008a032500,Zm00008a032501,Zm00008a032499	0,0,0
Cluster_3203	Zm00008a032507,Zm00008a032506	0
Cluster_3204	Zm00008a032508,Zm00008a032509	0
Cluster_3205	Zm00008a032527,Zm00008a032528	0
Cluster_3206	Zm00008a032534,Zm00008a032532,Zm00008a032533,Zm00008a032536,Zm00008a032535	0,0,0,0
Cluster_3207	Zm00008a032544,Zm00008a032546	1
Cluster_3208	Zm00008a032555,Zm00008a032556	0
Cluster_3209	Zm00008a032559,Zm00008a032560,Zm00008a032558	0,0
Cluster_3210	Zm00008a032574,Zm00008a032572	1
Cluster_3211	Zm00008a032579,Zm00008a032581	1
Cluster_3212	Zm00008a032583,Zm00008a032582	0
Cluster_3213	Zm00008a032591,Zm00008a032592	0
Cluster_3214	Zm00008a032614,Zm00008a032615	0
Cluster_3215	Zm00008a032622,Zm00008a032621	0
Cluster_3216	Zm00008a032626,Zm00008a032627,Zm00008a032624,Zm00008a032623,Zm00008a032625	0,0,0,0
Cluster_3217	Zm00008a032629,Zm00008a032628	0
Cluster_3218	Zm00008a032633,Zm00008a032634	0
Cluster_3219	Zm00008a032639,Zm00008a032638	0
Cluster_3220	Zm00008a032647,Zm00008a032649,Zm00008a032650	1,0
Cluster_3221	Zm00008a032654,Zm00008a032655,Zm00008a032653	0,0
Cluster_3222	Zm00008a032672,Zm00008a032670,Zm00008a032673	1,0
Cluster_3223	Zm00008a030160,Zm00008a030155	4
Cluster_3224	Zm00008a032693,Zm00008a032694	0
Cluster_3225	Zm00008a032713,Zm00008a032715,Zm00008a032714	0,0
Cluster_3226	Zm00008a032721,Zm00008a032720	0
Cluster_3227	Zm00008a032734,Zm00008a032733	0
Cluster_3228	Zm00008a032752,Zm00008a032750,Zm00008a032748,Zm00008a032751,Zm00008a032749	0,0,0,0
Cluster_3229	Zm00008a032778,Zm00008a032779	0
Cluster_3230	Zm00008a032783,Zm00008a032786,Zm00008a032785	1,0
Cluster_3231	Zm00008a032798,Zm00008a032797	0
Cluster_3232	Zm00008a032833,Zm00008a032834	0
Cluster_3233	Zm00008a032835,Zm00008a032821	13
Cluster_3234	Zm00008a032836,Zm00008a032841	4
Cluster_3235	Zm00008a032848,Zm00008a032849	0
Cluster_3236	Zm00008a032850,Zm00008a032851	0
Cluster_3237	Zm00008a032868,Zm00008a032869	0
Cluster_3238	Zm00008a032891,Zm00008a032890,Zm00008a032889,Zm00008a032882,Zm00008a032883,Zm00008a032892,Zm00008a032884,Zm00008a032885,Zm00008a032894,Zm00008a032893,Zm00008a032887	0,0,0,1,1,0,0,0,0,0
Cluster_3239	Zm00008a029817,Zm00008a029818,Zm00008a029819	0,0
Cluster_3240	Zm00008a032919,Zm00008a032906	12
Cluster_3241	Zm00008a032930,Zm00008a032931	0
Cluster_3242	Zm00008a032934,Zm00008a032933	0
Cluster_3243	Zm00008a032935,Zm00008a032936	0
Cluster_3244	Zm00008a032943,Zm00008a032941	1
Cluster_3245	Zm00008a032946,Zm00008a032947	0
Cluster_3246	Zm00008a032949,Zm00008a032950	0
Cluster_3247	Zm00008a032957,Zm00008a032960	2
Cluster_3248	Zm00008a032988,Zm00008a032987	0
Cluster_3249	Zm00008a033009,Zm00008a033010	0
Cluster_3250	Zm00008a033015,Zm00008a033017	1
Cluster_3251	Zm00008a033040,Zm00008a033041	0
Cluster_3252	Zm00008a033047,Zm00008a033046,Zm00008a033048	0,0
Cluster_3253	Zm00008a033068,Zm00008a033069	0
Cluster_3254	Zm00008a033082,Zm00008a033081	0
Cluster_3255	Zm00008a033084,Zm00008a033083	0
Cluster_3256	Zm00008a033102,Zm00008a033123,Zm00008a033113,Zm00008a033094	7,10,9
Cluster_3257	Zm00008a033115,Zm00008a033114,Zm00008a033117	0,1
Cluster_3258	Zm00008a033177,Zm00008a033176	0
Cluster_3259	Zm00008a033180,Zm00008a033181	0
Cluster_3260	Zm00008a033183,Zm00008a033182	0
Cluster_3261	Zm00008a033185,Zm00008a033184	0
Cluster_3262	Zm00008a033191,Zm00008a033190	0
Cluster_3263	Zm00008a033220,Zm00008a033216	3
Cluster_3264	Zm00008a033221,Zm00008a033222	0
Cluster_3265	Zm00008a033225,Zm00008a033224	0
Cluster_3266	Zm00008a030180,Zm00008a030181	0
Cluster_3267	Zm00008a033231,Zm00008a033232	0
Cluster_3268	Zm00008a033234,Zm00008a033235	0
Cluster_3269	Zm00008a033244,Zm00008a033250,Zm00008a033243,Zm00008a033247	0,2,2
Cluster_3270	Zm00008a029822,Zm00008a029823	0
Cluster_3271	Zm00008a030204,Zm00008a030205	0
Cluster_3272	Zm00008a030209,Zm00008a030208	0
Cluster_3273	Zm00008a030238,Zm00008a030237	0
Cluster_3274	Zm00008a030252,Zm00008a030253	0
Cluster_3275	Zm00008a030278,Zm00008a030279	0
Cluster_3276	Zm00008a030284,Zm00008a030285,Zm00008a030289,Zm00008a030295	0,3,5
Cluster_3277	Zm00008a030298,Zm00008a030297	0
Cluster_3278	Zm00008a030303,Zm00008a030304	0
Cluster_3279	Zm00008a030309,Zm00008a030310	0
Cluster_3280	Zm00008a029834,Zm00008a029835	0
Cluster_3281	Zm00008a030316,Zm00008a030321,Zm00008a030325,Zm00008a030320,Zm00008a030319,Zm00008a030318	1,0,0,0,3
Cluster_3282	Zm00008a030322,Zm00008a030323	0
Cluster_3283	Zm00008a029776,Zm00008a029777	0
Cluster_3284	Zm00008a030329,Zm00008a030328	0
Cluster_3285	Zm00008a030348,Zm00008a030349	0
Cluster_3286	Zm00008a030363,Zm00008a030364,Zm00008a030367,Zm00008a030366	0,1,0
Cluster_3287	Zm00008a030375,Zm00008a030376	0
Cluster_3288	Zm00008a030418,Zm00008a030419	0
Cluster_3289	Zm00008a030435,Zm00008a030436,Zm00008a030434	0,0
Cluster_3290	Zm00008a030441,Zm00008a030426	14
Cluster_3291	Zm00008a030452,Zm00008a030453	0
Cluster_3292	Zm00008a030456,Zm00008a030457	0
Cluster_3293	Zm00008a030461,Zm00008a030462,Zm00008a030464,Zm00008a030463	0,0,0
Cluster_3294	Zm00008a029865,Zm00008a029875	9
Cluster_3295	Zm00008a030475,Zm00008a030474	0
Cluster_3296	Zm00008a029867,Zm00008a029868	0
Cluster_3297	Zm00008a030484,Zm00008a030486,Zm00008a030485,Zm00008a030487,Zm00008a030482,Zm00008a030483	0,0,0,0,0
Cluster_3298	Zm00008a030490,Zm00008a030489	0
Cluster_3299	Zm00008a030493,Zm00008a030494	0
Cluster_3300	Zm00008a030530,Zm00008a030531	0
Cluster_3301	Zm00008a029883,Zm00008a029882	0
Cluster_3302	Zm00008a030540,Zm00008a030539	0
Cluster_3303	Zm00008a030546,Zm00008a030545	0
Cluster_3304	Zm00008a030550,Zm00008a030549	0
Cluster_3305	Zm00008a029892,Zm00008a029891,Zm00008a029890	0,0
Cluster_3306	Zm00008a029895,Zm00008a029896	0
Cluster_3307	Zm00008a029903,Zm00008a029914	10
Cluster_3308	Zm00008a030590,Zm00008a030589	0
Cluster_3309	Zm00008a030594,Zm00008a030593	0
Cluster_3310	Zm00008a029905,Zm00008a029906	0
Cluster_3311	Zm00008a029909,Zm00008a029908	0
Cluster_3312	Zm00008a030615,Zm00008a030611	3
Cluster_3313	Zm00008a030622,Zm00008a030621	0
Cluster_3314	Zm00008a030627,Zm00008a030637	9
Cluster_3315	Zm00008a030628,Zm00008a030629	0
Cluster_3316	Zm00008a030634,Zm00008a030635	0
Cluster_3317	Zm00008a030642,Zm00008a030643	0
Cluster_3318	Zm00008a030648,Zm00008a030649	0
