#compute -i *.fasta 
#Tue Jun 27 14:24:30 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d045152-Zm00001d045153.fasta	2	1413	279	200	200	200	2	1	1	1	0.716846	0.716846	nan	nan	nan	0	10000	
Zm00001d045153-Zm00001d045154.fasta	2	2106	1104	707	707	707	2	1	1	1	0.640399	0.640399	nan	nan	nan	0	10000	
Zm00001d045154-Zm00001d045155.fasta	2	2163	768	501	501	501	2	1	1	1	0.652344	0.652344	nan	nan	nan	0	10000	
Zm00001d045155-Zm00001d045157.fasta	2	1464	843	533	533	533	2	1	1	1	0.632266	0.632266	nan	nan	nan	0	10000	
Zm00001d045157-Zm00001d045158.fasta	2	1581	1134	379	379	379	2	1	1	1	0.334215	0.334215	nan	nan	nan	0	10000	
Zm00001d045158-Zm00001d045159.fasta	2	1641	813	529	529	529	2	1	1	1	0.650677	0.650677	nan	nan	nan	0	10000	
Zm00001d045159-Zm00001d045160.fasta	2	1077	504	330	330	330	2	1	1	1	0.654762	0.654762	nan	nan	nan	0	10000	
Zm00001d045160-Zm00001d045162.fasta	2	969	573	375	375	375	2	1	1	1	0.65445	0.65445	nan	nan	nan	0	10000	
Zm00001d045162-Zm00001d045163.fasta	2	909	495	320	320	320	2	1	1	1	0.646465	0.646465	nan	nan	nan	0	10000	
Zm00001d045163-Zm00001d045164.fasta	2	852	351	237	237	237	2	1	1	1	0.675214	0.675214	nan	nan	nan	0	10000	
Zm00001d045164-Zm00001d045169.fasta	2	1545	492	314	314	314	2	1	1	1	0.638211	0.638211	nan	nan	nan	0	10000	
Zm00001d045169-Zm00001d045171.fasta	2	3357	1242	800	800	800	2	1	1	1	0.644122	0.644122	nan	nan	nan	0	10000	
Zm00001d045171-Zm00001d045172.fasta	2	3246	924	641	641	641	2	1	1	1	0.693723	0.693723	nan	nan	nan	0	10000	
Zm00001d045172-Zm00001d045173.fasta	2	1275	708	467	467	467	2	1	1	1	0.659605	0.659605	nan	nan	nan	0	10000	
Zm00001d045173-Zm00001d045174.fasta	2	1047	189	136	136	136	2	1	1	1	0.719577	0.719577	nan	nan	nan	0	10000	
Zm00001d045174-Zm00001d045175.fasta	2	528	189	114	114	114	2	1	1	1	0.603175	0.603175	nan	nan	nan	0	10000	
Zm00001d045175-Zm00001d045176.fasta	2	1365	525	364	364	364	2	1	1	1	0.693333	0.693333	nan	nan	nan	0	10000	
Zm00001d045176-Zm00001d045178.fasta	2	1524	204	136	136	136	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045178-Zm00001d045179.fasta	2	3261	366	238	238	238	2	1	1	1	0.650273	0.650273	nan	nan	nan	0	10000	
Zm00001d045179-Zm00001d045180.fasta	2	3261	609	399	399	399	2	1	1	1	0.655172	0.655172	nan	nan	nan	0	10000	
Zm00001d045180-Zm00001d045181.fasta	2	1821	606	393	393	393	2	1	1	1	0.648515	0.648515	nan	nan	nan	0	10000	
Zm00001d045181-Zm00001d045182.fasta	2	2001	1272	831	831	831	2	1	1	1	0.653302	0.653302	nan	nan	nan	0	10000	
Zm00001d045182-Zm00001d045183.fasta	2	1977	960	613	613	613	2	1	1	1	0.638542	0.638542	nan	nan	nan	0	10000	
Zm00001d045183-Zm00001d045184.fasta	2	1503	837	546	546	546	2	1	1	1	0.65233	0.65233	nan	nan	nan	0	10000	
Zm00001d045184-Zm00001d045185.fasta	2	1278	798	470	470	470	2	1	1	1	0.588972	0.588972	nan	nan	nan	0	10000	
Zm00001d045185-Zm00001d045188.fasta	2	1899	897	554	554	554	2	1	1	1	0.617614	0.617614	nan	nan	nan	0	10000	
Zm00001d045188-Zm00001d045190.fasta	2	2523	1374	844	844	844	2	1	1	1	0.614265	0.614265	nan	nan	nan	0	10000	
Zm00001d045190-Zm00001d045191.fasta	2	2361	1176	661	661	661	2	1	1	1	0.562075	0.562075	nan	nan	nan	0	10000	
Zm00001d045191-Zm00001d045192.fasta	2	2628	1038	691	691	691	2	1	1	1	0.665703	0.665703	nan	nan	nan	0	10000	
Zm00001d045192-Zm00001d045193.fasta	2	2583	975	631	631	631	2	1	1	1	0.647179	0.647179	nan	nan	nan	0	10000	
Zm00001d045193-Zm00001d045194.fasta	2	1182	681	453	453	453	2	1	1	1	0.665198	0.665198	nan	nan	nan	0	10000	
Zm00001d045194-Zm00001d045195.fasta	2	2604	753	524	524	524	2	1	1	1	0.695883	0.695883	nan	nan	nan	0	10000	
Zm00001d045195-Zm00001d045199.fasta	2	7683	2013	1308	1308	1308	2	1	1	1	0.649776	0.649776	nan	nan	nan	0	10000	
Zm00001d045199-Zm00001d045201.fasta	2	7146	771	531	531	531	2	1	1	1	0.688716	0.688716	nan	nan	nan	0	10000	
Zm00001d045201-Zm00001d045202.fasta	2	1251	702	452	452	452	2	1	1	1	0.643875	0.643875	nan	nan	nan	0	10000	
Zm00001d045202-Zm00001d045203.fasta	2	1200	579	353	353	353	2	1	1	1	0.609672	0.609672	nan	nan	nan	0	10000	
Zm00001d045203-Zm00001d045204.fasta	2	705	522	316	316	316	2	1	1	1	0.605364	0.605364	nan	nan	nan	0	10000	
Zm00001d045204-Zm00001d045205.fasta	2	933	474	287	287	287	2	1	1	1	0.605485	0.605485	nan	nan	nan	0	10000	
Zm00001d045205-Zm00001d045206.fasta	2	1113	618	372	372	372	2	1	1	1	0.601942	0.601942	nan	nan	nan	0	10000	
Zm00001d045206-Zm00001d045207.fasta	2	2400	870	580	580	580	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045207-Zm00001d045208.fasta	2	2451	1068	733	733	733	2	1	1	1	0.68633	0.68633	nan	nan	nan	0	10000	
Zm00001d045208-Zm00001d045209.fasta	2	1149	363	230	230	230	2	1	1	1	0.633609	0.633609	nan	nan	nan	0	10000	
Zm00001d045209-Zm00001d045210.fasta	2	507	273	182	182	182	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045210-Zm00001d045211.fasta	2	645	309	184	184	184	2	1	1	1	0.595469	0.595469	nan	nan	nan	0	10000	
Zm00001d045211-Zm00001d045212.fasta	2	1107	450	259	259	259	2	1	1	1	0.575556	0.575556	nan	nan	nan	0	10000	
Zm00001d045212-Zm00001d045213.fasta	2	1410	585	386	386	386	2	1	1	1	0.659829	0.659829	nan	nan	nan	0	10000	
Zm00001d045213-Zm00001d045215.fasta	2	1911	903	567	567	567	2	1	1	1	0.627907	0.627907	nan	nan	nan	0	10000	
Zm00001d045215-Zm00001d045216.fasta	2	2328	1065	697	697	697	2	1	1	1	0.65446	0.65446	nan	nan	nan	0	10000	
Zm00001d045216-Zm00001d045217.fasta	2	3231	1446	919	919	919	2	1	1	1	0.635546	0.635546	nan	nan	nan	0	10000	
Zm00001d045217-Zm00001d045218.fasta	2	3291	1422	903	903	903	2	1	1	1	0.635021	0.635021	nan	nan	nan	0	10000	
Zm00001d045218-Zm00001d045219.fasta	2	2148	1188	770	770	770	2	1	1	1	0.648148	0.648148	nan	nan	nan	0	10000	
Zm00001d045219-Zm00001d045220.fasta	2	1869	867	536	536	536	2	1	1	1	0.618224	0.618224	nan	nan	nan	0	10000	
Zm00001d045220-Zm00001d045221.fasta	2	1326	735	449	449	449	2	1	1	1	0.610884	0.610884	nan	nan	nan	0	10000	
Zm00001d045221-Zm00001d045223.fasta	2	1083	486	327	327	327	2	1	1	1	0.67284	0.67284	nan	nan	nan	0	10000	
Zm00001d045223-Zm00001d045224.fasta	2	600	300	196	196	196	2	1	1	1	0.653333	0.653333	nan	nan	nan	0	10000	
Zm00001d045224-Zm00001d045225.fasta	2	2697	375	246	246	246	2	1	1	1	0.656	0.656	nan	nan	nan	0	10000	
Zm00001d045225-Zm00001d045226.fasta	2	2733	834	569	569	569	2	1	1	1	0.682254	0.682254	nan	nan	nan	0	10000	
Zm00001d045226-Zm00001d045227.fasta	2	897	408	288	288	288	2	1	1	1	0.705882	0.705882	nan	nan	nan	0	10000	
Zm00001d045227-Zm00001d045228.fasta	2	1152	354	233	233	233	2	1	1	1	0.658192	0.658192	nan	nan	nan	0	10000	
Zm00001d045228-Zm00001d045230.fasta	2	2325	1047	718	718	718	2	1	1	1	0.685769	0.685769	nan	nan	nan	0	10000	
Zm00001d045230-Zm00001d045231.fasta	2	2340	612	380	380	380	2	1	1	1	0.620915	0.620915	nan	nan	nan	0	10000	
Zm00001d045231-Zm00001d045232.fasta	2	1683	624	381	381	381	2	1	1	1	0.610577	0.610577	nan	nan	nan	0	10000	
Zm00001d045232-Zm00001d045233.fasta	2	1794	1005	627	627	627	2	1	1	1	0.623881	0.623881	nan	nan	nan	0	10000	
Zm00001d045233-Zm00001d045235.fasta	2	1383	603	377	377	377	2	1	1	1	0.625207	0.625207	nan	nan	nan	0	10000	
Zm00001d045235-Zm00001d045237.fasta	2	816	408	292	292	292	2	1	1	1	0.715686	0.715686	nan	nan	nan	0	10000	
Zm00001d045237-Zm00001d045238.fasta	2	468	267	188	188	188	2	1	1	1	0.70412	0.70412	nan	nan	nan	0	10000	
Zm00001d045238-Zm00001d045240.fasta	2	327	327	8	8	8	2	1	1	1	0.0244648	0.0244648	nan	nan	nan	0	10000	
Zm00001d045240-Zm00001d045244.fasta	2	1050	156	105	105	105	2	1	1	1	0.673077	0.673077	nan	nan	nan	0	10000	
Zm00001d045244-Zm00001d045247.fasta	2	960	834	286	286	286	2	1	1	1	0.342926	0.342926	nan	nan	nan	0	10000	
Zm00001d045247-Zm00001d045248.fasta	2	939	180	123	123	123	2	1	1	1	0.683333	0.683333	nan	nan	nan	0	10000	
Zm00001d045248-Zm00001d045250.fasta	2	204	159	103	103	103	2	1	1	1	0.647799	0.647799	nan	nan	nan	0	10000	
Zm00001d045250-Zm00001d045251.fasta	2	2007	156	103	103	103	2	1	1	1	0.660256	0.660256	nan	nan	nan	0	10000	
Zm00001d045251-Zm00001d045252.fasta	2	2022	516	347	347	347	2	1	1	1	0.672481	0.672481	nan	nan	nan	0	10000	
Zm00001d045252-Zm00001d045253.fasta	2	1647	339	225	225	225	2	1	1	1	0.663717	0.663717	nan	nan	nan	0	10000	
Zm00001d045253-Zm00001d045254.fasta	2	1821	1167	762	762	762	2	1	1	1	0.652956	0.652956	nan	nan	nan	0	10000	
Zm00001d045254-Zm00001d045256.fasta	2	1644	666	386	386	386	2	1	1	1	0.57958	0.57958	nan	nan	nan	0	10000	
Zm00001d045256-Zm00001d045257.fasta	2	861	708	172	172	172	2	1	1	1	0.242938	0.242938	nan	nan	nan	0	10000	
Zm00001d045257-Zm00001d045258.fasta	2	828	780	212	212	212	2	1	1	1	0.271795	0.271795	nan	nan	nan	0	10000	
Zm00001d045258-Zm00001d045260.fasta	2	900	744	179	179	179	2	1	1	1	0.240591	0.240591	nan	nan	nan	0	10000	
Zm00001d045260-Zm00001d045261.fasta	2	1788	726	487	487	487	2	1	1	1	0.670799	0.670799	nan	nan	nan	0	10000	
Zm00001d045261-Zm00001d045262.fasta	2	1743	888	621	621	621	2	1	1	1	0.699324	0.699324	nan	nan	nan	0	10000	
Zm00001d045262-Zm00001d045263.fasta	2	1014	678	437	437	437	2	1	1	1	0.644543	0.644543	nan	nan	nan	0	10000	
Zm00001d045263-Zm00001d045264.fasta	2	1266	630	382	382	382	2	1	1	1	0.606349	0.606349	nan	nan	nan	0	10000	
Zm00001d045264-Zm00001d045266.fasta	2	1182	507	340	340	340	2	1	1	1	0.670611	0.670611	nan	nan	nan	0	10000	
Zm00001d045266-Zm00001d045268.fasta	2	624	324	219	219	219	2	1	1	1	0.675926	0.675926	nan	nan	nan	0	10000	
Zm00001d045268-Zm00001d045269.fasta	2	4458	396	266	266	266	2	1	1	1	0.671717	0.671717	nan	nan	nan	0	10000	
Zm00001d045269-Zm00001d045270.fasta	2	4581	801	523	523	523	2	1	1	1	0.652934	0.652934	nan	nan	nan	0	10000	
Zm00001d045270-Zm00001d045271.fasta	2	954	342	205	205	205	2	1	1	1	0.599415	0.599415	nan	nan	nan	0	10000	
Zm00001d045271-Zm00001d045272.fasta	2	726	276	186	186	186	2	1	1	1	0.673913	0.673913	nan	nan	nan	0	10000	
Zm00001d045272-Zm00001d045274.fasta	2	777	633	48	48	48	2	1	1	1	0.0758294	0.0758294	nan	nan	nan	0	10000	
Zm00001d045274-Zm00001d045276.fasta	2	798	324	201	201	201	2	1	1	1	0.62037	0.62037	nan	nan	nan	0	10000	
Zm00001d045276-Zm00001d045277.fasta	2	690	312	184	184	184	2	1	1	1	0.589744	0.589744	nan	nan	nan	0	10000	
Zm00001d045277-Zm00001d045278.fasta	2	1098	591	372	372	372	2	1	1	1	0.629442	0.629442	nan	nan	nan	0	10000	
Zm00001d045278-Zm00001d045279.fasta	2	1518	903	626	626	626	2	1	1	1	0.693245	0.693245	nan	nan	nan	0	10000	
Zm00001d045279-Zm00001d045280.fasta	2	1377	336	231	231	231	2	1	1	1	0.6875	0.6875	nan	nan	nan	0	10000	
Zm00001d045280-Zm00001d045282.fasta	2	1230	261	180	180	180	2	1	1	1	0.689655	0.689655	nan	nan	nan	0	10000	
Zm00001d045282-Zm00001d045283.fasta	2	1332	1014	660	660	660	2	1	1	1	0.650888	0.650888	nan	nan	nan	0	10000	
Zm00001d045283-Zm00001d045285.fasta	2	1497	993	617	617	617	2	1	1	1	0.621349	0.621349	nan	nan	nan	0	10000	
Zm00001d045285-Zm00001d045287.fasta	2	1299	552	386	386	386	2	1	1	1	0.699275	0.699275	nan	nan	nan	0	10000	
Zm00001d045287-Zm00001d045288.fasta	2	1749	444	271	271	271	2	1	1	1	0.61036	0.61036	nan	nan	nan	0	10000	
Zm00001d045288-Zm00001d045289.fasta	2	1659	300	194	194	194	2	1	1	1	0.646667	0.646667	nan	nan	nan	0	10000	
Zm00001d045289-Zm00001d045290.fasta	2	4860	312	202	202	202	2	1	1	1	0.647436	0.647436	nan	nan	nan	0	10000	
Zm00001d045290-Zm00001d045291.fasta	2	4995	1188	761	761	761	2	1	1	1	0.640572	0.640572	nan	nan	nan	0	10000	
Zm00001d045291-Zm00001d045292.fasta	2	1659	1086	692	692	692	2	1	1	1	0.637201	0.637201	nan	nan	nan	0	10000	
Zm00001d045292-Zm00001d045293.fasta	2	1443	777	518	518	518	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045293-Zm00001d045294.fasta	2	1725	774	487	487	487	2	1	1	1	0.629199	0.629199	nan	nan	nan	0	10000	
Zm00001d045294-Zm00001d045295.fasta	2	2286	1437	947	947	947	2	1	1	1	0.659012	0.659012	nan	nan	nan	0	10000	
Zm00001d045295-Zm00001d045296.fasta	2	2058	324	221	221	221	2	1	1	1	0.682099	0.682099	nan	nan	nan	0	10000	
Zm00001d045296-Zm00001d045297.fasta	2	804	321	183	183	183	2	1	1	1	0.570093	0.570093	nan	nan	nan	0	10000	
Zm00001d045297-Zm00001d045298.fasta	2	1200	693	451	451	451	2	1	1	1	0.650794	0.650794	nan	nan	nan	0	10000	
Zm00001d045298-Zm00001d045299.fasta	2	1131	420	277	277	277	2	1	1	1	0.659524	0.659524	nan	nan	nan	0	10000	
Zm00001d045299-Zm00001d045300.fasta	0	429	429	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d045300-Zm00001d045301.fasta	2	807	360	241	241	241	2	1	1	1	0.669444	0.669444	nan	nan	nan	0	10000	
Zm00001d045301-Zm00001d045302.fasta	2	1305	702	467	467	467	2	1	1	1	0.665242	0.665242	nan	nan	nan	0	10000	
Zm00001d045302-Zm00001d045304.fasta	2	1593	1047	615	615	615	2	1	1	1	0.587393	0.587393	nan	nan	nan	0	10000	
Zm00001d045304-Zm00001d045305.fasta	2	1617	762	497	497	497	2	1	1	1	0.652231	0.652231	nan	nan	nan	0	10000	
Zm00001d045305-Zm00001d045306.fasta	2	1032	441	305	305	305	2	1	1	1	0.69161	0.69161	nan	nan	nan	0	10000	
Zm00001d045306-Zm00001d045308.fasta	2	609	420	285	285	285	2	1	1	1	0.678571	0.678571	nan	nan	nan	0	10000	
Zm00001d045308-Zm00001d045309.fasta	2	1497	327	211	211	211	2	1	1	1	0.64526	0.64526	nan	nan	nan	0	10000	
Zm00001d045309-Zm00001d045310.fasta	2	1443	1014	650	650	650	2	1	1	1	0.641026	0.641026	nan	nan	nan	0	10000	
Zm00001d045310-Zm00001d045311.fasta	2	1287	810	559	559	559	2	1	1	1	0.690123	0.690123	nan	nan	nan	0	10000	
Zm00001d045311-Zm00001d045312.fasta	2	1020	711	480	480	480	2	1	1	1	0.675105	0.675105	nan	nan	nan	0	10000	
Zm00001d045312-Zm00001d045313.fasta	2	2199	750	498	498	498	2	1	1	1	0.664	0.664	nan	nan	nan	0	10000	
Zm00001d045313-Zm00001d045314.fasta	2	2151	726	484	484	484	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045314-Zm00001d045315.fasta	2	1125	504	334	334	334	2	1	1	1	0.662698	0.662698	nan	nan	nan	0	10000	
Zm00001d045315-Zm00001d045316.fasta	2	1371	795	527	527	527	2	1	1	1	0.662893	0.662893	nan	nan	nan	0	10000	
Zm00001d045316-Zm00001d045318.fasta	2	1356	327	220	220	220	2	1	1	1	0.672783	0.672783	nan	nan	nan	0	10000	
Zm00001d045318-Zm00001d045319.fasta	2	2115	348	217	217	217	2	1	1	1	0.623563	0.623563	nan	nan	nan	0	10000	
Zm00001d045319-Zm00001d045320.fasta	2	2094	315	207	207	207	2	1	1	1	0.657143	0.657143	nan	nan	nan	0	10000	
Zm00001d045320-Zm00001d045321.fasta	2	1029	285	184	184	184	2	1	1	1	0.645614	0.645614	nan	nan	nan	0	10000	
Zm00001d045321-Zm00001d045322.fasta	2	1503	459	298	298	298	2	1	1	1	0.649237	0.649237	nan	nan	nan	0	10000	
Zm00001d045322-Zm00001d045323.fasta	2	1485	765	511	511	511	2	1	1	1	0.667974	0.667974	nan	nan	nan	0	10000	
Zm00001d045323-Zm00001d045324.fasta	2	1335	801	508	508	508	2	1	1	1	0.634207	0.634207	nan	nan	nan	0	10000	
Zm00001d045324-Zm00001d045326.fasta	2	1833	663	440	440	440	2	1	1	1	0.66365	0.66365	nan	nan	nan	0	10000	
Zm00001d045326-Zm00001d045327.fasta	2	1812	858	556	556	556	2	1	1	1	0.648019	0.648019	nan	nan	nan	0	10000	
Zm00001d045327-Zm00001d045328.fasta	2	1068	300	179	179	179	2	1	1	1	0.596667	0.596667	nan	nan	nan	0	10000	
Zm00001d045328-Zm00001d045329.fasta	2	1137	327	223	223	223	2	1	1	1	0.681957	0.681957	nan	nan	nan	0	10000	
Zm00001d045329-Zm00001d045330.fasta	2	1146	450	296	296	296	2	1	1	1	0.657778	0.657778	nan	nan	nan	0	10000	
Zm00001d045330-Zm00001d045331.fasta	2	6165	456	307	307	307	2	1	1	1	0.673246	0.673246	nan	nan	nan	0	10000	
Zm00001d045331-Zm00001d045332.fasta	2	6282	702	466	466	466	2	1	1	1	0.663818	0.663818	nan	nan	nan	0	10000	
Zm00001d045332-Zm00001d045334.fasta	2	1065	483	335	335	335	2	1	1	1	0.693582	0.693582	nan	nan	nan	0	10000	
Zm00001d045334-Zm00001d045335.fasta	2	4068	651	429	429	429	2	1	1	1	0.658986	0.658986	nan	nan	nan	0	10000	
Zm00001d045335-Zm00001d045336.fasta	2	4074	831	511	511	511	2	1	1	1	0.614922	0.614922	nan	nan	nan	0	10000	
Zm00001d045336-Zm00001d045338.fasta	2	1461	831	529	529	529	2	1	1	1	0.636582	0.636582	nan	nan	nan	0	10000	
Zm00001d045338-Zm00001d045339.fasta	2	1389	423	278	278	278	2	1	1	1	0.65721	0.65721	nan	nan	nan	0	10000	
Zm00001d045339-Zm00001d045340.fasta	2	1122	375	234	234	234	2	1	1	1	0.624	0.624	nan	nan	nan	0	10000	
Zm00001d045340-Zm00001d045341.fasta	2	1089	618	214	214	214	2	1	1	1	0.346278	0.346278	nan	nan	nan	0	10000	
Zm00001d045341-Zm00001d045342.fasta	2	660	339	223	223	223	2	1	1	1	0.657817	0.657817	nan	nan	nan	0	10000	
Zm00001d045342-Zm00001d045344.fasta	2	660	339	223	223	223	2	1	1	1	0.657817	0.657817	nan	nan	nan	0	10000	
Zm00001d045344-Zm00001d045347.fasta	2	642	642	1	1	1	2	1	NA	NA	0.00155763	0.00155763	nan	nan	0.707107	4294967295	10000	
Zm00001d045347-Zm00001d045348.fasta	2	657	342	217	217	217	2	1	1	1	0.634503	0.634503	nan	nan	nan	0	10000	
Zm00001d045348-Zm00001d045349.fasta	2	1059	342	218	218	218	2	1	1	1	0.637427	0.637427	nan	nan	nan	0	10000	
Zm00001d045349-Zm00001d045350.fasta	2	1089	588	362	362	362	2	1	1	1	0.615646	0.615646	nan	nan	nan	0	10000	
Zm00001d045350-Zm00001d045351.fasta	2	678	315	183	183	183	2	1	1	1	0.580952	0.580952	nan	nan	nan	0	10000	
Zm00001d045351-Zm00001d045352.fasta	2	1173	330	200	200	200	2	1	1	1	0.606061	0.606061	nan	nan	nan	0	10000	
Zm00001d045352-Zm00001d045353.fasta	2	2208	1065	679	679	679	2	1	1	1	0.637559	0.637559	nan	nan	nan	0	10000	
Zm00001d045353-Zm00001d045354.fasta	2	2316	1536	1030	1030	1030	2	1	1	1	0.670573	0.670573	nan	nan	nan	0	10000	
Zm00001d045354-Zm00001d045355.fasta	2	1773	606	417	417	417	2	1	1	1	0.688119	0.688119	nan	nan	nan	0	10000	
Zm00001d045355-Zm00001d045356.fasta	2	789	480	327	327	327	2	1	1	1	0.68125	0.68125	nan	nan	nan	0	10000	
Zm00001d045356-Zm00001d045357.fasta	2	648	201	136	136	136	2	1	1	1	0.676617	0.676617	nan	nan	nan	0	10000	
Zm00001d045357-Zm00001d045358.fasta	2	1041	198	131	131	131	2	1	1	1	0.661616	0.661616	nan	nan	nan	0	10000	
Zm00001d045358-Zm00001d045359.fasta	2	1410	663	434	434	434	2	1	1	1	0.6546	0.6546	nan	nan	nan	0	10000	
Zm00001d045359-Zm00001d045360.fasta	2	1149	294	193	193	193	2	1	1	1	0.656463	0.656463	nan	nan	nan	0	10000	
Zm00001d045360-Zm00001d045361.fasta	2	399	339	153	153	153	2	1	1	1	0.451327	0.451327	nan	nan	nan	0	10000	
Zm00001d045361-Zm00001d045364.fasta	2	582	360	250	250	250	2	1	1	1	0.694444	0.694444	nan	nan	nan	0	10000	
Zm00001d045364-Zm00001d045365.fasta	2	927	486	315	315	315	2	1	1	1	0.648148	0.648148	nan	nan	nan	0	10000	
Zm00001d045365-Zm00001d045366.fasta	2	891	405	273	273	273	2	1	1	1	0.674074	0.674074	nan	nan	nan	0	10000	
Zm00001d045366-Zm00001d045367.fasta	2	618	381	256	256	256	2	1	1	1	0.671916	0.671916	nan	nan	nan	0	10000	
Zm00001d045367-Zm00001d045368.fasta	2	1158	507	317	317	317	2	1	1	1	0.625247	0.625247	nan	nan	nan	0	10000	
Zm00001d045368-Zm00001d045369.fasta	2	1152	396	233	233	233	2	1	1	1	0.588384	0.588384	nan	nan	nan	0	10000	
Zm00001d045369-Zm00001d045370.fasta	2	423	381	161	161	161	2	1	1	1	0.422572	0.422572	nan	nan	nan	0	10000	
Zm00001d045370-Zm00001d045371.fasta	2	501	216	136	136	136	2	1	1	1	0.62963	0.62963	nan	nan	nan	0	10000	
Zm00001d045371-Zm00001d045372.fasta	2	621	282	186	186	186	2	1	1	1	0.659574	0.659574	nan	nan	nan	0	10000	
Zm00001d045372-Zm00001d045373.fasta	2	1032	543	334	334	334	2	1	1	1	0.615101	0.615101	nan	nan	nan	0	10000	
Zm00001d045373-Zm00001d045374.fasta	2	1188	723	481	481	481	2	1	1	1	0.665284	0.665284	nan	nan	nan	0	10000	
Zm00001d045374-Zm00001d045375.fasta	2	975	681	445	445	445	2	1	1	1	0.653451	0.653451	nan	nan	nan	0	10000	
Zm00001d045375-Zm00001d045376.fasta	2	1071	675	458	458	458	2	1	1	1	0.678519	0.678519	nan	nan	nan	0	10000	
Zm00001d045376-Zm00001d045377.fasta	2	2151	861	555	555	555	2	1	1	1	0.644599	0.644599	nan	nan	nan	0	10000	
Zm00001d045377-Zm00001d045378.fasta	2	2367	1128	795	795	795	2	1	1	1	0.704787	0.704787	nan	nan	nan	0	10000	
Zm00001d045378-Zm00001d045379.fasta	2	2817	1380	935	935	935	2	1	1	1	0.677536	0.677536	nan	nan	nan	0	10000	
Zm00001d045379-Zm00001d045380.fasta	2	2736	507	349	349	349	2	1	1	1	0.688363	0.688363	nan	nan	nan	0	10000	
Zm00001d045380-Zm00001d045381.fasta	2	1110	468	290	290	290	2	1	1	1	0.619658	0.619658	nan	nan	nan	0	10000	
Zm00001d045381-Zm00001d045382.fasta	2	1470	762	511	511	511	2	1	1	1	0.670604	0.670604	nan	nan	nan	0	10000	
Zm00001d045382-Zm00001d045383.fasta	2	2385	1047	691	691	691	2	1	1	1	0.659981	0.659981	nan	nan	nan	0	10000	
Zm00001d045383-Zm00001d045384.fasta	2	2301	561	369	369	369	2	1	1	1	0.657754	0.657754	nan	nan	nan	0	10000	
Zm00001d045384-Zm00001d045385.fasta	2	606	174	120	120	120	2	1	1	1	0.689655	0.689655	nan	nan	nan	0	10000	
Zm00001d045385-Zm00001d045386.fasta	2	1236	165	102	102	102	2	1	1	1	0.618182	0.618182	nan	nan	nan	0	10000	
Zm00001d045386-Zm00001d045387.fasta	2	1611	921	592	592	592	2	1	1	1	0.64278	0.64278	nan	nan	nan	0	10000	
Zm00001d045387-Zm00001d045388.fasta	2	1677	981	656	656	656	2	1	1	1	0.668705	0.668705	nan	nan	nan	0	10000	
Zm00001d045388-Zm00001d045389.fasta	2	2172	1248	795	795	795	2	1	1	1	0.637019	0.637019	nan	nan	nan	0	10000	
Zm00001d045389-Zm00001d045390.fasta	2	2067	348	228	228	228	2	1	1	1	0.655172	0.655172	nan	nan	nan	0	10000	
Zm00001d045390-Zm00001d045391.fasta	2	348	348	19	19	19	2	1	1	1	0.0545977	0.0545977	nan	nan	nan	0	10000	
Zm00001d045391-Zm00001d045392.fasta	2	351	348	24	24	24	2	1	1	1	0.0689655	0.0689655	nan	nan	nan	0	10000	
Zm00001d045392-Zm00001d045393.fasta	2	663	249	158	158	158	2	1	1	1	0.634538	0.634538	nan	nan	nan	0	10000	
Zm00001d045393-Zm00001d045394.fasta	2	1194	561	384	384	384	2	1	1	1	0.684492	0.684492	nan	nan	nan	0	10000	
Zm00001d045394-Zm00001d045395.fasta	2	1752	909	565	565	565	2	1	1	1	0.621562	0.621562	nan	nan	nan	0	10000	
Zm00001d045395-Zm00001d045396.fasta	2	1482	180	89	89	89	2	1	1	1	0.494444	0.494444	nan	nan	nan	0	10000	
Zm00001d045396-Zm00001d045397.fasta	2	2274	195	93	93	93	2	1	1	1	0.476923	0.476923	nan	nan	nan	0	10000	
Zm00001d045397-Zm00001d045398.fasta	2	2349	807	513	513	513	2	1	1	1	0.635688	0.635688	nan	nan	nan	0	10000	
Zm00001d045398-Zm00001d045399.fasta	2	903	558	372	372	372	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d045399-Zm00001d045400.fasta	2	873	525	343	343	343	2	1	1	1	0.653333	0.653333	nan	nan	nan	0	10000	
Zm00001d045400-Zm00001d045401.fasta	2	1188	579	373	373	373	2	1	1	1	0.644214	0.644214	nan	nan	nan	0	10000	
Zm00001d045401-Zm00001d045402.fasta	2	2175	921	615	615	615	2	1	1	1	0.667752	0.667752	nan	nan	nan	0	10000	
Zm00001d045402-Zm00001d045403.fasta	2	2160	732	479	479	479	2	1	1	1	0.654372	0.654372	nan	nan	nan	0	10000	
