#compute -i *.fasta 
#Sat Jun 24 21:37:00 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d039569-Zm00001d039572.fasta	2	615	516	60	60	60	2	1	1	1	0.116279	0.116279	nan	nan	nan	0	10000	
Zm00001d039569-Zm00001d039573.fasta	2	615	507	58	58	58	2	1	1	1	0.114398	0.114398	nan	nan	nan	0	10000	
Zm00001d039569-Zm00001d039574.fasta	2	615	528	58	58	58	2	1	1	1	0.109848	0.109848	nan	nan	nan	0	10000	
Zm00001d039571-Zm00001d039572.fasta	2	615	516	60	60	60	2	1	1	1	0.116279	0.116279	nan	nan	nan	0	10000	
Zm00001d039571-Zm00001d039573.fasta	2	615	507	58	58	58	2	1	1	1	0.114398	0.114398	nan	nan	nan	0	10000	
Zm00001d039571-Zm00001d039574.fasta	2	615	528	58	58	58	2	1	1	1	0.109848	0.109848	nan	nan	nan	0	10000	
Zm00001d039572-Zm00001d039573.fasta	2	555	546	13	13	13	2	1	1	1	0.0238095	0.0238095	nan	nan	nan	0	10000	
Zm00001d039574-Zm00001d039572.fasta	2	582	540	45	45	45	2	1	1	1	0.0833333	0.0833333	nan	nan	nan	0	10000	
Zm00001d039574-Zm00001d039573.fasta	2	573	540	44	44	44	2	1	1	1	0.0814815	0.0814815	nan	nan	nan	0	10000	
Zm00001d039602-Zm00001d039604.fasta	0	5040	4506	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d039628-Zm00001d039629.fasta	2	786	312	204	204	204	2	1	1	1	0.653846	0.653846	nan	nan	nan	0	10000	
Zm00001d039633-Zm00001d039631.fasta	2	4584	1230	692	692	692	2	1	1	1	0.562602	0.562602	nan	nan	nan	0	10000	
Zm00001d039642-Zm00001d039643.fasta	2	1647	1452	655	655	655	2	1	1	1	0.451102	0.451102	nan	nan	nan	0	10000	
Zm00001d039642-Zm00001d039644.fasta	2	1521	801	408	408	408	2	1	1	1	0.509363	0.509363	nan	nan	nan	0	10000	
Zm00001d039643-Zm00001d039644.fasta	2	1578	801	126	126	126	2	1	1	1	0.157303	0.157303	nan	nan	nan	0	10000	
Zm00001d039664-Zm00001d039663.fasta	2	2817	588	299	299	299	2	1	1	1	0.508503	0.508503	nan	nan	nan	0	10000	
Zm00001d039680-Zm00001d039679.fasta	0	1743	1560	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d039711-Zm00001d039712.fasta	2	1878	1098	520	520	520	2	1	1	1	0.473588	0.473588	nan	nan	nan	0	10000	
Zm00001d039731-Zm00001d039729.fasta	2	2322	1581	32	32	32	2	1	1	1	0.0202404	0.0202404	nan	nan	nan	0	10000	
Zm00001d039749-Zm00001d039754.fasta	2	4722	3060	1322	1322	1322	2	1	1	1	0.432026	0.432026	nan	nan	nan	0	10000	
Zm00001d039758-Zm00001d039762.fasta	2	5211	624	379	379	379	2	1	1	1	0.607372	0.607372	nan	nan	nan	0	10000	
Zm00001d039795-Zm00001d039799.fasta	2	1020	777	14	14	14	2	1	1	1	0.018018	0.018018	nan	nan	nan	0	10000	
Zm00001d039802-Zm00001d039796.fasta	2	777	720	165	165	165	2	1	1	1	0.229167	0.229167	nan	nan	nan	0	10000	
Zm00001d039802-Zm00001d039803.fasta	2	780	726	169	169	169	2	1	1	1	0.232782	0.232782	nan	nan	nan	0	10000	
Zm00001d039802-Zm00001d039818.fasta	2	768	723	143	143	143	2	1	1	1	0.197787	0.197787	nan	nan	nan	0	10000	
Zm00001d039803-Zm00001d039796.fasta	2	777	732	207	207	207	2	1	1	1	0.282787	0.282787	nan	nan	nan	0	10000	
Zm00001d039803-Zm00001d039818.fasta	2	786	717	187	187	187	2	1	1	1	0.260809	0.260809	nan	nan	nan	0	10000	
Zm00001d039805-Zm00001d039796.fasta	2	795	714	183	183	183	2	1	1	1	0.256303	0.256303	nan	nan	nan	0	10000	
Zm00001d039805-Zm00001d039802.fasta	2	765	741	132	132	132	2	1	1	1	0.178138	0.178138	nan	nan	nan	0	10000	
Zm00001d039805-Zm00001d039803.fasta	2	786	732	176	176	176	2	1	1	1	0.240437	0.240437	nan	nan	nan	0	10000	
Zm00001d039805-Zm00001d039817.fasta	2	807	714	209	209	209	2	1	1	1	0.292717	0.292717	nan	nan	nan	0	10000	
Zm00001d039805-Zm00001d039818.fasta	2	780	723	132	132	132	2	1	1	1	0.182573	0.182573	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039796.fasta	2	894	660	161	161	161	2	1	1	1	0.243939	0.243939	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039802.fasta	2	888	663	128	128	128	2	1	1	1	0.193062	0.193062	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039803.fasta	2	906	657	167	167	167	2	1	1	1	0.254186	0.254186	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039805.fasta	2	900	663	132	132	132	2	1	1	1	0.199095	0.199095	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039817.fasta	2	918	648	211	211	211	2	1	1	1	0.325617	0.325617	nan	nan	nan	0	10000	
Zm00001d039807-Zm00001d039818.fasta	2	882	666	120	120	120	2	1	1	1	0.18018	0.18018	nan	nan	nan	0	10000	
Zm00001d039808-Zm00001d039810.fasta	2	3177	531	261	261	261	2	1	1	1	0.491525	0.491525	nan	nan	nan	0	10000	
Zm00001d039816-Zm00001d039808.fasta	2	4428	258	102	102	102	2	1	1	1	0.395349	0.395349	nan	nan	nan	0	10000	
Zm00001d039816-Zm00001d039810.fasta	2	1527	537	345	345	345	2	1	1	1	0.642458	0.642458	nan	nan	nan	0	10000	
Zm00001d039817-Zm00001d039796.fasta	2	801	711	257	257	257	2	1	1	1	0.361463	0.361463	nan	nan	nan	0	10000	
Zm00001d039817-Zm00001d039802.fasta	2	795	714	214	214	214	2	1	1	1	0.29972	0.29972	nan	nan	nan	0	10000	
Zm00001d039817-Zm00001d039803.fasta	2	807	714	228	228	228	2	1	1	1	0.319328	0.319328	nan	nan	nan	0	10000	
Zm00001d039817-Zm00001d039818.fasta	2	798	708	207	207	207	2	1	1	1	0.292373	0.292373	nan	nan	nan	0	10000	
Zm00001d039818-Zm00001d039796.fasta	2	783	711	178	178	178	2	1	1	1	0.250352	0.250352	nan	nan	nan	0	10000	
Zm00001d039824-Zm00001d039822.fasta	2	3186	3045	857	857	857	2	1	1	1	0.281445	0.281445	nan	nan	nan	0	10000	
Zm00001d039833-Zm00001d039837.fasta	2	1344	1284	140	140	140	2	1	1	1	0.109034	0.109034	nan	nan	nan	0	10000	
Zm00001d039833-Zm00001d039840.fasta	2	1350	1308	114	114	114	2	1	1	1	0.087156	0.087156	nan	nan	nan	0	10000	
Zm00001d039837-Zm00001d039840.fasta	2	1314	1284	133	133	133	2	1	1	1	0.103583	0.103583	nan	nan	nan	0	10000	
Zm00001d039882-Zm00001d039883.fasta	2	819	501	266	266	266	2	1	1	1	0.530938	0.530938	nan	nan	nan	0	10000	
Zm00001d039898-Zm00001d039895.fasta	2	1602	1545	334	334	334	2	1	1	1	0.216181	0.216181	nan	nan	nan	0	10000	
Zm00001d039901-Zm00001d039902.fasta	2	2007	672	455	455	455	2	1	1	1	0.677083	0.677083	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039921.fasta	2	2049	1047	476	476	476	2	1	1	1	0.454632	0.454632	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039922.fasta	2	2046	573	271	271	271	2	1	1	1	0.472949	0.472949	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039924.fasta	2	2133	768	355	355	355	2	1	1	1	0.46224	0.46224	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039925.fasta	2	2088	651	337	337	337	2	1	1	1	0.517665	0.517665	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039927.fasta	2	2112	798	423	423	423	2	1	1	1	0.530075	0.530075	nan	nan	nan	0	10000	
Zm00001d039920-Zm00001d039930.fasta	2	2085	585	308	308	308	2	1	1	1	0.526496	0.526496	nan	nan	nan	0	10000	
Zm00001d039921-Zm00001d039922.fasta	2	1089	540	373	373	373	2	1	1	1	0.690741	0.690741	nan	nan	nan	0	10000	
Zm00001d039921-Zm00001d039924.fasta	2	1446	465	321	321	321	2	1	1	1	0.690323	0.690323	nan	nan	nan	0	10000	
Zm00001d039921-Zm00001d039925.fasta	2	1074	675	478	478	478	2	1	1	1	0.708148	0.708148	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039920.fasta	2	2046	1026	440	440	440	2	1	1	1	0.42885	0.42885	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039921.fasta	2	1107	975	175	175	175	2	1	1	1	0.179487	0.179487	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039922.fasta	2	1317	288	190	190	190	2	1	1	1	0.659722	0.659722	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039924.fasta	2	1512	375	269	269	269	2	1	1	1	0.717333	0.717333	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039925.fasta	2	1125	600	388	388	388	2	1	1	1	0.646667	0.646667	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039926.fasta	2	2052	1011	624	624	624	2	1	1	1	0.617211	0.617211	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039927.fasta	2	1254	642	440	440	440	2	1	1	1	0.685358	0.685358	nan	nan	nan	0	10000	
Zm00001d039923-Zm00001d039930.fasta	2	1125	531	340	340	340	2	1	1	1	0.640301	0.640301	nan	nan	nan	0	10000	
Zm00001d039924-Zm00001d039922.fasta	2	870	564	308	308	308	2	1	1	1	0.546099	0.546099	nan	nan	nan	0	10000	
Zm00001d039924-Zm00001d039925.fasta	2	906	648	354	354	354	2	1	1	1	0.546296	0.546296	nan	nan	nan	0	10000	
Zm00001d039925-Zm00001d039922.fasta	2	762	510	282	282	282	2	1	1	1	0.552941	0.552941	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039920.fasta	2	2175	1902	919	919	919	2	1	1	1	0.483176	0.483176	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039921.fasta	2	2085	1002	614	614	614	2	1	1	1	0.612774	0.612774	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039922.fasta	2	2037	573	289	289	289	2	1	1	1	0.504363	0.504363	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039924.fasta	2	2130	762	393	393	393	2	1	1	1	0.515748	0.515748	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039925.fasta	2	2079	651	326	326	326	2	1	1	1	0.500768	0.500768	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039927.fasta	2	2142	759	401	401	401	2	1	1	1	0.528327	0.528327	nan	nan	nan	0	10000	
Zm00001d039926-Zm00001d039930.fasta	2	2082	579	296	296	296	2	1	1	1	0.511226	0.511226	nan	nan	nan	0	10000	
Zm00001d039927-Zm00001d039921.fasta	2	1311	609	416	416	416	2	1	1	1	0.683087	0.683087	nan	nan	nan	0	10000	
Zm00001d039927-Zm00001d039922.fasta	2	867	576	336	336	336	2	1	1	1	0.583333	0.583333	nan	nan	nan	0	10000	
Zm00001d039927-Zm00001d039924.fasta	2	966	759	430	430	430	2	1	1	1	0.566535	0.566535	nan	nan	nan	0	10000	
Zm00001d039927-Zm00001d039925.fasta	2	900	663	395	395	395	2	1	1	1	0.595777	0.595777	nan	nan	nan	0	10000	
Zm00001d039927-Zm00001d039930.fasta	2	900	594	345	345	345	2	1	1	1	0.580808	0.580808	nan	nan	nan	0	10000	
Zm00001d039930-Zm00001d039921.fasta	2	1194	486	340	340	340	2	1	1	1	0.699588	0.699588	nan	nan	nan	0	10000	
Zm00001d039930-Zm00001d039922.fasta	2	687	516	289	289	289	2	1	1	1	0.560078	0.560078	nan	nan	nan	0	10000	
Zm00001d039930-Zm00001d039924.fasta	2	903	582	323	323	323	2	1	1	1	0.554983	0.554983	nan	nan	nan	0	10000	
Zm00001d039930-Zm00001d039925.fasta	2	702	621	65	65	65	2	1	1	1	0.10467	0.10467	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039920.fasta	2	2922	1683	931	931	931	2	1	1	1	0.553179	0.553179	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039921.fasta	2	2583	1032	601	601	601	2	1	1	1	0.582364	0.582364	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039922.fasta	2	2595	543	258	258	258	2	1	1	1	0.475138	0.475138	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039923.fasta	2	2592	999	572	572	572	2	1	1	1	0.572573	0.572573	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039924.fasta	2	2613	807	439	439	439	2	1	1	1	0.54399	0.54399	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039925.fasta	2	2571	687	262	262	262	2	1	1	1	0.381368	0.381368	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039926.fasta	2	2628	1968	835	835	835	2	1	1	1	0.424289	0.424289	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039927.fasta	2	2619	810	499	499	499	2	1	1	1	0.616049	0.616049	nan	nan	nan	0	10000	
Zm00001d039931-Zm00001d039930.fasta	2	2571	618	242	242	242	2	1	1	1	0.391586	0.391586	nan	nan	nan	0	10000	
Zm00001d039933-Zm00001d039936.fasta	2	465	459	58	58	58	2	1	1	1	0.126362	0.126362	nan	nan	nan	0	10000	
Zm00001d039933-Zm00001d039942.fasta	2	477	438	127	127	127	2	1	1	1	0.289954	0.289954	nan	nan	nan	0	10000	
Zm00001d039935-Zm00001d039933.fasta	2	525	363	256	256	256	2	1	1	1	0.705234	0.705234	nan	nan	nan	0	10000	
Zm00001d039935-Zm00001d039936.fasta	2	519	363	238	238	238	2	1	1	1	0.655647	0.655647	nan	nan	nan	0	10000	
Zm00001d039935-Zm00001d039942.fasta	2	570	303	195	195	195	2	1	1	1	0.643564	0.643564	nan	nan	nan	0	10000	
Zm00001d039936-Zm00001d039942.fasta	2	471	438	115	115	115	2	1	1	1	0.262557	0.262557	nan	nan	nan	0	10000	
Zm00001d039941-Zm00001d039933.fasta	2	519	447	166	166	166	2	1	1	1	0.371365	0.371365	nan	nan	nan	0	10000	
Zm00001d039941-Zm00001d039935.fasta	2	537	387	249	249	249	2	1	1	1	0.643411	0.643411	nan	nan	nan	0	10000	
Zm00001d039941-Zm00001d039936.fasta	2	510	450	185	185	185	2	1	1	1	0.411111	0.411111	nan	nan	nan	0	10000	
Zm00001d039941-Zm00001d039942.fasta	2	519	432	166	166	166	2	1	1	1	0.384259	0.384259	nan	nan	nan	0	10000	
Zm00001d039947-Zm00001d039951.fasta	2	1431	894	173	173	173	2	1	1	1	0.193512	0.193512	nan	nan	nan	0	10000	
Zm00001d039947-Zm00001d039952.fasta	2	1416	1293	75	75	75	2	1	1	1	0.0580046	0.0580046	nan	nan	nan	0	10000	
Zm00001d039947-Zm00001d039956.fasta	2	1410	1296	76	76	76	2	1	1	1	0.058642	0.058642	nan	nan	nan	0	10000	
Zm00001d039952-Zm00001d039951.fasta	2	1350	882	188	188	188	2	1	1	1	0.213152	0.213152	nan	nan	nan	0	10000	
Zm00001d039952-Zm00001d039956.fasta	2	1326	1287	108	108	108	2	1	1	1	0.0839161	0.0839161	nan	nan	nan	0	10000	
Zm00001d039956-Zm00001d039951.fasta	2	1326	903	145	145	145	2	1	1	1	0.160576	0.160576	nan	nan	nan	0	10000	
Zm00001d039958-Zm00001d039946.fasta	2	1257	801	193	193	193	2	1	1	1	0.240949	0.240949	nan	nan	nan	0	10000	
Zm00001d039969-Zm00001d039970.fasta	2	1245	1077	234	234	234	2	1	1	1	0.21727	0.21727	nan	nan	nan	0	10000	
Zm00001d040028-Zm00001d040027.fasta	2	276	264	12	12	12	2	1	1	1	0.0454545	0.0454545	nan	nan	nan	0	10000	
Zm00001d040029-Zm00001d040027.fasta	2	276	264	13	13	13	2	1	1	1	0.0492424	0.0492424	nan	nan	nan	0	10000	
Zm00001d040029-Zm00001d040028.fasta	2	270	270	3	3	3	2	1	1	1	0.0111111	0.0111111	nan	nan	nan	0	10000	
Zm00001d040034-Zm00001d040035.fasta	2	1857	1740	564	564	564	2	1	1	1	0.324138	0.324138	nan	nan	nan	0	10000	
Zm00001d040043-Zm00001d040044.fasta	2	660	378	246	246	246	2	1	1	1	0.650794	0.650794	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040060.fasta	2	2067	1380	579	579	579	2	1	1	1	0.419565	0.419565	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040064.fasta	2	2103	972	359	359	359	2	1	1	1	0.369342	0.369342	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040066.fasta	2	2064	1506	628	628	628	2	1	1	1	0.416999	0.416999	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040067.fasta	2	2070	1575	713	713	713	2	1	1	1	0.452698	0.452698	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040071.fasta	2	2136	1626	727	727	727	2	1	1	1	0.447109	0.447109	nan	nan	nan	0	10000	
Zm00001d040059-Zm00001d040075.fasta	2	2103	1821	840	840	840	2	1	1	1	0.461285	0.461285	nan	nan	nan	0	10000	
Zm00001d040060-Zm00001d040064.fasta	2	1440	984	224	224	224	2	1	1	1	0.227642	0.227642	nan	nan	nan	0	10000	
Zm00001d040066-Zm00001d040060.fasta	2	1530	1389	400	400	400	2	1	1	1	0.287977	0.287977	nan	nan	nan	0	10000	
Zm00001d040066-Zm00001d040064.fasta	2	1560	987	226	226	226	2	1	1	1	0.228977	0.228977	nan	nan	nan	0	10000	
Zm00001d040066-Zm00001d040067.fasta	2	1614	1503	562	562	562	2	1	1	1	0.373919	0.373919	nan	nan	nan	0	10000	
Zm00001d040067-Zm00001d040060.fasta	2	1611	1383	527	527	527	2	1	1	1	0.381056	0.381056	nan	nan	nan	0	10000	
Zm00001d040067-Zm00001d040064.fasta	2	1629	993	319	319	319	2	1	1	1	0.321249	0.321249	nan	nan	nan	0	10000	
Zm00001d040071-Zm00001d040060.fasta	2	1725	1386	603	603	603	2	1	1	1	0.435065	0.435065	nan	nan	nan	0	10000	
Zm00001d040071-Zm00001d040064.fasta	2	1725	1014	411	411	411	2	1	1	1	0.405325	0.405325	nan	nan	nan	0	10000	
Zm00001d040071-Zm00001d040066.fasta	2	1725	1509	666	666	666	2	1	1	1	0.441352	0.441352	nan	nan	nan	0	10000	
Zm00001d040071-Zm00001d040067.fasta	2	1743	1566	704	704	704	2	1	1	1	0.449553	0.449553	nan	nan	nan	0	10000	
Zm00001d040075-Zm00001d040060.fasta	2	1890	1383	616	616	616	2	1	1	1	0.445409	0.445409	nan	nan	nan	0	10000	
Zm00001d040075-Zm00001d040064.fasta	2	1911	990	388	388	388	2	1	1	1	0.391919	0.391919	nan	nan	nan	0	10000	
Zm00001d040075-Zm00001d040066.fasta	2	1887	1509	654	654	654	2	1	1	1	0.4334	0.4334	nan	nan	nan	0	10000	
Zm00001d040075-Zm00001d040067.fasta	2	1902	1569	696	696	696	2	1	1	1	0.443595	0.443595	nan	nan	nan	0	10000	
Zm00001d040075-Zm00001d040071.fasta	2	1914	1674	561	561	561	2	1	1	1	0.335125	0.335125	nan	nan	nan	0	10000	
Zm00001d040090-Zm00001d040091.fasta	2	2412	786	80	80	80	2	1	1	1	0.101781	0.101781	nan	nan	nan	0	10000	
Zm00001d040127-Zm00001d040128.fasta	2	2160	750	491	491	491	2	1	1	1	0.654667	0.654667	nan	nan	nan	0	10000	
Zm00001d040152-Zm00001d040148.fasta	2	759	531	204	204	204	2	1	1	1	0.384181	0.384181	nan	nan	nan	0	10000	
Zm00001d040161-Zm00001d040162.fasta	2	3303	1398	36	36	36	2	1	1	1	0.0257511	0.0257511	nan	nan	nan	0	10000	
Zm00001d040210-Zm00001d040211.fasta	2	216	210	57	57	57	2	1	1	1	0.271429	0.271429	nan	nan	nan	0	10000	
Zm00001d040210-Zm00001d040212.fasta	2	216	210	42	42	42	2	1	1	1	0.2	0.2	nan	nan	nan	0	10000	
Zm00001d040211-Zm00001d040212.fasta	2	213	213	59	59	59	2	1	1	1	0.276995	0.276995	nan	nan	nan	0	10000	
Zm00001d040232-Zm00001d040231.fasta	2	909	339	227	227	227	2	1	1	1	0.669617	0.669617	nan	nan	nan	0	10000	
Zm00001d040249-Zm00001d040247.fasta	2	870	750	187	187	187	2	1	1	1	0.249333	0.249333	nan	nan	nan	0	10000	
Zm00001d040252-Zm00001d040253.fasta	2	696	498	116	116	116	2	1	1	1	0.232932	0.232932	nan	nan	nan	0	10000	
Zm00001d040302-Zm00001d040301.fasta	2	1434	1338	430	430	430	2	1	1	1	0.321375	0.321375	nan	nan	nan	0	10000	
Zm00001d040366-Zm00001d040365.fasta	2	1170	558	363	363	363	2	1	1	1	0.650538	0.650538	nan	nan	nan	0	10000	
Zm00001d040387-Zm00001d040386.fasta	2	1167	660	421	421	421	2	1	1	1	0.637879	0.637879	nan	nan	nan	0	10000	
Zm00001d040420-Zm00001d040414.fasta	2	711	105	10	10	10	2	1	1	1	0.0952381	0.0952381	nan	nan	nan	0	10000	
Zm00001d040423-Zm00001d040426.fasta	2	957	777	251	251	251	2	1	1	1	0.323037	0.323037	nan	nan	nan	0	10000	
Zm00001d040423-Zm00001d040428.fasta	2	912	837	388	388	388	2	1	1	1	0.46356	0.46356	nan	nan	nan	0	10000	
Zm00001d040428-Zm00001d040426.fasta	2	930	759	389	389	389	2	1	1	1	0.512516	0.512516	nan	nan	nan	0	10000	
Zm00001d040448-Zm00001d040449.fasta	2	1473	606	386	386	386	2	1	1	1	0.636964	0.636964	nan	nan	nan	0	10000	
Zm00001d040460-Zm00001d040461.fasta	2	924	678	404	404	404	2	1	1	1	0.59587	0.59587	nan	nan	nan	0	10000	
Zm00001d040479-Zm00001d040483.fasta	2	1197	894	28	28	28	2	1	1	1	0.0313199	0.0313199	nan	nan	nan	0	10000	
Zm00001d040479-Zm00001d040497.fasta	2	1197	1191	40	40	40	2	1	1	1	0.0335852	0.0335852	nan	nan	nan	0	10000	
Zm00001d040481-Zm00001d040501.fasta	2	444	441	8	8	8	2	1	1	1	0.0181406	0.0181406	nan	nan	nan	0	10000	
Zm00001d040493-Zm00001d040481.fasta	2	549	438	54	54	54	2	1	1	1	0.123288	0.123288	nan	nan	nan	0	10000	
Zm00001d040493-Zm00001d040501.fasta	2	549	441	60	60	60	2	1	1	1	0.136054	0.136054	nan	nan	nan	0	10000	
Zm00001d040497-Zm00001d040483.fasta	2	1191	894	30	30	30	2	1	1	1	0.033557	0.033557	nan	nan	nan	0	10000	
Zm00001d040509-Zm00001d040508.fasta	2	669	252	170	170	170	2	1	1	1	0.674603	0.674603	nan	nan	nan	0	10000	
Zm00001d040539-Zm00001d040540.fasta	2	636	336	225	225	225	2	1	1	1	0.669643	0.669643	nan	nan	nan	0	10000	
Zm00001d040548-Zm00001d040549.fasta	2	270	177	33	33	33	2	1	1	1	0.186441	0.186441	nan	nan	nan	0	10000	
Zm00001d040578-Zm00001d040579.fasta	2	1041	930	439	439	439	2	1	1	1	0.472043	0.472043	nan	nan	nan	0	10000	
Zm00001d040581-Zm00001d040578.fasta	2	1071	978	446	446	446	2	1	1	1	0.456033	0.456033	nan	nan	nan	0	10000	
Zm00001d040581-Zm00001d040579.fasta	2	1077	939	480	480	480	2	1	1	1	0.511182	0.511182	nan	nan	nan	0	10000	
Zm00001d040583-Zm00001d040582.fasta	2	1098	591	386	386	386	2	1	1	1	0.65313	0.65313	nan	nan	nan	0	10000	
Zm00001d040609-Zm00001d040608.fasta	2	810	807	32	32	32	2	1	1	1	0.039653	0.039653	nan	nan	nan	0	10000	
Zm00001d040625-Zm00001d040623.fasta	2	1197	384	233	233	233	2	1	1	1	0.606771	0.606771	nan	nan	nan	0	10000	
Zm00001d040639-Zm00001d040638.fasta	2	780	573	290	290	290	2	1	1	1	0.506108	0.506108	nan	nan	nan	0	10000	
Zm00001d040650-Zm00001d040649.fasta	2	1734	1614	628	628	628	2	1	1	1	0.389095	0.389095	nan	nan	nan	0	10000	
Zm00001d040659-Zm00001d040660.fasta	2	309	276	78	78	78	2	1	1	1	0.282609	0.282609	nan	nan	nan	0	10000	
Zm00001d040692-Zm00001d040694.fasta	2	2793	2055	916	916	916	2	1	1	1	0.445742	0.445742	nan	nan	nan	0	10000	
Zm00001d040700-Zm00001d040701.fasta	2	1338	234	144	144	144	2	1	1	1	0.615385	0.615385	nan	nan	nan	0	10000	
Zm00001d040702-Zm00001d040705.fasta	2	1125	1086	312	312	312	2	1	1	1	0.287293	0.287293	nan	nan	nan	0	10000	
Zm00001d040706-Zm00001d040708.fasta	2	534	159	97	97	97	2	1	1	1	0.610063	0.610063	nan	nan	nan	0	10000	
Zm00001d040712-Zm00001d040711.fasta	2	4542	423	278	278	278	2	1	1	1	0.65721	0.65721	nan	nan	nan	0	10000	
Zm00001d040730-Zm00001d040733.fasta	2	1272	1140	402	402	402	2	1	1	1	0.352632	0.352632	nan	nan	nan	0	10000	
Zm00001d040731-Zm00001d040730.fasta	2	1263	1143	409	409	409	2	1	1	1	0.35783	0.35783	nan	nan	nan	0	10000	
Zm00001d040731-Zm00001d040733.fasta	2	1152	1146	423	423	423	2	1	1	1	0.36911	0.36911	nan	nan	nan	0	10000	
Zm00001d040757-Zm00001d040759.fasta	0	558	75	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d040773-Zm00001d040772.fasta	2	450	435	120	120	120	2	1	1	1	0.275862	0.275862	nan	nan	nan	0	10000	
Zm00001d040785-Zm00001d040787.fasta	2	309	309	10	10	10	2	1	1	1	0.0323625	0.0323625	nan	nan	nan	0	10000	
Zm00001d040786-Zm00001d040785.fasta	2	333	297	95	95	95	2	1	1	1	0.319865	0.319865	nan	nan	nan	0	10000	
Zm00001d040786-Zm00001d040787.fasta	2	333	297	96	96	96	2	1	1	1	0.323232	0.323232	nan	nan	nan	0	10000	
Zm00001d040818-Zm00001d040820.fasta	2	2409	1884	867	867	867	2	1	1	1	0.460191	0.460191	nan	nan	nan	0	10000	
Zm00001d040836-Zm00001d040837.fasta	2	312	312	50	50	50	2	1	1	1	0.160256	0.160256	nan	nan	nan	0	10000	
Zm00001d040847-Zm00001d040844.fasta	2	1173	1161	25	25	25	2	1	1	1	0.0215332	0.0215332	nan	nan	nan	0	10000	
Zm00001d040855-Zm00001d040857.fasta	2	738	297	192	192	192	2	1	1	1	0.646465	0.646465	nan	nan	nan	0	10000	
Zm00001d040874-Zm00001d040875.fasta	2	528	315	208	208	208	2	1	1	1	0.660317	0.660317	nan	nan	nan	0	10000	
Zm00001d040911-Zm00001d040912.fasta	2	801	663	34	34	34	2	1	1	1	0.0512821	0.0512821	nan	nan	nan	0	10000	
Zm00001d040933-Zm00001d040934.fasta	2	573	279	177	177	177	2	1	1	1	0.634409	0.634409	nan	nan	nan	0	10000	
Zm00001d040954-Zm00001d040953.fasta	2	615	300	207	207	207	2	1	1	1	0.69	0.69	nan	nan	nan	0	10000	
Zm00001d040988-Zm00001d040986.fasta	2	2868	813	564	564	564	2	1	1	1	0.693727	0.693727	nan	nan	nan	0	10000	
Zm00001d041076-Zm00001d041079.fasta	2	1107	348	246	246	246	2	1	1	1	0.706897	0.706897	nan	nan	nan	0	10000	
Zm00001d041077-Zm00001d041076.fasta	2	867	465	315	315	315	2	1	1	1	0.677419	0.677419	nan	nan	nan	0	10000	
Zm00001d041077-Zm00001d041079.fasta	2	858	501	342	342	342	2	1	1	1	0.682635	0.682635	nan	nan	nan	0	10000	
