Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_2794	Zm00008a028069,Zm00008a028070
Cluster_2796	Zm00008a028074,Zm00008a028075
Cluster_2800	Zm00008a028088,Zm00008a028089
Cluster_2801	Zm00008a028096,Zm00008a028094
Cluster_2802	Zm00008a028102,Zm00008a028103
Cluster_2805	Zm00008a028117,Zm00008a028118
Cluster_2806	Zm00008a028125,Zm00008a028124
Cluster_2807	Zm00008a028132,Zm00008a028134
Cluster_2810	Zm00008a028151,Zm00008a028152
Cluster_2811	Zm00008a028155,Zm00008a028156
Cluster_2812	Zm00008a028175,Zm00008a028176
Cluster_2815	Zm00008a028204,Zm00008a028205
Cluster_2823	Zm00008a028297,Zm00008a028296
Cluster_2825	Zm00008a028304,Zm00008a028305
Cluster_2827	Zm00008a028341,Zm00008a028334
Cluster_2830	Zm00008a026980,Zm00008a026981
Cluster_2831	Zm00008a028370,Zm00008a028376
Cluster_2832	Zm00008a028374,Zm00008a028375
Cluster_2833	Zm00008a028377,Zm00008a028378
Cluster_2834	Zm00008a028380,Zm00008a028379
Cluster_2838	Zm00008a028411,Zm00008a028410
Cluster_2839	Zm00008a028418,Zm00008a028419
Cluster_2841	Zm00008a028443,Zm00008a028435
Cluster_2843	Zm00008a026999,Zm00008a026998
Cluster_2844	Zm00008a028452,Zm00008a028451
Cluster_2845	Zm00008a028472,Zm00008a028459
Cluster_2847	Zm00008a028492,Zm00008a028493
Cluster_2848	Zm00008a028509,Zm00008a028508
Cluster_2850	Zm00008a028521,Zm00008a028520
Cluster_2851	Zm00008a028534,Zm00008a028536
Cluster_2852	Zm00008a028538,Zm00008a028537
Cluster_2855	Zm00008a028576,Zm00008a028577
Cluster_2856	Zm00008a028582,Zm00008a028583
Cluster_2858	Zm00008a028610,Zm00008a028611
Cluster_2860	Zm00008a028626,Zm00008a028622
Cluster_2862	Zm00008a028663,Zm00008a028664
Cluster_2863	Zm00008a028668,Zm00008a028661
Cluster_2864	Zm00008a028691,Zm00008a028692
Cluster_2865	Zm00008a028694,Zm00008a028693
Cluster_2866	Zm00008a028718,Zm00008a028719
Cluster_2867	Zm00008a028720,Zm00008a028721
Cluster_2870	Zm00008a028771,Zm00008a028772
Cluster_2873	Zm00008a028783,Zm00008a028781
Cluster_2874	Zm00008a028793,Zm00008a028792
Cluster_2875	Zm00008a028795,Zm00008a028794
Cluster_2879	Zm00008a028822,Zm00008a028823
Cluster_2880	Zm00008a028825,Zm00008a028826
Cluster_2881	Zm00008a028844,Zm00008a028843
Cluster_2882	Zm00008a028845,Zm00008a028846
Cluster_2883	Zm00008a028849,Zm00008a028848
Cluster_2884	Zm00008a028854,Zm00008a028855
Cluster_2887	Zm00008a028886,Zm00008a028885
Cluster_2889	Zm00008a028909,Zm00008a028908
Cluster_2891	Zm00008a028936,Zm00008a028935
Cluster_2892	Zm00008a028947,Zm00008a028948
Cluster_2893	Zm00008a028957,Zm00008a028956
Cluster_2895	Zm00008a028966,Zm00008a028965
Cluster_2896	Zm00008a028970,Zm00008a028971
Cluster_2897	Zm00008a028986,Zm00008a028987
Cluster_2898	Zm00008a028990,Zm00008a028989
Cluster_2902	Zm00008a029029,Zm00008a029030
Cluster_2904	Zm00008a029038,Zm00008a029037
Cluster_2906	Zm00008a029054,Zm00008a029057
Cluster_2911	Zm00008a029081,Zm00008a029092
Cluster_2912	Zm00008a029089,Zm00008a029090
Cluster_2913	Zm00008a029113,Zm00008a029114
Cluster_2915	Zm00008a029154,Zm00008a029155
Cluster_2916	Zm00008a029163,Zm00008a029164
Cluster_2918	Zm00008a029181,Zm00008a029182
Cluster_2920	Zm00008a027045,Zm00008a027049
Cluster_2922	Zm00008a029224,Zm00008a029223
Cluster_2923	Zm00008a029230,Zm00008a029229
Cluster_2926	Zm00008a029282,Zm00008a029283
Cluster_2927	Zm00008a029301,Zm00008a029300
Cluster_2928	Zm00008a029306,Zm00008a029307
Cluster_2931	Zm00008a029353,Zm00008a029354
Cluster_2932	Zm00008a029367,Zm00008a029368
Cluster_2935	Zm00008a029402,Zm00008a029401
Cluster_2937	Zm00008a029424,Zm00008a029425
Cluster_2938	Zm00008a029463,Zm00008a029462
Cluster_2940	Zm00008a029481,Zm00008a029482
Cluster_2941	Zm00008a029497,Zm00008a029496
Cluster_2944	Zm00008a029537,Zm00008a029538
Cluster_2945	Zm00008a029570,Zm00008a029571
Cluster_2948	Zm00008a029625,Zm00008a029626
Cluster_2949	Zm00008a029636,Zm00008a029635
Cluster_2950	Zm00008a029651,Zm00008a029656
Cluster_2953	Zm00008a029662,Zm00008a029661
Cluster_2954	Zm00008a029665,Zm00008a029666
Cluster_2956	Zm00008a029703,Zm00008a029706
Cluster_2957	Zm00008a029705,Zm00008a029704
Cluster_2958	Zm00008a029719,Zm00008a029720
Cluster_2960	Zm00008a029730,Zm00008a029731
Cluster_2961	Zm00008a029764,Zm00008a029763
Cluster_2962	Zm00008a029768,Zm00008a029766
Cluster_2963	Zm00008a027063,Zm00008a027062
Cluster_2966	Zm00008a027071,Zm00008a027070
Cluster_2967	Zm00008a027093,Zm00008a027097
Cluster_2969	Zm00008a027114,Zm00008a027115
Cluster_2972	Zm00008a027130,Zm00008a027129
Cluster_2974	Zm00008a027139,Zm00008a027140
Cluster_2975	Zm00008a026674,Zm00008a026673
Cluster_2978	Zm00008a027161,Zm00008a027162
Cluster_2981	Zm00008a027180,Zm00008a027179
Cluster_2982	Zm00008a027186,Zm00008a027182
Cluster_2984	Zm00008a027202,Zm00008a027201
Cluster_2985	Zm00008a027209,Zm00008a027210
Cluster_2987	Zm00008a027223,Zm00008a027222
Cluster_2988	Zm00008a026692,Zm00008a026693
Cluster_2992	Zm00008a027254,Zm00008a027253
Cluster_2994	Zm00008a027260,Zm00008a027261
Cluster_2996	Zm00008a027266,Zm00008a027265
Cluster_2997	Zm00008a027269,Zm00008a027268
Cluster_3003	Zm00008a027291,Zm00008a027292
Cluster_3004	Zm00008a026724,Zm00008a026725
Cluster_3005	Zm00008a027317,Zm00008a027316
Cluster_3007	Zm00008a027326,Zm00008a027327
Cluster_3008	Zm00008a027332,Zm00008a027333
Cluster_3009	Zm00008a027336,Zm00008a027337
Cluster_3010	Zm00008a026739,Zm00008a026740
Cluster_3011	Zm00008a027366,Zm00008a027367
Cluster_3016	Zm00008a027413,Zm00008a027412
Cluster_3018	Zm00008a027457,Zm00008a027458
Cluster_3020	Zm00008a027468,Zm00008a027469
Cluster_3021	Zm00008a027471,Zm00008a027489
Cluster_3025	Zm00008a027493,Zm00008a027496
Cluster_3026	Zm00008a026787,Zm00008a026803
Cluster_3028	Zm00008a027546,Zm00008a027547
Cluster_3029	Zm00008a027556,Zm00008a027557
Cluster_3030	Zm00008a027568,Zm00008a027569
Cluster_3032	Zm00008a027593,Zm00008a027592
Cluster_3038	Zm00008a026613,Zm00008a026614
Cluster_3039	Zm00008a027649,Zm00008a027648
Cluster_3041	Zm00008a027654,Zm00008a027653
Cluster_3043	Zm00008a027679,Zm00008a027678
Cluster_3047	Zm00008a027708,Zm00008a027707
Cluster_3048	Zm00008a027712,Zm00008a027711
Cluster_3049	Zm00008a026891,Zm00008a026878
Cluster_3050	Zm00008a026631,Zm00008a026632
Cluster_3052	Zm00008a027736,Zm00008a027737
Cluster_3059	Zm00008a026912,Zm00008a026911
Cluster_3060	Zm00008a027841,Zm00008a027842
Cluster_3061	Zm00008a027845,Zm00008a027844
Cluster_3062	Zm00008a026920,Zm00008a026921
Cluster_3063	Zm00008a027849,Zm00008a027848
Cluster_3065	Zm00008a026923,Zm00008a026924
Cluster_3066	Zm00008a027861,Zm00008a027869
Cluster_3070	Zm00008a027877,Zm00008a027874
Cluster_3071	Zm00008a030015,Zm00008a030016
Cluster_3076	Zm00008a030027,Zm00008a030026
Cluster_3078	Zm00008a031289,Zm00008a031277
Cluster_3079	Zm00008a031290,Zm00008a031291
Cluster_3081	Zm00008a031309,Zm00008a031308
Cluster_3082	Zm00008a031320,Zm00008a031321
Cluster_3084	Zm00008a030031,Zm00008a030030
Cluster_3089	Zm00008a031405,Zm00008a031404
Cluster_3090	Zm00008a031409,Zm00008a031410
Cluster_3092	Zm00008a031418,Zm00008a031419
Cluster_3093	Zm00008a029799,Zm00008a029798
Cluster_3094	Zm00008a031425,Zm00008a031424
Cluster_3097	Zm00008a031472,Zm00008a031473
Cluster_3098	Zm00008a031485,Zm00008a031484
Cluster_3099	Zm00008a031500,Zm00008a031499
Cluster_3100	Zm00008a031508,Zm00008a031509
Cluster_3101	Zm00008a031526,Zm00008a031527
Cluster_3102	Zm00008a031540,Zm00008a031541
Cluster_3103	Zm00008a031562,Zm00008a031561
Cluster_3104	Zm00008a031587,Zm00008a031586
Cluster_3109	Zm00008a031608,Zm00008a031609
Cluster_3110	Zm00008a031636,Zm00008a031637
Cluster_3112	Zm00008a031646,Zm00008a031647
Cluster_3113	Zm00008a031655,Zm00008a031653
Cluster_3114	Zm00008a031656,Zm00008a031654
Cluster_3115	Zm00008a031679,Zm00008a031680
Cluster_3117	Zm00008a031725,Zm00008a031723
Cluster_3118	Zm00008a031731,Zm00008a031730
Cluster_3119	Zm00008a031734,Zm00008a031733
Cluster_3120	Zm00008a030082,Zm00008a030081
Cluster_3122	Zm00008a031795,Zm00008a031796
Cluster_3124	Zm00008a031819,Zm00008a031805
Cluster_3126	Zm00008a031837,Zm00008a031836
Cluster_3128	Zm00008a031862,Zm00008a031861
Cluster_3129	Zm00008a031876,Zm00008a031874
Cluster_3130	Zm00008a030093,Zm00008a030094
Cluster_3132	Zm00008a031885,Zm00008a031884
Cluster_3133	Zm00008a031887,Zm00008a031888
Cluster_3134	Zm00008a031890,Zm00008a031891
Cluster_3135	Zm00008a031901,Zm00008a031902
Cluster_3136	Zm00008a031908,Zm00008a031907
Cluster_3137	Zm00008a031933,Zm00008a031932
Cluster_3138	Zm00008a031937,Zm00008a031936
Cluster_3139	Zm00008a030100,Zm00008a030099
Cluster_3142	Zm00008a031968,Zm00008a031967
Cluster_3144	Zm00008a031990,Zm00008a031991
Cluster_3146	Zm00008a032011,Zm00008a032012
Cluster_3148	Zm00008a032028,Zm00008a032027
Cluster_3149	Zm00008a029809,Zm00008a029810
Cluster_3150	Zm00008a032046,Zm00008a032047
Cluster_3151	Zm00008a032063,Zm00008a032064
Cluster_3153	Zm00008a032070,Zm00008a032071
Cluster_3155	Zm00008a030116,Zm00008a030117
Cluster_3156	Zm00008a032085,Zm00008a032084
Cluster_3157	Zm00008a032113,Zm00008a032114
Cluster_3159	Zm00008a032137,Zm00008a032136
Cluster_3160	Zm00008a032139,Zm00008a032140
Cluster_3162	Zm00008a032148,Zm00008a032158
Cluster_3163	Zm00008a032161,Zm00008a032162
Cluster_3164	Zm00008a030123,Zm00008a030124
Cluster_3166	Zm00008a032188,Zm00008a032189
Cluster_3167	Zm00008a032190,Zm00008a032191
Cluster_3169	Zm00008a032206,Zm00008a032204
Cluster_3170	Zm00008a032215,Zm00008a032216
Cluster_3171	Zm00008a032223,Zm00008a032224
Cluster_3173	Zm00008a032238,Zm00008a032237
Cluster_3175	Zm00008a032252,Zm00008a032251
Cluster_3177	Zm00008a032264,Zm00008a032266
Cluster_3178	Zm00008a032268,Zm00008a032269
Cluster_3179	Zm00008a030127,Zm00008a030126
Cluster_3182	Zm00008a032311,Zm00008a032310
Cluster_3184	Zm00008a032329,Zm00008a032328
Cluster_3185	Zm00008a032336,Zm00008a032319
Cluster_3188	Zm00008a032367,Zm00008a032366
Cluster_3192	Zm00008a032402,Zm00008a032401
Cluster_3193	Zm00008a032404,Zm00008a032405
Cluster_3194	Zm00008a032418,Zm00008a032419
Cluster_3195	Zm00008a032430,Zm00008a032429
Cluster_3196	Zm00008a032433,Zm00008a032434
Cluster_3197	Zm00008a032437,Zm00008a032438
Cluster_3198	Zm00008a032475,Zm00008a032474
Cluster_3199	Zm00008a032481,Zm00008a032480
Cluster_3200	Zm00008a032488,Zm00008a032487
Cluster_3201	Zm00008a032491,Zm00008a032490
Cluster_3204	Zm00008a032508,Zm00008a032509
Cluster_3205	Zm00008a032527,Zm00008a032528
Cluster_3207	Zm00008a032544,Zm00008a032546
Cluster_3208	Zm00008a032555,Zm00008a032556
Cluster_3210	Zm00008a032574,Zm00008a032572
Cluster_3211	Zm00008a032579,Zm00008a032581
Cluster_3212	Zm00008a032583,Zm00008a032582
Cluster_3213	Zm00008a032591,Zm00008a032592
Cluster_3215	Zm00008a032622,Zm00008a032621
Cluster_3217	Zm00008a032629,Zm00008a032628
Cluster_3218	Zm00008a032633,Zm00008a032634
Cluster_3223	Zm00008a030160,Zm00008a030155
Cluster_3224	Zm00008a032693,Zm00008a032694
Cluster_3226	Zm00008a032721,Zm00008a032720
Cluster_3227	Zm00008a032734,Zm00008a032733
Cluster_3229	Zm00008a032778,Zm00008a032779
Cluster_3231	Zm00008a032798,Zm00008a032797
Cluster_3232	Zm00008a032833,Zm00008a032834
Cluster_3233	Zm00008a032835,Zm00008a032821
Cluster_3235	Zm00008a032848,Zm00008a032849
Cluster_3236	Zm00008a032850,Zm00008a032851
Cluster_3237	Zm00008a032868,Zm00008a032869
Cluster_3240	Zm00008a032919,Zm00008a032906
Cluster_3241	Zm00008a032930,Zm00008a032931
Cluster_3242	Zm00008a032934,Zm00008a032933
Cluster_3243	Zm00008a032935,Zm00008a032936
Cluster_3244	Zm00008a032943,Zm00008a032941
Cluster_3246	Zm00008a032949,Zm00008a032950
Cluster_3248	Zm00008a032988,Zm00008a032987
Cluster_3249	Zm00008a033009,Zm00008a033010
Cluster_3250	Zm00008a033015,Zm00008a033017
Cluster_3253	Zm00008a033068,Zm00008a033069
Cluster_3254	Zm00008a033082,Zm00008a033081
Cluster_3255	Zm00008a033084,Zm00008a033083
Cluster_3258	Zm00008a033177,Zm00008a033176
Cluster_3259	Zm00008a033180,Zm00008a033181
Cluster_3260	Zm00008a033183,Zm00008a033182
Cluster_3262	Zm00008a033191,Zm00008a033190
Cluster_3264	Zm00008a033221,Zm00008a033222
Cluster_3265	Zm00008a033225,Zm00008a033224
Cluster_3266	Zm00008a030180,Zm00008a030181
Cluster_3267	Zm00008a033231,Zm00008a033232
Cluster_3270	Zm00008a029822,Zm00008a029823
Cluster_3271	Zm00008a030204,Zm00008a030205
Cluster_3272	Zm00008a030209,Zm00008a030208
Cluster_3273	Zm00008a030238,Zm00008a030237
Cluster_3274	Zm00008a030252,Zm00008a030253
Cluster_3275	Zm00008a030278,Zm00008a030279
Cluster_3277	Zm00008a030298,Zm00008a030297
Cluster_3278	Zm00008a030303,Zm00008a030304
Cluster_3279	Zm00008a030309,Zm00008a030310
Cluster_3280	Zm00008a029834,Zm00008a029835
Cluster_3282	Zm00008a030322,Zm00008a030323
Cluster_3283	Zm00008a029776,Zm00008a029777
Cluster_3284	Zm00008a030329,Zm00008a030328
Cluster_3285	Zm00008a030348,Zm00008a030349
Cluster_3288	Zm00008a030418,Zm00008a030419
Cluster_3290	Zm00008a030441,Zm00008a030426
Cluster_3291	Zm00008a030452,Zm00008a030453
Cluster_3292	Zm00008a030456,Zm00008a030457
Cluster_3294	Zm00008a029865,Zm00008a029875
Cluster_3295	Zm00008a030475,Zm00008a030474
Cluster_3296	Zm00008a029867,Zm00008a029868
Cluster_3299	Zm00008a030493,Zm00008a030494
Cluster_3300	Zm00008a030530,Zm00008a030531
Cluster_3301	Zm00008a029883,Zm00008a029882
Cluster_3302	Zm00008a030540,Zm00008a030539
Cluster_3303	Zm00008a030546,Zm00008a030545
Cluster_3304	Zm00008a030550,Zm00008a030549
Cluster_3306	Zm00008a029895,Zm00008a029896
Cluster_3307	Zm00008a029903,Zm00008a029914
Cluster_3309	Zm00008a030594,Zm00008a030593
Cluster_3310	Zm00008a029905,Zm00008a029906
Cluster_3311	Zm00008a029909,Zm00008a029908
Cluster_3313	Zm00008a030622,Zm00008a030621
Cluster_3315	Zm00008a030628,Zm00008a030629
Cluster_3317	Zm00008a030642,Zm00008a030643
Cluster_3318	Zm00008a030648,Zm00008a030649
Cluster_3320	Zm00008a030667,Zm00008a030668
Cluster_3324	Zm00008a030702,Zm00008a030703
Cluster_3326	Zm00008a030715,Zm00008a030716
Cluster_3327	Zm00008a030722,Zm00008a030721
Cluster_3328	Zm00008a030731,Zm00008a030730
Cluster_3329	Zm00008a030737,Zm00008a030738
Cluster_3330	Zm00008a030742,Zm00008a030741
Cluster_3334	Zm00008a030771,Zm00008a030772
Cluster_3336	Zm00008a030792,Zm00008a030793
Cluster_3337	Zm00008a030795,Zm00008a030796
Cluster_3340	Zm00008a030836,Zm00008a030835
Cluster_3344	Zm00008a030880,Zm00008a030872
Cluster_3348	Zm00008a030907,Zm00008a030908
Cluster_3349	Zm00008a030910,Zm00008a030911
Cluster_3351	Zm00008a029969,Zm00008a029971
Cluster_3353	Zm00008a030948,Zm00008a030949
Cluster_3354	Zm00008a030953,Zm00008a030954
Cluster_3355	Zm00008a030957,Zm00008a030958
Cluster_3356	Zm00008a030963,Zm00008a030964
Cluster_3357	Zm00008a030967,Zm00008a030968
Cluster_3359	Zm00008a029981,Zm00008a029980
Cluster_3363	Zm00008a031025,Zm00008a031028
Cluster_3364	Zm00008a031027,Zm00008a031026
Cluster_3365	Zm00008a031032,Zm00008a031033
Cluster_3366	Zm00008a031046,Zm00008a031043
Cluster_3368	Zm00008a029996,Zm00008a029994
Cluster_3369	Zm00008a031108,Zm00008a031107
Cluster_3370	Zm00008a031124,Zm00008a031123
Cluster_3371	Zm00008a031125,Zm00008a031109
Cluster_3373	Zm00008a030008,Zm00008a030007
Cluster_3374	Zm00008a031166,Zm00008a031167
Cluster_3378	Zm00008a031197,Zm00008a031198
Cluster_3382	Zm00008a034692,Zm00008a034691
Cluster_3383	Zm00008a034702,Zm00008a034703
Cluster_3385	Zm00008a034729,Zm00008a034728
Cluster_3387	Zm00008a034746,Zm00008a034747
Cluster_3389	Zm00008a034771,Zm00008a034781
Cluster_3390	Zm00008a034778,Zm00008a034777
Cluster_3393	Zm00008a033475,Zm00008a033476
Cluster_3394	Zm00008a034818,Zm00008a034819
Cluster_3396	Zm00008a034824,Zm00008a034823
Cluster_3397	Zm00008a034832,Zm00008a034839
Cluster_3398	Zm00008a034834,Zm00008a034833
Cluster_3399	Zm00008a034841,Zm00008a034842
Cluster_3400	Zm00008a034844,Zm00008a034845
Cluster_3401	Zm00008a034847,Zm00008a034846
Cluster_3404	Zm00008a033488,Zm00008a033487
Cluster_3405	Zm00008a034890,Zm00008a034891
Cluster_3408	Zm00008a034923,Zm00008a034924
Cluster_3409	Zm00008a034925,Zm00008a034926
Cluster_3410	Zm00008a033502,Zm00008a033501
Cluster_3412	Zm00008a034972,Zm00008a034970
Cluster_3414	Zm00008a034984,Zm00008a034983
Cluster_3415	Zm00008a034991,Zm00008a034990
Cluster_3416	Zm00008a034993,Zm00008a034992
Cluster_3421	Zm00008a035060,Zm00008a035061
Cluster_3423	Zm00008a035080,Zm00008a035081
Cluster_3425	Zm00008a033524,Zm00008a033525
Cluster_3426	Zm00008a035095,Zm00008a035096
Cluster_3427	Zm00008a035101,Zm00008a035102
Cluster_3430	Zm00008a035119,Zm00008a035120
Cluster_3431	Zm00008a035130,Zm00008a035129
Cluster_3432	Zm00008a033530,Zm00008a033529
Cluster_3435	Zm00008a035147,Zm00008a035148
Cluster_3436	Zm00008a035154,Zm00008a035155
Cluster_3437	Zm00008a035171,Zm00008a035172
Cluster_3438	Zm00008a033535,Zm00008a033534
Cluster_3439	Zm00008a035183,Zm00008a035184
Cluster_3440	Zm00008a033537,Zm00008a033538
Cluster_3441	Zm00008a035213,Zm00008a035214
Cluster_3443	Zm00008a035228,Zm00008a035229
Cluster_3445	Zm00008a033545,Zm00008a033546
Cluster_3449	Zm00008a033547,Zm00008a033548
Cluster_3450	Zm00008a035300,Zm00008a035299
Cluster_3451	Zm00008a035317,Zm00008a035318
Cluster_3452	Zm00008a035321,Zm00008a035322
Cluster_3453	Zm00008a035334,Zm00008a035333
Cluster_3454	Zm00008a035338,Zm00008a035339
Cluster_3456	Zm00008a035346,Zm00008a035347
Cluster_3460	Zm00008a035407,Zm00008a035408
Cluster_3461	Zm00008a035413,Zm00008a035412
Cluster_3462	Zm00008a035422,Zm00008a035421
Cluster_3463	Zm00008a035436,Zm00008a035437
Cluster_3465	Zm00008a035446,Zm00008a035445
Cluster_3467	Zm00008a035496,Zm00008a035497
Cluster_3470	Zm00008a035529,Zm00008a035528
Cluster_3471	Zm00008a035530,Zm00008a035531
Cluster_3475	Zm00008a035585,Zm00008a035586
Cluster_3476	Zm00008a035602,Zm00008a035588
Cluster_3477	Zm00008a035610,Zm00008a035611
Cluster_3479	Zm00008a035619,Zm00008a035620
Cluster_3480	Zm00008a035624,Zm00008a035632
Cluster_3482	Zm00008a035663,Zm00008a035664
Cluster_3483	Zm00008a035669,Zm00008a035670
Cluster_3485	Zm00008a035700,Zm00008a035701
Cluster_3486	Zm00008a035704,Zm00008a035705
Cluster_3487	Zm00008a035720,Zm00008a035719
Cluster_3490	Zm00008a035751,Zm00008a035767
Cluster_3495	Zm00008a035804,Zm00008a035805
Cluster_3497	Zm00008a035819,Zm00008a035818
Cluster_3498	Zm00008a035825,Zm00008a035824
Cluster_3499	Zm00008a035842,Zm00008a035841
Cluster_3500	Zm00008a035849,Zm00008a035848
Cluster_3501	Zm00008a035851,Zm00008a035852
Cluster_3503	Zm00008a035878,Zm00008a035879
Cluster_3504	Zm00008a035896,Zm00008a035894
Cluster_3505	Zm00008a035898,Zm00008a035899
Cluster_3506	Zm00008a035905,Zm00008a035906
Cluster_3507	Zm00008a035929,Zm00008a035930
Cluster_3509	Zm00008a035960,Zm00008a035959
Cluster_3510	Zm00008a035974,Zm00008a035975
Cluster_3514	Zm00008a035989,Zm00008a035992
Cluster_3516	Zm00008a036040,Zm00008a036039
Cluster_3517	Zm00008a036063,Zm00008a036064
Cluster_3518	Zm00008a036070,Zm00008a036071
Cluster_3520	Zm00008a036080,Zm00008a036079
Cluster_3522	Zm00008a036093,Zm00008a036092
Cluster_3523	Zm00008a036100,Zm00008a036101
Cluster_3524	Zm00008a036104,Zm00008a036098
Cluster_3525	Zm00008a036107,Zm00008a036094
Cluster_3527	Zm00008a036122,Zm00008a036121
Cluster_3529	Zm00008a036138,Zm00008a036139
Cluster_3530	Zm00008a036170,Zm00008a036169
Cluster_3531	Zm00008a036188,Zm00008a036187
Cluster_3532	Zm00008a036192,Zm00008a036193
Cluster_3533	Zm00008a036206,Zm00008a036207
Cluster_3534	Zm00008a033615,Zm00008a033616
Cluster_3535	Zm00008a036215,Zm00008a036214
Cluster_3536	Zm00008a036225,Zm00008a036224
Cluster_3537	Zm00008a036234,Zm00008a036235
Cluster_3538	Zm00008a036246,Zm00008a036245
Cluster_3540	Zm00008a036263,Zm00008a036261
Cluster_3541	Zm00008a036267,Zm00008a036266
Cluster_3542	Zm00008a033635,Zm00008a033634
Cluster_3549	Zm00008a033676,Zm00008a033674
Cluster_3551	Zm00008a033690,Zm00008a033691
Cluster_3552	Zm00008a033701,Zm00008a033702
Cluster_3554	Zm00008a033718,Zm00008a033717
Cluster_3555	Zm00008a033722,Zm00008a033721
Cluster_3556	Zm00008a033725,Zm00008a033727
Cluster_3557	Zm00008a033737,Zm00008a033733
Cluster_3560	Zm00008a033771,Zm00008a033772
Cluster_3565	Zm00008a033835,Zm00008a033836
Cluster_3566	Zm00008a033843,Zm00008a033846
Cluster_3570	Zm00008a033873,Zm00008a033872
Cluster_3571	Zm00008a033897,Zm00008a033896
Cluster_3574	Zm00008a033945,Zm00008a033944
Cluster_3576	Zm00008a033963,Zm00008a033962
Cluster_3577	Zm00008a033967,Zm00008a033966
Cluster_3578	Zm00008a033970,Zm00008a033971
Cluster_3579	Zm00008a033309,Zm00008a033310
Cluster_3580	Zm00008a033980,Zm00008a033981
Cluster_3581	Zm00008a033988,Zm00008a033989
Cluster_3582	Zm00008a034005,Zm00008a034006
Cluster_3583	Zm00008a034018,Zm00008a034017
Cluster_3586	Zm00008a034042,Zm00008a034043
Cluster_3587	Zm00008a034044,Zm00008a034045
Cluster_3589	Zm00008a034074,Zm00008a034090
Cluster_3593	Zm00008a034111,Zm00008a034110
Cluster_3594	Zm00008a034118,Zm00008a034119
Cluster_3597	Zm00008a034141,Zm00008a034142
Cluster_3598	Zm00008a034143,Zm00008a034145
Cluster_3600	Zm00008a034156,Zm00008a034157
Cluster_3602	Zm00008a034173,Zm00008a034172
Cluster_3604	Zm00008a034184,Zm00008a034183
Cluster_3605	Zm00008a034192,Zm00008a034193
Cluster_3606	Zm00008a034195,Zm00008a034187
Cluster_3607	Zm00008a033343,Zm00008a033344
Cluster_3608	Zm00008a034202,Zm00008a034201
Cluster_3609	Zm00008a034206,Zm00008a034205
Cluster_3613	Zm00008a034238,Zm00008a034239
Cluster_3615	Zm00008a034260,Zm00008a034259
Cluster_3616	Zm00008a034263,Zm00008a034262
Cluster_3617	Zm00008a034268,Zm00008a034269
Cluster_3618	Zm00008a034272,Zm00008a034270
Cluster_3619	Zm00008a034274,Zm00008a034275
Cluster_3620	Zm00008a034278,Zm00008a034277
Cluster_3621	Zm00008a034288,Zm00008a034287
Cluster_3628	Zm00008a033257,Zm00008a033258
Cluster_3629	Zm00008a034363,Zm00008a034364
Cluster_3633	Zm00008a033394,Zm00008a033395
Cluster_3634	Zm00008a034394,Zm00008a034393
Cluster_3636	Zm00008a034417,Zm00008a034414
Cluster_3637	Zm00008a033403,Zm00008a033402
Cluster_3638	Zm00008a034426,Zm00008a034425
Cluster_3639	Zm00008a033262,Zm00008a033260
Cluster_3641	Zm00008a033409,Zm00008a033410
Cluster_3644	Zm00008a034472,Zm00008a034471
Cluster_3645	Zm00008a033418,Zm00008a033419
Cluster_3647	Zm00008a033422,Zm00008a033421
Cluster_3649	Zm00008a034508,Zm00008a034509
Cluster_3650	Zm00008a034521,Zm00008a034522
Cluster_3651	Zm00008a033431,Zm00008a033430
Cluster_3652	Zm00008a034527,Zm00008a034528
Cluster_3653	Zm00008a034533,Zm00008a034532
Cluster_3654	Zm00008a034548,Zm00008a034549
Cluster_3655	Zm00008a034560,Zm00008a034559
Cluster_3657	Zm00008a034576,Zm00008a034574
Cluster_3659	Zm00008a034580,Zm00008a034581
Cluster_3660	Zm00008a034583,Zm00008a034584
Cluster_3661	Zm00008a034589,Zm00008a034590
Cluster_3663	Zm00008a034603,Zm00008a034600
Cluster_3665	Zm00008a034620,Zm00008a034614
Cluster_3668	Zm00008a034644,Zm00008a034643
Cluster_3669	Zm00008a033454,Zm00008a033464
Cluster_3673	Zm00008a039213,Zm00008a039199
Cluster_3674	Zm00008a039215,Zm00008a039196
Cluster_3675	Zm00008a039257,Zm00008a039259
Cluster_3680	Zm00008a039322,Zm00008a039305
Cluster_3681	Zm00008a039388,Zm00008a039365
Cluster_3682	Zm00008a039404,Zm00008a039403
Cluster_3689	Zm00008a040352,Zm00008a040356
Cluster_3691	Zm00008a040457,Zm00008a040458
Cluster_3695	Zm00008a040489,Zm00008a040490
Cluster_3696	Zm00008a040505,Zm00008a040506
Cluster_3698	Zm00008a040554,Zm00008a040553
Cluster_3700	Zm00008a039713,Zm00008a039714
Cluster_3701	Zm00008a039743,Zm00008a039744
Cluster_3703	Zm00008a039773,Zm00008a039772
Cluster_3704	Zm00008a039781,Zm00008a039776
Cluster_3705	Zm00008a039779,Zm00008a039780
Cluster_3706	Zm00008a039567,Zm00008a039568
Cluster_3708	Zm00008a039849,Zm00008a039850
Cluster_3709	Zm00008a039855,Zm00008a039854
Cluster_3710	Zm00008a039867,Zm00008a039866
Cluster_3713	Zm00008a039932,Zm00008a039931
Cluster_3715	Zm00008a039976,Zm00008a039977
