Orthogroup,B73,PH207
OG0012366,Zm00001d015182_T001_1,Zm00008a020877_C01_1
OG0012975,Zm00001d015183_T002_1,Zm00008a020878_C01_1
OG0014724,Zm00001d015184_T001_1,Zm00008a020879_C01_1
OG0008458,Zm00001d015196_T003_1,Zm00008a020884_C01_1
OG0012591,Zm00001d015197_T002_1,Zm00008a020885_C01_1
OG0007878,Zm00001d015195_T001_1,Zm00008a020883_C01_1
OG0006318,Zm00001d015200_T003_1,Zm00008a020887_C01_1
OG0012324,Zm00001d015202_T001_1,Zm00008a020889_C01_1
OG0009107,Zm00001d015208_T003_1,Zm00008a020895_C01_1
OG0004067,Zm00001d015203_T005_1,Zm00008a020890_C01_1
OG0012858,Zm00001d015204_T001_1,Zm00008a020893_C01_1
OG0004613,Zm00001d015215_T001_1,Zm00008a020903_C01_1
OG0004728,Zm00001d002044_T002_1,Zm00008a020907_C01_1
OG0001071,"Zm00001d038662_T001_1, Zm00001d007386_T001_1",Zm00008a020908_C01_1
OG0000151,Zm00001d015213_T001_1,Zm00008a020901_C01_1
OG0002622,Zm00001d038307_T001_1,Zm00008a020909_C01_1
OG0014594,Zm00001d015210_T001_1,Zm00008a020897_C01_1
OG0002147,Zm00001d015209_T024_1,Zm00008a020896_C01_1
OG0005822,Zm00001d015212_T008_1,Zm00008a020899_C01_1
OG0007177,Zm00001d015225_T001_1,Zm00008a020911_C01_1
OG0002437,Zm00001d015226_T001_1,Zm00008a020912_C01_1
OG0003529,Zm00001d015231_T002_1,Zm00008a020914_C01_1
OG0002363,Zm00001d015233_T001_1,Zm00008a020915_C01_1
OG0000105,Zm00001d015234_T002_1,Zm00008a020916_C01_1
OG0001160,Zm00001d015251_T001_1,Zm00008a020927_C01_1
OG0002868,Zm00001d015248_T018_1,Zm00008a020924_C01_1
OG0007831,Zm00001d015245_T002_1,Zm00008a020921_C01_1
OG0002746,Zm00001d015246_T002_1,Zm00008a020922_C01_1
OG0011039,Zm00001d015247_T001_1,Zm00008a020923_C01_1
OG0010655,Zm00001d015284_T001_1,Zm00008a020939_C01_1
OG0004440,Zm00001d015277_T001_1,Zm00008a020941_C01_1
OG0014235,Zm00001d015275_T001_1,Zm00008a020943_C01_1
OG0001145,Zm00001d015279_T001_1,Zm00008a020940_C01_1
OG0007549,Zm00001d015276_T001_1,Zm00008a020942_C01_1
OG0004867,Zm00001d017013_T001_1,Zm00008a020945_C01_1
OG0016963,Zm00001d015274_T001_1,Zm00008a020944_C01_1
OG0004936,Zm00001d015293_T015_1,Zm00008a020953_C01_1
OG0000098,Zm00001d015291_T003_1,Zm00008a020951_C01_1
OG0001385,Zm00001d015290_T001_1,Zm00008a020949_C01_1
OG0001877,Zm00001d015289_T002_1,Zm00008a020948_C01_1
OG0007011,Zm00001d042737_T001_1,Zm00008a020955_C01_1
OG0002879,Zm00001d015300_T002_1,Zm00008a020961_C01_1
OG0002432,Zm00001d015297_T003_1,Zm00008a020957_C01_1
OG0000440,Zm00001d041249_T001_1,Zm00008a020960_C01_1
OG0000039,Zm00001d015298_T001_1,Zm00008a020959_C01_1
OG0009784,Zm00001d015260_T001_1,Zm00008a020935_C01_1
OG0006360,Zm00001d015265_T003_1,Zm00008a020936_C01_1
OG0002431,Zm00001d015309_T002_1,Zm00008a020970_C01_1
OG0010258,Zm00001d015310_T001_1,Zm00008a020971_C01_1
OG0009760,Zm00001d015306_T001_1,Zm00008a020966_C01_1
OG0012936,Zm00001d015308_T001_1,Zm00008a020968_C01_1
OG0001237,Zm00001d015307_T001_1,Zm00008a020967_C01_1
OG0005920,Zm00001d044969_T001_1,Zm00008a020965_C01_1
OG0010641,Zm00001d015313_T001_1,Zm00008a020972_C01_1
OG0012673,Zm00001d015326_T003_1,Zm00008a020981_C01_1
OG0000356,Zm00001d015325_T001_1,Zm00008a020980_C01_1
OG0002965,Zm00001d015328_T002_1,Zm00008a020982_C01_1
OG0007031,Zm00001d015314_T003_1,Zm00008a020975_C01_1
OG0005294,Zm00001d015334_T001_1,Zm00008a020989_C01_1
OG0003051,Zm00001d053830_T001_1,Zm00008a020986_C01_1
OG0000234,Zm00001d015342_T001_1,Zm00008a020995_C01_1
OG0011301,Zm00001d015344_T001_1,Zm00008a020996_C01_1
OG0011331,Zm00001d015346_T001_1,Zm00008a020997_C01_1
OG0016970,Zm00001d015347_T001_1,Zm00008a020998_C01_1
OG0013679,Zm00001d015355_T001_1,Zm00008a021006_C01_1
OG0000311,Zm00001d052600_T001_1,Zm00008a021005_C01_1
OG0007073,Zm00001d015361_T001_1,Zm00008a021010_C01_1
OG0005973,Zm00001d015363_T001_1,Zm00008a021012_C01_1
OG0002245,Zm00001d015364_T003_1,Zm00008a021013_C01_1
OG0007619,Zm00001d015366_T001_1,Zm00008a021015_C01_1
OG0012083,Zm00001d015367_T001_1,Zm00008a021016_C01_1
OG0004628,Zm00001d015377_T001_1,Zm00008a021023_C01_1
OG0011869,Zm00001d015374_T001_1,Zm00008a021020_C01_1
OG0004526,Zm00001d015375_T001_1,Zm00008a021021_C01_1
OG0006154,Zm00001d015378_T001_1,Zm00008a021024_C01_1
OG0015125,Zm00001d015379_T001_1,Zm00008a021025_C01_1
OG0009705,Zm00001d015381_T001_1,Zm00008a021027_C01_1
OG0009709,Zm00001d015385_T001_1,Zm00008a021030_C01_1
OG0013109,Zm00001d015386_T001_1,Zm00008a021032_C01_1
OG0006567,Zm00001d015389_T002_1,Zm00008a021034_C01_1
OG0020529,Zm00001d015387_T001_1,Zm00008a021033_C01_1
OG0006256,Zm00001d015394_T001_1,Zm00008a021037_C01_1
OG0001619,Zm00001d015399_T002_1,Zm00008a021043_C01_1
OG0000170,Zm00001d019393_T002_1,Zm00008a021042_C01_1
OG0004567,Zm00001d015397_T001_1,Zm00008a021040_C01_1
OG0000156,Zm00001d015393_T001_1,Zm00008a021036_C01_1
OG0002691,Zm00001d015407_T001_1,Zm00008a021049_C01_1
OG0006956,Zm00001d015400_T004_1,Zm00008a021044_C01_1
OG0000812,Zm00001d015401_T001_1,Zm00008a021045_C01_1
OG0012685,Zm00001d015420_T001_1,Zm00008a021058_C01_1
OG0005807,Zm00001d015410_T002_1,Zm00008a021051_C01_1
OG0005021,Zm00001d015411_T001_1,Zm00008a021053_C01_1
OG0000076,Zm00001d015443_T001_1,Zm00008a021073_C01_1
OG0000551,Zm00001d015430_T001_1,Zm00008a021066_C01_1
OG0008252,Zm00001d015449_T001_1,Zm00008a021078_C01_1
OG0012140,Zm00001d015450_T001_1,Zm00008a021079_C01_1
OG0001317,Zm00001d015448_T001_1,Zm00008a021077_C01_1
OG0002088,Zm00001d015451_T001_1,Zm00008a021081_C01_1
OG0017293,Zm00001d015457_T001_1,"Zm00008a021086_C01_1, Zm00008a021087_C01_1"
OG0001582,Zm00001d015459_T003_1,Zm00008a021088_C01_1
OG0014997,Zm00001d015461_T001_1,Zm00008a021090_C01_1
OG0003658,Zm00001d015463_T001_1,Zm00008a021091_C01_1
OG0000448,Zm00001d015446_T016_1,Zm00008a021076_C01_1
OG0002540,Zm00001d015469_T002_1,Zm00008a021095_C01_1
OG0003312,Zm00001d015468_T001_1,Zm00008a021094_C01_1
OG0017638,Zm00001d015470_T001_1,Zm00008a021096_C01_1
OG0009097,Zm00001d015433_T001_1,Zm00008a021068_C01_1
OG0000789,Zm00001d015435_T016_1,Zm00008a021070_C01_1
OG0012938,Zm00001d015431_T001_1,Zm00008a021067_C01_1
OG0004393,Zm00001d015474_T001_1,Zm00008a021098_C01_1
OG0001030,Zm00001d015477_T001_1,Zm00008a021101_C01_1
OG0000677,Zm00001d015464_T004_1,Zm00008a021092_C01_1
OG0019512,"Zm00001d017644_T001_1, Zm00001d041389_T004_1, Zm00001d036138_T001_1",Zm00008a021093_C01_1
OG0010669,Zm00001d015485_T001_1,Zm00008a021104_C01_1
OG0002380,Zm00001d015476_T001_1,Zm00008a021100_C01_1
OG0002185,Zm00001d015495_T013_1,Zm00008a021110_C01_1
OG0013162,Zm00001d015493_T002_1,Zm00008a021108_C01_1
OG0012420,Zm00001d015505_T001_1,Zm00008a021119_C01_1
OG0007608,Zm00001d015513_T001_1,Zm00008a021125_C01_1
OG0001567,Zm00001d015515_T001_1,Zm00008a021128_C01_1
OG0015043,Zm00001d015509_T001_1,Zm00008a021123_C01_1
OG0011350,Zm00001d015519_T001_1,Zm00008a021131_C01_1
OG0013825,Zm00001d015517_T001_1,Zm00008a021129_C01_1
OG0002281,Zm00001d015527_T001_1,Zm00008a021135_C01_1
OG0019596,Zm00001d015544_T001_1,Zm00008a021141_C01_1
OG0001522,Zm00001d015546_T001_1,Zm00008a021143_C01_1
OG0001386,Zm00001d015549_T001_1,Zm00008a021144_C01_1
OG0001099,Zm00001d015550_T001_1,Zm00008a021146_C01_1
OG0008378,Zm00001d015521_T001_1,Zm00008a021133_C01_1
OG0001697,Zm00001d015556_T001_1,Zm00008a021149_C01_1
OG0001697,Zm00001d015557_T001_1,Zm00008a021150_C01_1
OG0015117,Zm00001d015560_T001_1,Zm00008a021153_C01_1
OG0000850,Zm00001d015559_T001_1,Zm00008a021152_C01_1
OG0009273,Zm00001d042593_T001_1,Zm00008a021151_C01_1
OG0000406,Zm00001d015569_T001_1,Zm00008a021157_C01_1
OG0001633,Zm00001d015570_T002_1,Zm00008a021158_C01_1
OG0003240,Zm00001d015571_T002_1,Zm00008a021159_C01_1
OG0001705,Zm00001d015581_T001_1,Zm00008a021167_C01_1
OG0003511,Zm00001d015582_T001_1,Zm00008a021168_C01_1
OG0010438,Zm00001d015553_T001_1,Zm00008a021147_C01_1
OG0000005,Zm00001d015579_T001_1,Zm00008a021166_C01_1
OG0000005,Zm00001d015589_T001_1,Zm00008a021171_C01_1
OG0000005,Zm00001d015592_T001_1,Zm00008a021173_C01_1
OG0000134,Zm00001d053437_T001_1,Zm00008a021172_C01_1
OG0000942,Zm00001d015599_T001_1,Zm00008a021179_C01_1
OG0003061,Zm00001d008889_T001_1,"Zm00008a021177_C01_1, Zm00008a022557_C01_1"
OG0019630,"Zm00001d045907_T001_1, Zm00001d015602_T001_1","Zm00008a021181_C01_1, Zm00008a034166_C01_1"
OG0012624,Zm00001d015600_T002_1,Zm00008a021180_C01_1
OG0003407,Zm00001d015609_T002_1,Zm00008a021186_C01_1
OG0010128,Zm00001d015611_T002_1,Zm00008a021187_C01_1
OG0002911,Zm00001d015613_T001_1,Zm00008a021189_C01_1
OG0001916,Zm00001d015614_T001_1,Zm00008a021190_C01_1
OG0004263,Zm00001d015603_T001_1,Zm00008a021182_C01_1
OG0000841,Zm00001d015585_T001_1,Zm00008a021170_C01_1
OG0010741,Zm00001d015586_T002_1,Zm00008a021169_C01_1
OG0000904,Zm00001d015623_T001_1,Zm00008a021195_C01_1
OG0000248,Zm00001d015616_T001_1,Zm00008a021191_C01_1
OG0004697,Zm00001d015618_T001_1,Zm00008a021192_C01_1
OG0011097,Zm00001d015627_T002_1,Zm00008a021197_C01_1
OG0011381,Zm00001d015628_T003_1,Zm00008a021198_C01_1
OG0014853,Zm00001d015636_T001_1,Zm00008a021202_C01_1
OG0006310,Zm00001d015635_T001_1,Zm00008a021201_C01_1
OG0004072,Zm00001d015637_T001_1,Zm00008a021204_C01_1
OG0004800,Zm00001d015644_T001_1,Zm00008a021208_C01_1
OG0003172,Zm00001d015649_T003_1,Zm00008a021209_C01_1
OG0014236,Zm00001d015638_T004_1,Zm00008a021205_C01_1
OG0012864,Zm00001d015657_T001_1,Zm00008a021213_C01_1
OG0013235,Zm00001d015664_T001_1,Zm00008a021217_C01_1
OG0001859,Zm00001d015665_T007_1,Zm00008a021218_C01_1
OG0001791,Zm00001d015670_T001_1,Zm00008a021219_C01_1
OG0000960,Zm00001d015658_T001_1,Zm00008a021214_C01_1
OG0003417,Zm00001d015685_T001_1,Zm00008a021223_C01_1
OG0020717,"Zm00001d015690_T001_1, Zm00001d013579_T001_1, Zm00001d013577_T001_1",Zm00008a021224_C01_1
OG0013956,Zm00001d015698_T001_1,Zm00008a021229_C01_1
OG0016688,Zm00001d015700_T001_1,Zm00008a021230_C01_1
OG0000381,Zm00001d015702_T001_1,Zm00008a021231_C01_1
OG0005939,Zm00001d015692_T001_1,Zm00008a021226_C01_1
OG0005939,Zm00001d015693_T002_1,Zm00008a021227_C01_1
OG0006104,Zm00001d015703_T001_1,Zm00008a021232_C01_1
OG0006104,Zm00001d015704_T001_1,Zm00008a021233_C01_1
OG0004775,Zm00001d015714_T002_1,Zm00008a021238_C01_1
OG0013327,Zm00001d015715_T001_1,Zm00008a021242_C01_1
OG0007894,Zm00001d015724_T001_1,Zm00008a021255_C01_1
OG0000576,Zm00001d015721_T001_1,Zm00008a021250_C01_1
OG0002927,Zm00001d015729_T005_1,Zm00008a021256_C01_1
OG0000224,Zm00001d015731_T001_1,Zm00008a021260_C01_1
OG0009861,Zm00001d015730_T001_1,Zm00008a021257_C01_1
OG0002243,Zm00001d015733_T001_1,Zm00008a021261_C01_1
OG0001143,Zm00001d015737_T002_1,Zm00008a021263_C01_1
OG0015869,Zm00001d015744_T001_1,Zm00008a021270_C01_1
OG0005209,Zm00001d015743_T002_1,Zm00008a021268_C01_1
OG0017334,Zm00001d015742_T001_1,Zm00008a021267_C01_1
OG0010342,Zm00001d021822_T005_1,Zm00008a021271_C01_1
OG0002808,Zm00001d015746_T001_1,Zm00008a021272_C01_1
OG0004602,Zm00001d015767_T002_1,Zm00008a021280_C01_1
OG0005913,Zm00001d015772_T001_1,Zm00008a021284_C01_1
OG0014166,Zm00001d015777_T001_1,Zm00008a021288_C01_1
OG0003395,Zm00001d015776_T001_1,Zm00008a021287_C01_1
OG0008424,Zm00001d015758_T001_1,Zm00008a021277_C01_1
OG0003159,Zm00001d015759_T001_1,Zm00008a021278_C01_1
OG0002882,Zm00001d015778_T001_1,Zm00008a021289_C01_1
OG0001702,Zm00001d015780_T002_1,Zm00008a021291_C01_1
OG0003285,Zm00001d015785_T005_1,Zm00008a021294_C01_1
OG0003851,Zm00001d015783_T001_1,Zm00008a021293_C01_1
OG0002196,Zm00001d015788_T001_1,Zm00008a021297_C01_1
OG0009901,Zm00001d015795_T001_1,Zm00008a021302_C01_1
OG0011454,Zm00001d015796_T001_1,Zm00008a021303_C01_1
OG0000746,Zm00001d015798_T001_1,Zm00008a021305_C01_1
OG0003806,Zm00001d015804_T005_1,Zm00008a021307_C01_1
OG0012474,Zm00001d015802_T001_1,Zm00008a021306_C01_1
OG0015797,Zm00001d015791_T001_1,Zm00008a021301_C01_1
OG0003056,Zm00001d000256_T001_1,Zm00008a021309_C01_1
OG0001874,"Zm00001d039813_T001_1, Zm00001d018154_T001_1",Zm00008a021310_C01_1
OG0005738,Zm00001d015815_T001_1,Zm00008a021314_C01_1
OG0010721,Zm00001d015816_T003_1,Zm00008a021316_C01_1
OG0001976,Zm00001d015256_T001_1,Zm00008a021317_C01_1
OG0000031,Zm00001d025207_T001_1,Zm00008a021322_C01_1
OG0000501,"Zm00001d015825_T001_1, Zm00001d015821_T001_1",Zm00008a021323_C01_1
OG0001750,Zm00001d015829_T002_1,Zm00008a021324_C01_1
OG0013277,Zm00001d053663_T011_1,Zm00008a021319_C01_1
OG0002388,Zm00001d015842_T001_1,Zm00008a021328_C01_1
OG0009764,Zm00001d015839_T001_1,Zm00008a021327_C01_1
OG0009765,Zm00001d015837_T001_1,Zm00008a021326_C01_1
OG0002948,Zm00001d015849_T001_1,Zm00008a021333_C01_1
OG0005061,"Zm00001d015845_T001_1, Zm00001d045823_T001_1",Zm00008a021330_C01_1
OG0001384,Zm00001d015852_T004_1,Zm00008a021335_C01_1
OG0001969,Zm00001d015851_T001_1,Zm00008a021334_C01_1
OG0009367,Zm00001d015860_T001_1,Zm00008a021339_C01_1
OG0011537,Zm00001d015861_T002_1,Zm00008a021340_C01_1
OG0001645,Zm00001d015867_T001_1,Zm00008a021344_C01_1
OG0013150,Zm00001d015863_T001_1,Zm00008a021341_C01_1
OG0009220,Zm00001d015865_T002_1,Zm00008a021342_C01_1
OG0014739,Zm00001d040706_T001_1,Zm00008a021351_C01_1
OG0012711,Zm00001d015868_T001_1,Zm00008a021345_C01_1
OG0011189,Zm00001d015872_T001_1,Zm00008a021348_C01_1
OG0004868,Zm00001d015884_T001_1,Zm00008a021354_C01_1
OG0007107,Zm00001d015889_T001_1,Zm00008a021356_C01_1
OG0003035,Zm00001d015853_T001_1,Zm00008a021336_C01_1
OG0004345,Zm00001d015895_T001_1,Zm00008a021362_C01_1
OG0013315,Zm00001d015900_T001_1,Zm00008a021367_C01_1
OG0009755,Zm00001d015899_T001_1,Zm00008a021365_C01_1
OG0014996,Zm00001d015901_T001_1,Zm00008a021368_C01_1
OG0004257,Zm00001d015905_T001_1,Zm00008a021370_C01_1
OG0000206,Zm00001d016717_T001_1,Zm00008a021372_C01_1
OG0020582,Zm00001d016812_T001_1,Zm00008a021373_C01_1
OG0004257,Zm00001d015912_T001_1,Zm00008a021374_C01_1
OG0004257,Zm00001d015914_T005_1,Zm00008a021375_C01_1
OG0002521,Zm00001d015893_T001_1,Zm00008a021360_C01_1
OG0012528,Zm00001d015891_T001_1,Zm00008a021359_C01_1
OG0005716,Zm00001d015917_T001_1,Zm00008a021378_C01_1
OG0001570,Zm00001d015925_T001_1,Zm00008a021380_C01_1
OG0011332,Zm00001d015926_T001_1,Zm00008a021381_C01_1
OG0013754,Zm00001d015927_T001_1,Zm00008a021382_C01_1
OG0004623,Zm00001d015929_T002_1,Zm00008a021384_C01_1
OG0015819,Zm00001d015921_T001_1,Zm00008a021379_C01_1
OG0010675,Zm00001d015940_T001_1,Zm00008a021388_C01_1
OG0000108,Zm00001d015945_T001_1,Zm00008a021390_C01_1
OG0001440,Zm00001d015952_T001_1,Zm00008a021393_C01_1
OG0002999,Zm00001d015956_T002_1,Zm00008a021398_C01_1
OG0007568,Zm00001d015957_T001_1,Zm00008a021399_C01_1
OG0013929,Zm00001d015960_T001_1,Zm00008a021400_C01_1
OG0004170,Zm00001d015955_T004_1,Zm00008a021397_C01_1
OG0000080,Zm00001d015964_T001_1,Zm00008a021404_C01_1
OG0009537,Zm00001d015932_T002_1,Zm00008a021385_C01_1
OG0000063,Zm00001d015934_T001_1,Zm00008a021386_C01_1
OG0008856,Zm00001d015965_T001_1,Zm00008a021405_C01_1
OG0000062,Zm00001d015971_T004_1,Zm00008a021410_C01_1
OG0006554,Zm00001d015969_T001_1,Zm00008a021408_C01_1
OG0004334,Zm00001d015973_T001_1,Zm00008a021412_C01_1
OG0012435,Zm00001d015962_T001_1,Zm00008a021402_C01_1
OG0000080,Zm00001d015963_T001_1,Zm00008a021403_C01_1
OG0008362,Zm00001d015974_T002_1,Zm00008a021413_C01_1
OG0001494,"Zm00001d015975_T002_1, Zm00001d015976_T001_1",Zm00008a021415_C01_1
OG0001208,Zm00001d015977_T001_1,Zm00008a021416_C01_1
OG0014250,Zm00001d015984_T002_1,Zm00008a021420_C01_1
OG0005422,Zm00001d015986_T002_1,Zm00008a021423_C01_1
OG0006387,Zm00001d015990_T001_1,Zm00008a021426_C01_1
OG0000062,Zm00001d036887_T001_1,Zm00008a021425_C01_1
OG0011815,Zm00001d015985_T003_1,Zm00008a021421_C01_1
OG0015621,Zm00001d015999_T001_1,Zm00008a021435_C01_1
OG0000483,Zm00001d015992_T001_1,Zm00008a021430_C01_1
OG0005298,Zm00001d015997_T001_1,Zm00008a021432_C01_1
OG0014974,Zm00001d016002_T002_1,Zm00008a021441_C01_1
OG0005291,Zm00001d016000_T006_1,Zm00008a021437_C01_1
OG0009848,Zm00001d016001_T002_1,Zm00008a021438_C01_1
OG0009415,Zm00001d016006_T001_1,Zm00008a021442_C01_1
OG0002370,Zm00001d016013_T001_1,Zm00008a021449_C01_1
OG0003685,Zm00001d016019_T001_1,Zm00008a021452_C01_1
OG0000048,Zm00001d016022_T001_1,Zm00008a021455_C01_1
OG0000048,Zm00001d016027_T001_1,Zm00008a021456_C01_1
OG0010544,Zm00001d016029_T001_1,Zm00008a021457_C01_1
OG0000169,Zm00001d016014_T001_1,Zm00008a021450_C01_1
OG0002873,Zm00001d016016_T001_1,Zm00008a021451_C01_1
OG0001043,Zm00001d016034_T002_1,Zm00008a021463_C01_1
OG0000019,Zm00001d016009_T001_1,Zm00008a021446_C01_1
OG0002293,Zm00001d016008_T001_1,Zm00008a021444_C01_1
OG0000048,Zm00001d016035_T001_1,Zm00008a021464_C01_1
OG0007863,Zm00001d016037_T001_1,Zm00008a021466_C01_1
OG0005023,Zm00001d016041_T001_1,Zm00008a021468_C01_1
OG0006771,Zm00001d016044_T002_1,Zm00008a021469_C01_1
OG0003908,Zm00001d016052_T001_1,Zm00008a021475_C01_1
OG0000429,Zm00001d016031_T002_1,Zm00008a021461_C01_1
OG0012590,Zm00001d016049_T003_1,Zm00008a021474_C01_1
OG0001256,Zm00001d016060_T001_1,Zm00008a021483_C01_1
OG0006050,Zm00001d016061_T001_1,Zm00008a021484_C01_1
OG0003299,Zm00001d016070_T004_1,Zm00008a021490_C01_1
OG0003885,Zm00001d016075_T001_1,Zm00008a021494_C01_1
OG0001257,Zm00001d016076_T001_1,Zm00008a021495_C01_1
OG0008272,Zm00001d016072_T001_1,Zm00008a021492_C01_1
OG0016889,Zm00001d016073_T001_1,Zm00008a021493_C01_1
OG0002896,Zm00001d016081_T002_1,Zm00008a021499_C01_1
OG0000610,Zm00001d016063_T002_1,Zm00008a021486_C01_1
OG0016415,Zm00001d016083_T001_1,Zm00008a021501_C01_1
OG0006892,Zm00001d016084_T002_1,Zm00008a021502_C01_1
OG0011910,Zm00001d016085_T001_1,Zm00008a021503_C01_1
OG0013808,Zm00001d016082_T001_1,Zm00008a021500_C01_1
OG0011910,Zm00001d016087_T001_1,Zm00008a021507_C01_1
OG0002204,Zm00001d016091_T001_1,Zm00008a021510_C01_1
OG0003343,Zm00001d016077_T005_1,Zm00008a021496_C01_1
OG0004875,Zm00001d016098_T002_1,Zm00008a021515_C01_1
OG0006063,Zm00001d016095_T001_1,Zm00008a021513_C01_1
OG0002680,Zm00001d016096_T001_1,Zm00008a021514_C01_1
OG0009756,Zm00001d016103_T001_1,Zm00008a021519_C01_1
OG0000923,Zm00001d016104_T001_1,Zm00008a021520_C01_1
OG0002768,Zm00001d016105_T001_1,Zm00008a021521_C01_1
OG0000609,Zm00001d016106_T004_1,Zm00008a021522_C01_1
OG0009925,Zm00001d016100_T001_1,Zm00008a021516_C01_1
OG0007462,Zm00001d016131_T006_1,Zm00008a021534_C01_1
OG0008380,Zm00001d016129_T001_1,Zm00008a021532_C01_1
OG0000144,Zm00001d016132_T001_1,Zm00008a021535_C01_1
OG0010206,Zm00001d016136_T001_1,Zm00008a021538_C01_1
OG0007758,Zm00001d016137_T001_1,Zm00008a021539_C01_1
OG0008164,Zm00001d016134_T002_1,Zm00008a021537_C01_1
OG0018723,Zm00001d016140_T001_1,Zm00008a021541_C01_1
OG0005464,Zm00001d016119_T001_1,Zm00008a021528_C01_1
OG0015433,Zm00001d016145_T001_1,Zm00008a021546_C01_1
OG0007758,Zm00001d016139_T001_1,Zm00008a021540_C01_1
OG0001483,Zm00001d016149_T001_1,Zm00008a021547_C01_1
OG0000740,Zm00001d016151_T001_1,Zm00008a021549_C01_1
OG0003054,Zm00001d016152_T002_1,Zm00008a021550_C01_1
OG0008579,Zm00001d016154_T001_1,Zm00008a021551_C01_1
OG0003965,Zm00001d016143_T001_1,Zm00008a021543_C01_1
OG0000923,Zm00001d016142_T001_1,Zm00008a021542_C01_1
OG0010902,Zm00001d016144_T002_1,Zm00008a021544_C01_1
OG0006683,Zm00001d016160_T001_1,Zm00008a021554_C01_1
OG0009818,Zm00001d016162_T001_1,Zm00008a021555_C01_1
OG0007732,Zm00001d016164_T003_1,Zm00008a021557_C01_1
OG0000017,Zm00001d016177_T001_1,Zm00008a021566_C01_1
OG0008036,Zm00001d016165_T013_1,Zm00008a021559_C01_1
OG0000504,Zm00001d053453_T002_1,Zm00008a021560_C01_1
OG0018140,Zm00001d016179_T001_1,Zm00008a021567_C01_1
OG0000004,Zm00001d030331_T001_1,Zm00008a021570_C01_1
OG0006284,Zm00001d016181_T001_1,Zm00008a021573_C01_1
OG0010862,Zm00001d016175_T001_1,Zm00008a021563_C01_1
OG0000062,Zm00001d016197_T001_1,Zm00008a021582_C01_1
OG0005508,Zm00001d016198_T003_1,Zm00008a021583_C01_1
OG0000008,Zm00001d016194_T001_1,Zm00008a021581_C01_1
OG0000197,Zm00001d016188_T001_1,Zm00008a021575_C01_1
OG0004822,Zm00001d016216_T001_1,Zm00008a021596_C01_1
OG0000015,Zm00001d025324_T001_1,Zm00008a021597_C01_1
OG0020728,Zm00001d016231_T001_1,Zm00008a021606_C01_1
OG0009180,Zm00001d016225_T001_1,Zm00008a021603_C01_1
OG0000239,Zm00001d016223_T001_1,Zm00008a021600_C01_1
OG0008456,Zm00001d016228_T001_1,Zm00008a021604_C01_1
OG0008849,Zm00001d016230_T001_1,Zm00008a021605_C01_1
OG0001885,Zm00001d016237_T001_1,Zm00008a021612_C01_1
OG0008364,Zm00001d016242_T002_1,Zm00008a021615_C01_1
OG0010958,Zm00001d016248_T001_1,Zm00008a021619_C01_1
OG0009590,Zm00001d016252_T001_1,Zm00008a021622_C01_1
OG0013426,Zm00001d016253_T001_1,Zm00008a021623_C01_1
OG0014539,Zm00001d016256_T001_1,Zm00008a021626_C01_1
OG0016697,Zm00001d016257_T001_1,Zm00008a021628_C01_1
OG0003448,Zm00001d016234_T001_1,Zm00008a021608_C01_1
OG0004390,Zm00001d016262_T001_1,Zm00008a021635_C01_1
OG0004392,Zm00001d016259_T001_1,Zm00008a021630_C01_1
OG0002205,Zm00001d016269_T001_1,Zm00008a021639_C01_1
OG0009583,Zm00001d016254_T001_1,Zm00008a021624_C01_1
OG0001845,Zm00001d016255_T001_1,Zm00008a021625_C01_1
OG0002091,Zm00001d016276_T002_1,Zm00008a021647_C01_1
OG0000895,Zm00001d016274_T009_1,Zm00008a021646_C01_1
OG0006560,Zm00001d016294_T001_1,Zm00008a021657_C01_1
OG0002759,Zm00001d016298_T001_1,Zm00008a021658_C01_1
OG0004677,Zm00001d016299_T001_1,Zm00008a021659_C01_1
OG0005094,Zm00001d016286_T001_1,Zm00008a021656_C01_1
OG0000151,Zm00001d016284_T001_1,Zm00008a021654_C01_1
OG0000004,Zm00001d023474_T001_1,Zm00008a021662_C01_1
OG0010483,Zm00001d016301_T001_1,Zm00008a021661_C01_1
OG0001900,Zm00001d016277_T002_1,Zm00008a021650_C01_1
OG0017689,Zm00001d016281_T001_1,Zm00008a021653_C01_1
OG0004303,Zm00001d016311_T002_1,Zm00008a021669_C01_1
OG0000851,Zm00001d016308_T003_1,Zm00008a021667_C01_1
OG0003591,Zm00001d016307_T001_1,Zm00008a021666_C01_1
OG0000117,Zm00001d016332_T001_1,Zm00008a021671_C01_1
OG0004476,Zm00001d016326_T001_1,Zm00008a021670_C01_1
OG0013313,Zm00001d016342_T001_1,Zm00008a021674_C01_1
OG0001559,Zm00001d016358_T006_1,Zm00008a021685_C01_1
OG0001861,Zm00001d016349_T001_1,Zm00008a021679_C01_1
OG0011439,Zm00001d016363_T002_1,Zm00008a021687_C01_1
OG0002534,Zm00001d016364_T001_1,Zm00008a021688_C01_1
OG0003478,Zm00001d016365_T002_1,Zm00008a021689_C01_1
OG0011684,Zm00001d016361_T001_1,Zm00008a021686_C01_1
OG0001160,Zm00001d016351_T002_1,Zm00008a021683_C01_1
OG0000049,Zm00001d030606_T001_1,Zm00008a021684_C01_1
OG0015239,Zm00001d016374_T002_1,Zm00008a021693_C01_1
OG0010839,Zm00001d016371_T001_1,Zm00008a021690_C01_1
