Duplicate_ID	Anc_Gene	B1_Cluster	B2_Cluster	P1_Cluster	P2_Cluster	B1_Genes	B2_Genes	P1_Genes	P2_Genes
Syntenic_Dup_1636	Sobic.008G154000	Cluster_0960	NA	NA	NA	Zm00001d030971,Zm00001d030972	NA	NA	NA
Syntenic_Dup_1637	Sobic.008G154100	Cluster_0960	NA	NA	NA	Zm00001d030971,Zm00001d030972	NA	Zm00008a002873	NA
Syntenic_Dup_1638	Sobic.008G154700	NA	Cluster_1349	NA	NA	NA	Zm00001d041403,Zm00001d041404	NA	Zm00008a012203
Syntenic_Dup_1639	Sobic.008G154801	NA	Cluster_1349	NA	NA	NA	Zm00001d041403,Zm00001d041404	NA	NA
Syntenic_Dup_1640	Sobic.008G156900	NA	Cluster_1350	NA	Cluster_0478	NA	Zm00001d041416,Zm00001d041418	NA	Zm00008a012210,Zm00008a012211
Syntenic_Dup_1641	Sobic.008G157000	NA	Cluster_1350	NA	Cluster_0478	Zm00001d030993	Zm00001d041416,Zm00001d041418	Zm00008a002889	Zm00008a012210,Zm00008a012211
Syntenic_Dup_1642	Sobic.008G161000	NA	Cluster_1351	NA	Cluster_0479	Zm00001d031014	Zm00001d041450,Zm00001d041453	Zm00008a002907	Zm00008a012226,Zm00008a012228
Syntenic_Dup_1643	Sobic.008G161700	NA	NA	NA	Cluster_0480	Zm00001d031019	Zm00001d041455	Zm00008a002909	Zm00008a012231,Zm00008a012234
Syntenic_Dup_1644	Sobic.008G161800	NA	NA	NA	Cluster_0481	NA	Zm00001d041456	NA	Zm00008a012232,Zm00008a012235
Syntenic_Dup_1645	Sobic.008G172600	Cluster_0962	NA	NA	NA	Zm00001d031077,Zm00001d031078	NA	Zm00008a002960	NA
Syntenic_Dup_1646	Sobic.008G175200	NA	Cluster_1348	NA	NA	Zm00001d031100	Zm00001d041291,Zm00001d041293	Zm00008a002980	Zm00008a011951
Syntenic_Dup_1647	Sobic.008G181701	Cluster_0964	NA	Cluster_0118	NA	Zm00001d031152,Zm00001d031155,Zm00001d031157,Zm00001d031158	NA	Zm00008a003015,Zm00008a003017,Zm00008a003018,Zm00008a003021	NA
Syntenic_Dup_1648	Sobic.008G186400	NA	Cluster_1347	NA	Cluster_0474	Zm00001d031201	Zm00001d041232,Zm00001d041236	Zm00008a003049	Zm00008a011993,Zm00008a011996
Syntenic_Dup_1649	Sobic.008G186800	NA	NA	Cluster_0119	NA	Zm00001d031199	NA	Zm00008a003045,Zm00008a003046,Zm00008a003047	NA
Syntenic_Dup_1650	Sobic.008G187300	Cluster_0965	NA	Cluster_0119	NA	Zm00001d031196,Zm00001d031197	NA	Zm00008a003045,Zm00008a003046,Zm00008a003047	NA
Syntenic_Dup_1651	Sobic.008G189100	Cluster_0966	NA	Cluster_0120	NA	Zm00001d031203,Zm00001d031204	Zm00001d041217	Zm00008a003051,Zm00008a003052	Zm00008a012012
Syntenic_Dup_1652	Sobic.008G191200	Cluster_0967	NA	Cluster_0121	NA	Zm00001d031221,Zm00001d031222	NA	Zm00008a003067,Zm00008a003068	NA
Syntenic_Dup_1653	Sobic.009G002400	Cluster_1162	NA	Cluster_0880	NA	Zm00001d035753,Zm00001d035756	NA	Zm00008a023980,Zm00008a023981	NA
Syntenic_Dup_1654	Sobic.009G005900	Cluster_1160	Cluster_0316	Cluster_0876	NA	Zm00001d035720,Zm00001d035722	Zm00001d011086,Zm00001d011087	Zm00008a023945,Zm00008a023947	Zm00008a031887
Syntenic_Dup_1655	Sobic.009G006300	Cluster_1159	NA	Cluster_0875	Cluster_1168	Zm00001d035713,Zm00001d035714,Zm00001d035717	Zm00001d011083	Zm00008a023943,Zm00008a023944,Zm00008a023949	Zm00008a031883,Zm00008a031889
Syntenic_Dup_1656	Sobic.009G009500	Cluster_1158	Cluster_0315	NA	NA	Zm00001d035680,Zm00001d035681,Zm00001d035683,Zm00001d035684	Zm00001d011079,Zm00001d011080	Zm00008a023932	Zm00008a031881
Syntenic_Dup_1657	Sobic.009G009900	Cluster_1158	NA	NA	NA	Zm00001d035680,Zm00001d035681,Zm00001d035683,Zm00001d035684	NA	Zm00008a023927	NA
Syntenic_Dup_1658	Sobic.009G010700	NA	Cluster_0314	NA	NA	NA	Zm00001d011072,Zm00001d011073	NA	Zm00008a031877
Syntenic_Dup_1659	Sobic.009G010800	NA	Cluster_0314	NA	NA	NA	Zm00001d011072,Zm00001d011073	NA	Zm00008a031876
Syntenic_Dup_1660	Sobic.009G011000	Cluster_1157	NA	Cluster_0874	NA	Zm00001d035670,Zm00001d035671	Zm00001d011070	Zm00008a023921,Zm00008a023922	Zm00008a031875
Syntenic_Dup_1661	Sobic.009G011300	Cluster_1157	NA	Cluster_0874	NA	Zm00001d035670,Zm00001d035671	NA	Zm00008a023921,Zm00008a023922	NA
Syntenic_Dup_1662	Sobic.009G014600	Cluster_1155	NA	NA	NA	Zm00001d035638,Zm00001d035640	Zm00001d011056	Zm00008a023898	Zm00008a031861
Syntenic_Dup_1663	Sobic.009G015700	Cluster_1154	NA	NA	NA	Zm00001d035625,Zm00001d035629	NA	Zm00008a023894	NA
Syntenic_Dup_1664	Sobic.009G015800	Cluster_1153	NA	NA	NA	Zm00001d035624,Zm00001d035628	NA	Zm00008a023893	NA
Syntenic_Dup_1665	Sobic.009G015900	Cluster_1152	NA	NA	NA	Zm00001d035617,Zm00001d035618,Zm00001d035619	NA	Zm00008a023889	NA
Syntenic_Dup_1666	Sobic.009G016100	Cluster_1151	NA	NA	NA	Zm00001d035612,Zm00001d035614	NA	Zm00008a023887	NA
Syntenic_Dup_1667	Sobic.009G016600	Cluster_1149	NA	Cluster_0873	NA	Zm00001d035604,Zm00001d035605	NA	Zm00008a023882,Zm00008a023883	NA
Syntenic_Dup_1668	Sobic.009G016633	Cluster_1149	NA	Cluster_0873	NA	Zm00001d035604,Zm00001d035605	NA	Zm00008a023882,Zm00008a023883	Zm00008a031857
Syntenic_Dup_1669	Sobic.009G017400	Cluster_1148	NA	Cluster_0872	NA	Zm00001d035599,Zm00001d035600	Zm00001d011037	Zm00008a023877,Zm00008a023878	Zm00008a031853
Syntenic_Dup_1670	Sobic.009G017800	NA	Cluster_0313	NA	NA	Zm00001d035595	Zm00001d011034,Zm00001d011035	Zm00008a023874	Zm00008a031851
Syntenic_Dup_1671	Sobic.009G018450	NA	NA	Cluster_0870	NA	Zm00001d035589	NA	Zm00008a023862,Zm00008a023864	NA
Syntenic_Dup_1672	Sobic.009G019400	NA	Cluster_0312	NA	NA	NA	Zm00001d011014,Zm00001d011017,Zm00001d011026,Zm00001d011028	NA	NA
Syntenic_Dup_1673	Sobic.009G021600	Cluster_1145	NA	Cluster_0869	NA	Zm00001d035558,Zm00001d035559,Zm00001d035560,Zm00001d035561,Zm00001d035562	Zm00001d011012	Zm00008a023833,Zm00008a023834,Zm00008a023836,Zm00008a023837,Zm00008a023838	Zm00008a031847
Syntenic_Dup_1674	Sobic.009G022100	Cluster_1144	Cluster_0311	Cluster_0868	Cluster_1167	Zm00001d035551,Zm00001d035552	Zm00001d011004,Zm00001d011005	Zm00008a023825,Zm00008a023826	Zm00008a031840,Zm00008a031841
Syntenic_Dup_1675	Sobic.009G023200	Cluster_1143	NA	NA	NA	Zm00001d035542,Zm00001d035543	NA	Zm00008a023819	NA
Syntenic_Dup_1676	Sobic.009G025800	NA	NA	Cluster_0867	Cluster_1166	Zm00001d035501	Zm00001d010982	Zm00008a023784,Zm00008a023796	Zm00008a031805,Zm00008a031819
Syntenic_Dup_1677	Sobic.009G027200	NA	NA	Cluster_0867	Cluster_1166	Zm00001d035474	Zm00001d010969	Zm00008a023784,Zm00008a023796	Zm00008a031805,Zm00008a031819
Syntenic_Dup_1678	Sobic.009G027900	NA	NA	NA	Cluster_1165	Zm00001d035467	Zm00001d010961	Zm00008a023779	Zm00008a031786,Zm00008a031799,Zm00008a031809
Syntenic_Dup_1679	Sobic.009G030600	NA	NA	NA	Cluster_1165	NA	Zm00001d010945	NA	Zm00008a031786,Zm00008a031799,Zm00008a031809
Syntenic_Dup_1680	Sobic.009G032000	Cluster_0759	NA	Cluster_1376	NA	Zm00001d024725,Zm00001d024726	Zm00001d010933	Zm00008a037406,Zm00008a037407	Zm00008a031775
Syntenic_Dup_1681	Sobic.009G032600	Cluster_0760	Cluster_0310	Cluster_1377	NA	Zm00001d024734,Zm00001d024735,Zm00001d024738,Zm00001d024740	Zm00001d010924,Zm00001d010925,Zm00001d010926	Zm00008a037411,Zm00008a037412,Zm00008a037415,Zm00008a037416,Zm00008a037426,Zm00008a037428,Zm00008a037429,Zm00008a037430	Zm00008a031769
Syntenic_Dup_1682	Sobic.009G032800	Cluster_0760	NA	Cluster_1377	NA	Zm00001d024734,Zm00001d024735,Zm00001d024738,Zm00001d024740	NA	Zm00008a037411,Zm00008a037412,Zm00008a037415,Zm00008a037416,Zm00008a037426,Zm00008a037428,Zm00008a037429,Zm00008a037430	NA
Syntenic_Dup_1683	Sobic.009G032900	Cluster_0760	NA	Cluster_1377	NA	Zm00001d024734,Zm00001d024735,Zm00001d024738,Zm00001d024740	NA	Zm00008a037411,Zm00008a037412,Zm00008a037415,Zm00008a037416,Zm00008a037426,Zm00008a037428,Zm00008a037429,Zm00008a037430	NA
Syntenic_Dup_1684	Sobic.009G033300	Cluster_0761	Cluster_0310	Cluster_1377	NA	Zm00001d024745,Zm00001d024749,Zm00001d024750,Zm00001d024751,Zm00001d024752,Zm00001d024753	Zm00001d010924,Zm00001d010925,Zm00001d010926	Zm00008a037411,Zm00008a037412,Zm00008a037415,Zm00008a037416,Zm00008a037426,Zm00008a037428,Zm00008a037429,Zm00008a037430	NA
Syntenic_Dup_1685	Sobic.009G033400	NA	Cluster_0310	NA	NA	NA	Zm00001d010924,Zm00001d010925,Zm00001d010926	NA	Zm00008a031769
Syntenic_Dup_1686	Sobic.009G034100	Cluster_0762	NA	Cluster_1378	NA	Zm00001d024759,Zm00001d024760,Zm00001d024761	NA	Zm00008a037437,Zm00008a037438,Zm00008a037439	NA
Syntenic_Dup_1687	Sobic.009G035200	Cluster_0763	NA	Cluster_1379	NA	Zm00001d024770,Zm00001d024771	NA	Zm00008a037450,Zm00008a037451	NA
Syntenic_Dup_1688	Sobic.009G036800	NA	NA	NA	Cluster_1163	Zm00001d024786	Zm00001d010899	Zm00008a037462	Zm00008a031752,Zm00008a031753
Syntenic_Dup_1689	Sobic.009G036900	NA	NA	NA	Cluster_1163	Zm00001d024787	Zm00001d010901	Zm00008a037463	Zm00008a031752,Zm00008a031753
Syntenic_Dup_1690	Sobic.009G038000	Cluster_0764	NA	NA	NA	Zm00001d024798,Zm00001d024799,Zm00001d024800,Zm00001d024802	NA	NA	NA
Syntenic_Dup_1691	Sobic.009G038100	Cluster_0764	NA	NA	NA	Zm00001d024798,Zm00001d024799,Zm00001d024800,Zm00001d024802	Zm00001d010903	NA	Zm00008a031757
Syntenic_Dup_1692	Sobic.009G038200	Cluster_0764	NA	Cluster_1380	NA	Zm00001d024798,Zm00001d024799,Zm00001d024800,Zm00001d024802	NA	Zm00008a037470,Zm00008a037471	NA
Syntenic_Dup_1693	Sobic.009G038300	Cluster_0764	NA	Cluster_1380	NA	Zm00001d024798,Zm00001d024799,Zm00001d024800,Zm00001d024802	NA	Zm00008a037470,Zm00008a037471	NA
Syntenic_Dup_1694	Sobic.009G039200	Cluster_0765	NA	Cluster_1381	NA	Zm00001d024809,Zm00001d024810,Zm00001d024814	NA	Zm00008a037478,Zm00008a037480	NA
Syntenic_Dup_1695	Sobic.009G043000	NA	Cluster_0308	NA	NA	Zm00001d024835	Zm00001d010870,Zm00001d010871	Zm00008a037493	Zm00008a031739
Syntenic_Dup_1696	Sobic.009G043600	NA	Cluster_0308	NA	NA	Zm00001d024839	Zm00001d010870,Zm00001d010871	Zm00008a037494	NA
Syntenic_Dup_1697	Sobic.009G044400	Cluster_0766	NA	Cluster_1382	NA	Zm00001d024843,Zm00001d024850,Zm00001d024851,Zm00001d024852,Zm00001d024853	NA	Zm00008a037498,Zm00008a037500,Zm00008a037501,Zm00008a037502	NA
Syntenic_Dup_1698	Sobic.009G052300	Cluster_1222	NA	NA	NA	Zm00001d037579,Zm00001d037580	NA	Zm00008a025309	NA
Syntenic_Dup_1699	Sobic.009G055300	Cluster_1221	NA	Cluster_0923	NA	Zm00001d037547,Zm00001d037550	NA	Zm00008a025289,Zm00008a025290	NA
Syntenic_Dup_1700	Sobic.009G057800	Cluster_1220	NA	Cluster_0922	NA	Zm00001d037518,Zm00001d037519	NA	Zm00008a025265,Zm00008a025266	NA
Syntenic_Dup_1701	Sobic.009G057900	Cluster_1220	NA	Cluster_0922	NA	Zm00001d037518,Zm00001d037519	NA	Zm00008a025265,Zm00008a025266	NA
Syntenic_Dup_1702	Sobic.009G061900	Cluster_1227	NA	NA	NA	Zm00001d037666,Zm00001d037672	Zm00001d009801	Zm00008a025381	Zm00008a030956
Syntenic_Dup_1703	Sobic.009G064000	Cluster_1225	NA	NA	NA	Zm00001d037631,Zm00001d037632	NA	NA	NA
Syntenic_Dup_1704	Sobic.009G065600	Cluster_1224	NA	Cluster_0925	NA	Zm00001d037611,Zm00001d037619	Zm00001d009960	Zm00008a025334,Zm00008a025343	Zm00008a031074
Syntenic_Dup_1705	Sobic.009G066100	NA	NA	Cluster_0930	NA	Zm00001d037708	NA	Zm00008a025410,Zm00008a025423	NA
Syntenic_Dup_1706	Sobic.009G066900	Cluster_1229	Cluster_0285	Cluster_0929	Cluster_1146	Zm00001d037700,Zm00001d037717	Zm00001d009948,Zm00001d009950	Zm00008a025402,Zm00008a025417	Zm00008a031066,Zm00008a031069
Syntenic_Dup_1707	Sobic.009G068600	Cluster_1224	NA	Cluster_0925	NA	Zm00001d037611,Zm00001d037619	NA	Zm00008a025334,Zm00008a025343	NA
Syntenic_Dup_1708	Sobic.009G070700	Cluster_1228	NA	Cluster_0928	NA	Zm00001d037680,Zm00001d037681	NA	Zm00008a025387,Zm00008a025388	NA
Syntenic_Dup_1709	Sobic.009G070800	Cluster_1228	NA	Cluster_0928	NA	Zm00001d037680,Zm00001d037681	Zm00001d010373	Zm00008a025387,Zm00008a025388	Zm00008a031368
Syntenic_Dup_1710	Sobic.009G072100	NA	NA	Cluster_0933	NA	Zm00001d037769	Zm00001d010380	Zm00008a025469,Zm00008a025470	Zm00008a031372
Syntenic_Dup_1711	Sobic.009G074900	Cluster_1231	NA	Cluster_0932	NA	Zm00001d037740,Zm00001d037741,Zm00001d037742	NA	Zm00008a025444,Zm00008a025445	NA
Syntenic_Dup_1712	Sobic.009G077400	Cluster_1230	NA	Cluster_0931	NA	Zm00001d037725,Zm00001d037727	Zm00001d010020	Zm00008a025425,Zm00008a025426	Zm00008a031111
Syntenic_Dup_1713	Sobic.009G078700	NA	Cluster_0297	NA	Cluster_1157	NA	Zm00001d010450,Zm00001d010451	NA	Zm00008a031418,Zm00008a031419
Syntenic_Dup_1714	Sobic.009G079000	NA	Cluster_0297	NA	Cluster_1157	NA	Zm00001d010450,Zm00001d010451	NA	Zm00008a031418,Zm00008a031419
Syntenic_Dup_1715	Sobic.009G079300	NA	Cluster_0296	NA	Cluster_1156	NA	Zm00001d010442,Zm00001d010448	NA	Zm00008a031411,Zm00008a031417
Syntenic_Dup_1716	Sobic.009G080900	NA	NA	NA	Cluster_1155	NA	Zm00001d010440	NA	Zm00008a031409,Zm00008a031410
Syntenic_Dup_1717	Sobic.009G087900	NA	NA	Cluster_0934	NA	Zm00001d037789	NA	Zm00008a025490,Zm00008a025492	NA
Syntenic_Dup_1718	Sobic.009G098400	NA	Cluster_0295	NA	Cluster_1154	Zm00001d038046	Zm00001d010397,Zm00001d010398	Zm00008a025680	Zm00008a031382,Zm00008a031383
Syntenic_Dup_1719	Sobic.009G103900	Cluster_1238	NA	Cluster_0942	NA	Zm00001d037994,Zm00001d037998,Zm00001d037999	NA	Zm00008a025649,Zm00008a025650	NA
Syntenic_Dup_1720	Sobic.009G104600	Cluster_1237	NA	Cluster_0941	NA	Zm00001d037985,Zm00001d037988	NA	Zm00008a025642,Zm00008a025644	NA
Syntenic_Dup_1721	Sobic.009G106700	Cluster_0003	NA	Cluster_0940	NA	Zm00001d000195,Zm00001d000196	NA	Zm00008a025621,Zm00008a025622	NA
Syntenic_Dup_1722	Sobic.009G108700	Cluster_1236	NA	Cluster_0939	NA	Zm00001d037961,Zm00001d037962	NA	Zm00008a025610,Zm00008a025611	NA
Syntenic_Dup_1723	Sobic.009G110200	NA	Cluster_0283	NA	Cluster_1145	NA	Zm00001d009894,Zm00001d009895	NA	Zm00008a031025,Zm00008a031028
Syntenic_Dup_1724	Sobic.009G110500	Cluster_1235	NA	Cluster_0938	NA	Zm00001d037943,Zm00001d037945	NA	Zm00008a025604,Zm00008a025605	NA
Syntenic_Dup_1725	Sobic.009G115300	Cluster_1234	NA	NA	NA	Zm00001d037909,Zm00001d037914	NA	NA	NA
Syntenic_Dup_1726	Sobic.009G115600	Cluster_1234	NA	NA	NA	Zm00001d037909,Zm00001d037914	NA	NA	NA
Syntenic_Dup_1727	Sobic.009G116600	NA	NA	Cluster_0937	NA	Zm00001d037892	NA	Zm00008a025569,Zm00008a025570	NA
Syntenic_Dup_1728	Sobic.009G116700	NA	NA	Cluster_0937	NA	Zm00001d037894	NA	Zm00008a025569,Zm00008a025570	NA
Syntenic_Dup_1729	Sobic.009G119200	Cluster_1240	NA	Cluster_0943	NA	Zm00001d038049,Zm00001d038052	Zm00001d009876	Zm00008a025686,Zm00008a025688	Zm00008a031007
Syntenic_Dup_1730	Sobic.009G121900	Cluster_1241	NA	Cluster_0944	NA	Zm00001d038065,Zm00001d038066	NA	Zm00008a025699,Zm00008a025700	NA
Syntenic_Dup_1731	Sobic.009G122000	Cluster_1241	NA	Cluster_0944	NA	Zm00001d038065,Zm00001d038066	Zm00001d009979	Zm00008a025699,Zm00008a025700	Zm00008a031086
Syntenic_Dup_1732	Sobic.009G122700	Cluster_1242	NA	NA	NA	Zm00001d038079,Zm00001d038080	NA	Zm00008a025710	NA
Syntenic_Dup_1733	Sobic.009G123900	Cluster_1243	NA	NA	NA	Zm00001d038084,Zm00001d038085	NA	Zm00008a025715	NA
Syntenic_Dup_1734	Sobic.009G124000	Cluster_1243	NA	NA	NA	Zm00001d038084,Zm00001d038085	NA	Zm00008a025716	NA
Syntenic_Dup_1735	Sobic.009G136300	Cluster_1244	NA	NA	NA	Zm00001d038177,Zm00001d038178	NA	Zm00008a025791	NA
Syntenic_Dup_1736	Sobic.009G136400	Cluster_1244	NA	NA	NA	Zm00001d038177,Zm00001d038178	Zm00001d010284	Zm00008a025791	Zm00008a031315
Syntenic_Dup_1737	Sobic.009G136900	Cluster_1245	NA	Cluster_0945	NA	Zm00001d038179,Zm00001d038180,Zm00001d038181,Zm00001d038185,Zm00001d038186	NA	Zm00008a025794,Zm00008a025795,Zm00008a025796,Zm00008a025797,Zm00008a025799	NA
Syntenic_Dup_1738	Sobic.009G139900	NA	Cluster_0291	NA	Cluster_1152	Zm00001d038200	Zm00001d010251,Zm00001d010255	Zm00008a025812	Zm00008a031298,Zm00008a031299
Syntenic_Dup_1739	Sobic.009G140000	NA	NA	Cluster_0946	NA	Zm00001d038199	NA	Zm00008a025811,Zm00008a025817	NA
Syntenic_Dup_1740	Sobic.009G140300	NA	NA	Cluster_0946	NA	Zm00001d038205	Zm00001d010249	Zm00008a025811,Zm00008a025817	Zm00008a031297
Syntenic_Dup_1741	Sobic.009G140500	NA	NA	Cluster_0947	NA	Zm00001d038207	Zm00001d010239	Zm00008a025820,Zm00008a025830	Zm00008a031289
Syntenic_Dup_1742	Sobic.009G142500	NA	Cluster_0290	NA	Cluster_1151	NA	Zm00001d010232,Zm00001d010233	NA	Zm00008a031283,Zm00008a031284
Syntenic_Dup_1743	Sobic.009G148900	Cluster_1249	NA	NA	NA	Zm00001d038333,Zm00001d038334	Zm00001d010195	Zm00008a025909	Zm00008a031248
Syntenic_Dup_1744	Sobic.009G153600	NA	Cluster_0289	NA	Cluster_1149	NA	Zm00001d010152,Zm00001d010162	NA	Zm00008a031222,Zm00008a031226
Syntenic_Dup_1745	Sobic.009G153900	Cluster_1248	NA	Cluster_0950	NA	Zm00001d038283,Zm00001d038284	NA	Zm00008a025866,Zm00008a025867	NA
Syntenic_Dup_1746	Sobic.009G154000	NA	NA	Cluster_0950	NA	Zm00001d038285	NA	Zm00008a025866,Zm00008a025867	NA
Syntenic_Dup_1747	Sobic.009G154200	NA	NA	Cluster_0948	NA	Zm00001d038288	NA	Zm00008a025855,Zm00008a025868	NA
Syntenic_Dup_1748	Sobic.009G157300	Cluster_1247	NA	Cluster_0949	NA	Zm00001d038271,Zm00001d038272	NA	Zm00008a025856,Zm00008a025857	NA
Syntenic_Dup_1749	Sobic.009G157500	NA	NA	Cluster_0948	NA	Zm00001d038270	Zm00001d010087	Zm00008a025855,Zm00008a025868	Zm00008a031175
Syntenic_Dup_1750	Sobic.009G166700	Cluster_1250	NA	NA	NA	Zm00001d038401,Zm00001d038403	NA	NA	NA
Syntenic_Dup_1751	Sobic.009G172400	Cluster_1252	NA	Cluster_0953	NA	Zm00001d038452,Zm00001d038459	NA	Zm00008a025995,Zm00008a026001	NA
Syntenic_Dup_1752	Sobic.009G172500	Cluster_1253	NA	NA	NA	Zm00001d038453,Zm00001d038460	NA	Zm00008a026003	NA
Syntenic_Dup_1753	Sobic.009G175600	NA	NA	Cluster_0957	NA	Zm00001d038494	NA	Zm00008a026035,Zm00008a026043	NA
Syntenic_Dup_1754	Sobic.009G175800	NA	NA	Cluster_0957	NA	Zm00001d038504	NA	Zm00008a026035,Zm00008a026043	NA
Syntenic_Dup_1755	Sobic.009G177800	Cluster_1254	NA	NA	NA	Zm00001d038523,Zm00001d038526	Zm00001d010632	Zm00008a026060	Zm00008a031560
Syntenic_Dup_1756	Sobic.009G180000	Cluster_1255	Cluster_0299	NA	NA	Zm00001d038543,Zm00001d038545	Zm00001d010649,Zm00001d010650	Zm00008a026078	Zm00008a031570
Syntenic_Dup_1757	Sobic.009G183800	NA	Cluster_0300	NA	Cluster_1158	NA	Zm00001d010673,Zm00001d010675	NA	Zm00008a031586,Zm00008a031587
Syntenic_Dup_1758	Sobic.009G184000	NA	Cluster_0300	NA	Cluster_1158	NA	Zm00001d010673,Zm00001d010675	NA	Zm00008a031586,Zm00008a031587
Syntenic_Dup_1759	Sobic.009G184300	Cluster_1257	NA	NA	Cluster_1159	Zm00001d038584,Zm00001d038585	Zm00001d010676	Zm00008a026104	Zm00008a031588,Zm00008a031589
Syntenic_Dup_1760	Sobic.009G184400	Cluster_1257	NA	NA	Cluster_1159	Zm00001d038584,Zm00001d038585	Zm00001d000339	NA	Zm00008a031588,Zm00008a031589
Syntenic_Dup_1761	Sobic.009G186500	Cluster_1258	NA	NA	NA	Zm00001d038598,Zm00001d038599	NA	Zm00008a026114	NA
Syntenic_Dup_1762	Sobic.009G186600	Cluster_1258	NA	NA	NA	Zm00001d038598,Zm00001d038599	NA	Zm00008a026114	NA
Syntenic_Dup_1763	Sobic.009G187000	Cluster_1259	Cluster_0301	Cluster_0959	NA	Zm00001d038604,Zm00001d038605	Zm00001d010689,Zm00001d010690	Zm00008a026116,Zm00008a026117	Zm00008a031598
Syntenic_Dup_1764	Sobic.009G195600	NA	Cluster_0302	NA	NA	Zm00001d038688	Zm00001d010732,Zm00001d010733	Zm00008a039802	Zm00008a031630
Syntenic_Dup_1765	Sobic.009G196400	Cluster_1261	NA	NA	NA	Zm00001d038696,Zm00001d038697	NA	NA	NA
Syntenic_Dup_1766	Sobic.009G196500	Cluster_1261	NA	NA	NA	Zm00001d038696,Zm00001d038697	NA	NA	NA
Syntenic_Dup_1767	Sobic.009G197000	Cluster_1262	NA	Cluster_0961	NA	Zm00001d038699,Zm00001d038700,Zm00001d038702,Zm00001d038703	Zm00001d010736	Zm00008a026186,Zm00008a026187,Zm00008a026188,Zm00008a026189	Zm00008a031634
Syntenic_Dup_1768	Sobic.009G198700	NA	Cluster_0302	NA	NA	NA	Zm00001d010732,Zm00001d010733	Zm00008a026192	Zm00008a031631
Syntenic_Dup_1769	Sobic.009G199401	NA	Cluster_0303	NA	Cluster_1161	Zm00001d038717	Zm00001d010749,Zm00001d010751	Zm00008a026197	Zm00008a031643,Zm00008a031645
Syntenic_Dup_1770	Sobic.009G200500	Cluster_1265	NA	NA	NA	Zm00001d038811,Zm00001d038812,Zm00001d038813	Zm00001d010758	Zm00008a026267	Zm00008a031652
Syntenic_Dup_1771	Sobic.009G201000	NA	Cluster_0305	NA	Cluster_1162	NA	Zm00001d010764,Zm00001d010770,Zm00001d010773,Zm00001d010779,Zm00001d010782	NA	Zm00008a031654,Zm00008a031656
Syntenic_Dup_1772	Sobic.009G205400	NA	NA	Cluster_0965	NA	Zm00001d038766	NA	Zm00008a026241,Zm00008a026242	NA
Syntenic_Dup_1773	Sobic.009G205800	Cluster_1264	NA	Cluster_0964	NA	Zm00001d038763,Zm00001d038764,Zm00001d038765	Zm00001d010802	Zm00008a026237,Zm00008a026238,Zm00008a026239	Zm00008a031681
Syntenic_Dup_1774	Sobic.009G207100	NA	NA	Cluster_0963	NA	Zm00001d038755	NA	Zm00008a026230,Zm00008a026231	NA
Syntenic_Dup_1775	Sobic.009G207200	NA	NA	Cluster_0963	NA	Zm00001d038754	Zm00001d010808	Zm00008a026230,Zm00008a026231	Zm00008a031686
Syntenic_Dup_1776	Sobic.009G208600	Cluster_1263	NA	Cluster_0962	NA	Zm00001d038740,Zm00001d038741	NA	Zm00008a026219,Zm00008a026220	NA
Syntenic_Dup_1777	Sobic.009G208700	Cluster_1263	NA	Cluster_0962	NA	Zm00001d038740,Zm00001d038741	NA	Zm00008a026219,Zm00008a026220	NA
Syntenic_Dup_1778	Sobic.009G211400	Cluster_1266	NA	NA	NA	Zm00001d038830,Zm00001d038831	NA	Zm00008a026281	NA
Syntenic_Dup_1779	Sobic.009G211600	Cluster_1266	NA	NA	NA	Zm00001d038830,Zm00001d038831	NA	Zm00008a026281	NA
Syntenic_Dup_1780	Sobic.009G216100	Cluster_1267	NA	NA	NA	Zm00001d038874,Zm00001d038875	NA	Zm00008a026330	NA
Syntenic_Dup_1781	Sobic.009G216300	Cluster_1267	NA	NA	NA	Zm00001d038874,Zm00001d038875	NA	Zm00008a026330	NA
Syntenic_Dup_1782	Sobic.009G217500	Cluster_1268	NA	Cluster_0966	NA	Zm00001d038883,Zm00001d038884	NA	Zm00008a026338,Zm00008a026339	NA
Syntenic_Dup_1783	Sobic.009G217600	Cluster_1268	NA	Cluster_0966	NA	Zm00001d038883,Zm00001d038884	NA	Zm00008a026338,Zm00008a026339	NA
Syntenic_Dup_1784	Sobic.009G218100	Cluster_1269	NA	Cluster_0967	NA	Zm00001d038887,Zm00001d038889	NA	Zm00008a026342,Zm00008a026343	NA
Syntenic_Dup_1785	Sobic.009G218200	Cluster_1269	NA	Cluster_0967	NA	Zm00001d038887,Zm00001d038889	NA	Zm00008a026342,Zm00008a026343	NA
Syntenic_Dup_1786	Sobic.009G218450	NA	Cluster_0272	NA	Cluster_1131	NA	Zm00001d009447,Zm00001d009448	NA	Zm00008a030684,Zm00008a030686
Syntenic_Dup_1787	Sobic.009G221900	Cluster_1270	NA	Cluster_0968	NA	Zm00001d038911,Zm00001d038913	NA	Zm00008a026360,Zm00008a026362	NA
Syntenic_Dup_1788	Sobic.009G222000	Cluster_1270	NA	Cluster_0968	NA	Zm00001d038911,Zm00001d038913	NA	Zm00008a026360,Zm00008a026362	NA
Syntenic_Dup_1789	Sobic.009G222600	Cluster_1271	NA	NA	NA	Zm00001d038918,Zm00001d038919,Zm00001d038920	Zm00001d009475	Zm00008a026367	Zm00008a030705
