ClusterID	Genes	Width	
Cluster_1285	Zm00001d039228,Zm00001d039229	2
Cluster_1286	Zm00001d039280,Zm00001d039285	5
Cluster_1287	Zm00001d039345,Zm00001d039346	2
Cluster_1288	Zm00001d039375,Zm00001d039377	3
Cluster_1289	Zm00001d039392,Zm00001d039393	2
Cluster_1290	Zm00001d039419,Zm00001d039420,Zm00001d039423	5
Cluster_1291	Zm00001d039514,Zm00001d039517	2
Cluster_1292	Zm00001d039563,Zm00001d039564	2
Cluster_1293	Zm00001d039569,Zm00001d039571,Zm00001d039572,Zm00001d039573,Zm00001d039574	5
Cluster_1294	Zm00001d039602,Zm00001d039604	3
Cluster_1295	Zm00001d039642,Zm00001d039643,Zm00001d039644	3
Cluster_1296	Zm00001d039679,Zm00001d039680	2
Cluster_1297	Zm00001d039697,Zm00001d039698	2
Cluster_1298	Zm00001d039711,Zm00001d039712	2
Cluster_1299	Zm00001d039729,Zm00001d039731	3
Cluster_1300	Zm00001d039749,Zm00001d039754	4
Cluster_1301	Zm00001d039795,Zm00001d039799	4
Cluster_1302	Zm00001d039796,Zm00001d039802,Zm00001d039803,Zm00001d039805,Zm00001d039807,Zm00001d039817,Zm00001d039818	17
Cluster_1303	Zm00001d039822,Zm00001d039824	2
Cluster_1304	Zm00001d039833,Zm00001d039837,Zm00001d039840	7
Cluster_1305	Zm00001d039895,Zm00001d039898	2
Cluster_1306	Zm00001d039920,Zm00001d039926,Zm00001d039931	12
Cluster_1307	Zm00001d039921,Zm00001d039923	3
Cluster_1308	Zm00001d039922,Zm00001d039924,Zm00001d039925,Zm00001d039927,Zm00001d039928,Zm00001d039929,Zm00001d039930	9
Cluster_1309	Zm00001d039932,Zm00001d039933,Zm00001d039936,Zm00001d039941,Zm00001d039942	10
Cluster_1310	Zm00001d039946,Zm00001d039958	8
Cluster_1311	Zm00001d039947,Zm00001d039951,Zm00001d039952,Zm00001d039956	5
Cluster_1312	Zm00001d039969,Zm00001d039970	2
Cluster_1313	Zm00001d040027,Zm00001d040028,Zm00001d040029	3
Cluster_1314	Zm00001d040034,Zm00001d040035	2
Cluster_1315	Zm00001d040059,Zm00001d040060,Zm00001d040064,Zm00001d040066,Zm00001d040067,Zm00001d040071,Zm00001d040075	11
Cluster_1316	Zm00001d040110,Zm00001d040111	2
Cluster_1317	Zm00001d040148,Zm00001d040152	4
Cluster_1318	Zm00001d040161,Zm00001d040162	2
Cluster_1319	Zm00001d040210,Zm00001d040211,Zm00001d040212	3
Cluster_1320	Zm00001d040247,Zm00001d040249	3
Cluster_1321	Zm00001d040252,Zm00001d040253	2
Cluster_1322	Zm00001d040299,Zm00001d040300	2
Cluster_1323	Zm00001d040301,Zm00001d040302	2
Cluster_1324	Zm00001d040423,Zm00001d040426,Zm00001d040428	3
Cluster_1325	Zm00001d040479,Zm00001d040483,Zm00001d040497	9
Cluster_1326	Zm00001d040481,Zm00001d040493,Zm00001d040501	11
Cluster_1327	Zm00001d040548,Zm00001d040549	2
Cluster_1328	Zm00001d040578,Zm00001d040579,Zm00001d040581	4
Cluster_1329	Zm00001d040608,Zm00001d040609	2
Cluster_1330	Zm00001d040638,Zm00001d040639	2
Cluster_1331	Zm00001d040649,Zm00001d040650	2
Cluster_1332	Zm00001d040659,Zm00001d040660	2
Cluster_1333	Zm00001d040692,Zm00001d040694	3
Cluster_1334	Zm00001d040702,Zm00001d040705	4
Cluster_1335	Zm00001d040730,Zm00001d040731,Zm00001d040733	3
Cluster_1336	Zm00001d040772,Zm00001d040773	2
Cluster_1337	Zm00001d040785,Zm00001d040786,Zm00001d040787	3
Cluster_1338	Zm00001d040818,Zm00001d040820	3
Cluster_1339	Zm00001d040836,Zm00001d040837	2
Cluster_1340	Zm00001d040844,Zm00001d040847	3
Cluster_1341	Zm00001d040911,Zm00001d040912	2
Cluster_1342	Zm00001d040924,Zm00001d040925	2
Cluster_1343	Zm00001d041007,Zm00001d041013	2
Cluster_1344	Zm00001d041086,Zm00001d041087	2
Cluster_1345	Zm00001d041124,Zm00001d041136	6
Cluster_1346	Zm00001d041168,Zm00001d041173	3
Cluster_1347	Zm00001d041232,Zm00001d041236	4
Cluster_1348	Zm00001d041291,Zm00001d041293	2
Cluster_1349	Zm00001d041403,Zm00001d041404	2
Cluster_1350	Zm00001d041416,Zm00001d041418	3
Cluster_1351	Zm00001d041450,Zm00001d041453	2
Cluster_1352	Zm00001d041520,Zm00001d041521	2
Cluster_1353	Zm00001d041551,Zm00001d041553	2
Cluster_1354	Zm00001d041559,Zm00001d041563	4
Cluster_1355	Zm00001d041570,Zm00001d041571	2
Cluster_1356	Zm00001d041656,Zm00001d041657,Zm00001d041662,Zm00001d041663	5
Cluster_1357	Zm00001d041678,Zm00001d041684	5
Cluster_1358	Zm00001d041776,Zm00001d041777	2
Cluster_1359	Zm00001d041806,Zm00001d041808	2
Cluster_1360	Zm00001d041810,Zm00001d041811	2
Cluster_1361	Zm00001d041836,Zm00001d041842	6
Cluster_1362	Zm00001d041904,Zm00001d041907	4
Cluster_1363	Zm00001d041927,Zm00001d041929	2
Cluster_1364	Zm00001d041984,Zm00001d041985,Zm00001d041987	4
Cluster_1365	Zm00001d041996,Zm00001d041997	2
Cluster_1366	Zm00001d042019,Zm00001d042022	3
Cluster_1367	Zm00001d042095,Zm00001d042096,Zm00001d042098,Zm00001d042099,Zm00001d042102,Zm00001d042104	10
Cluster_1368	Zm00001d042107,Zm00001d042108	2
Cluster_1369	Zm00001d042122,Zm00001d042123,Zm00001d042125	3
Cluster_1370	Zm00001d042128,Zm00001d042130	2
Cluster_1371	Zm00001d042134,Zm00001d042135	2
Cluster_1372	Zm00001d042138,Zm00001d042140,Zm00001d042141,Zm00001d042143	6
Cluster_1373	Zm00001d042157,Zm00001d042158	2
Cluster_1374	Zm00001d042160,Zm00001d042163	2
Cluster_1375	Zm00001d042169,Zm00001d042173	4
Cluster_1376	Zm00001d042172,Zm00001d042175,Zm00001d042178	6
Cluster_1377	Zm00001d042196,Zm00001d042197	2
Cluster_1378	Zm00001d042204,Zm00001d042207,Zm00001d042209,Zm00001d042210	5
Cluster_1379	Zm00001d042226,Zm00001d042229,Zm00001d042231	4
Cluster_1380	Zm00001d042237,Zm00001d042239	2
Cluster_1381	Zm00001d042274,Zm00001d042275	2
Cluster_1382	Zm00001d042276,Zm00001d042279,Zm00001d042281	5
Cluster_1383	Zm00001d042315,Zm00001d042317	2
Cluster_1384	Zm00001d042336,Zm00001d042337	2
Cluster_1385	Zm00001d042380,Zm00001d042389	8
Cluster_1386	Zm00001d042400,Zm00001d042410	6
Cluster_1387	Zm00001d042511,Zm00001d042512	2
Cluster_1388	Zm00001d042540,Zm00001d042541	2
Cluster_1389	Zm00001d042561,Zm00001d042562,Zm00001d042563,Zm00001d042564,Zm00001d042568	6
Cluster_1390	Zm00001d042654,Zm00001d042656	3
Cluster_1391	Zm00001d042680,Zm00001d042683,Zm00001d042684	4
Cluster_1392	Zm00001d042739,Zm00001d042740	2
Cluster_1393	Zm00001d042748,Zm00001d042749,Zm00001d042750	3
Cluster_1394	Zm00001d042768,Zm00001d042769,Zm00001d042770,Zm00001d042771	4
Cluster_1395	Zm00001d042789,Zm00001d042791	2
Cluster_1396	Zm00001d042796,Zm00001d042799	2
Cluster_1397	Zm00001d042868,Zm00001d042869	2
Cluster_1398	Zm00001d042901,Zm00001d042905,Zm00001d042906	6
Cluster_1399	Zm00001d042933,Zm00001d042934	2
Cluster_1400	Zm00001d042988,Zm00001d042989	2
Cluster_1401	Zm00001d043000,Zm00001d043003	3
Cluster_1402	Zm00001d043001,Zm00001d043004	3
Cluster_1403	Zm00001d043062,Zm00001d043063,Zm00001d043066	4
Cluster_1404	Zm00001d043126,Zm00001d043129	4
Cluster_1405	Zm00001d043165,Zm00001d043166	2
Cluster_1406	Zm00001d043204,Zm00001d043205	2
Cluster_1407	Zm00001d043211,Zm00001d043216	4
Cluster_1408	Zm00001d043220,Zm00001d043221	2
Cluster_1409	Zm00001d043252,Zm00001d043253,Zm00001d043256	4
Cluster_1410	Zm00001d043289,Zm00001d043290	2
Cluster_1411	Zm00001d043374,Zm00001d043375	2
Cluster_1412	Zm00001d043468,Zm00001d043469	2
Cluster_1413	Zm00001d043517,Zm00001d043519	2
Cluster_1414	Zm00001d043544,Zm00001d043547	3
Cluster_1415	Zm00001d043590,Zm00001d043591	2
Cluster_1416	Zm00001d043625,Zm00001d043632	3
Cluster_1417	Zm00001d043641,Zm00001d043643,Zm00001d043644	3
Cluster_1418	Zm00001d043650,Zm00001d043651	2
Cluster_1419	Zm00001d043682,Zm00001d043683	2
Cluster_1420	Zm00001d043714,Zm00001d043716,Zm00001d043719	4
Cluster_1421	Zm00001d043738,Zm00001d043740,Zm00001d043741,Zm00001d043742	5
Cluster_1422	Zm00001d043762,Zm00001d043766	4
Cluster_1423	Zm00001d043787,Zm00001d043789,Zm00001d043795	7
Cluster_1424	Zm00001d043792,Zm00001d043793,Zm00001d043794	3
Cluster_1425	Zm00001d043798,Zm00001d043799	2
Cluster_1426	Zm00001d043806,Zm00001d043808	3
Cluster_1427	Zm00001d043870,Zm00001d043871	2
Cluster_1428	Zm00001d043882,Zm00001d043884	2
Cluster_1429	Zm00001d043927,Zm00001d043928	2
Cluster_1430	Zm00001d043975,Zm00001d043980,Zm00001d043981	6
Cluster_1431	Zm00001d044013,Zm00001d044014	2
Cluster_1432	Zm00001d044031,Zm00001d044033,Zm00001d044037	7
Cluster_1433	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	8
Cluster_1434	Zm00001d044052,Zm00001d044053	2
Cluster_1435	Zm00001d044095,Zm00001d044096,Zm00001d044099	3
Cluster_1436	Zm00001d044117,Zm00001d044118	2
Cluster_1437	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	10
Cluster_1438	Zm00001d044203,Zm00001d044208	6
Cluster_1439	Zm00001d044231,Zm00001d044237	5
Cluster_1440	Zm00001d044246,Zm00001d044247	2
Cluster_1441	Zm00001d044281,Zm00001d044283	2
Cluster_1442	Zm00001d044288,Zm00001d044289	2
Cluster_1443	Zm00001d044339,Zm00001d044340	2
Cluster_1444	Zm00001d044345,Zm00001d044348,Zm00001d044351,Zm00001d044352,Zm00001d044354	7
Cluster_1445	Zm00001d044375,Zm00001d044376,Zm00001d044378	4
Cluster_1446	Zm00001d044385,Zm00001d044386	2
Cluster_1447	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	7
Cluster_1448	Zm00001d044398,Zm00001d044400	3
Cluster_1449	Zm00001d044432,Zm00001d044433	2
Cluster_1450	Zm00001d044438,Zm00001d044439,Zm00001d044440	3
Cluster_1451	Zm00001d044442,Zm00001d044443	2
Cluster_1452	Zm00001d044457,Zm00001d044458	2
Cluster_1453	Zm00001d044570,Zm00001d044573	3
Cluster_1454	Zm00001d044579,Zm00001d044580	2
Cluster_1455	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	5
Cluster_1456	Zm00001d044623,Zm00001d044626,Zm00001d044627	5
Cluster_1457	Zm00001d044624,Zm00001d044628	5
Cluster_1458	Zm00001d044654,Zm00001d044655	2
Cluster_1459	Zm00001d044670,Zm00001d044671	2
Cluster_1460	Zm00001d044685,Zm00001d044686	2
Cluster_1461	Zm00001d044730,Zm00001d044732	3
Cluster_1462	Zm00001d044762,Zm00001d044763,Zm00001d044765	3
Cluster_1463	Zm00001d044775,Zm00001d044776,Zm00001d044777	3
Cluster_1464	Zm00001d044790,Zm00001d044795	5
Cluster_1465	Zm00001d044884,Zm00001d044889	2
Cluster_1466	Zm00001d044896,Zm00001d044897	2
Cluster_1467	Zm00001d044906,Zm00001d044908	3
Cluster_1468	Zm00001d044907,Zm00001d044916	8
Cluster_1469	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	5
Cluster_1470	Zm00001d044966,Zm00001d044967	2
Cluster_1471	Zm00001d044996,Zm00001d044999	3
Cluster_1472	Zm00001d045006,Zm00001d045008,Zm00001d045009	4
Cluster_1473	Zm00001d045030,Zm00001d045031	2
Cluster_1474	Zm00001d045070,Zm00001d045071	2
Cluster_1475	Zm00001d045086,Zm00001d045088	3
Cluster_1476	Zm00001d045089,Zm00001d045090	2
Cluster_1477	Zm00001d045091,Zm00001d045092	2
Cluster_1478	Zm00001d045141,Zm00001d045145	4
Cluster_1479	Zm00001d045157,Zm00001d045158	2
Cluster_1480	Zm00001d045159,Zm00001d045169	6
Cluster_1481	Zm00001d045221,Zm00001d045226,Zm00001d045228	7
Cluster_1482	Zm00001d045235,Zm00001d045244,Zm00001d045247	6
Cluster_1483	Zm00001d045238,Zm00001d045240	2
Cluster_1484	Zm00001d045256,Zm00001d045257,Zm00001d045258,Zm00001d045260	4
Cluster_1485	Zm00001d045271,Zm00001d045276	4
Cluster_1486	Zm00001d045272,Zm00001d045274,Zm00001d045277	4
Cluster_1487	Zm00001d045298,Zm00001d045302	5
Cluster_1488	Zm00001d045299,Zm00001d045300	2
Cluster_1489	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	19
Cluster_1490	Zm00001d045342,Zm00001d045348	4
Cluster_1491	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	9
Cluster_1492	Zm00001d045390,Zm00001d045391,Zm00001d045392	3
Cluster_1493	Zm00001d045398,Zm00001d045400	3
Cluster_1494	Zm00001d045404,Zm00001d045405	2
Cluster_1495	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	5
Cluster_1496	Zm00001d045454,Zm00001d045456	3
Cluster_1497	Zm00001d045459,Zm00001d045460,Zm00001d045461	3
Cluster_1498	Zm00001d045465,Zm00001d045466	2
Cluster_1499	Zm00001d045473,Zm00001d045474	2
Cluster_1500	Zm00001d045564,Zm00001d045565	2
Cluster_1501	Zm00001d045576,Zm00001d045582	7
Cluster_1502	Zm00001d045577,Zm00001d045578	2
Cluster_1503	Zm00001d045656,Zm00001d045672	14
Cluster_1504	Zm00001d045668,Zm00001d045669	2
Cluster_1505	Zm00001d045683,Zm00001d045684	2
Cluster_1506	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	5
Cluster_1507	Zm00001d045720,Zm00001d045721,Zm00001d045722	3
Cluster_1508	Zm00001d045774,Zm00001d045778	4
Cluster_1509	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	25
Cluster_1510	Zm00001d045838,Zm00001d045839	2
Cluster_1511	Zm00001d045845,Zm00001d045846	2
Cluster_1512	Zm00001d045875,Zm00001d045877	3
Cluster_1513	Zm00001d045890,Zm00001d045891,Zm00001d045892	3
Cluster_1514	Zm00001d046004,Zm00001d046005	2
Cluster_1515	Zm00001d046053,Zm00001d046054	2
Cluster_1516	Zm00001d046091,Zm00001d046093	3
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	12
Cluster_1518	Zm00001d046153,Zm00001d046166	9
Cluster_1519	Zm00001d046158,Zm00001d046161	2
Cluster_1520	Zm00001d046184,Zm00001d046186,Zm00001d046187	4
Cluster_1521	Zm00001d046242,Zm00001d046243	2
Cluster_1522	Zm00001d046314,Zm00001d046315,Zm00001d046316	3
Cluster_1523	Zm00001d046318,Zm00001d046319,Zm00001d046322	3
Cluster_1524	Zm00001d046342,Zm00001d046344	3
Cluster_1525	Zm00001d046460,Zm00001d046466,Zm00001d046473	8
Cluster_1526	Zm00001d046490,Zm00001d046491	2
Cluster_1527	Zm00001d046492,Zm00001d046493	2
Cluster_1528	Zm00001d046517,Zm00001d046518,Zm00001d046519	3
Cluster_1529	Zm00001d046526,Zm00001d046527	2
Cluster_1530	Zm00001d046604,Zm00001d046610	4
Cluster_1531	Zm00001d046649,Zm00001d046651	2
Cluster_1532	Zm00001d046667,Zm00001d046668	2
Cluster_1533	Zm00001d046673,Zm00001d046675	2
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	13
Cluster_1535	Zm00001d046743,Zm00001d046745,Zm00001d046746	3
Cluster_1536	Zm00001d046765,Zm00001d046766	2
Cluster_1537	Zm00001d046800,Zm00001d046801	2
Cluster_1538	Zm00001d046812,Zm00001d046813	2
Cluster_1539	Zm00001d046828,Zm00001d046831	2
Cluster_1540	Zm00001d046839,Zm00001d046842	4
Cluster_1541	Zm00001d046840,Zm00001d046841	2
Cluster_1542	Zm00001d046846,Zm00001d046859	11
Cluster_1543	Zm00001d046875,Zm00001d046881	2
Cluster_1544	Zm00001d046921,Zm00001d046922	2
Cluster_1545	Zm00001d046925,Zm00001d046926	2
Cluster_1546	Zm00001d046986,Zm00001d046993	7
Cluster_1547	Zm00001d047028,Zm00001d047030	2
Cluster_1548	Zm00001d047064,Zm00001d047066	3
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	9
Cluster_1550	Zm00001d047097,Zm00001d047099	2
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	7
Cluster_1552	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	10
Cluster_1553	Zm00001d047192,Zm00001d047194	3
Cluster_1554	Zm00001d047210,Zm00001d047211,Zm00001d047212	3
Cluster_1555	Zm00001d047218,Zm00001d047219	2
Cluster_1556	Zm00001d047223,Zm00001d047235	9
Cluster_1557	Zm00001d047231,Zm00001d047232	2
Cluster_1558	Zm00001d047330,Zm00001d047333,Zm00001d047334	5
Cluster_1559	Zm00001d047392,Zm00001d047395	3
Cluster_1560	Zm00001d047404,Zm00001d047407	4
Cluster_1561	Zm00001d047405,Zm00001d047406,Zm00001d047408	4
Cluster_1562	Zm00001d047410,Zm00001d047411	2
Cluster_1563	Zm00001d047417,Zm00001d047418	2
Cluster_1564	Zm00001d047424,Zm00001d047425	2
Cluster_1565	Zm00001d047542,Zm00001d047548,Zm00001d047553	8
Cluster_1566	Zm00001d047543,Zm00001d047549	5
Cluster_1567	Zm00001d047621,Zm00001d047625	3
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	16
Cluster_1569	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657	9
Cluster_1570	Zm00001d047737,Zm00001d047738	2
Cluster_1571	Zm00001d047781,Zm00001d047782,Zm00001d047783,Zm00001d047784,Zm00001d047785	5
Cluster_1572	Zm00001d047809,Zm00001d047810,Zm00001d047811	3
Cluster_1573	Zm00001d047884,Zm00001d047885,Zm00001d047886,Zm00001d047887	4
Cluster_1574	Zm00001d047890,Zm00001d047892	2
Cluster_1575	Zm00001d047916,Zm00001d047917	2
Cluster_1576	Zm00001d047933,Zm00001d047934	2
Cluster_1577	Zm00001d047938,Zm00001d047939	2
Cluster_1578	Zm00001d048009,Zm00001d048010	2
Cluster_1579	Zm00001d048053,Zm00001d048054	2
Cluster_1580	Zm00001d048063,Zm00001d048064	2
Cluster_1581	Zm00001d048135,Zm00001d048136	2
Cluster_1582	Zm00001d048151,Zm00001d048152	2
Cluster_1583	Zm00001d048157,Zm00001d048158,Zm00001d048159	3
Cluster_1584	Zm00001d048166,Zm00001d048169	3
Cluster_1585	Zm00001d048187,Zm00001d048189	3
Cluster_1586	Zm00001d048191,Zm00001d048192	2
Cluster_1587	Zm00001d048205,Zm00001d048207	2
Cluster_1588	Zm00001d048222,Zm00001d048223	2
Cluster_1589	Zm00001d048252,Zm00001d048255	3
Cluster_1590	Zm00001d048253,Zm00001d048256	3
Cluster_1591	Zm00001d048263,Zm00001d048268	5
Cluster_1592	Zm00001d048279,Zm00001d048280	2
Cluster_1593	Zm00001d048288,Zm00001d048289	2
Cluster_1594	Zm00001d048296,Zm00001d048297	2
Cluster_1595	Zm00001d048303,Zm00001d048306	3
Cluster_1596	Zm00001d048341,Zm00001d048342	2
Cluster_1597	Zm00001d048353,Zm00001d048354	2
Cluster_1598	Zm00001d048387,Zm00001d048389	2
Cluster_1599	Zm00001d048416,Zm00001d048417	2
Cluster_1600	Zm00001d048484,Zm00001d048492	6
Cluster_1601	Zm00001d048521,Zm00001d048522	2
Cluster_1602	Zm00001d048558,Zm00001d048559,Zm00001d048560	3
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	16
Cluster_1604	Zm00001d048592,Zm00001d048593	2
Cluster_1605	Zm00001d048639,Zm00001d048640	2
Cluster_1606	Zm00001d048656,Zm00001d048660	3
Cluster_1607	Zm00001d048663,Zm00001d048665	3
Cluster_1608	Zm00001d048681,Zm00001d048682	2
Cluster_1609	Zm00001d048702,Zm00001d048703,Zm00001d048705,Zm00001d048710	7
Cluster_1610	Zm00001d048707,Zm00001d048711	4
Cluster_1611	Zm00001d048719,Zm00001d048720	2
Cluster_1612	Zm00001d048723,Zm00001d048726	4
Cluster_1613	Zm00001d048727,Zm00001d048728,Zm00001d048729	3
Cluster_1614	Zm00001d048746,Zm00001d048748,Zm00001d048752,Zm00001d048754,Zm00001d048757	8
Cluster_1615	Zm00001d048753,Zm00001d048755	3
Cluster_1616	Zm00001d048760,Zm00001d048761	2
Cluster_1617	Zm00001d048771,Zm00001d048774,Zm00001d048775,Zm00001d048776	6
Cluster_1618	Zm00001d048806,Zm00001d048807,Zm00001d048808,Zm00001d048809,Zm00001d048810,Zm00001d048812,Zm00001d048813,Zm00001d048816,Zm00001d048817,Zm00001d048818	12
Cluster_1619	Zm00001d048847,Zm00001d048848,Zm00001d048849,Zm00001d048850,Zm00001d048851,Zm00001d048852	6
Cluster_1620	Zm00001d048864,Zm00001d048865,Zm00001d048866,Zm00001d048875	10
Cluster_1621	Zm00001d048867,Zm00001d048874	6
Cluster_1622	Zm00001d048870,Zm00001d048871,Zm00001d048872	3
Cluster_1623	Zm00001d048883,Zm00001d048884,Zm00001d048886	3
Cluster_1624	Zm00001d048947,Zm00001d048948,Zm00001d048949,Zm00001d048950	4
Cluster_1625	Zm00001d048962,Zm00001d048968	3
Cluster_1626	Zm00001d048972,Zm00001d048975,Zm00001d048978	6
Cluster_1627	Zm00001d048985,Zm00001d048987	2
Cluster_1628	Zm00001d048989,Zm00001d048990	2
Cluster_1629	Zm00001d049031,Zm00001d049032	2
Cluster_1630	Zm00001d049060,Zm00001d049061	2
Cluster_1631	Zm00001d049110,Zm00001d049111	2
Cluster_1632	Zm00001d049116,Zm00001d049117,Zm00001d049118	3
Cluster_1633	Zm00001d049133,Zm00001d049134	2
Cluster_1634	Zm00001d049175,Zm00001d049176	2
Cluster_1635	Zm00001d049178,Zm00001d049179,Zm00001d049181	4
Cluster_1636	Zm00001d049217,Zm00001d049219	3
Cluster_1637	Zm00001d049220,Zm00001d049221	2
Cluster_1638	Zm00001d049259,Zm00001d049260	2
Cluster_1639	Zm00001d049282,Zm00001d049292	10
Cluster_1640	Zm00001d049286,Zm00001d049293	7
Cluster_1641	Zm00001d049290,Zm00001d049291	2
Cluster_1642	Zm00001d049299,Zm00001d049301	3
Cluster_1643	Zm00001d049418,Zm00001d049419,Zm00001d049420,Zm00001d049421,Zm00001d049423,Zm00001d049424,Zm00001d049425,Zm00001d049426,Zm00001d049427,Zm00001d049428,Zm00001d049430,Zm00001d049431,Zm00001d049432,Zm00001d049433,Zm00001d049434,Zm00001d049435,Zm00001d049436,Zm00001d049437,Zm00001d049438,Zm00001d049439	20
Cluster_1644	Zm00001d049508,Zm00001d049509	2
Cluster_1645	Zm00001d049528,Zm00001d049532	5
Cluster_1646	Zm00001d049536,Zm00001d049539	3
Cluster_1647	Zm00001d049559,Zm00001d049560	2
Cluster_1648	Zm00001d049666,Zm00001d049668	3
Cluster_1649	Zm00001d049774,Zm00001d049777,Zm00001d049781	4
Cluster_1650	Zm00001d049792,Zm00001d049793	2
Cluster_1651	Zm00001d049822,Zm00001d049824	3
Cluster_1652	Zm00001d049838,Zm00001d049840,Zm00001d049841,Zm00001d049842,Zm00001d049843,Zm00001d049844	6
Cluster_1653	Zm00001d049944,Zm00001d049945	2
Cluster_1654	Zm00001d049996,Zm00001d049997	2
Cluster_1655	Zm00001d050040,Zm00001d050041	2
Cluster_1656	Zm00001d050074,Zm00001d050076,Zm00001d050077	3
Cluster_1657	Zm00001d050090,Zm00001d050091	2
Cluster_1658	Zm00001d050099,Zm00001d050100	2
Cluster_1659	Zm00001d050140,Zm00001d050141	2
Cluster_1660	Zm00001d050160,Zm00001d050171	12
Cluster_1661	Zm00001d050169,Zm00001d050170	2
Cluster_1662	Zm00001d050196,Zm00001d050198	2
Cluster_1663	Zm00001d050259,Zm00001d050260	2
Cluster_1664	Zm00001d050386,Zm00001d050388	2
Cluster_1665	Zm00001d050479,Zm00001d050493	10
Cluster_1666	Zm00001d050608,Zm00001d050609	2
Cluster_1667	Zm00001d050682,Zm00001d050684	2
Cluster_1668	Zm00001d050920,Zm00001d050921	2
Cluster_1669	Zm00001d051021,Zm00001d051033	9
Cluster_1670	Zm00001d051083,Zm00001d051085,Zm00001d051088,Zm00001d051089,Zm00001d051093,Zm00001d051094,Zm00001d051096,Zm00001d051099	12
Cluster_1671	Zm00001d051161,Zm00001d051163,Zm00001d051166	5
Cluster_1672	Zm00001d051199,Zm00001d051200,Zm00001d051202	3
Cluster_1673	Zm00001d051223,Zm00001d051225	2
Cluster_1674	Zm00001d051251,Zm00001d051254,Zm00001d051259	6
Cluster_1675	Zm00001d051267,Zm00001d051269	3
Cluster_1676	Zm00001d051313,Zm00001d051314	2
Cluster_1677	Zm00001d051335,Zm00001d051336	2
Cluster_1678	Zm00001d051350,Zm00001d051355	4
Cluster_1679	Zm00001d051397,Zm00001d051399	2
Cluster_1680	Zm00001d051410,Zm00001d051411	2
Cluster_1681	Zm00001d051412,Zm00001d051413	2
Cluster_1682	Zm00001d051418,Zm00001d051419	2
Cluster_1683	Zm00001d051460,Zm00001d051468	9
Cluster_1684	Zm00001d051492,Zm00001d051495	3
Cluster_1685	Zm00001d051607,Zm00001d051609	3
Cluster_1686	Zm00001d051660,Zm00001d051661	2
Cluster_1687	Zm00001d051668,Zm00001d051669	2
Cluster_1688	Zm00001d051692,Zm00001d051693,Zm00001d051695	4
Cluster_1689	Zm00001d051706,Zm00001d051707,Zm00001d051708,Zm00001d051710,Zm00001d051711,Zm00001d051712,Zm00001d051715,Zm00001d051719,Zm00001d051720,Zm00001d051722,Zm00001d051724,Zm00001d051726,Zm00001d051727,Zm00001d051730,Zm00001d051732,Zm00001d051735	24
Cluster_1690	Zm00001d051961,Zm00001d051963,Zm00001d051964,Zm00001d051965	5
Cluster_1691	Zm00001d052015,Zm00001d052016	2
Cluster_1692	Zm00001d052089,Zm00001d052090,Zm00001d052091	3
Cluster_1693	Zm00001d052164,Zm00001d052165	2
Cluster_1694	Zm00001d052168,Zm00001d052170	2
Cluster_1695	Zm00001d052205,Zm00001d052206	2
Cluster_1696	Zm00001d052209,Zm00001d052210,Zm00001d052211	3
Cluster_1697	Zm00001d052335,Zm00001d052336	2
Cluster_1698	Zm00001d052341,Zm00001d052342	2
Cluster_1699	Zm00001d052371,Zm00001d052372,Zm00001d052373,Zm00001d052374	4
Cluster_1700	Zm00001d052412,Zm00001d052413	2
Cluster_1701	Zm00001d052420,Zm00001d052421	2
Cluster_1702	Zm00001d052434,Zm00001d052435	2
