Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_1331	Cluster_1318	NA	Zm00001d040161,Zm00001d040162	Zm00008a011330
Nonsyntenic_Dup_1332	Cluster_1319	Cluster_0453	Zm00001d040210,Zm00001d040212,Zm00001d040211	Zm00008a011370,Zm00008a011371,Zm00008a011369
Nonsyntenic_Dup_1333	Cluster_1321	Cluster_0455	Zm00001d040253,Zm00001d040252	Zm00008a011406,Zm00008a011407
Nonsyntenic_Dup_1334	Cluster_1324	Cluster_0458	Zm00001d040426,Zm00001d040428,Zm00001d040423	Zm00008a011560,Zm00008a011558,Zm00008a011557
Nonsyntenic_Dup_1335	Cluster_1325	Cluster_0459	Zm00001d040483,Zm00001d040497,Zm00001d040479	Zm00008a011601,Zm00008a011602,Zm00008a011607
Nonsyntenic_Dup_1336	Cluster_1326	Cluster_0460	Zm00001d040481,Zm00001d040493,Zm00001d040501	Zm00008a011603,Zm00008a011608
Nonsyntenic_Dup_1337	Cluster_1327	NA	Zm00001d040549,Zm00001d040548	Zm00008a011637
Nonsyntenic_Dup_1338	Cluster_1328	Cluster_0461	Zm00001d040578,Zm00001d040579,Zm00001d040581	Zm00008a011657,Zm00008a011656,Zm00008a011658
Nonsyntenic_Dup_1339	Cluster_1329	Cluster_0462	Zm00001d040609,Zm00001d040608	Zm00008a011686,Zm00008a011687
Nonsyntenic_Dup_1340	Cluster_1330	Cluster_0463	Zm00001d040639,Zm00001d040638	Zm00008a011712,Zm00008a011710
Nonsyntenic_Dup_1341	Cluster_1331	NA	Zm00001d040650,Zm00001d040649	Zm00008a011717
Nonsyntenic_Dup_1342	Cluster_1332	Cluster_0464	Zm00001d040659,Zm00001d040660	Zm00008a011726,Zm00008a011729
Nonsyntenic_Dup_1343	NA	Cluster_0465	Zm00001d040677	Zm00008a011739,Zm00008a011753
Nonsyntenic_Dup_1344	Cluster_1333	Cluster_0465	Zm00001d040694,Zm00001d040692	Zm00008a011739,Zm00008a011753
Nonsyntenic_Dup_1345	Cluster_1333	NA	Zm00001d040694,Zm00001d040692	Zm00008a011752
Nonsyntenic_Dup_1346	Cluster_1334	Cluster_0466	Zm00001d040702,Zm00001d040705	Zm00008a011765,Zm00008a011761
Nonsyntenic_Dup_1347	Cluster_1335	Cluster_0467	Zm00001d040731,Zm00001d040733,Zm00001d040730	Zm00008a011783,Zm00008a011784
Nonsyntenic_Dup_1348	Cluster_1336	Cluster_0469	Zm00001d040772,Zm00001d040773	Zm00008a011823,Zm00008a011824
Nonsyntenic_Dup_1349	Cluster_1339	Cluster_0471	Zm00001d040837,Zm00001d040836	Zm00008a011860,Zm00008a011861
Nonsyntenic_Dup_1350	Cluster_1340	NA	Zm00001d040847,Zm00001d040844	Zm00008a011866
Nonsyntenic_Dup_1351	Cluster_1340	NA	Zm00001d040847,Zm00001d040844	Zm00008a011892
Nonsyntenic_Dup_1352	Cluster_1341	Cluster_0473	Zm00001d040912,Zm00001d040911	Zm00008a011899,Zm00008a011898
Nonsyntenic_Dup_1353	Cluster_1344	NA	Zm00001d041086,Zm00001d041087	Zm00008a012146
Nonsyntenic_Dup_1354	Cluster_1345	NA	Zm00001d041124,Zm00001d041136	Zm00008a012163
Nonsyntenic_Dup_1355	Cluster_1346	Cluster_0475	Zm00001d041173,Zm00001d041168	Zm00008a012048,Zm00008a012046
Nonsyntenic_Dup_1356	Cluster_1347	Cluster_0474	Zm00001d041236,Zm00001d041232	Zm00008a011993,Zm00008a011996
Nonsyntenic_Dup_1357	Cluster_1348	NA	Zm00001d041291,Zm00001d041293	Zm00008a011952
Nonsyntenic_Dup_1358	NA	Cluster_0477	Zm00001d041358	Zm00008a012172,Zm00008a012177
Nonsyntenic_Dup_1359	Cluster_1350	Cluster_0478	Zm00001d041416,Zm00001d041418	Zm00008a012211,Zm00008a012210
Nonsyntenic_Dup_1360	Cluster_1351	Cluster_0479	Zm00001d041450,Zm00001d041453	Zm00008a012228,Zm00008a012226
Nonsyntenic_Dup_1361	NA	Cluster_0480	Zm00001d041455	Zm00008a012231,Zm00008a012234
Nonsyntenic_Dup_1362	NA	Cluster_0481	Zm00001d041456	Zm00008a012235,Zm00008a012232
Nonsyntenic_Dup_1363	NA	Cluster_0482	Zm00001d041457	Zm00008a012233,Zm00008a012236
Nonsyntenic_Dup_1364	Cluster_1355	Cluster_0483	Zm00001d041571,Zm00001d041570	Zm00008a012312,Zm00008a012311
Nonsyntenic_Dup_1365	Cluster_1356	Cluster_0484	Zm00001d041656,Zm00001d041662,Zm00001d041657,Zm00001d041663	Zm00008a012388,Zm00008a012402,Zm00008a012389
Nonsyntenic_Dup_1366	Cluster_1356	NA	Zm00001d041656,Zm00001d041662,Zm00001d041657,Zm00001d041663	Zm00008a012392
Nonsyntenic_Dup_1367	Cluster_1357	Cluster_0485	Zm00001d041678,Zm00001d041684	Zm00008a012412,Zm00008a012407
Nonsyntenic_Dup_1368	Cluster_1358	Cluster_0487	Zm00001d041777,Zm00001d041776	Zm00008a012491,Zm00008a012492
Nonsyntenic_Dup_1369	Cluster_1360	NA	Zm00001d041810,Zm00001d041811	Zm00008a012514
Nonsyntenic_Dup_1370	Cluster_1361	Cluster_0488	Zm00001d041836,Zm00001d041842	Zm00008a012533,Zm00008a012535
Nonsyntenic_Dup_1371	NA	Cluster_0488	Zm00001d041843	Zm00008a012533,Zm00008a012535
Nonsyntenic_Dup_1372	Cluster_1362	NA	Zm00001d041907,Zm00001d041904	Zm00008a012582
Nonsyntenic_Dup_1373	Cluster_1363	Cluster_0490	Zm00001d041927,Zm00001d041929	Zm00008a012595,Zm00008a012594
Nonsyntenic_Dup_1374	Cluster_1364	Cluster_0491	Zm00001d041984,Zm00001d041985,Zm00001d041987	Zm00008a012635,Zm00008a012634,Zm00008a012636
Nonsyntenic_Dup_1375	Cluster_1365	NA	Zm00001d041996,Zm00001d041997	Zm00008a012646
Nonsyntenic_Dup_1376	Cluster_1366	Cluster_0493	Zm00001d042022,Zm00001d042019	Zm00008a012665,Zm00008a012664
Nonsyntenic_Dup_1377	NA	Cluster_0494	Zm00001d042041	Zm00008a012683,Zm00008a012684
Nonsyntenic_Dup_1378	Cluster_1367	Cluster_0496	Zm00001d042096,Zm00001d042099,Zm00001d042102,Zm00001d042104,Zm00001d042095,Zm00001d042098	Zm00008a012729,Zm00008a012738,Zm00008a012734,Zm00008a012737,Zm00008a012731,Zm00008a012730,Zm00008a012732
Nonsyntenic_Dup_1379	Cluster_1367	NA	Zm00001d042096,Zm00001d042099,Zm00001d042102,Zm00001d042104,Zm00001d042095,Zm00001d042098	Zm00008a012733
Nonsyntenic_Dup_1380	Cluster_1368	NA	Zm00001d042107,Zm00001d042108	Zm00008a012739
Nonsyntenic_Dup_1381	Cluster_1369	Cluster_0497	Zm00001d042123,Zm00001d042122,Zm00001d042125	Zm00008a012751,Zm00008a012750,Zm00008a012746,Zm00008a012747
Nonsyntenic_Dup_1382	Cluster_1370	Cluster_0498	Zm00001d042130,Zm00001d042128	Zm00008a012754,Zm00008a012757
Nonsyntenic_Dup_1383	Cluster_1371	Cluster_0499	Zm00001d042134,Zm00001d042135	Zm00008a012767,Zm00008a012765
Nonsyntenic_Dup_1384	NA	Cluster_0499	Zm00001d042136	Zm00008a012767,Zm00008a012765
Nonsyntenic_Dup_1385	Cluster_1372	Cluster_0500	Zm00001d042143,Zm00001d042141,Zm00001d042140,Zm00001d042138	Zm00008a012769,Zm00008a012771,Zm00008a012770,Zm00008a012773
Nonsyntenic_Dup_1386	NA	Cluster_0502	Zm00001d042156	Zm00008a012787,Zm00008a012784,Zm00008a012790
Nonsyntenic_Dup_1387	Cluster_1373	Cluster_0501	Zm00001d042157,Zm00001d042158	Zm00008a012783,Zm00008a012786
Nonsyntenic_Dup_1388	Cluster_1373	NA	Zm00001d042157,Zm00001d042158	Zm00008a012788
Nonsyntenic_Dup_1389	Cluster_1374	NA	Zm00001d042160,Zm00001d042163	Zm00008a012788
Nonsyntenic_Dup_1390	NA	Cluster_0502	Zm00001d042165	Zm00008a012787,Zm00008a012784,Zm00008a012790
Nonsyntenic_Dup_1391	Cluster_1376	NA	Zm00001d042172,Zm00001d042175,Zm00001d042178	Zm00008a012793
Nonsyntenic_Dup_1392	NA	Cluster_0503	Zm00001d042174	Zm00008a012796,Zm00008a012795
Nonsyntenic_Dup_1393	NA	Cluster_0503	Zm00001d042177	Zm00008a012796,Zm00008a012795
Nonsyntenic_Dup_1394	Cluster_1377	NA	Zm00001d042196,Zm00001d042197	Zm00008a012809
Nonsyntenic_Dup_1395	Cluster_1378	Cluster_0504	Zm00001d042204,Zm00001d042207,Zm00001d042209,Zm00001d042210	Zm00008a012815,Zm00008a012814,Zm00008a012816
Nonsyntenic_Dup_1396	Cluster_1379	NA	Zm00001d042229,Zm00001d042226,Zm00001d042231	Zm00008a012832
Nonsyntenic_Dup_1397	Cluster_1381	Cluster_0506	Zm00001d042275,Zm00001d042274	Zm00008a012865,Zm00008a012866
Nonsyntenic_Dup_1398	Cluster_1382	Cluster_0507	Zm00001d042276,Zm00001d042279,Zm00001d042281	Zm00008a012869,Zm00008a012867,Zm00008a012870
Nonsyntenic_Dup_1399	Cluster_1383	NA	Zm00001d042315,Zm00001d042317	Zm00008a012898
Nonsyntenic_Dup_1400	Cluster_1385	Cluster_0510	Zm00001d042389,Zm00001d042380	Zm00008a012956,Zm00008a012964
Nonsyntenic_Dup_1401	NA	Cluster_0510	Zm00001d042381	Zm00008a012956,Zm00008a012964
Nonsyntenic_Dup_1402	NA	Cluster_0510	Zm00001d042388	Zm00008a012956,Zm00008a012964
Nonsyntenic_Dup_1403	Cluster_1386	NA	Zm00001d042400,Zm00001d042410	Zm00008a012972
Nonsyntenic_Dup_1404	Cluster_1386	NA	Zm00001d042400,Zm00001d042410	Zm00008a012973
Nonsyntenic_Dup_1405	Cluster_1387	Cluster_0511	Zm00001d042512,Zm00001d042511	Zm00008a013057,Zm00008a013058
Nonsyntenic_Dup_1406	Cluster_1388	NA	Zm00001d042541,Zm00001d042540	Zm00008a013075
Nonsyntenic_Dup_1407	Cluster_1389	Cluster_0513	Zm00001d042568,Zm00001d042564,Zm00001d042563,Zm00001d042561,Zm00001d042562	Zm00008a013091,Zm00008a013088
Nonsyntenic_Dup_1408	Cluster_1389	Cluster_0512	Zm00001d042568,Zm00001d042564,Zm00001d042563,Zm00001d042561,Zm00001d042562	Zm00008a013090,Zm00008a013089,Zm00008a013085,Zm00008a013087
Nonsyntenic_Dup_1409	Cluster_1390	NA	Zm00001d042656,Zm00001d042654	Zm00008a013167
Nonsyntenic_Dup_1410	Cluster_1391	Cluster_0514	Zm00001d042683,Zm00001d042684,Zm00001d042680	Zm00008a013191,Zm00008a013189
Nonsyntenic_Dup_1411	Cluster_1392	Cluster_0515	Zm00001d042739,Zm00001d042740	Zm00008a013235,Zm00008a013234
Nonsyntenic_Dup_1412	Cluster_1393	Cluster_0516	Zm00001d042748,Zm00001d042749,Zm00001d042750	Zm00008a013240,Zm00008a013241,Zm00008a013239
Nonsyntenic_Dup_1413	NA	Cluster_0516	Zm00001d042752	Zm00008a013240,Zm00008a013241,Zm00008a013239
Nonsyntenic_Dup_1414	Cluster_1394	Cluster_0517	Zm00001d042769,Zm00001d042768,Zm00001d042771,Zm00001d042770	Zm00008a013259,Zm00008a013257,Zm00008a013260
Nonsyntenic_Dup_1415	NA	Cluster_0517	Zm00001d042772	Zm00008a013259,Zm00008a013257,Zm00008a013260
Nonsyntenic_Dup_1416	Cluster_1396	Cluster_0518	Zm00001d042796,Zm00001d042799	Zm00008a013279,Zm00008a013278
Nonsyntenic_Dup_1417	Cluster_1398	Cluster_0520	Zm00001d042901,Zm00001d042905,Zm00001d042906	Zm00008a013345,Zm00008a013349,Zm00008a013348
Nonsyntenic_Dup_1418	Cluster_1400	NA	Zm00001d042989,Zm00001d042988	Zm00008a013420
Nonsyntenic_Dup_1419	Cluster_1401	NA	Zm00001d043003,Zm00001d043000	Zm00008a013430
Nonsyntenic_Dup_1420	Cluster_1401	NA	Zm00001d043003,Zm00001d043000	Zm00008a013429
Nonsyntenic_Dup_1421	Cluster_1402	NA	Zm00001d043004,Zm00001d043001	Zm00008a013431
Nonsyntenic_Dup_1422	Cluster_1403	NA	Zm00001d043066,Zm00001d043063,Zm00001d043062	Zm00008a013484
Nonsyntenic_Dup_1423	NA	Cluster_0524	Zm00001d043094	Zm00008a013517,Zm00008a013530
Nonsyntenic_Dup_1424	Cluster_1404	Cluster_0525	Zm00001d043129,Zm00001d043126	Zm00008a013545,Zm00008a013547
Nonsyntenic_Dup_1425	Cluster_1405	NA	Zm00001d043166,Zm00001d043165	Zm00008a013568
Nonsyntenic_Dup_1426	Cluster_1407	Cluster_0527	Zm00001d043211,Zm00001d043216	Zm00008a013614,Zm00008a013612
Nonsyntenic_Dup_1427	Cluster_1407	NA	Zm00001d043211,Zm00001d043216	Zm00008a013613
Nonsyntenic_Dup_1428	Cluster_1408	Cluster_0528	Zm00001d043220,Zm00001d043221	Zm00008a013617,Zm00008a013619,Zm00008a013618
Nonsyntenic_Dup_1429	Cluster_1409	Cluster_0529	Zm00001d043253,Zm00001d043252,Zm00001d043256	Zm00008a013648,Zm00008a013649,Zm00008a013650
Nonsyntenic_Dup_1430	Cluster_1410	NA	Zm00001d043290,Zm00001d043289	Zm00008a013683
Nonsyntenic_Dup_1431	NA	Cluster_0530	Zm00001d043366	Zm00008a013742,Zm00008a013756
Nonsyntenic_Dup_1432	NA	Cluster_0530	Zm00001d043379	Zm00008a013742,Zm00008a013756
Nonsyntenic_Dup_1433	NA	Cluster_0530	Zm00001d043380	Zm00008a013742,Zm00008a013756
Nonsyntenic_Dup_1434	Cluster_1412	Cluster_0532	Zm00001d043468,Zm00001d043469	Zm00008a013831,Zm00008a013830
Nonsyntenic_Dup_1435	Cluster_1413	NA	Zm00001d043519,Zm00001d043517	Zm00008a013876
Nonsyntenic_Dup_1436	Cluster_1416	Cluster_0535	Zm00001d043632,Zm00001d043625	Zm00008a013970,Zm00008a013968
Nonsyntenic_Dup_1437	Cluster_1418	Cluster_0536	Zm00001d043651,Zm00001d043650	Zm00008a013979,Zm00008a013980
Nonsyntenic_Dup_1438	Cluster_1419	NA	Zm00001d043683,Zm00001d043682	Zm00008a014007
Nonsyntenic_Dup_1439	Cluster_1420	Cluster_0538	Zm00001d043716,Zm00001d043719,Zm00001d043714	Zm00008a014035,Zm00008a014031,Zm00008a014033
Nonsyntenic_Dup_1440	NA	Cluster_0539	Zm00001d043715	Zm00008a014034,Zm00008a014032
Nonsyntenic_Dup_1441	Cluster_1421	NA	Zm00001d043740,Zm00001d043741,Zm00001d043742,Zm00001d043738	Zm00008a014055
Nonsyntenic_Dup_1442	Cluster_1421	Cluster_0540	Zm00001d043740,Zm00001d043741,Zm00001d043742,Zm00001d043738	Zm00008a014056,Zm00008a014057
Nonsyntenic_Dup_1443	NA	Cluster_0542	Zm00001d043770	Zm00008a014070,Zm00008a014072
Nonsyntenic_Dup_1444	NA	Cluster_0542	Zm00001d043771	Zm00008a014070,Zm00008a014072
Nonsyntenic_Dup_1445	Cluster_1423	NA	Zm00001d043787,Zm00001d043789,Zm00001d043795	Zm00008a014094
Nonsyntenic_Dup_1446	Cluster_1423	NA	Zm00001d043787,Zm00001d043789,Zm00001d043795	Zm00008a014095
Nonsyntenic_Dup_1447	Cluster_1428	Cluster_0545	Zm00001d043884,Zm00001d043882	Zm00008a014169,Zm00008a014170
Nonsyntenic_Dup_1448	Cluster_1429	NA	Zm00001d043927,Zm00001d043928	Zm00008a014201
Nonsyntenic_Dup_1449	Cluster_1430	Cluster_0547	Zm00001d043981,Zm00001d043980,Zm00001d043975	Zm00008a014233,Zm00008a014237
Nonsyntenic_Dup_1450	Cluster_1430	NA	Zm00001d043981,Zm00001d043980,Zm00001d043975	Zm00008a014235
Nonsyntenic_Dup_1451	Cluster_1432	Cluster_0548	Zm00001d044037,Zm00001d044033,Zm00001d044031	Zm00008a014276,Zm00008a014275,Zm00008a014280
Nonsyntenic_Dup_1452	Cluster_1433	Cluster_0549	Zm00001d044045,Zm00001d044043,Zm00001d044048,Zm00001d044040,Zm00001d044049,Zm00001d044050	Zm00008a014294,Zm00008a014292,Zm00008a014293,Zm00008a014289,Zm00008a014283,Zm00008a014287
Nonsyntenic_Dup_1453	Cluster_1434	NA	Zm00001d044053,Zm00001d044052	Zm00008a014295
Nonsyntenic_Dup_1454	Cluster_1435	Cluster_0551	Zm00001d044095,Zm00001d044099,Zm00001d044096	Zm00008a014324,Zm00008a014325
Nonsyntenic_Dup_1455	Cluster_1436	Cluster_0552	Zm00001d044117,Zm00001d044118	Zm00008a014340,Zm00008a014341
Nonsyntenic_Dup_1456	Cluster_1437	NA	Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044146,Zm00001d044159	Zm00008a014367
Nonsyntenic_Dup_1457	NA	Cluster_0554	Zm00001d044164	Zm00008a014380,Zm00008a014381
Nonsyntenic_Dup_1458	Cluster_1438	NA	Zm00001d044203,Zm00001d044208	Zm00008a014413
Nonsyntenic_Dup_1459	Cluster_1440	NA	Zm00001d044246,Zm00001d044247	Zm00008a014445
Nonsyntenic_Dup_1460	Cluster_1440	NA	Zm00001d044246,Zm00001d044247	Zm00008a014446
Nonsyntenic_Dup_1461	Cluster_1441	Cluster_0556	Zm00001d044281,Zm00001d044283	Zm00008a014469,Zm00008a014468
Nonsyntenic_Dup_1462	NA	Cluster_0556	Zm00001d044284	Zm00008a014469,Zm00008a014468
Nonsyntenic_Dup_1463	Cluster_1444	Cluster_0562	Zm00001d044345,Zm00001d044351,Zm00001d044354,Zm00001d044352,Zm00001d044348	Zm00008a014528,Zm00008a014529,Zm00008a014531
Nonsyntenic_Dup_1464	NA	Cluster_0559	Zm00001d044353	Zm00008a014535,Zm00008a014518
Nonsyntenic_Dup_1465	NA	Cluster_0561	Zm00001d044356	Zm00008a014527,Zm00008a014537,Zm00008a014538
Nonsyntenic_Dup_1466	NA	Cluster_0564	Zm00001d044387	Zm00008a014562,Zm00008a014563
Nonsyntenic_Dup_1467	Cluster_1447	Cluster_0565	Zm00001d044399,Zm00001d044402,Zm00001d044401,Zm00001d044396	Zm00008a014571,Zm00008a014572
Nonsyntenic_Dup_1468	Cluster_1449	Cluster_0566	Zm00001d044433,Zm00001d044432	Zm00008a014597,Zm00008a014600
Nonsyntenic_Dup_1469	Cluster_1450	NA	Zm00001d044439,Zm00001d044438,Zm00001d044440	Zm00008a014605
Nonsyntenic_Dup_1470	Cluster_1452	Cluster_0568	Zm00001d044457,Zm00001d044458	Zm00008a014621,Zm00008a014620
Nonsyntenic_Dup_1471	Cluster_1453	Cluster_0569	Zm00001d044573,Zm00001d044570	Zm00008a014715,Zm00008a014717
Nonsyntenic_Dup_1472	Cluster_1454	Cluster_0570	Zm00001d044579,Zm00001d044580	Zm00008a014721,Zm00008a014722
Nonsyntenic_Dup_1473	Cluster_1455	NA	Zm00001d044590,Zm00001d044588,Zm00001d044587,Zm00001d044589,Zm00001d044586	Zm00008a014730
Nonsyntenic_Dup_1474	Cluster_1455	NA	Zm00001d044590,Zm00001d044588,Zm00001d044587,Zm00001d044589,Zm00001d044586	Zm00008a014732
Nonsyntenic_Dup_1475	Cluster_1456	NA	Zm00001d044627,Zm00001d044623,Zm00001d044626	Zm00008a014758
Nonsyntenic_Dup_1476	Cluster_1457	NA	Zm00001d044624,Zm00001d044628	Zm00008a014758
Nonsyntenic_Dup_1477	Cluster_1458	Cluster_0571	Zm00001d044655,Zm00001d044654	Zm00008a014779,Zm00008a014778,Zm00008a014777,Zm00008a014783,Zm00008a014782
Nonsyntenic_Dup_1478	Cluster_1460	NA	Zm00001d044686,Zm00001d044685	Zm00008a014788
Nonsyntenic_Dup_1479	Cluster_1460	NA	Zm00001d044686,Zm00001d044685	Zm00008a014816
Nonsyntenic_Dup_1480	Cluster_1462	Cluster_1208	Zm00001d044763,Zm00001d044762,Zm00001d044765	Zm00008a033289,Zm00008a033292,Zm00008a033291,Zm00008a033290
Nonsyntenic_Dup_1481	Cluster_1463	Cluster_1209	Zm00001d044775,Zm00001d044776,Zm00001d044777	Zm00008a033301,Zm00008a033300,Zm00008a033299
Nonsyntenic_Dup_1482	Cluster_1467	Cluster_1211	Zm00001d044908,Zm00001d044906	Zm00008a033387,Zm00008a033388
Nonsyntenic_Dup_1483	Cluster_1469	NA	Zm00001d044936,Zm00001d044937,Zm00001d044934,Zm00001d044933	Zm00008a033403
Nonsyntenic_Dup_1484	Cluster_1470	Cluster_1212	Zm00001d044967,Zm00001d044966	Zm00008a033421,Zm00008a033422
Nonsyntenic_Dup_1485	Cluster_1471	Cluster_1213	Zm00001d044996,Zm00001d044999	Zm00008a033455,Zm00008a033457
Nonsyntenic_Dup_1486	Cluster_1474	Cluster_1215	Zm00001d045070,Zm00001d045071	Zm00008a033509,Zm00008a033508
Nonsyntenic_Dup_1487	Cluster_1475	NA	Zm00001d045086,Zm00001d045088	Zm00008a033524
Nonsyntenic_Dup_1488	Cluster_1476	NA	Zm00001d045089,Zm00001d045090	Zm00008a033537
Nonsyntenic_Dup_1489	Cluster_1477	Cluster_1216	Zm00001d045092,Zm00001d045091	Zm00008a033534,Zm00008a033535
Nonsyntenic_Dup_1490	Cluster_1478	NA	Zm00001d045145,Zm00001d045141	Zm00008a033580
Nonsyntenic_Dup_1491	Cluster_1479	Cluster_1218	Zm00001d045158,Zm00001d045157	Zm00008a033592,Zm00008a033593
Nonsyntenic_Dup_1492	Cluster_1480	Cluster_1219	Zm00001d045159,Zm00001d045169	Zm00008a033598,Zm00008a033594
Nonsyntenic_Dup_1493	Cluster_1480	NA	Zm00001d045159,Zm00001d045169	Zm00008a033596
Nonsyntenic_Dup_1494	NA	Cluster_1220	Zm00001d045184	Zm00008a033610,Zm00008a033607
Nonsyntenic_Dup_1495	NA	Cluster_1220	Zm00001d045185	Zm00008a033610,Zm00008a033607
Nonsyntenic_Dup_1496	NA	Cluster_1222	Zm00001d045191	Zm00008a033623,Zm00008a033613
Nonsyntenic_Dup_1497	Cluster_1481	Cluster_1223	Zm00001d045226,Zm00001d045228,Zm00001d045221	Zm00008a033645,Zm00008a033642,Zm00008a033644
Nonsyntenic_Dup_1498	Cluster_1483	Cluster_1225	Zm00001d045240,Zm00001d045238	Zm00008a033653,Zm00008a033652,Zm00008a033654
Nonsyntenic_Dup_1499	Cluster_1484	NA	Zm00001d045260,Zm00001d045256,Zm00001d045257,Zm00001d045258	Zm00008a033661
Nonsyntenic_Dup_1500	Cluster_1484	Cluster_1224	Zm00001d045260,Zm00001d045256,Zm00001d045257,Zm00001d045258	Zm00008a033662,Zm00008a033663,Zm00008a033650,Zm00008a033656,Zm00008a033655
Nonsyntenic_Dup_1501	NA	Cluster_1227	Zm00001d045269	Zm00008a033671,Zm00008a033677
Nonsyntenic_Dup_1502	Cluster_1485	Cluster_1228	Zm00001d045271,Zm00001d045276	Zm00008a033675,Zm00008a033673
Nonsyntenic_Dup_1503	Cluster_1486	NA	Zm00001d045277,Zm00001d045274,Zm00001d045272	Zm00008a033674
Nonsyntenic_Dup_1504	NA	Cluster_1227	Zm00001d045279	Zm00008a033671,Zm00008a033677
Nonsyntenic_Dup_1505	Cluster_1487	Cluster_1229	Zm00001d045298,Zm00001d045302	Zm00008a033685,Zm00008a033686,Zm00008a033687
Nonsyntenic_Dup_1506	Cluster_1489	Cluster_1230	Zm00001d045327,Zm00001d045347,Zm00001d045340,Zm00001d045341,Zm00001d045350,Zm00001d045344	Zm00008a033716,Zm00008a033710
Nonsyntenic_Dup_1507	Cluster_1490	Cluster_1231	Zm00001d045342,Zm00001d045348	Zm00008a033717,Zm00008a033718
Nonsyntenic_Dup_1508	Cluster_1491	NA	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00008a033730
Nonsyntenic_Dup_1509	Cluster_1491	NA	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00008a033737
Nonsyntenic_Dup_1510	Cluster_1492	Cluster_1232	Zm00001d045391,Zm00001d045390,Zm00001d045392	Zm00008a033762,Zm00008a033761
Nonsyntenic_Dup_1511	Cluster_1492	NA	Zm00001d045391,Zm00001d045390,Zm00001d045392	Zm00008a033763
Nonsyntenic_Dup_1512	Cluster_1493	Cluster_1233	Zm00001d045398,Zm00001d045400	Zm00008a033771,Zm00008a033772
Nonsyntenic_Dup_1513	Cluster_1495	Cluster_1235	Zm00001d045406,Zm00001d045412,Zm00001d045410,Zm00001d045414,Zm00001d045408	Zm00008a033781,Zm00008a033778
Nonsyntenic_Dup_1514	Cluster_1495	NA	Zm00001d045406,Zm00001d045412,Zm00001d045410,Zm00001d045414,Zm00001d045408	Zm00008a033783
Nonsyntenic_Dup_1515	Cluster_1496	Cluster_1236	Zm00001d045456,Zm00001d045454	Zm00008a033819,Zm00008a033815
Nonsyntenic_Dup_1516	Cluster_1497	Cluster_1237	Zm00001d045461,Zm00001d045460,Zm00001d045459	Zm00008a033821,Zm00008a033822
Nonsyntenic_Dup_1517	Cluster_1498	NA	Zm00001d045466,Zm00001d045465	Zm00008a033825
Nonsyntenic_Dup_1518	NA	Cluster_1239	Zm00001d045529	Zm00008a033900,Zm00008a033899
Nonsyntenic_Dup_1519	Cluster_1500	NA	Zm00001d045564,Zm00001d045565	Zm00008a033930
Nonsyntenic_Dup_1520	NA	Cluster_1241	Zm00001d045573	Zm00008a033938,Zm00008a033935,Zm00008a033936,Zm00008a033937
Nonsyntenic_Dup_1521	NA	Cluster_1241	Zm00001d045574	Zm00008a033938,Zm00008a033935,Zm00008a033936,Zm00008a033937
Nonsyntenic_Dup_1522	NA	Cluster_1241	Zm00001d045575	Zm00008a033938,Zm00008a033935,Zm00008a033936,Zm00008a033937
Nonsyntenic_Dup_1523	Cluster_1502	NA	Zm00001d045578,Zm00001d045577	Zm00008a033940
Nonsyntenic_Dup_1524	Cluster_1506	Cluster_1243	Zm00001d045708,Zm00001d045711,Zm00001d045712,Zm00001d045709,Zm00001d045713	Zm00008a034026,Zm00008a034032,Zm00008a034030,Zm00008a034031,Zm00008a034035,Zm00008a034033
Nonsyntenic_Dup_1525	Cluster_1506	NA	Zm00001d045708,Zm00001d045711,Zm00001d045712,Zm00001d045709,Zm00001d045713	Zm00008a034034
Nonsyntenic_Dup_1526	Cluster_1507	Cluster_1244	Zm00001d045721,Zm00001d045722,Zm00001d045720	Zm00008a034039,Zm00008a034036,Zm00008a034037
Nonsyntenic_Dup_1527	Cluster_1508	Cluster_1245	Zm00001d045774,Zm00001d045778	Zm00008a034079,Zm00008a034080
Nonsyntenic_Dup_1528	NA	Cluster_1246	Zm00001d045792	Zm00008a034094,Zm00008a034095
Nonsyntenic_Dup_1529	Cluster_1510	NA	Zm00001d045838,Zm00001d045839	Zm00008a034118
Nonsyntenic_Dup_1530	Cluster_1509	Cluster_1247	Zm00001d045843,Zm00001d045855,Zm00001d045852,Zm00001d045863,Zm00001d045836,Zm00001d045842,Zm00001d045831,Zm00001d045849	Zm00008a034115,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034120,Zm00008a034121,Zm00008a034134
Nonsyntenic_Dup_1531	Cluster_1513	NA	Zm00001d045892,Zm00001d045890,Zm00001d045891	Zm00008a034154
Nonsyntenic_Dup_1532	Cluster_1514	Cluster_1250	Zm00001d046004,Zm00001d046005	Zm00008a034216,Zm00008a034228,Zm00008a034229
Nonsyntenic_Dup_1533	NA	Cluster_1258	Zm00001d046049	Zm00008a034391,Zm00008a034390
Nonsyntenic_Dup_1534	Cluster_1515	NA	Zm00001d046053,Zm00001d046054	Zm00008a034388
