ClusterID	Genes	Width	
Cluster_1295	Zm00008a035391,Zm00008a035393	3
Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472	18
Cluster_1297	Zm00008a035463,Zm00008a035466,Zm00008a035469,Zm00008a035471	9
Cluster_1298	Zm00008a035549,Zm00008a035551	3
Cluster_1299	Zm00008a035550,Zm00008a035552	3
Cluster_1300	Zm00008a035571,Zm00008a035587	17
Cluster_1301	Zm00008a035657,Zm00008a035658,Zm00008a035659,Zm00008a035660	4
Cluster_1302	Zm00008a035700,Zm00008a035701	2
Cluster_1303	Zm00008a035704,Zm00008a035705	2
Cluster_1304	Zm00008a035736,Zm00008a035737	2
Cluster_1305	Zm00008a035786,Zm00008a035792	7
Cluster_1306	Zm00008a035790,Zm00008a035791	2
Cluster_1307	Zm00008a035807,Zm00008a035811	5
Cluster_1308	Zm00008a035847,Zm00008a035854,Zm00008a035855	9
Cluster_1309	Zm00008a035898,Zm00008a035899	2
Cluster_1310	Zm00008a035905,Zm00008a035906	2
Cluster_1311	Zm00008a035924,Zm00008a035925	2
Cluster_1312	Zm00008a035929,Zm00008a035930	2
Cluster_1313	Zm00008a035942,Zm00008a035944,Zm00008a035946	5
Cluster_1314	Zm00008a035977,Zm00008a035984	8
Cluster_1315	Zm00008a035981,Zm00008a035985	5
Cluster_1316	Zm00008a035982,Zm00008a035983,Zm00008a035986	5
Cluster_1317	Zm00008a035999,Zm00008a036000	2
Cluster_1318	Zm00008a036014,Zm00008a036015	2
Cluster_1319	Zm00008a036172,Zm00008a036173	2
Cluster_1320	Zm00008a036250,Zm00008a036251,Zm00008a036252	3
Cluster_1321	Zm00008a036272,Zm00008a036275	4
Cluster_1322	Zm00008a036277,Zm00008a036278	2
Cluster_1323	Zm00008a036279,Zm00008a036287	9
Cluster_1324	Zm00008a036289,Zm00008a036291	3
Cluster_1325	Zm00008a036309,Zm00008a036311	3
Cluster_1326	Zm00008a036323,Zm00008a036333,Zm00008a036335,Zm00008a036336	14
Cluster_1327	Zm00008a036347,Zm00008a036349	3
Cluster_1328	Zm00008a036368,Zm00008a036370	3
Cluster_1329	Zm00008a036369,Zm00008a036371	3
Cluster_1330	Zm00008a036375,Zm00008a036377	3
Cluster_1331	Zm00008a036376,Zm00008a036378,Zm00008a036379,Zm00008a036380,Zm00008a036383	8
Cluster_1332	Zm00008a036384,Zm00008a036394	11
Cluster_1333	Zm00008a036390,Zm00008a036392	3
Cluster_1334	Zm00008a036399,Zm00008a036400,Zm00008a036401,Zm00008a036402,Zm00008a036404,Zm00008a036405,Zm00008a036406	8
Cluster_1335	Zm00008a036420,Zm00008a036421	2
Cluster_1336	Zm00008a036426,Zm00008a036427,Zm00008a036440	15
Cluster_1337	Zm00008a036432,Zm00008a036439	8
Cluster_1338	Zm00008a036433,Zm00008a036438	6
Cluster_1339	Zm00008a036434,Zm00008a036437	4
Cluster_1340	Zm00008a036435,Zm00008a036436	2
Cluster_1341	Zm00008a036458,Zm00008a036469	12
Cluster_1342	Zm00008a036484,Zm00008a036486	3
Cluster_1343	Zm00008a036492,Zm00008a036493	2
Cluster_1344	Zm00008a036497,Zm00008a036498	2
Cluster_1345	Zm00008a036501,Zm00008a036502	2
Cluster_1346	Zm00008a036506,Zm00008a036513	8
Cluster_1347	Zm00008a036507,Zm00008a036514	8
Cluster_1348	Zm00008a036531,Zm00008a036532	2
Cluster_1349	Zm00008a036539,Zm00008a036545	7
Cluster_1350	Zm00008a036556,Zm00008a036558	3
Cluster_1351	Zm00008a036571,Zm00008a036587	17
Cluster_1352	Zm00008a036573,Zm00008a036575,Zm00008a036578,Zm00008a036583	11
Cluster_1353	Zm00008a036592,Zm00008a036602	11
Cluster_1354	Zm00008a036626,Zm00008a036627	2
Cluster_1355	Zm00008a036631,Zm00008a036633	3
Cluster_1356	Zm00008a036650,Zm00008a036652	3
Cluster_1357	Zm00008a036667,Zm00008a036670,Zm00008a036673	7
Cluster_1358	Zm00008a036702,Zm00008a036703	2
Cluster_1359	Zm00008a036757,Zm00008a036773	17
Cluster_1360	Zm00008a036778,Zm00008a036779,Zm00008a036781,Zm00008a036782	5
Cluster_1361	Zm00008a036803,Zm00008a036805	3
Cluster_1362	Zm00008a036826,Zm00008a036829	4
Cluster_1363	Zm00008a036863,Zm00008a036866	4
Cluster_1364	Zm00008a036882,Zm00008a036884	3
Cluster_1365	Zm00008a036968,Zm00008a036973	6
Cluster_1366	Zm00008a037010,Zm00008a037011,Zm00008a037013,Zm00008a037016,Zm00008a037029	20
Cluster_1367	Zm00008a037037,Zm00008a037039,Zm00008a037041,Zm00008a037043	7
Cluster_1368	Zm00008a037062,Zm00008a037070	9
Cluster_1369	Zm00008a037092,Zm00008a037093	2
Cluster_1370	Zm00008a037128,Zm00008a037131	4
Cluster_1371	Zm00008a037148,Zm00008a037149,Zm00008a037152,Zm00008a037154	7
Cluster_1372	Zm00008a037162,Zm00008a037163	2
Cluster_1373	Zm00008a037341,Zm00008a037343,Zm00008a037345	5
Cluster_1374	Zm00008a037347,Zm00008a037348	2
Cluster_1375	Zm00008a037375,Zm00008a037376,Zm00008a037377	3
Cluster_1376	Zm00008a037406,Zm00008a037407	2
Cluster_1377	Zm00008a037411,Zm00008a037412,Zm00008a037415,Zm00008a037416,Zm00008a037426,Zm00008a037428,Zm00008a037429,Zm00008a037430	20
Cluster_1378	Zm00008a037437,Zm00008a037438,Zm00008a037439	3
Cluster_1379	Zm00008a037450,Zm00008a037451	2
Cluster_1380	Zm00008a037470,Zm00008a037471	2
Cluster_1381	Zm00008a037478,Zm00008a037480	3
Cluster_1382	Zm00008a037498,Zm00008a037500,Zm00008a037501,Zm00008a037502	5
Cluster_1383	Zm00008a037512,Zm00008a037514	3
Cluster_1384	Zm00008a037535,Zm00008a037536	2
Cluster_1385	Zm00008a037546,Zm00008a037548,Zm00008a037550	5
Cluster_1386	Zm00008a037564,Zm00008a037565	2
Cluster_1387	Zm00008a037566,Zm00008a037567	2
Cluster_1388	Zm00008a037570,Zm00008a037571	2
Cluster_1389	Zm00008a037584,Zm00008a037585	2
Cluster_1390	Zm00008a037595,Zm00008a037596	2
Cluster_1391	Zm00008a037598,Zm00008a037599	2
Cluster_1392	Zm00008a037629,Zm00008a037632	4
Cluster_1393	Zm00008a037644,Zm00008a037645	2
Cluster_1394	Zm00008a037730,Zm00008a037732	3
Cluster_1395	Zm00008a037755,Zm00008a037756	2
Cluster_1396	Zm00008a037759,Zm00008a037760	2
Cluster_1397	Zm00008a037798,Zm00008a037799	2
Cluster_1398	Zm00008a037855,Zm00008a037856	2
Cluster_1399	Zm00008a037881,Zm00008a037884,Zm00008a037886,Zm00008a037888	8
Cluster_1400	Zm00008a037928,Zm00008a037943,Zm00008a037945	18
Cluster_1401	Zm00008a037959,Zm00008a037961	3
Cluster_1402	Zm00008a037980,Zm00008a037981	2
Cluster_1403	Zm00008a038000,Zm00008a038001,Zm00008a038004,Zm00008a038009,Zm00008a038010	11
Cluster_1404	Zm00008a038017,Zm00008a038018	2
Cluster_1405	Zm00008a038024,Zm00008a038025	2
Cluster_1406	Zm00008a038033,Zm00008a038044	12
Cluster_1407	Zm00008a038034,Zm00008a038038,Zm00008a038039,Zm00008a038041,Zm00008a038042,Zm00008a038045	12
Cluster_1408	Zm00008a038040,Zm00008a038043,Zm00008a038046	7
Cluster_1409	Zm00008a038197,Zm00008a038198	2
Cluster_1410	Zm00008a038235,Zm00008a038236	2
Cluster_1411	Zm00008a038258,Zm00008a038260,Zm00008a038261,Zm00008a038262	5
Cluster_1412	Zm00008a038295,Zm00008a038296	2
Cluster_1413	Zm00008a038297,Zm00008a038298	2
Cluster_1414	Zm00008a038373,Zm00008a038374	2
Cluster_1415	Zm00008a038460,Zm00008a038461	2
Cluster_1416	Zm00008a038480,Zm00008a038481,Zm00008a038484,Zm00008a038485	6
Cluster_1417	Zm00008a038486,Zm00008a038487	2
Cluster_1418	Zm00008a038492,Zm00008a038493	2
Cluster_1419	Zm00008a038506,Zm00008a038507	2
Cluster_1420	Zm00008a038511,Zm00008a038517	7
Cluster_1421	Zm00008a038550,Zm00008a038551,Zm00008a038552	3
Cluster_1422	Zm00008a038561,Zm00008a038562	2
Cluster_1423	Zm00008a038607,Zm00008a038610	4
Cluster_1424	Zm00008a038656,Zm00008a038657,Zm00008a038659	4
Cluster_1425	Zm00008a038830,Zm00008a038831	2
Cluster_1426	Zm00008a038888,Zm00008a038890	3
Cluster_1427	Zm00008a038893,Zm00008a038896	4
Cluster_1428	Zm00008a038941,Zm00008a038944	4
Cluster_1429	Zm00008a038947,Zm00008a038948	2
Cluster_1430	Zm00008a038953,Zm00008a038978	26
Cluster_1431	Zm00008a038959,Zm00008a038976	18
Cluster_1432	Zm00008a038966,Zm00008a038975	10
Cluster_1433	Zm00008a038982,Zm00008a038991,Zm00008a038995,Zm00008a039007,Zm00008a039008,Zm00008a039009,Zm00008a039010,Zm00008a039012,Zm00008a039013,Zm00008a039014,Zm00008a039017,Zm00008a039030,Zm00008a039031,Zm00008a039037,Zm00008a039039,Zm00008a039040,Zm00008a039041,Zm00008a039042,Zm00008a039053,Zm00008a039054,Zm00008a039055,Zm00008a039057,Zm00008a039061,Zm00008a039062,Zm00008a039063,Zm00008a039064,Zm00008a039065,Zm00008a039066,Zm00008a039067,Zm00008a039069,Zm00008a039070,Zm00008a039073,Zm00008a039076,Zm00008a039079,Zm00008a039083,Zm00008a039085,Zm00008a039087,Zm00008a039088,Zm00008a039089,Zm00008a039098,Zm00008a039099,Zm00008a039100,Zm00008a039104,Zm00008a039105,Zm00008a039118,Zm00008a039126,Zm00008a039128,Zm00008a039129,Zm00008a039132,Zm00008a039133,Zm00008a039136,Zm00008a039137,Zm00008a039140,Zm00008a039143,Zm00008a039152,Zm00008a039153,Zm00008a039154,Zm00008a039157,Zm00008a039158,Zm00008a039160,Zm00008a039161,Zm00008a039164,Zm00008a039165,Zm00008a039166,Zm00008a039167,Zm00008a039174,Zm00008a039175,Zm00008a039176,Zm00008a039177,Zm00008a039181,Zm00008a039185,Zm00008a039186,Zm00008a039187,Zm00008a039188,Zm00008a039191,Zm00008a039192,Zm00008a039193,Zm00008a039197,Zm00008a039202,Zm00008a039203,Zm00008a039204,Zm00008a039205,Zm00008a039208,Zm00008a039211,Zm00008a039219,Zm00008a039220,Zm00008a039221,Zm00008a039226,Zm00008a039230,Zm00008a039232,Zm00008a039233,Zm00008a039236,Zm00008a039237,Zm00008a039247	266
Cluster_1434	Zm00008a038987,Zm00008a039038,Zm00008a039134,Zm00008a039198	212
Cluster_1435	Zm00008a038993,Zm00008a039119	127
Cluster_1436	Zm00008a039045,Zm00008a039046	2
Cluster_1437	Zm00008a039240,Zm00008a039241	2
Cluster_1438	Zm00008a039244,Zm00008a039255,Zm00008a039256,Zm00008a039269,Zm00008a039270	27
Cluster_1439	Zm00008a039245,Zm00008a039254,Zm00008a039268	24
Cluster_1440	Zm00008a039260,Zm00008a039271	12
Cluster_1441	Zm00008a039281,Zm00008a039295,Zm00008a039325,Zm00008a039329,Zm00008a039336,Zm00008a039343,Zm00008a039345,Zm00008a039356,Zm00008a039367,Zm00008a039385,Zm00008a039387,Zm00008a039398,Zm00008a039399,Zm00008a039407,Zm00008a039414,Zm00008a039415,Zm00008a039416,Zm00008a039420,Zm00008a039421,Zm00008a039422,Zm00008a039423,Zm00008a039435,Zm00008a039437,Zm00008a039438,Zm00008a039439,Zm00008a039441,Zm00008a039442,Zm00008a039447,Zm00008a039448,Zm00008a039449,Zm00008a039450,Zm00008a039451,Zm00008a039456,Zm00008a039462,Zm00008a039463,Zm00008a039476	196
Cluster_1442	Zm00008a039285,Zm00008a039286,Zm00008a039291,Zm00008a039302,Zm00008a039312,Zm00008a039320,Zm00008a039333,Zm00008a039338,Zm00008a039339,Zm00008a039360,Zm00008a039362,Zm00008a039363,Zm00008a039372,Zm00008a039373,Zm00008a039375,Zm00008a039394,Zm00008a039395,Zm00008a039396,Zm00008a039402,Zm00008a039406,Zm00008a039418,Zm00008a039430	146
Cluster_1443	Zm00008a039298,Zm00008a039299	2
Cluster_1444	Zm00008a039337,Zm00008a039361	25
Cluster_1445	Zm00008a039386,Zm00008a039440	55
Cluster_1446	Zm00008a039411,Zm00008a039412	2
Cluster_1447	Zm00008a039426,Zm00008a039427	2
Cluster_1448	Zm00008a039443,Zm00008a039452,Zm00008a039470,Zm00008a039518,Zm00008a039526	84
Cluster_1449	Zm00008a039444,Zm00008a039471,Zm00008a039489,Zm00008a039509,Zm00008a039520,Zm00008a039527,Zm00008a039531	88
Cluster_1450	Zm00008a039445,Zm00008a039453	9
Cluster_1451	Zm00008a039474,Zm00008a039499	26
Cluster_1452	Zm00008a039487,Zm00008a039494	8
Cluster_1453	Zm00008a039492,Zm00008a039495,Zm00008a039516,Zm00008a039528,Zm00008a039534,Zm00008a039535	44
Cluster_1454	Zm00008a039567,Zm00008a039568	2
Cluster_1455	Zm00008a039569,Zm00008a039570,Zm00008a039571	3
Cluster_1456	Zm00008a039635,Zm00008a039636	2
Cluster_1457	Zm00008a039753,Zm00008a039754,Zm00008a039755	3
Cluster_1458	Zm00008a039776,Zm00008a039781	6
Cluster_1459	Zm00008a039888,Zm00008a039889	2
Cluster_1460	Zm00008a039976,Zm00008a039977	2
Cluster_1461	Zm00008a040214,Zm00008a040215	2
Cluster_1462	Zm00008a040261,Zm00008a040262	2
Cluster_1463	Zm00008a040266,Zm00008a040268	3
Cluster_1464	Zm00008a040267,Zm00008a040269	3
Cluster_1465	Zm00008a040352,Zm00008a040356	5
Cluster_1466	Zm00008a040505,Zm00008a040506	2
